Gene	MobiDBLite	Coils	interpro	GO	CDD	Gene3D	SUPERFAMILY	ProSiteProfiles	Pfam	SMART	ProSitePatterns	PATHWAY	TIGRFAM	PRINTS	Hamap	PIRSF	SFLD
PNP52119.1	NA	NA	IPR034004	GO:0006379;GO:0003676;GO:0006351;GO:0008270	cd10507	G3DSA:2.20.25.10	SSF57783	PS51133	PF01096	SM00440	NA	Reactome: R-HSA-427413|Reactome: R-HSA-5250924|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73863	NA	NA	NA	NA	NA
PNP54275.1	mobidb-lite	Coil	IPR002777	GO:0006457;GO:0016272;GO:0051082	NA	G3DSA:1.10.287.370	SSF46579	NA	PF01920	NA	NA	Reactome: R-HSA-389957	NA	NA	NA	PIRSF016477	NA
PNP59623.1	NA	NA	IPR015421	GO:0003824	NA	G3DSA:3.40.640.10	SSF53383	NA	PF00266	NA	NA	NA	NA	NA	NA	NA	NA
PNP56046.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP51371.1	NA	NA	IPR005829	GO:0016021;GO:0022857;GO:0055085;GO:0016020	cd17356	G3DSA:1.20.1250.20	SSF103473	PS50850	PF00083	NA	PS00216;PS00217	Reactome: R-HSA-189200	NA	PR00171	NA	NA	NA
PNP54265.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP58127.1	mobidb-lite	NA	IPR013087	GO:0003676	NA	G3DSA:3.30.160.60	SSF57667	PS50157	PF00096	SM00355	PS00028	NA	NA	NA	NA	NA	NA
PNP59470.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP55632.1	NA	NA	IPR016185	GO:0005524;GO:0046872	cd06850	G3DSA:2.40.50.100;G3DSA:3.30.470.130	SSF52440;SSF51230;SSF51246;SSF56059	PS50968;PS50975;PS50979	PF00289;PF02785;PF00364;PF02786	SM00878	PS00867	Reactome: R-HSA-196780	NA	NA	NA	NA	NA
PNP54121.1	NA	NA	IPR004895	NA	NA	NA	NA	NA	PF03208	NA	NA	NA	NA	NA	NA	NA	NA
PNP59174.1	NA	NA	IPR036259	GO:0055085	cd06179	G3DSA:1.20.1720.10	SSF103473	NA	PF07690	NA	NA	NA	NA	PR01036	NA	NA	NA
PNP56099.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP56210.1	NA	NA	IPR000172	GO:0016614;GO:0050660;GO:0055114	NA	G3DSA:3.50.50.60;G3DSA:3.30.410.40	SSF54373;SSF51905	NA	PF00732	NA	NA	Reactome: R-HSA-6798163	NA	NA	NA	NA	NA
PNP53949.1	NA	NA	IPR024316	NA	NA	NA	NA	NA	PF12716	NA	NA	NA	NA	NA	NA	NA	NA
PNP57709.1	NA	NA	IPR017144	GO:0016787	cd05672	G3DSA:3.40.630.10;G3DSA:3.30.70.360	SSF53187;SSF55031	NA	PF07687;PF01546	NA	NA	NA	TIGR01891	NA	NA	PIRSF037226	NA
PNP57756.1	mobidb-lite	Coil	IPR001680	GO:0005515	NA	G3DSA:2.130.10.10	SSF50978	PS50082;PS50294	PF00400;PF11715	SM00320	PS00678	NA	NA	PR00320	NA	NA	NA
PNP60452.1	NA	NA	IPR019197	GO:0006464;GO:0004077	cd16442;cd03144	G3DSA:3.30.930.10;G3DSA:3.40.50.880	SSF55681;SSF52317	PS51733	PF09825;PF03099	NA	NA	Reactome: R-HSA-196780|Reactome: R-HSA-3371599	TIGR00121	NA	NA	NA	NA
PNP55690.1	mobidb-lite	NA	IPR007567	NA	NA	NA	NA	NA	PF04478	NA	NA	NA	NA	NA	NA	NA	NA
PNP57506.1	NA	NA	IPR010839	NA	NA	NA	NA	NA	PF07287	NA	NA	NA	NA	NA	NA	NA	NA
PNP55186.1	mobidb-lite	NA	IPR000731	GO:0005515	NA	G3DSA:2.130.10.10	SSF82866;SSF50978	PS50156;PS50082;PS50294	PF12349	SM00320	PS00678	NA	NA	NA	NA	NA	NA
PNP60232.1	NA	NA	IPR036390	NA	NA	G3DSA:1.10.10.10;G3DSA:3.40.50.150	SSF46785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP51880.1	mobidb-lite	Coil	IPR033682	GO:0005789;GO:0019706;GO:0016409	NA	NA	NA	PS50216	PF01529	NA	NA	NA	NA	NA	MF_03199	NA	NA
PNP53220.1	mobidb-lite	Coil	IPR006073	GO:0005525	cd04178	G3DSA:3.40.50.300;G3DSA:1.10.1580.10	SSF52540	PS51721	PF01926;PF08701	NA	NA	Reactome: R-HSA-6791226	NA	PR00326	NA	NA	NA
PNP55665.1	mobidb-lite	NA	IPR001680	GO:0005515	cd16448	NA	SSF50978	PS50082;PS50294;PS50089;PS50908	PF00400	SM00320	NA	NA	NA	NA	NA	NA	NA
PNP49373.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP55864.1	NA	NA	IPR025700	NA	NA	G3DSA:3.50.50.60	NA	NA	PF13434	NA	NA	NA	NA	NA	NA	NA	NA
PNP49102.1	NA	NA	IPR042099	GO:0003824	cd05927	G3DSA:3.40.50.12780	SSF56801	NA	PF00501	NA	PS00455	NA	NA	NA	NA	NA	NA
PNP51209.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP54068.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP52796.1	NA	Coil	IPR013252		NA	G3DSA:3.30.160.430	SSF143026	NA	PF08286	NA	NA	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	NA	NA	NA	NA	NA
PNP51149.1	NA	NA	IPR004813	GO:0055085	NA	NA	NA	NA	PF03169	NA	NA	NA	TIGR00728;TIGR00727	NA	NA	NA	NA
PNP54498.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP46012.1	NA	NA	IPR011022	NA	NA	NA	NA	NA	PF02752	SM01017	NA	NA	NA	NA	NA	NA	NA
PNP56279.1	NA	NA	IPR023210	NA	cd06660	G3DSA:3.20.20.100	SSF51430	NA	PF00248	NA	NA	NA	NA	NA	NA	NA	NA
PNP58820.1	NA	NA	IPR002293	GO:0016020;GO:0022857;GO:0055085;GO:0006865;GO:0016021	NA	NA	NA	NA	PF00324	NA	PS00218	NA	NA	NA	NA	PIRSF006060	NA
PNP59057.1	NA	NA	IPR014186	GO:0018738;GO:0046294	NA	G3DSA:3.40.50.1820	SSF53474	NA	PF00756	NA	NA	KEGG: 00680+3.1.2.12|MetaCyc: PWY-1801|Reactome: R-HSA-156590	TIGR02821	NA	NA	NA	NA
PNP50326.1	mobidb-lite	Coil	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	cd00067;cd12148	G3DSA:4.10.240.10	SSF57701	PS50048	PF04082;PF00172	SM00066;SM00906	PS00463	NA	NA	PR00755	NA	NA	NA
PNP55674.1	mobidb-lite	NA	IPR036770	GO:0005515	NA	G3DSA:1.25.40.20	SSF48403	PS50088;PS50297	PF12796	SM00248	NA	NA	NA	NA	NA	NA	NA
PNP52189.1	NA	NA	IPR003607	NA	cd00077	G3DSA:1.10.3210.10	SSF109604	NA	PF01966	NA	NA	NA	NA	NA	NA	NA	NA
PNP49105.1	mobidb-lite	NA	IPR001806	GO:0003924;GO:0005525	cd00154	G3DSA:3.40.50.300	SSF52540	PS51419	PF00071	SM00175;SM00176;SM00174;SM00173	NA	NA	TIGR00231	PR00449	NA	NA	NA
PNP49482.1	mobidb-lite	NA	NA	NA	cd12148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP49960.1	NA	NA	IPR036440		NA	G3DSA:3.40.630.20	SSF53182	NA	PF01470	NA	NA	MetaCyc: PWY-7942	NA	NA	NA	NA	NA
PNP53004.1	NA	NA	IPR036703	NA	NA	G3DSA:1.20.140.30	SSF101152	NA	PF03637	SM01388	NA	NA	NA	NA	NA	NA	NA
PNP53717.1	mobidb-lite	Coil	IPR027267	NA	NA	G3DSA:1.20.1270.60	NA	NA	PF13805	NA	NA	NA	NA	NA	NA	NA	NA
PNP53657.1	mobidb-lite	Coil	IPR003607	GO:0008081;GO:0004114;GO:0007165	cd00077	G3DSA:1.10.1300.10	SSF109604	PS51845	PF00233	SM00471	PS00126	NA	NA	NA	NA	NA	NA
PNP51068.1	NA	NA	IPR010730	NA	NA	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA
PNP56667.1	mobidb-lite	NA	IPR041681	GO:0005086;GO:0032012	NA	G3DSA:2.30.29.30	SSF48425;SSF50729	NA	PF15410	NA	NA	NA	NA	NA	NA	NA	NA
PNP56632.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP49508.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP53345.1	mobidb-lite	NA	IPR020846	GO:0055085	cd17330	G3DSA:1.20.1250.20	SSF103473	PS50850	PF07690	NA	NA	NA	NA	NA	NA	NA	NA
PNP53166.1	NA	NA	IPR007111	NA	NA	G3DSA:3.40.50.300	SSF52540	PS50837	PF05729	NA	NA	NA	NA	NA	NA	NA	NA
PNP59464.1	NA	NA	IPR027443	GO:0016491;GO:0055114	NA	G3DSA:2.60.120.330	SSF51197	PS51471	PF14226;PF03171	NA	NA	NA	NA	PR00682	NA	NA	NA
PNP50862.1	mobidb-lite	NA	IPR028143	NA	NA	NA	NA	NA	PF08690	NA	NA	NA	NA	NA	NA	NA	NA
PNP53932.1	mobidb-lite	Coil	IPR006984	GO:0032040	cd09865	G3DSA:3.40.50.1010	NA	NA	PF04900	NA	NA	NA	NA	NA	NA	NA	NA
PNP45210.1	mobidb-lite	NA	IPR007109	NA	NA	NA	SSF52954	PS50833	PF04427	SM00879	NA	NA	NA	NA	NA	NA	NA
PNP50570.1	mobidb-lite	NA	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	cd12148;cd00067;cd14653	G3DSA:4.10.240.10	NA	NA	PF04082	SM00906	NA	NA	NA	NA	NA	NA	NA
PNP55311.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP49807.1	NA	NA	IPR036291	NA	NA	G3DSA:3.40.50.720	SSF51735	NA	PF00106	NA	NA	NA	NA	PR00081	NA	NA	NA
PNP60275.1	NA	NA	IPR002213	GO:0016758	cd03784	G3DSA:3.40.50.2000	SSF53756	NA	PF00201	NA	NA	Reactome: R-HSA-156588	NA	NA	NA	NA	NA
PNP49018.1	NA	NA	IPR011330	GO:0003824;GO:0005975;GO:0016810	cd10938	G3DSA:3.20.20.370	SSF88713	PS51677	PF01522	NA	NA	NA	NA	NA	NA	NA	NA
PNP55288.1	mobidb-lite	NA	IPR008928	GO:0003824	NA	NA	SSF48208	NA	PF03663	NA	NA	NA	NA	NA	NA	NA	NA
PNP57664.1	mobidb-lite	Coil	IPR034922	NA	cd06145	NA	SSF53098	NA	NA	SM00479	NA	NA	NA	NA	NA	NA	NA
PNP49856.1	NA	NA	IPR000772	NA	cd00161	G3DSA:2.80.10.50	SSF50370	PS50231	PF14200	SM00458	NA	NA	NA	NA	NA	NA	NA
PNP59479.1	NA	NA	IPR015168	NA	NA	NA	SSF53850	NA	PF09084	NA	NA	NA	NA	NA	NA	NA	NA
PNP57925.1	NA	NA	IPR008979	GO:0004553;GO:0005975	NA	G3DSA:3.20.20.80;G3DSA:2.60.120.260;G3DSA:2.60.40.10	SSF49785;SSF49303;SSF51445	NA	PF17786;PF00703	NA	NA	KEGG: 00511+3.2.1.25|Reactome: R-HSA-6798695|Reactome: R-HSA-8853383	NA	NA	NA	NA	NA
PNP54042.1	NA	NA	IPR001969	GO:0004190;GO:0006508	cd06097	G3DSA:2.40.70.10	SSF50630	PS51767	PF00026	NA	PS00141	NA	NA	PR00792	NA	NA	NA
PNP48193.1	mobidb-lite	Coil	IPR000198	GO:0007165;GO:0035091	cd04400;cd13277	G3DSA:3.30.1520.10;G3DSA:1.10.555.10;G3DSA:2.30.29.30	SSF50729;SSF48350	PS50003;PS50238	PF00620;PF00169	SM00324;SM00233	NA	Reactome: R-HSA-194840	NA	NA	NA	NA	NA
PNP54080.1	mobidb-lite	NA	IPR002110	GO:0005515	NA	G3DSA:1.25.40.960;G3DSA:1.25.40.20	SSF48403	PS50297;PS50088	PF06985;PF12796;PF13637;PF13606	SM00248	NA	NA	NA	PR01415	NA	NA	NA
PNP56351.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP51085.1	mobidb-lite	NA	IPR036322	GO:0005515	NA	G3DSA:2.130.10.10	SSF50978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP57502.1	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP54680.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP46459.1	NA	Coil	IPR004330	NA	NA	G3DSA:3.90.20.10	NA	NA	PF03101	NA	NA	NA	NA	NA	NA	NA	NA
PNP44180.1	NA	NA	NA	NA	NA	NA	SSF52047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP52624.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP53041.1	mobidb-lite	NA	IPR002013	GO:0042578	NA	NA	NA	PS50275	PF02383	NA	NA	NA	NA	NA	NA	NA	NA
PNP59103.1	NA	Coil	IPR000209	GO:0004252;GO:0006508	cd07491	G3DSA:3.40.50.200	SSF52743	NA	PF00082	NA	PS00136	NA	NA	PR00723	NA	NA	NA
PNP42053.1	NA	NA	IPR001509	GO:0003824;GO:0050662	NA	G3DSA:3.40.50.720	SSF51735	NA	PF01370	NA	NA	NA	NA	NA	NA	NA	NA
PNP49062.1	mobidb-lite	NA	IPR004886	NA	NA	G3DSA:3.20.20.80	SSF51445	NA	PF03198	NA	NA	NA	NA	NA	NA	NA	NA
PNP58923.1	mobidb-lite	Coil	IPR001606	GO:0003677	cd16100;cd15505	G3DSA:3.30.40.10;G3DSA:1.10.150.60	SSF46774;SSF57903	PS50016;PS51011	PF01388	SM00249;SM00501;SM01014	NA	NA	NA	NA	NA	NA	NA
PNP55164.1	NA	NA	IPR011990	GO:0005515	NA	G3DSA:1.25.40.10	SSF48452	PS50005;PS50293	PF13432	SM00028	NA	NA	NA	NA	NA	NA	NA
PNP55442.1	mobidb-lite	NA	IPR015943	GO:0005515	NA	G3DSA:2.130.10.10	SSF50978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP60509.1	NA	Coil	IPR000648	NA	NA	G3DSA:1.20.120.1290;G3DSA:2.40.160.120	SSF144000	NA	PF01237	NA	PS01013	NA	NA	NA	NA	NA	NA
PNP45986.1	NA	NA	IPR028217	NA	NA	NA	NA	NA	PF14615	NA	NA	NA	NA	NA	NA	NA	NA
PNP53360.1	NA	NA	IPR018392	GO:0008061;GO:0004553;GO:0005975	cd00035;cd00118;cd02878	G3DSA:3.30.60.10;G3DSA:3.10.50.10;G3DSA:3.10.350.10;G3DSA:3.20.20.80	SSF57016;SSF51445;SSF54556;SSF54106	PS51782;PS50941	PF00187;PF01476;PF00704	SM00636;SM00270;SM00257	PS01095	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	NA	NA	NA	NA	NA
PNP53403.1	NA	NA	IPR009100	GO:0016627;GO:0055114;GO:0050660	NA	G3DSA:2.40.110.10;G3DSA:1.20.140.10;G3DSA:1.10.540.10	SSF56645;SSF47203	NA	PF00441;PF02770;PF02771	NA	NA	NA	NA	NA	NA	NA	NA
PNP57975.1	mobidb-lite	NA	IPR021569		cd16105;cd16118;cd17075	G3DSA:3.10.20.90	SSF54236	NA	PF11470	NA	NA	Reactome: R-HSA-1445148	NA	NA	NA	NA	NA
PNP45974.1	NA	Coil	IPR000266	GO:0003735;GO:0005840;GO:0006412	NA	G3DSA:2.40.50.140	SSF50249	NA	PF00366	NA	NA	NA	NA	NA	NA	NA	NA
PNP58645.1	mobidb-lite	NA	IPR001452	GO:0005515	NA	G3DSA:2.30.30.40	SSF50044	PS50002	PF00018	SM00326	NA	NA	NA	NA	NA	NA	NA
PNP50327.1	NA	NA	IPR020915	NA	NA	NA	NA	NA	PF11578	NA	NA	NA	NA	NA	NA	NA	NA
PNP60537.1	mobidb-lite	Coil	IPR010978	GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0004828;GO:0006434	NA	G3DSA:3.30.930.10;G3DSA:1.10.287.40	SSF46589;SSF55681	PS50862	PF00587;PF02403	NA	NA	KEGG: 00970+6.1.1.11|MetaCyc: PWY-6281	TIGR00414	PR00981	NA	PIRSF001529	NA
PNP49450.1	NA	NA	IPR036686	GO:0005576	NA	G3DSA:3.20.120.10	SSF101751	NA	PF06766	NA	NA	NA	NA	NA	NA	NA	NA
PNP48227.1	mobidb-lite	NA	IPR020683	GO:0005515	cd00200	G3DSA:2.130.10.10;G3DSA:1.25.40.20	SSF50978;SSF48403	PS50297;PS50082;PS50088;PS50294	PF00400;PF12796	SM00248;SM00320	PS00678	NA	NA	NA	NA	NA	NA
PNP52926.1	mobidb-lite	Coil	IPR029000	GO:0000413;GO:0003755;GO:0006457	cd01925	G3DSA:2.40.100.10	SSF50891	PS50072	PF00160	NA	PS00170	NA	NA	PR00153	NA	NA	NA
PNP56849.1	NA	NA	IPR036188	GO:0071949	NA	G3DSA:3.50.50.60	SSF51905	NA	PF01494	NA	NA	NA	NA	PR00420	NA	NA	NA
PNP49800.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP52544.1	NA	Coil	IPR035994	GO:0003824;GO:0009116	cd09008	G3DSA:3.40.50.300	SSF53167;SSF52540	PS50837	PF05729	NA	NA	NA	NA	NA	NA	NA	NA
PNP49257.1	mobidb-lite	Coil	IPR031327	GO:0003677;GO:0003678;GO:0005524;GO:0006270;GO:0042555;GO:0006260	cd17758	G3DSA:2.40.50.140;G3DSA:2.20.28.10;G3DSA:3.40.50.300	SSF52540;SSF50249	PS50051	PF17855;PF00493;PF17207;PF14551	SM00350;SM00382	PS00847	Reactome: R-HSA-176187|Reactome: R-HSA-176974|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962|Reactome: R-HSA-69052	NA	PR01663;PR01657	NA	NA	NA
PNP57059.1	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP50156.1	NA	Coil	IPR000375	GO:0005525;GO:0003924	cd08771	G3DSA:3.40.50.300	SSF52540	PS51718;PS51388	PF01031;PF00350	SM00053	NA	NA	NA	PR00195	NA	NA	NA
PNP51696.1	mobidb-lite	Coil	IPR016024	GO:0000278;GO:0005634;GO:0030261	NA	G3DSA:1.25.10.10	SSF48371	NA	PF12717;PF12922	NA	NA	Reactome: R-HSA-2514853	NA	NA	NA	PIRSF017127	NA
PNP51777.1	NA	NA	IPR036052	NA	cd01560	G3DSA:3.40.50.1100;G3DSA:3.90.1380.10	SSF53686	NA	PF14821;PF00291	NA	NA	NA	TIGR00260	NA	NA	NA	NA
PNP55228.1	NA	NA	IPR023210	GO:0016491;GO:0055114	cd06660	G3DSA:3.20.20.100	SSF51430	NA	PF00248	NA	PS00798;PS00062	NA	NA	PR00069	NA	PIRSF000097	NA
PNP60017.1	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP60329.1	NA	NA	IPR035994	GO:0003824;GO:0009116	NA	NA	SSF53167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP58210.1	NA	NA	IPR015943	GO:0005515	NA	G3DSA:2.130.10.10	SSF50974	NA	PF10282	NA	NA	Reactome: R-HSA-114608	NA	NA	NA	NA	NA
PNP60352.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP60392.1	mobidb-lite	NA	IPR018327	GO:0003677	NA	G3DSA:3.30.70.2460;G3DSA:2.20.20.110;G3DSA:3.90.260.10	SSF54001	NA	PF10404;PF03835;PF10405;PF10403	SM01030;SM01032;SM01031	NA	Reactome: R-HSA-3108214|Reactome: R-HSA-5696394|Reactome: R-HSA-5696395	NA	NA	NA	NA	NA
PNP49943.1	mobidb-lite	NA	IPR002934	GO:0016779;GO:0003723;GO:0031123;GO:0043631;GO:0004652;GO:0005634	cd05402	G3DSA:3.30.460.10;G3DSA:3.30.70.590;G3DSA:1.10.1410.10	SSF55003;SSF81301;SSF81631	NA	PF01909;PF04926;PF04928	NA	NA	NA	NA	NA	NA	PIRSF018425	NA
PNP60236.1	mobidb-lite	NA	IPR014752	NA	NA	G3DSA:2.60.40.640	SSF81296	NA	PF02752;PF00339	SM01017	NA	NA	NA	NA	NA	NA	NA
PNP55597.1	NA	NA	IPR002125	GO:0003824;GO:0002100;GO:0008251	NA	G3DSA:3.40.140.10	SSF53927	PS51747	PF14437	NA	NA	Reactome: R-HSA-6782315	NA	NA	NA	NA	NA
PNP58080.1	NA	NA	IPR023210	GO:0016491;GO:0055114	cd06660	G3DSA:3.20.20.100	SSF51430	NA	PF00248	NA	PS00062	NA	NA	PR00069	NA	NA	NA
PNP57097.1	NA	NA	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	cd12148	NA	NA	NA	PF04082	SM00906	NA	NA	NA	NA	NA	NA	NA
PNP57353.1	NA	NA	IPR011032	GO:0016491;GO:0055114	cd05289	G3DSA:3.40.50.720;G3DSA:3.90.180.10	SSF50129;SSF51735	NA	PF13602;PF08240	SM00829	NA	NA	NA	NA	NA	NA	NA
PNP55706.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP59205.1	NA	NA	IPR000639	GO:0003824	NA	G3DSA:3.40.50.1820	SSF53474	NA	PF12697	NA	NA	NA	NA	PR00412	NA	NA	NA
PNP58648.1	mobidb-lite	NA	IPR003347		NA	G3DSA:2.60.120.650	SSF51197	PS51184;PS51183	PF02373	SM00558	NA	Reactome: R-HSA-3214842	NA	NA	NA	NA	NA
PNP56613.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP54440.1	mobidb-lite	NA	IPR031581	GO:0006874;GO:0030176;GO:0030234	NA	NA	SSF103481	NA	PF16965	NA	NA	NA	NA	NA	NA	NA	NA
PNP51503.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP51482.1	NA	NA	IPR021851	NA	NA	NA	NA	NA	PF11937	NA	NA	NA	NA	NA	NA	NA	NA
PNP51392.1	mobidb-lite	NA	NA	NA	NA	G3DSA:3.10.490.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP51150.1	mobidb-lite	NA	IPR006597	GO:0005515	NA	G3DSA:1.25.40.10	SSF81901	NA	PF08238	SM00671	NA	NA	NA	NA	NA	NA	NA
PNP53801.1	NA	NA	IPR009069	GO:0005507;GO:0005758;GO:0006825;GO:0016531	NA	G3DSA:1.10.287.1130	SSF47072	PS51808	PF05051	NA	NA	Reactome: R-HSA-1268020	NA	NA	NA	NA	NA
PNP56641.1	mobidb-lite	Coil	IPR027417	GO:0005524;GO:0005737;GO:0016787;GO:0030163	cd00009	G3DSA:1.10.8.60;G3DSA:2.40.50.140;G3DSA:3.40.50.300	SSF52540	NA	PF00004;PF16450	SM00382	PS00674	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-75815|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	TIGR01242	NA	NA	NA	NA
PNP44178.1	mobidb-lite	NA	IPR001810	GO:0005515	NA	G3DSA:1.20.1280.50	SSF81383	PS50181	PF00646	SM00256	NA	NA	NA	NA	NA	NA	NA
PNP45979.1	NA	NA	IPR036291		cd05271	G3DSA:3.40.50.720	SSF51735	NA	PF05368	NA	NA	Reactome: R-HSA-70635	NA	NA	NA	NA	NA
PNP54150.1	mobidb-lite	Coil	IPR011527	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887	cd18578;cd03249;cd18577	G3DSA:3.40.50.300	SSF52540;SSF90123	PS50893;PS50929	PF00664;PF00005	SM00382	PS00211	NA	NA	NA	NA	NA	NA
PNP49110.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP51901.1	NA	NA	IPR002347	NA	NA	G3DSA:3.40.50.720	SSF51735	NA	PF00106	NA	NA	NA	NA	PR00081	NA	NA	NA
PNP56464.1	mobidb-lite	NA	IPR013734	NA	NA	NA	NA	NA	PF08528	NA	NA	NA	NA	NA	NA	NA	NA
PNP56114.1	NA	NA	IPR029039	GO:0016491	NA	G3DSA:3.40.50.360	SSF52218	NA	PF03358	NA	NA	NA	NA	NA	NA	NA	NA
PNP55488.1	NA	NA	IPR011701	GO:0055085	cd17333	G3DSA:1.20.1250.20	SSF103473	PS50850	PF07690	NA	NA	NA	NA	NA	NA	NA	NA
PNP60520.1	NA	Coil	IPR009836	NA	NA	NA	NA	NA	PF07173	NA	NA	NA	NA	NA	NA	NA	NA
PNP52053.1	NA	NA	IPR029068	NA	cd06587	G3DSA:3.10.180.10	SSF54593	PS51819	PF00903	NA	NA	NA	NA	NA	NA	NA	NA
