Gene	CDD	interpro	GO	Pfam	Gene3D	SUPERFAMILY	SMART	MobiDBLite	PATHWAY	ProSiteProfiles	ProSitePatterns	PRINTS	Coils	TIGRFAM	PIRSF	Hamap	SFLD
PON23997.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON22176.1	cd17330	IPR036259	GO:0055085	PF07690	NA	SSF103473	NA	NA	NA	PS50850	NA	NA	NA	NA	NA	NA	NA
PON27565.1	NA	IPR036928		PF01425	G3DSA:3.90.1300.10	SSF75304	NA	NA	KEGG: 00970+6.3.5.7	NA	NA	NA	NA	NA	NA	NA	NA
PON23041.1	NA	IPR009836	NA	PF07173	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28023.1	NA	IPR009286	GO:0005524;GO:0035299	PF06090	NA	NA	NA	mobidb-lite	KEGG: 00562+2.7.1.158|KEGG: 04070+2.7.1.158|MetaCyc: PWY-4661|MetaCyc: PWY-6361|MetaCyc: PWY-6362|MetaCyc: PWY-6369|MetaCyc: PWY-6372|MetaCyc: PWY-6554|Reactome: R-HSA-1855167|Reactome: R-HSA-1855191	NA	NA	NA	NA	NA	NA	NA	NA
PON29853.1	NA	IPR004686	GO:0006811;GO:0015075;GO:0016020;GO:0055085	PF03820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26240.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON24704.1	NA	IPR036866	NA	PF13483	G3DSA:3.60.15.10	SSF56281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON27317.1	cd00051;cd00014	IPR001715	GO:0005515;GO:0005509	PF08726;PF00307	G3DSA:1.10.418.10;G3DSA:1.20.58.60;G3DSA:1.10.238.10	SSF47473;SSF46966;SSF47576	SM00033;SM01184	mobidb-lite	Reactome: R-HSA-373753	PS50021;PS50222	PS00020;PS00019;PS00018	NA	NA	NA	NA	NA	NA
PON29779.1	cd12236	IPR012677	GO:0030619;GO:0003676	PF00076;PF12220	G3DSA:3.30.70.330	SSF54928	SM00360	mobidb-lite	Reactome: R-HSA-72163	PS50102	NA	NA	NA	NA	NA	NA	NA
PON20946.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON27244.1	cd00564;cd01170	IPR022998	GO:0004417;GO:0009228;GO:0004789;GO:0003824	PF02581;PF02110	G3DSA:3.40.1190.20;G3DSA:3.20.20.70	SSF51391;SSF53613	NA	NA	KEGG: 00730+2.5.1.3|MetaCyc: PWY-6893|MetaCyc: PWY-6894|MetaCyc: PWY-6897|MetaCyc: PWY-6907|MetaCyc: PWY-6908|MetaCyc: PWY-7356|MetaCyc: PWY-7357	NA	NA	PR01099	NA	TIGR00694;TIGR00693	NA	MF_00228;MF_00097	NA
PON29245.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON29882.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30921.1	NA	IPR033140	GO:0016787	PF07859	G3DSA:3.40.50.1820	SSF53474	NA	NA	NA	NA	PS01174	NA	NA	NA	NA	NA	NA
PON22477.1	NA	IPR008253	GO:0016020	PF01284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON24001.1	cd01732	IPR001163		PF01423	G3DSA:2.30.30.100	SSF50182	SM00651	NA	Reactome: R-HSA-430039|Reactome: R-HSA-72163	NA	NA	NA	NA	NA	NA	NA	NA
PON26091.1	NA	IPR011021	NA	PF00339	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON25190.1	NA	IPR016210	GO:0004352;GO:0019551;GO:0055114;GO:0006520;GO:0016491	PF00208	G3DSA:3.40.50.720	SSF53223;SSF51735	SM00839	mobidb-lite	KEGG: 00220+1.4.1.2|KEGG: 00250+1.4.1.2|KEGG: 00430+1.4.1.2|KEGG: 00910+1.4.1.2|MetaCyc: PWY-5022|MetaCyc: PWY-6728|MetaCyc: PWY-7126	NA	PS00074	NA	NA	NA	PIRSF000184	NA	NA
PON27703.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON27664.1	NA	IPR015928	GO:0003994;GO:0006099;GO:0051539	PF00330;PF00694	G3DSA:3.20.19.10;G3DSA:3.30.499.10;G3DSA:3.40.1060.10	SSF53732;SSF52016	NA	NA	KEGG: 00290+4.2.1.33	NA	PS00450;PS01244	PR00415	Coil	TIGR01340	NA	NA	NA
PON28208.1	cd07521	IPR011948	GO:0016791	PF03031	G3DSA:3.40.50.1000	SSF56784	SM00577	mobidb-lite	NA	PS50969	NA	NA	NA	TIGR02251	NA	NA	NA
PON23570.1	NA	IPR018839	NA	PF10383;PF16761	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON27027.1	cd12148;cd00067	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PF00172;PF04082	G3DSA:4.10.240.10	SSF57701	SM00066;SM00906	mobidb-lite	NA	PS50048	PS00463	NA	NA	NA	NA	NA	NA
PON30700.1	NA	IPR009600	GO:0016021;GO:0016255;GO:0042765	PF06728	NA	NA	NA	NA	Reactome: R-HSA-162791	NA	NA	NA	NA	NA	NA	NA	NA
PON29404.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON20033.1	cd12148;cd00067	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172	G3DSA:4.10.240.10	SSF57701	SM00066	mobidb-lite	NA	PS50048	NA	NA	NA	NA	NA	NA	NA
PON27330.1	cd02440	IPR013216	GO:0008168	PF08241	G3DSA:3.40.50.150	SSF53335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON20553.1	NA	IPR018791		PF10186	NA	NA	NA	mobidb-lite	Reactome: R-HSA-1632852	NA	NA	NA	Coil	NA	NA	NA	NA
PON23855.1	cd00009	IPR002110	GO:0005515;GO:0005524;GO:0016887	PF07728	G3DSA:3.40.50.300;G3DSA:1.25.40.20	SSF52540;SSF48403	SM00248;SM00382	NA	NA	NA	NA	PR00300	NA	NA	NA	NA	NA
PON25140.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON21610.1	NA	IPR017853	NA	NA	NA	SSF51445	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON22246.1	cd06186	IPR039261	GO:0016491;GO:0055114	PF08030;PF01794;PF08022	G3DSA:3.40.50.80	SSF63380	NA	mobidb-lite	NA	PS51384	NA	NA	NA	NA	NA	NA	SFLDS00052;SFLDG01168
PON22277.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26468.1	NA	IPR012943	GO:0005815	PF07989	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON25974.1	NA	IPR013878		PF08569	G3DSA:1.25.10.10	SSF48371	NA	NA	Reactome: R-HSA-380972	NA	NA	NA	NA	NA	NA	NA	NA
PON26330.1	NA	IPR013170	NA	PF08312	NA	NA	SM01115	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON24250.1	NA	IPR008698	GO:0003954;GO:0005739;GO:0008137	PF05676	NA	NA	NA	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	NA	NA	NA	NA	NA
PON24056.1	cd00207	IPR001041	GO:0009055;GO:0051536;GO:0051537	PF00111	G3DSA:3.10.20.30	SSF54292	NA	NA	Reactome: R-HSA-1362409|Reactome: R-HSA-196108|Reactome: R-HSA-211976|Reactome: R-HSA-2395516|Reactome: R-HSA-5579026	PS51085	PS00814	PR00355	NA	NA	NA	NA	NA
PON23447.1	cd17350	IPR018456	GO:0006857;GO:0016020;GO:0022857;GO:0055085	PF00854	G3DSA:1.20.1250.20	SSF103473	NA	NA	Reactome: R-HSA-427975	NA	PS01023	NA	NA	NA	NA	NA	NA
PON23473.1	NA	IPR015421	GO:0003824	PF00266	G3DSA:3.40.640.10	SSF53383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON23791.1	NA	IPR011051	NA	NA	G3DSA:2.60.120.10	SSF51182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON21643.1	cd01423	IPR016185	GO:0005524;GO:0006807;GO:0046872	PF02787;PF02786	G3DSA:1.10.1030.10;G3DSA:3.40.50.1380;G3DSA:3.40.50.20;G3DSA:3.30.470.20;G3DSA:3.30.1490.20	SSF52440;SSF56059;SSF52335;SSF48108	SM01096	NA	KEGG: 00240+6.3.5.5|KEGG: 00250+6.3.5.5|MetaCyc: PWY-5154|MetaCyc: PWY-5686|MetaCyc: PWY-7400|MetaCyc: PWY-7790|MetaCyc: PWY-7791	PS50975;PS51855	PS00866;PS00867	PR00098	NA	TIGR01369	NA	NA	NA
PON19954.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28060.1	NA	IPR019711	GO:0000276;GO:0015986	PF10775	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON20765.1	NA	IPR020683	GO:0005515	PF12796	G3DSA:1.25.40.20	SSF48403	SM00248	NA	NA	PS50297;PS50088	NA	NA	NA	NA	NA	NA	NA
PON21396.1	NA	IPR042183	GO:0016829	PF03972	G3DSA:1.10.4100.10;G3DSA:3.30.1330.120	SSF103378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON24380.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON21175.1	cd11377;cd04056	IPR015366	GO:0008236;GO:0004252;GO:0006508	PF09286	NA	SSF52743;SSF54897	SM00944	mobidb-lite	Reactome: R-HSA-381038	PS51695	NA	NA	NA	NA	NA	NA	NA
PON22319.1	NA	IPR019329		PF10183	NA	NA	NA	mobidb-lite	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	NA	NA	NA	NA	NA
PON22183.1	NA	IPR012919	NA	NA	G3DSA:2.60.120.260	NA	NA	mobidb-lite	NA	PS51469	NA	NA	Coil	NA	NA	NA	NA
PON28410.1	NA	IPR040727	GO:0004514;GO:0009435	PF17767;PF04095	G3DSA:3.20.140.10	SSF54675;SSF51690	NA	NA	KEGG: 00760+6.3.4.21|MetaCyc: PWY-5381|Reactome: R-HSA-197264|Reactome: R-HSA-6798695	NA	NA	NA	NA	NA	PIRSF000484	NA	NA
PON22783.1	NA	IPR035971	GO:0005576;GO:0005975;GO:0030248	PF00704;PF00734	G3DSA:3.20.20.80	SSF57180;SSF51445	SM00236	mobidb-lite	NA	PS51164	NA	NA	NA	NA	NA	NA	NA
PON27214.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON29624.1	NA	IPR038187	NA	PF01849	G3DSA:2.20.70.30	NA	SM01407	mobidb-lite	NA	PS51151	NA	NA	NA	NA	NA	NA	NA
PON27531.1	NA	IPR003807	NA	PF02656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON27585.1	NA	IPR015966	GO:0003972;GO:0005524;GO:0006388;GO:0008081;GO:0051730	PF08303;PF08302;PF09511	G3DSA:3.40.50.300	SSF52540	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	PIRSF019634	NA	NA
PON29983.1	cd17323	IPR011701	GO:0055085	PF07690	G3DSA:1.20.1250.20	SSF103473	NA	mobidb-lite	NA	PS50850	NA	NA	NA	NA	NA	NA	NA
PON21826.1	NA	IPR035371		PF17407;PF17403;PF17404;PF17405;PF03813;PF17406	G3DSA:1.10.1410.10;G3DSA:3.30.70.3030;G3DSA:3.30.460.10	NA	NA	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	Coil	NA	NA	NA	NA
PON22157.1	cd17323	IPR011701	GO:0055085	PF07690	G3DSA:1.20.1250.20	SSF103473	NA	mobidb-lite	NA	PS50850	NA	NA	NA	NA	NA	NA	NA
PON27630.1	NA	IPR017303	GO:0030150;GO:0051087	PF04280	G3DSA:3.10.450.240	SSF54427	SM00978	mobidb-lite	Reactome: R-HSA-1268020	NA	NA	NA	NA	NA	PIRSF037871	NA	NA
PON22382.1	cd01299	IPR011059	GO:0016810;GO:0016787	PF01979	G3DSA:2.30.40.10;G3DSA:3.20.20.140	SSF51338;SSF51556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26666.1	NA	IPR029058	GO:0003824;GO:0033961	PF06441	G3DSA:3.40.50.1820	SSF53474	NA	NA	Reactome: R-HSA-211945	NA	NA	PR00412	NA	NA	PIRSF001112	NA	NA
PON24558.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30713.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON21018.1	NA	IPR013906	GO:0003743;GO:0005737;GO:0005852	PF08597	G3DSA:1.10.246.60	NA	NA	mobidb-lite	Reactome: R-HSA-156827|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706	NA	NA	NA	Coil	NA	NA	MF_03009	NA
PON24220.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON20612.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON22011.1	cd02011	IPR005593	GO:0005975;GO:0016832;GO:0003824	PF09364;PF03894;PF09363	G3DSA:3.40.50.970;G3DSA:3.40.50.920	SSF52518	NA	NA	NA	NA	PS60002;PS60003	NA	NA	NA	PIRSF017245	MF_01403	NA
PON30857.1	cd09008	IPR000845	GO:0003824;GO:0009116;GO:0005515	PF01048;PF12796	G3DSA:1.25.40.20	SSF48403;SSF53167	SM00248	mobidb-lite	NA	PS50297;PS50088	NA	NA	NA	NA	NA	NA	NA
PON26327.1	cd00405;cd01743;cd00331	IPR013785	GO:0003824;GO:0004640;GO:0006568;GO:0004425;GO:0004049	PF00697;PF00218;PF00117	G3DSA:3.20.20.70;G3DSA:3.40.50.880	SSF52317;SSF51366	NA	NA	KEGG: 00400+5.3.1.24	PS51273	NA	PR00096;PR00097	NA	TIGR00566	PIRSF001382	MF_00135	NA
PON24195.1	NA	IPR023213		NA	G3DSA:3.30.559.10	NA	NA	NA	Reactome: R-HSA-389661	NA	NA	NA	NA	NA	NA	NA	NA
PON21024.1	cd04263;cd04252	IPR001048	GO:0003991;GO:0005737;GO:0006526	PF00696;PF04768	G3DSA:3.40.630.30;G3DSA:3.40.1160.10	SSF53633	NA	NA	Reactome: R-HSA-8964539	PS51731	NA	NA	NA	TIGR00761	PIRSF036441	NA	NA
PON28558.1	NA	IPR011763	GO:0016874	PF01039	G3DSA:3.90.226.10	SSF52096	NA	NA	MetaCyc: PWY-4381|MetaCyc: PWY-5743|MetaCyc: PWY-5744|MetaCyc: PWY-5789|MetaCyc: PWY-6722|Reactome: R-HSA-196780	PS50989;PS50980	NA	NA	NA	NA	NA	NA	NA
PON21274.1	NA	IPR011039	GO:0006367	NA	NA	SSF50916	NA	mobidb-lite	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-168325|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6803529|Reactome: R-HSA-6807505|Reactome: R-HSA-72086|Reactome: R-HSA-72163|Reactome: R-HSA-72165|Reactome: R-HSA-72203|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-77075|Reactome: R-HSA-8851708|Reactome: R-HSA-9018519	NA	NA	NA	Coil	NA	NA	NA	NA
PON28702.1	cd01892;cd01893	IPR011992	GO:0003924;GO:0005509;GO:0005525;GO:0007005;GO:0031307	PF08356;PF08355;PF00071	G3DSA:1.10.238.10;G3DSA:3.40.50.300	SSF47473;SSF52540	SM00175;SM00174;SM00054;SM00173	NA	Reactome: R-HSA-194840	PS51423;PS50222	PS00018	PR00449	NA	NA	PIRSF037488	NA	NA
PON29342.1	NA	IPR018809	NA	PF10295	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON29147.1	cd08249	IPR020843	GO:0016491;GO:0055114	PF00107	G3DSA:3.90.180.10;G3DSA:3.40.50.720	SSF51735;SSF50129	SM00829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON27586.1	NA	IPR002110	GO:0005515	PF13857	G3DSA:1.25.40.20	SSF48403	SM00248	NA	NA	PS50297;PS50088	NA	NA	NA	NA	NA	NA	NA
PON30388.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26016.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON27878.1	NA	IPR013087	GO:0003676	NA	NA	NA	SM00355	mobidb-lite	NA	NA	PS00028	NA	Coil	NA	NA	NA	NA
PON23128.1	NA	IPR002893	NA	PF01753	G3DSA:3.30.60.180	SSF144232	NA	mobidb-lite	NA	PS50865	NA	NA	NA	NA	NA	NA	NA
PON25155.1	NA	IPR017423	GO:0030488;GO:0031515	PF04189	NA	NA	NA	mobidb-lite	Reactome: R-HSA-6782315	NA	NA	NA	NA	NA	NA	NA	NA
PON21816.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26309.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON21072.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON21128.1	NA	IPR014500	GO:0045735	PF00190	G3DSA:2.60.120.10	SSF51182	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF019307	NA	NA
PON20812.1	NA	IPR013752	GO:0016491;GO:0055114	PF08546;PF02558	G3DSA:1.10.1040.10;G3DSA:3.40.50.720	SSF48179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28773.1	NA	IPR019257	NA	PF10017	G3DSA:3.40.50.150	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	TIGR03439	NA	NA	NA
PON29424.1	NA	IPR002867	NA	PF01485	G3DSA:1.20.120.1750;G3DSA:3.30.40.10	SSF57850	SM00647	mobidb-lite	NA	PS51873	PS00518	NA	Coil	NA	NA	NA	NA
PON29806.1	NA	IPR015943	GO:0005515	NA	G3DSA:2.130.10.10	SSF69322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON27276.1	NA	IPR005338	GO:0005524;GO:0006040;GO:0009254;GO:0016773	PF03702	G3DSA:3.30.420.40	SSF53067	NA	mobidb-lite	MetaCyc: PWY-7883	NA	NA	NA	NA	NA	NA	NA	NA
PON21591.1	NA	IPR036128	GO:0003677	PF03126	G3DSA:2.170.260.30	SSF159042	SM00719	mobidb-lite	Reactome: R-HSA-112382|Reactome: R-HSA-674695|Reactome: R-HSA-75955|Reactome: R-HSA-8866654	PS51360	NA	NA	Coil	NA	NA	NA	NA
PON21849.1	NA	IPR015034	NA	PF08939	G3DSA:3.30.760.10	SSF55418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON25187.1	cd00513	IPR001515	GO:0003735;GO:0005840;GO:0006412	PF01655	NA	SSF52042	SM01393	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	PS00580	NA	NA	NA	NA	NA	NA
PON26355.1	NA	IPR004709	GO:0006814;GO:0006885;GO:0015385;GO:0016021;GO:0055085;GO:0006812;GO:0015299	PF00999	NA	NA	NA	mobidb-lite	Reactome: R-HSA-425986	NA	NA	PR01084	Coil	TIGR00840	NA	NA	NA
PON29586.1	NA	IPR009057	GO:0003677	NA	G3DSA:1.10.10.60	SSF46689	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON27036.1	NA	IPR005821	GO:0005216;GO:0006811;GO:0016020;GO:0055085	PF00520	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA
PON22421.1	cd00012	IPR001312	GO:0001678;GO:0004396;GO:0005524;GO:0005536;GO:0005975;GO:0016773	PF00349;PF03727	G3DSA:3.30.420.40;G3DSA:3.40.367.20	SSF53067	NA	NA	KEGG: 00010+2.7.1.1|KEGG: 00051+2.7.1.1|KEGG: 00052+2.7.1.1|KEGG: 00500+2.7.1.1|KEGG: 00520+2.7.1.1|KEGG: 00521+2.7.1.1|KEGG: 00524+2.7.1.1|Reactome: R-HSA-70171	PS51748	NA	PR00475	NA	NA	NA	NA	NA
PON24854.1	NA	IPR021840	NA	PF11915	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON25013.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26983.1	cd00067	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF11951;PF00172	G3DSA:4.10.240.10	SSF57701	SM00066	mobidb-lite	NA	PS50048	PS00463	NA	NA	NA	NA	NA	NA
PON21443.1	cd10429	IPR006214	NA	PF01027	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON23592.1	cd09237;cd09242	IPR004328	GO:0005515	PF03097;PF13949	G3DSA:1.25.40.280;G3DSA:1.20.140.50;G3DSA:1.20.120.560	NA	SM01041	mobidb-lite	NA	PS51180	NA	NA	Coil	NA	NA	NA	NA
PON27177.1	cd01526;cd00757	IPR036873	GO:0008641;GO:0002143;GO:0004792;GO:0005829	PF00899;PF00581	G3DSA:3.40.250.10;G3DSA:3.40.50.720	SSF69572	SM00450	NA	Reactome: R-HSA-947581	PS50206	NA	NA	Coil	NA	NA	MF_03049	NA
PON20058.1	cd06548	IPR011583	GO:0008061;GO:0005975;GO:0004553	PF00704	G3DSA:3.20.20.80;G3DSA:3.10.50.10	SSF54556;SSF51445	SM00636	NA	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	NA	PS01095	NA	NA	NA	NA	NA	NA
PON28529.1	NA	IPR006594	GO:0005515	NA	NA	NA	NA	mobidb-lite	NA	PS50896	NA	NA	NA	NA	NA	NA	NA
PON23391.1	NA	IPR032466	GO:0016787	PF04909	G3DSA:3.20.20.140	SSF51556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON24572.1	NA	IPR003103	GO:0051087;GO:0006355;GO:0003676	PF02179;PF02671;PF10303	G3DSA:1.20.58.120;G3DSA:1.20.1160.11	SSF63491;SSF47762	SM00264;SM00355	mobidb-lite	Reactome: R-HSA-3371453	PS51035;PS51477	PS00028	NA	Coil	NA	NA	NA	NA
PON27479.1	NA	IPR034666	GO:0005885;GO:0015629;GO:0030041;GO:0030833;GO:0034314	PF04045;PF00565	G3DSA:3.30.1460.20;G3DSA:2.40.50.90	SSF50199;SSF69645	SM00318	mobidb-lite	Reactome: R-HSA-2029482|Reactome: R-HSA-3928662|Reactome: R-HSA-5663213|Reactome: R-HSA-8856828	PS50830	NA	NA	NA	NA	NA	NA	NA
PON26478.1	cd05374	IPR002347	GO:0016491	PF00106	G3DSA:3.40.50.720	SSF51735	NA	NA	NA	NA	PS00061	PR00080;PR00081	NA	NA	NA	NA	NA
PON28671.1	cd14868	IPR036823	NA	PF00177	G3DSA:1.10.455.10	SSF47973	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30001.1	cd03876;cd04816	IPR041756	GO:0004177;GO:0006508	PF04389;PF02225	G3DSA:3.40.630.10;G3DSA:3.50.30.30	SSF53187;SSF52025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26800.1	NA	NA	NA	NA	NA	SSF55486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON27966.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON20978.1	cd00201	IPR036517	GO:0005515	PF00397;PF01846	G3DSA:1.10.10.440;G3DSA:2.20.70.10	SSF81698;SSF51045	SM00441;SM00456	mobidb-lite	NA	PS50020;PS51676	PS01159	NA	Coil	NA	NA	NA	NA
PON20873.1	NA	IPR036291	GO:0048037	PF02629	G3DSA:3.40.50.720	SSF51735	SM00881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON21092.1	NA	IPR019432	NA	PF13523	G3DSA:3.40.630.30	SSF55729	SM01006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30591.1	cd00082;cd18359;cd00130;cd00156;cd16922	IPR003594	GO:0000155;GO:0007165;GO:0016310;GO:0016772;GO:0000160	PF02518;PF00512;PF00072	G3DSA:3.30.450.20;G3DSA:1.10.287.130;G3DSA:3.30.565.10;G3DSA:3.40.50.2300	SSF55874;SSF47384;SSF55785;SSF52172	SM00388;SM00387;SM00448	mobidb-lite	Reactome: R-HSA-70895	PS50109;PS50110	NA	PR00344	Coil	NA	NA	NA	NA
PON21392.1	cd12110	IPR004013	GO:0003824;GO:0000105;GO:0004401	PF02811	G3DSA:3.20.20.140	SSF89550	NA	NA	Reactome: R-HSA-6784531|Reactome: R-HSA-6791226	NA	NA	NA	NA	TIGR01856	NA	NA	NA
PON24239.1	cd04275	IPR024079	GO:0008237	PF05572	G3DSA:3.40.390.10	SSF55486	NA	NA	Reactome: R-HSA-381426	NA	NA	NA	NA	NA	NA	NA	NA
PON26015.1	NA	IPR002327	GO:0009055;GO:0020037	PF00034	G3DSA:1.10.760.10	SSF46626	NA	NA	Reactome: R-HSA-111457|Reactome: R-HSA-111458|Reactome: R-HSA-111459|Reactome: R-HSA-111463|Reactome: R-HSA-111464|Reactome: R-HSA-2151201|Reactome: R-HSA-3299685|Reactome: R-HSA-5628897|Reactome: R-HSA-611105|Reactome: R-HSA-9627069	PS51007	NA	PR00604	NA	NA	NA	NA	NA
PON27576.1	NA	IPR009939	GO:0016977	PF07335	NA	NA	NA	NA	KEGG: 00520+3.2.1.132	NA	NA	NA	NA	NA	NA	NA	NA
PON28916.1	cd05233	IPR002347	GO:0016491	PF00106	G3DSA:3.40.50.720	SSF51735	NA	NA	NA	NA	PS00061	PR00081	NA	NA	NA	NA	NA
