Gene	interpro	GO	ProSiteProfiles	Pfam	Gene3D	MobiDBLite	SUPERFAMILY	SMART	Coils	CDD	PRINTS	ProSitePatterns	PATHWAY	PIRSF	TIGRFAM	Hamap	SFLD
PTB56508.1	IPR009033	GO:0005509;GO:0005515;GO:0005783;GO:0006457;GO:0051082	NA	PF00262	G3DSA:2.60.120.200;G3DSA:2.10.250.10	mobidb-lite	SSF63887;SSF49899	NA	NA	NA	PR00626	PS00804;PS00803;PS00805	NA	NA	NA	NA	NA
PTB58513.1	IPR023210	GO:0016491;GO:0055114	NA	PF00248	G3DSA:3.20.20.100	NA	SSF51430	NA	NA	cd06660	PR00069	NA	NA	NA	NA	NA	NA
PTB52536.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	cd17282	NA	NA	NA	NA	NA	NA	NA
PTB51303.1	IPR010730	NA	NA	PF06985	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB58709.1	IPR015915	GO:0005515	NA	PF13418;PF13415;PF13422	G3DSA:2.120.10.80	mobidb-lite	SSF117281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB47544.1	IPR011051	NA	NA	NA	G3DSA:2.60.120.10	NA	SSF51182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB54211.1	IPR021891	GO:0003964	NA	PF12009	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-171319|Reactome: R-HSA-201722	NA	NA	NA	NA
PTB48625.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PS50048	PF00172	G3DSA:4.10.240.10	NA	SSF57701	SM00066	NA	cd00067	NA	PS00463	NA	NA	NA	NA	NA
PTB60953.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB48402.1	IPR003439	GO:0005524;GO:0016887;GO:0016020	PS50893	PF00005;PF01061	G3DSA:3.40.50.300	NA	SSF52540	SM00382	NA	NA	NA	NA	Reactome: R-HSA-1369062	NA	NA	NA	NA
PTB59306.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB52453.1	IPR019787	NA	PS50016	PF00628	G3DSA:3.30.40.10	mobidb-lite	SSF57903	SM00249	NA	cd15552	NA	PS01359	NA	NA	NA	NA	NA
PTB55749.1	IPR000408	NA	PS50012	PF13540;PF00415	G3DSA:2.130.10.30	NA	SSF50985	NA	NA	NA	PR00633	PS00626	NA	NA	NA	NA	NA
PTB55059.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB49677.1	IPR000626	GO:0005515	PS50053	PF10302;PF13373	G3DSA:3.10.20.90	mobidb-lite	SSF54236	NA	NA	cd17057	NA	NA	NA	NA	NA	NA	NA
PTB61294.1	IPR027417	GO:0003677;GO:0005524;GO:0006260;GO:0006270;GO:0042555	PS50051	PF17207;PF17855;PF00493;PF14551	G3DSA:2.40.50.140;G3DSA:3.30.1640.10;G3DSA:2.20.28.10	mobidb-lite	SSF52540;SSF50249	SM00382;SM00350	NA	cd17754	PR01657;PR01659	PS00847	Reactome: R-HSA-176187|Reactome: R-HSA-176974|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962	NA	NA	NA	NA
PTB56562.1	IPR024368	NA	NA	PF12855	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB47894.1	IPR023395	GO:0005347;GO:0055085	PS50920	PF00153	G3DSA:1.50.40.10	NA	SSF103506	NA	NA	NA	PR00926	NA	NA	NA	NA	NA	NA
PTB61250.1	IPR001841	NA	PS50089	PF13639	G3DSA:3.30.40.10	mobidb-lite	SSF57850	SM00184	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB49527.1	IPR008979	NA	NA	PF12831	G3DSA:2.60.120.260;G3DSA:3.50.50.60	NA	SSF51905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB59938.1	IPR037176	NA	NA	NA	NA	NA	SSF49870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB52908.1	IPR013154	GO:0055114;GO:0016491	NA	PF08240;PF00107	G3DSA:3.90.180.10;G3DSA:3.40.50.720	NA	SSF50129;SSF51735	SM00829	NA	cd05276	NA	NA	Reactome: R-HSA-6803205	NA	TIGR02824	NA	NA
PTB53330.1	IPR002347	NA	NA	PF00106	G3DSA:3.40.50.720	NA	SSF51735	NA	NA	NA	PR00081	NA	NA	NA	NA	NA	NA
PTB59443.1	IPR014848		NA	PF08737	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-6811438|Reactome: R-HSA-6811440|Reactome: R-HSA-8876198	NA	NA	NA	NA
PTB47912.1	IPR013320	GO:0004553;GO:0005975	PS51762	PF00722	G3DSA:2.60.120.200	NA	SSF49899	NA	NA	cd00413	NA	NA	NA	NA	NA	NA	NA
PTB49961.1	IPR011032	GO:0055114;GO:0016491	NA	PF00107;PF08240	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	SSF50129;SSF51735	SM00829	NA	cd08276	NA	NA	NA	NA	NA	NA	NA
PTB59673.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB52274.1	IPR036291	NA	NA	NA	G3DSA:3.40.50.720	NA	SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB51892.1	IPR006913	GO:0016846	NA	PF04828	G3DSA:2.170.150.70	NA	SSF51316	NA	NA	NA	NA	NA	KEGG: 00680+4.4.1.22|MetaCyc: PWY-1801	NA	NA	NA	NA
PTB48858.1	IPR035979	GO:0003676	NA	NA	G3DSA:3.30.70.330	NA	SSF54928	NA	NA	cd12261	NA	NA	NA	NA	NA	NA	NA
PTB59600.1	IPR022674	GO:0006006;GO:0016614;GO:0050661;GO:0055114;GO:0004345	NA	PF00479;PF02781	G3DSA:3.30.360.10;G3DSA:3.40.50.720	NA	SSF51735;SSF55347	NA	NA	NA	PR00079	PS00069	KEGG: 00030+1.1.1.49|KEGG: 00480+1.1.1.49|MetaCyc: PWY-7268|MetaCyc: PWY-8004	PIRSF000110	TIGR00871	MF_00966	NA
PTB47454.1	IPR013830	NA	NA	PF13517;PF13472	G3DSA:3.40.50.1110	NA	SSF52266;SSF69318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB48703.1	IPR036928		NA	PF01425	G3DSA:3.90.1300.10	NA	SSF75304	NA	NA	NA	NA	PS00571	KEGG: 00970+6.3.5.7	PIRSF001221	NA	NA	NA
PTB48859.1	IPR036189	GO:0003723;GO:0016787;GO:0030145	PS51462	PF05026;PF00293	G3DSA:3.90.79.10;G3DSA:1.10.10.1050	mobidb-lite	SSF140586;SSF55811	SM01125	NA	cd03672	NA	PS00893	Reactome: R-HSA-380994|Reactome: R-HSA-430039|Reactome: R-HSA-450385|Reactome: R-HSA-450513|Reactome: R-HSA-450604	NA	NA	NA	NA
PTB51170.1	IPR001680	GO:0005515	PS50082;PS50896;PS50294	PF08513;PF00400;PF04494	G3DSA:2.130.10.10;G3DSA:1.25.40.500	mobidb-lite	SSF160897;SSF50978	SM00320;SM00667	NA	cd00200;cd08044	PR00320	PS00678	NA	NA	NA	NA	NA
PTB60138.1	IPR029058	NA	NA	PF00135	G3DSA:3.40.50.1820	NA	SSF53474	NA	NA	NA	NA	PS00122	NA	NA	NA	NA	NA
PTB60285.1	IPR036188	GO:0016614;GO:0050660;GO:0055114	NA	PF05199;PF00732	G3DSA:3.50.50.60;G3DSA:3.40.50.1820	mobidb-lite	SSF51905;SSF53474	NA	NA	NA	NA	PS00623	Reactome: R-HSA-6798163	NA	NA	NA	NA
PTB57663.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB52149.1	IPR000253	GO:0005515	PS50006	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB55167.1	IPR007577	NA	NA	PF04488	G3DSA:3.90.550.20	NA	SSF53448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB49952.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PS50048	PF00172;PF04082	G3DSA:4.10.240.10	NA	SSF57701	SM00066	NA	cd00067;cd12148	NA	PS00463	NA	NA	NA	NA	NA
PTB57501.1	IPR021056	NA	NA	PF11711	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB50908.1	IPR032466	GO:0016787	NA	PF04909	G3DSA:3.20.20.140	NA	SSF51556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB48175.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB49038.1	IPR001752	GO:0003777;GO:0005524;GO:0007018;GO:0008017	PS50067	PF00225	G3DSA:3.40.850.10	mobidb-lite	SSF52540	SM00129	Coil	NA	PR00380	PS00411	Reactome: R-HSA-6811434|Reactome: R-HSA-983189	NA	NA	NA	NA
PTB51709.1	IPR013024	NA	NA	PF06094	G3DSA:3.10.490.10	mobidb-lite	SSF110857	NA	NA	cd06661	NA	NA	NA	NA	NA	NA	NA
PTB56687.1	IPR011527	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887	PS50929;PS50893	PF00664;PF00005	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	NA	SSF52540;SSF90123	SM00382	NA	cd18577;cd18578;cd03249	NA	PS00211	NA	NA	NA	NA	NA
PTB47655.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB55993.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PS50048	PF04082	G3DSA:4.10.240.10	mobidb-lite	SSF57701	SM00066	NA	cd12148;cd00067	NA	NA	NA	NA	NA	NA	NA
PTB58279.1	IPR027417	GO:0005524	NA	PF00004	G3DSA:3.40.50.300	mobidb-lite	SSF52540	SM00382	Coil	cd00009	NA	NA	NA	NA	NA	NA	NA
PTB58414.1	IPR000182	GO:0008080	PS51186	PF00583	G3DSA:3.40.630.30	NA	SSF55729	NA	NA	cd04301	NA	NA	NA	NA	NA	NA	NA
PTB48753.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PS50048	PF00172	G3DSA:4.10.240.10	mobidb-lite	SSF57701	SM00066	Coil	cd00067;cd12148	NA	PS00463	NA	NA	NA	NA	NA
PTB50403.1	IPR001650	GO:0003676;GO:0005524	PS51192;PS51195;PS51194	PF00270;PF00271	G3DSA:3.40.50.300	mobidb-lite	SSF52540	SM00490;SM00487	Coil	cd17956;cd18787	NA	PS00039	NA	NA	NA	NA	NA
PTB50795.1	IPR011990	GO:0005515	NA	NA	G3DSA:1.25.40.10	NA	SSF48452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB56079.1	IPR029058	NA	NA	PF12697	G3DSA:3.40.50.1820	NA	SSF53474	NA	NA	cd14505	NA	NA	NA	NA	NA	NA	NA
PTB53307.1	IPR017853	NA	NA	NA	G3DSA:3.20.20.80	NA	SSF51445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB59606.1	IPR001650	GO:0005515;GO:0005524	PS51192;PS51194	PF00271;PF00176	G3DSA:3.40.50.300;G3DSA:3.40.50.10810	mobidb-lite	SSF46934;SSF52540	SM00487;SM00490	Coil	cd17998;cd18793	NA	NA	NA	NA	NA	NA	NA
PTB58839.1	IPR001604	GO:0003676;GO:0016787;GO:0046872	NA	PF01223	G3DSA:3.40.570.10	NA	SSF54060	SM00477;SM00892	NA	cd00091	NA	PS01070	NA	NA	NA	NA	NA
PTB53462.1	IPR006094	GO:0016491;GO:0050660;GO:0055114;GO:0071949	PS51387	PF01565	G3DSA:3.30.465.10;G3DSA:3.30.43.10;G3DSA:3.40.462.20	NA	SSF56176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB59340.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB59388.1	IPR000277	GO:0019346;GO:0030170;GO:0003824	NA	PF01053	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	NA	SSF53383	NA	Coil	NA	NA	PS00868	Reactome: R-HSA-1614558|Reactome: R-HSA-1614603|Reactome: R-HSA-2408508	PIRSF001434	NA	NA	NA
PTB50135.1	IPR019446	NA	NA	PF10354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB57137.1	IPR036504		NA	PF08617	G3DSA:3.30.2380.10	NA	SSF143870	NA	NA	NA	NA	NA	Reactome: R-HSA-6782315	NA	NA	NA	NA
PTB57569.1	IPR001509	GO:0003824;GO:0050662	NA	PF01370	G3DSA:3.40.50.720	NA	SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB49769.1	IPR000073	NA	NA	PF00561	G3DSA:3.40.50.1820	NA	SSF53474	NA	NA	NA	PR00111	NA	NA	NA	NA	NA	NA
PTB54665.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB56452.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB49056.1	IPR011701	GO:0055085	PS50850	PF07690	G3DSA:1.20.1250.20	NA	SSF103473	NA	Coil	cd17327	NA	NA	NA	NA	NA	NA	NA
PTB48224.1	IPR011701	GO:0055085	PS50850	PF07690	G3DSA:1.20.1250.20	mobidb-lite	SSF103473	NA	NA	cd17323	NA	NA	NA	NA	NA	NA	NA
PTB60764.1	IPR003892	GO:0005515	PS51140	PF02845	G3DSA:1.10.8.10	mobidb-lite	SSF46934	SM00546	NA	cd14424	NA	NA	NA	NA	NA	NA	NA
PTB58914.1	IPR025212	GO:0003677	NA	PF13094	NA	mobidb-lite	NA	SM00384	Coil	NA	PR00929	NA	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-606279|Reactome: R-HSA-68877	NA	NA	NA	NA
PTB53301.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PS50048	PF04082;PF00172	G3DSA:4.10.240.10	mobidb-lite	SSF57701	SM00906;SM00066	Coil	cd00067;cd12148	NA	PS00463	NA	NA	NA	NA	NA
PTB60882.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB57386.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PS50048	PF00172;PF04082	G3DSA:4.10.240.10	mobidb-lite	SSF57701	SM00066;SM00906	Coil	cd12148;cd00067	NA	NA	NA	NA	NA	NA	NA
PTB58772.1	IPR027794	GO:0008033	NA	PF13691;PF12706	G3DSA:3.60.15.10	mobidb-lite	SSF56281	NA	NA	cd07718	NA	NA	Reactome: R-HSA-6784531|Reactome: R-HSA-6785470|Reactome: R-HSA-8868766	NA	NA	NA	NA
PTB58331.1	IPR029063	NA	NA	NA	G3DSA:3.40.50.150	NA	SSF53335	NA	NA	cd02440	NA	NA	NA	NA	NA	NA	NA
PTB47274.1	IPR008906	GO:0046983	NA	PF05699	NA	NA	SSF53098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB48022.1	IPR035979	GO:0003676	PS50102	PF00076	G3DSA:3.30.70.330	mobidb-lite	SSF54928	SM00360	NA	cd12467	NA	NA	NA	NA	NA	NA	NA
PTB54192.1	IPR022185	NA	NA	PF12505	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB52266.1	IPR011701	GO:0055085	NA	PF07690	G3DSA:1.20.1250.20	NA	SSF103473	NA	NA	cd06178	NA	NA	NA	NA	NA	NA	NA
PTB54647.1	IPR002347	GO:0016491	NA	PF00106	G3DSA:3.40.50.720	NA	SSF51735	NA	NA	NA	PR00081	PS00061	NA	NA	NA	NA	NA
PTB57775.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PS50048	PF00172;PF04082	G3DSA:4.10.240.10	mobidb-lite	SSF57701	SM00066;SM00906	NA	cd12148;cd00067	NA	PS00463	NA	NA	NA	NA	NA
PTB56430.1	IPR035979	GO:0003676	PS50102	PF00076	G3DSA:3.30.70.330	mobidb-lite	SSF54928	SM00360	NA	cd00590	NA	NA	NA	NA	NA	NA	NA
PTB56466.1	IPR008030		NA	PF05368	G3DSA:3.40.50.720;G3DSA:3.90.25.10	NA	SSF51735	NA	NA	NA	NA	NA	Reactome: R-HSA-70635	NA	NA	NA	NA
PTB58284.1	IPR035810	NA	NA	PF01161	G3DSA:3.90.280.10	mobidb-lite	SSF49777	NA	Coil	cd00866	NA	NA	NA	NA	NA	NA	NA
PTB52135.1	IPR007743	GO:0005525;GO:0016020	PS51716	PF05049	G3DSA:3.40.50.300	mobidb-lite	SSF52540	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB56537.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB58326.1	IPR002818		NA	PF01965	G3DSA:3.40.50.880	NA	SSF52317	NA	NA	cd03141	NA	NA	Reactome: R-HSA-3899300|Reactome: R-HSA-9613829|Reactome: R-HSA-9615710	NA	NA	NA	NA
PTB55704.1	IPR005995	GO:0004619;GO:0006007;GO:0005737;GO:0030145;GO:0003824;GO:0046872	NA	PF06415;PF01676	G3DSA:3.40.1450.10;G3DSA:3.40.720.10	NA	SSF53649;SSF64158	NA	NA	cd16010	NA	NA	KEGG: 00010+5.4.2.12|KEGG: 00260+5.4.2.12|KEGG: 00680+5.4.2.12|MetaCyc: PWY-1042|MetaCyc: PWY-2221|MetaCyc: PWY-5484|MetaCyc: PWY-5723|MetaCyc: PWY-6142|MetaCyc: PWY-6886|MetaCyc: PWY-6901|MetaCyc: PWY-7003|MetaCyc: PWY-7124|MetaCyc: PWY-7218	PIRSF001492	TIGR01307	MF_01038	NA
PTB47481.1	NA	NA	NA	NA	G3DSA:3.30.70.270	NA	SSF56672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB58797.1	IPR036259	GO:0055085	NA	PF07690	G3DSA:1.20.1250.20	NA	SSF103473	NA	NA	cd06174	NA	NA	NA	NA	NA	NA	NA
PTB53044.1	NA	NA	NA	NA	G3DSA:3.40.190.10	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB47736.1	IPR013078	NA	NA	PF00300	G3DSA:3.40.50.1240	NA	SSF53254	SM00855	NA	cd07067	NA	NA	NA	NA	NA	NA	NA
PTB57768.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PS50048	PF00172	G3DSA:4.10.240.10	NA	SSF57701	SM00066	NA	cd00067	NA	PS00463	NA	NA	NA	NA	NA
PTB53553.1	IPR002347	GO:0016491	NA	PF13561	G3DSA:3.40.50.720	NA	SSF51735	NA	NA	cd05233	PR00081;PR00080	PS00061	NA	NA	NA	NA	NA
PTB53976.1	IPR021151	GO:0005634;GO:0006260	NA	PF05916	G3DSA:3.40.5.50;G3DSA:1.20.58.1020	mobidb-lite	SSF160059;SSF158573	NA	NA	cd11712	NA	NA	Reactome: R-HSA-176974	PIRSF028998	NA	NA	NA
PTB59296.1	IPR027281	GO:0004754;GO:0009085	NA	PF05222	G3DSA:3.40.50.720	mobidb-lite	SSF52283;SSF51735	SM01003;SM01002	NA	cd12188	NA	NA	KEGG: 00300+1.5.1.7|KEGG: 00310+1.5.1.7	PIRSF018250	NA	NA	NA
PTB53722.1	IPR020845	GO:0003824	NA	PF00501;PF13193	G3DSA:3.30.300.30;G3DSA:3.40.50.12780	NA	SSF56801	NA	NA	cd05917	NA	PS00455	NA	NA	NA	NA	NA
PTB60571.1	IPR001912	GO:0019843;GO:0003723;GO:0003735;GO:0006412;GO:0015935	PS50889	PF00163;PF01479	G3DSA:3.10.290.10	mobidb-lite	SSF55174	SM00363;SM01390	NA	cd00165	NA	PS00632	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	TIGR01018	NA	NA
PTB57545.1	IPR008554	NA	NA	PF05768	G3DSA:3.40.30.10	NA	SSF52833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB54916.1	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	PF00067	G3DSA:1.10.630.10	NA	SSF48264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB52043.1	IPR011701	GO:0055085	NA	PF07690	G3DSA:1.20.1250.20	mobidb-lite	SSF103473	NA	NA	cd17327	NA	NA	NA	NA	NA	NA	NA
PTB50142.1	NA	NA	NA	PF08700	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB53173.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB56961.1	IPR001680	GO:0005515	PS50082;PS50294	PF00400	G3DSA:2.130.10.10	mobidb-lite	SSF50978	SM00320	NA	NA	NA	PS00678	NA	NA	NA	NA	NA
PTB49579.1	IPR020471	GO:0016491;GO:0055114	NA	PF00248	G3DSA:3.20.20.100	NA	SSF51430	NA	NA	cd06660	PR00069	NA	NA	NA	NA	NA	NA
PTB52693.1	IPR011564	GO:0000723;GO:0000784;GO:0003677	NA	PF02765	G3DSA:2.40.50.140	mobidb-lite	SSF50249	SM00976	Coil	cd04497	NA	NA	Reactome: R-HSA-110328|Reactome: R-HSA-110329|Reactome: R-HSA-110330|Reactome: R-HSA-110331|Reactome: R-HSA-1221632|Reactome: R-HSA-171306|Reactome: R-HSA-2559586	NA	NA	NA	NA
PTB56258.1	IPR004046	GO:0005515	PS50405;PS51257;PS50404	PF00043;PF02798	G3DSA:3.40.30.10;G3DSA:1.20.1050.10	NA	SSF47616;SSF52833	NA	NA	cd03048	NA	NA	NA	NA	NA	NA	SFLDS00019;SFLDG01151
PTB48623.1	IPR017927	GO:0016491;GO:0055114;GO:0005506;GO:0016705;GO:0020037;GO:0003958;GO:0070330;GO:0010181	PS51384;PS50902	PF00667;PF00067;PF00258;PF00175	G3DSA:1.10.630.10;G3DSA:3.40.50.360;G3DSA:2.40.30.10;G3DSA:1.20.990.10;G3DSA:3.40.50.80	mobidb-lite	SSF48264;SSF52218;SSF52343;SSF63380	NA	NA	cd06206	PR00385;PR00463	PS00086	KEGG: 00071+1.14.14.1|KEGG: 00140+1.14.14.1|KEGG: 00232+1.14.14.1|KEGG: 00380+1.14.14.1|KEGG: 00590+1.14.14.1|KEGG: 00591+1.14.14.1|KEGG: 00627+1.14.14.1|KEGG: 00830+1.14.14.1|KEGG: 00980+1.14.14.1|KEGG: 00982+1.14.14.1|MetaCyc: PWY-5451|MetaCyc: PWY-5665|MetaCyc: PWY-6398|MetaCyc: PWY-6992|MetaCyc: PWY-7466|MetaCyc: PWY-7826	PIRSF000209	NA	NA	NA
PTB57478.1	IPR011598	GO:0046983	PS50888	PF00010	G3DSA:4.10.280.10	mobidb-lite	SSF47459	SM00353	Coil	cd00083	NA	NA	NA	NA	NA	NA	NA
PTB56684.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB53578.1	IPR036291		NA	PF05368	G3DSA:3.90.25.10;G3DSA:3.40.50.720	NA	SSF51735	NA	NA	NA	NA	NA	Reactome: R-HSA-70635	NA	NA	NA	NA
PTB53161.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB50141.1	IPR007146		NA	PF04000;PF09368	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA
PTB48966.1	IPR032710	NA	NA	NA	G3DSA:3.10.450.50	NA	SSF54427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB57337.1	IPR000571	GO:0046872	PS50103	PF00642;PF16543	NA	mobidb-lite	SSF90229	SM00356	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB47395.1	IPR012337	GO:0046983	NA	PF05699	NA	NA	SSF53098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB49101.1	IPR008547	NA	NA	PF05705	NA	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB56057.1	IPR031329		NA	PF04734;PF17048	G3DSA:2.60.40.2300	NA	NA	NA	NA	NA	NA	NA	KEGG: 00600+3.5.1.23|MetaCyc: PWY-6483|MetaCyc: PWY-7119|Reactome: R-HSA-1660662	NA	NA	NA	NA
PTB47907.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB58340.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	G3DSA:4.10.240.10	NA	NA	NA	Coil	cd12148;cd00067	NA	NA	NA	NA	NA	NA	NA
PTB60040.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB54837.1	IPR020904	GO:0016491	NA	PF13561	G3DSA:3.40.50.720	NA	SSF51735	SM00822	NA	NA	PR00080;PR00081	PS00061	NA	NA	NA	NA	NA
PTB60504.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PS50048	PF00172	G3DSA:4.10.240.10	mobidb-lite	SSF57701	SM00066	NA	cd12148;cd00067	NA	PS00463	NA	NA	NA	NA	NA
PTB53640.1	IPR036188	NA	NA	PF13450	G3DSA:3.50.50.60;G3DSA:3.90.660.10	NA	SSF51905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB56504.1	IPR005606	GO:0005484;GO:0006890	NA	PF03908	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	Reactome: R-HSA-6811434	NA	NA	NA	NA
PTB49730.1	IPR027417	GO:0005515	PS50088;PS50297	PF12796	G3DSA:1.25.40.20;G3DSA:3.40.50.300	NA	SSF52540;SSF48403	SM00248	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB51549.1	IPR021846	NA	NA	PF11923;PF05670;PF05833	G3DSA:2.30.310.10	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB52456.1	IPR005645	NA	NA	PF03959	G3DSA:3.40.50.1820	mobidb-lite	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB51888.1	IPR042098	GO:0016491;GO:0055114	NA	PF02668	G3DSA:3.60.130.10	NA	SSF51197	NA	NA	NA	NA	NA	Reactome: R-HSA-71262	NA	NA	NA	NA
PTB55045.1	IPR011765	GO:0003824;GO:0046872;GO:0004222;GO:0006508	NA	PF00675;PF05193	G3DSA:3.30.830.10	NA	SSF63411	NA	NA	NA	NA	PS00143	NA	NA	NA	NA	NA
PTB54708.1	IPR020846	GO:0055085	PS50850	PF07690	G3DSA:1.20.1250.20	NA	SSF103473	NA	NA	cd17327	NA	NA	NA	NA	NA	NA	NA
PTB60672.1	IPR015353	GO:0005515	PS50865;PS50280	PF09273;PF01753;PF00856	G3DSA:3.90.1410.10;G3DSA:3.30.60.180;G3DSA:3.90.1420.10	NA	SSF144232;SSF82199;SSF81822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
