Gene	interpro	GO	SMART	ProSiteProfiles	Pfam	Gene3D	MobiDBLite	CDD	Coils	SUPERFAMILY	ProSitePatterns	PRINTS	PATHWAY	TIGRFAM	PIRSF	Hamap	SFLD
EHK21333.1	IPR011761	GO:0005524;GO:0046872;GO:0006807;GO:0004088;GO:0006207;GO:0006541;GO:0006520;GO:0016597;GO:0016743;GO:0004070	SM01096;SM01097;SM00851	PS50975;PS51855;PS51273	PF02142;PF00185;PF02787;PF00988;PF02729;PF00117;PF02786	G3DSA:3.20.20.140;G3DSA:3.40.50.880;G3DSA:3.50.30.20;G3DSA:3.40.50.20;G3DSA:3.40.50.1370;G3DSA:3.40.50.1380;G3DSA:3.30.470.20;G3DSA:1.10.1030.10;G3DSA:3.30.1490.20	NA	cd01744;cd01423	NA	SSF48108;SSF51556;SSF52021;SSF52440;SSF56059;SSF52317;SSF53671;SSF52335	PS00867;PS00866;PS00097	PR00098;PR00100;PR00099;PR00101	KEGG: 00240+6.3.5.5|KEGG: 00250+6.3.5.5|MetaCyc: PWY-5154|MetaCyc: PWY-5686|MetaCyc: PWY-7400|MetaCyc: PWY-7790|MetaCyc: PWY-7791	TIGR01368;TIGR01369;TIGR00670	NA	MF_01209	NA
EHK18992.1	IPR003140	GO:0016787	NA	NA	PF02230	G3DSA:3.40.50.1820	NA	NA	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA
EHK19585.1	IPR002110	GO:0005515	SM00248	PS50088;PS50297	PF13637;PF12796	G3DSA:1.25.40.20	NA	NA	NA	SSF48403	NA	NA	NA	NA	NA	NA	NA
EHK24983.1	IPR029063	GO:0008168;GO:0032259;GO:0008033;GO:0008175;GO:0001510	NA	NA	PF01728	NA	NA	NA	NA	SSF53335	NA	NA	MetaCyc: PWY-6829|Reactome: R-HSA-6782315	NA	NA	MF_03162;MF_01547	NA
EHK24133.1	IPR021858	NA	NA	NA	PF11951	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK20877.1	IPR008220	GO:0009058;GO:0016747	NA	NA	PF00561	NA	mobidb-lite	NA	NA	SSF53474	NA	NA	NA	TIGR01392	PIRSF000443	MF_00296	NA
EHK23409.1	IPR036990	GO:0004181;GO:0006508;GO:0008270;GO:0004180	SM00631	NA	PF02244;PF00246	G3DSA:3.30.70.340;G3DSA:3.40.630.10	NA	cd03860	NA	SSF54897;SSF53187	PS00132	PR00765	NA	NA	NA	NA	NA
EHK15984.1	IPR039899		NA	PS50192	NA	G3DSA:1.20.5.110	mobidb-lite	cd15853	NA	SSF58038	NA	NA	Reactome: R-HSA-6807878	NA	NA	NA	NA
EHK16544.1	IPR003779	GO:0051920;GO:0055114	NA	NA	PF02627	G3DSA:1.20.1290.10	NA	NA	NA	SSF69118	NA	NA	KEGG: 00480+1.11.1.15	NA	NA	NA	NA
EHK16246.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SM00066	PS50048	PF00172;PF11951	G3DSA:4.10.240.10	mobidb-lite	cd00067	NA	SSF57701	NA	NA	NA	NA	NA	NA	NA
EHK25152.1	IPR014748	GO:0003824	NA	NA	PF00378	G3DSA:3.90.226.10;G3DSA:1.10.12.10	NA	cd06558	NA	SSF52096	NA	NA	NA	NA	NA	NA	NA
EHK27096.1	IPR020843	GO:0016491;GO:0055114;GO:0008270	SM00829	NA	PF08240;PF00107	G3DSA:3.90.180.10;G3DSA:3.40.50.720	NA	cd05285	NA	SSF50129;SSF51735	PS00059	NA	Reactome: R-HSA-71384	NA	NA	NA	NA
EHK19910.1	IPR013087	GO:0003676	NA	PS50157	NA	G3DSA:3.30.160.60	mobidb-lite	NA	Coil	NA	PS00028	NA	NA	NA	NA	NA	NA
EHK16936.1	IPR037104	GO:0005509;GO:0005544	NA	NA	PF00191	G3DSA:1.10.220.10	mobidb-lite	NA	NA	SSF47874	NA	NA	NA	NA	NA	NA	NA
EHK24393.1	IPR027417	GO:0005525;GO:0007264;GO:0003924	SM00174;SM00175;SM00176;SM00173	PS51420	PF00071	G3DSA:3.40.50.300	mobidb-lite	cd04132	NA	SSF52540	NA	PR00449	Reactome: R-HSA-194840	TIGR00231	NA	NA	NA
EHK20875.1	IPR005178	NA	NA	NA	PF03619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK18224.1	IPR020616	GO:0016747;GO:0003824	NA	NA	PF00108;PF02803	G3DSA:3.40.47.10	NA	cd00751	NA	SSF53901	PS00737	NA	NA	TIGR01930	PIRSF000429	NA	NA
EHK16440.1	IPR036236	GO:0003676	SM00355	NA	NA	G3DSA:3.30.160.60	mobidb-lite	NA	Coil	SSF57667	NA	NA	NA	NA	NA	NA	NA
EHK18290.1	IPR036873	NA	NA	PS50206	NA	G3DSA:3.40.250.10	mobidb-lite	NA	NA	SSF52821	NA	NA	NA	NA	NA	NA	NA
EHK17277.1	IPR002372	GO:0005515	NA	NA	PF13360;PF07774	G3DSA:2.130.10.10	NA	NA	NA	SSF50998	NA	NA	NA	NA	NA	NA	NA
EHK15199.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SM00066	PS50048	PF00172;PF11951	G3DSA:4.10.240.10	NA	cd00067	NA	SSF57701	PS00463	NA	NA	NA	NA	NA	NA
EHK19820.1	IPR020683	GO:0005515;GO:0003824;GO:0009116	SM00248	PS50297;PS50088	PF12796;PF01048;PF05729	G3DSA:1.25.40.20;G3DSA:3.40.50.1580;G3DSA:3.40.50.300	NA	cd09008	NA	SSF53167;SSF52540;SSF48403	NA	PR01415	NA	NA	NA	NA	NA
EHK20580.1	IPR015421	GO:0003824;GO:0019346;GO:0030170	NA	NA	PF01053	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	NA	NA	NA	SSF53383	NA	NA	Reactome: R-HSA-1614558|Reactome: R-HSA-1614603|Reactome: R-HSA-2408508	NA	NA	NA	NA
EHK25091.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK15672.1	IPR036678	GO:0005524;GO:0006298;GO:0030983	SM00534;SM00533	NA	PF05188;PF00488;PF05190;PF01624;PF05192	G3DSA:3.30.420.110;G3DSA:1.10.1420.10;G3DSA:3.40.50.300;G3DSA:3.40.1170.10	mobidb-lite	NA	Coil	SSF48334;SSF55271;SSF52540	PS00486	NA	Reactome: R-HSA-5632928	NA	PIRSF037677	NA	NA
EHK22296.1	IPR000182	GO:0008080	NA	PS51186	PF00583	G3DSA:3.40.630.30	NA	cd04301	NA	SSF55729	NA	NA	NA	NA	NA	NA	NA
EHK22193.1	IPR027417	GO:0003968	SM00382	NA	PF05183;PF13086;PF13087	G3DSA:3.40.50.300	NA	cd18808;cd18044	NA	SSF52540	NA	NA	NA	NA	NA	NA	NA
EHK16070.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK21579.1	IPR012338	NA	NA	NA	PF00144	NA	NA	NA	NA	SSF56601	NA	NA	NA	NA	NA	NA	NA
EHK24971.1	IPR026591	GO:0036054;GO:0036055;GO:0070403	NA	PS50305	PF02146	G3DSA:3.30.1600.10;G3DSA:3.40.50.1220	mobidb-lite	cd01412	NA	SSF52467	NA	NA	Reactome: R-HSA-2151201	NA	NA	NA	NA
EHK21946.1	IPR001155	GO:0010181;GO:0016491;GO:0055114;GO:0003824	NA	NA	PF00724	G3DSA:3.20.20.70	NA	NA	NA	SSF51395	NA	NA	NA	NA	NA	NA	NA
EHK22519.1	IPR021715		NA	NA	PF11708	NA	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-159236|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-73856	NA	NA	NA	NA
EHK26980.1	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
EHK19813.1	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
EHK18509.1	IPR006968	NA	NA	NA	PF04884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK24897.1	NA	NA	NA	NA	NA	G3DSA:2.60.20.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK18418.1	IPR012913		NA	NA	PF07915	G3DSA:2.70.130.10	mobidb-lite	NA	NA	SSF50911	NA	NA	Reactome: R-HSA-382556|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5678895	NA	NA	NA	NA
EHK21142.1	IPR011330	GO:0003824;GO:0005975;GO:0008061;GO:0016810	SM00270	PS51677;PS50941	PF01522	G3DSA:3.20.20.370;G3DSA:3.30.60.10	NA	cd11618;cd10951	NA	SSF88713;SSF57016	NA	NA	NA	NA	NA	NA	NA
EHK22118.1	IPR017871	GO:0005524;GO:0016887;GO:0016020	SM00382	PS50893	PF00005;PF01061	G3DSA:3.40.50.300	NA	NA	NA	SSF52540	PS00211	NA	Reactome: R-HSA-1369062	NA	NA	NA	NA
EHK16165.1	IPR032454	GO:0000786;GO:0003677;GO:0046982	SM00414	NA	PF16211;PF00125	G3DSA:1.10.20.10	mobidb-lite	cd00074	Coil	SSF47113	NA	PR00620	Reactome: R-HSA-3214858	NA	NA	NA	NA
EHK17020.1	IPR009571	GO:0005886	NA	NA	PF06687	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK26160.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SM00066	PS50048	PF00172	G3DSA:4.10.240.10	mobidb-lite	cd00067	NA	SSF57701	PS00463	NA	NA	NA	NA	NA	NA
EHK27140.1	IPR009038	NA	SM01190	PS50866	PF01105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK18671.1	IPR004853	NA	NA	NA	PF03151	NA	mobidb-lite	NA	NA	SSF103481	NA	NA	NA	NA	NA	NA	NA
EHK22749.1	IPR011701	GO:0055085	NA	PS50850	PF07690	G3DSA:1.20.1250.20	NA	cd17352	NA	SSF103473	NA	NA	NA	NA	NA	NA	NA
EHK22293.1	IPR000582	GO:0000062	NA	PS51228	PF00887	G3DSA:1.20.80.10	NA	NA	NA	SSF47027	NA	PR00689	NA	NA	NA	NA	NA
EHK18106.1	IPR011701	GO:0055085	NA	PS50850	PF07690	G3DSA:1.20.1250.20	NA	cd17502	NA	SSF103473	NA	NA	NA	NA	NA	NA	NA
EHK19327.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK22734.1	IPR011032	GO:0055114;GO:0016491	SM00829	NA	PF00107;PF08240	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	cd08276	NA	SSF50129;SSF51735	NA	NA	NA	NA	NA	NA	NA
EHK25663.1	IPR011032	GO:0055114;GO:0016491	SM00829	NA	PF00107;PF08240	G3DSA:3.90.180.10;G3DSA:3.40.50.720	NA	cd08276	NA	SSF50129;SSF51735	NA	NA	NA	NA	NA	NA	NA
EHK19442.1	IPR029055	GO:0006751;GO:0036374	NA	NA	PF01019	G3DSA:1.10.246.130;G3DSA:3.60.20.40	NA	NA	NA	SSF56235	NA	PR01210	KEGG: 00430+2.3.2.2|KEGG: 00460+2.3.2.2|KEGG: 00480+2.3.2.2+3.4.19.13|MetaCyc: PWY-4041|MetaCyc: PWY-4061|MetaCyc: PWY-5826|MetaCyc: PWY-6842|MetaCyc: PWY-7112|MetaCyc: PWY-7559|MetaCyc: PWY-8001	TIGR00066	NA	NA	NA
EHK22290.1	IPR024061	GO:0003677;GO:0003700;GO:0006355	NA	PS51517	PF05224	G3DSA:2.60.40.1390	mobidb-lite	NA	NA	SSF49417	NA	NA	NA	NA	NA	NA	NA
EHK27289.1	IPR007599		NA	NA	PF04511	NA	mobidb-lite	NA	NA	SSF144091	NA	NA	Reactome: R-HSA-382556|Reactome: R-HSA-5678895	NA	NA	NA	NA
EHK21277.1	IPR019407	GO:0000049;GO:0002098;GO:0034227	NA	NA	PF10288	G3DSA:3.40.50.620	NA	NA	NA	SSF52402	NA	NA	Reactome: R-HSA-6782315	NA	NA	MF_03054	NA
EHK27008.1	IPR002922	GO:0009228	NA	NA	PF01946	G3DSA:3.50.50.60	NA	NA	NA	SSF51905	NA	NA	KEGG: 00730+2.4.2.60|MetaCyc: PWY-6909	TIGR00292	NA	MF_03158	NA
EHK20743.1	IPR011701	GO:0055085	NA	NA	PF07690	G3DSA:1.20.1250.20	NA	cd17322	NA	SSF103473	NA	NA	NA	NA	NA	NA	NA
EHK27307.1	IPR036534	GO:0008017	NA	PS51460	PF02187	G3DSA:3.30.920.20	mobidb-lite	NA	Coil	SSF143575	NA	NA	NA	NA	NA	NA	NA
EHK22429.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK16268.1	IPR012469	NA	NA	NA	PF07958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK17929.1	IPR037401	NA	NA	NA	PF13577	G3DSA:3.10.450.50	NA	NA	NA	SSF54427	NA	NA	NA	NA	NA	NA	NA
EHK21128.1	IPR005197	GO:0016787	NA	NA	PF03659	G3DSA:3.20.20.80	mobidb-lite	cd11577	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK18731.1	IPR023298	GO:0030001;GO:0046872;GO:0016021;GO:0000166;GO:0006812;GO:0019829	NA	PS50846	PF00122;PF00702	G3DSA:2.70.150.20;G3DSA:3.30.70.100;G3DSA:3.40.1110.10;G3DSA:3.40.50.1000	NA	cd00371	NA	SSF81665;SSF56784;SSF55008;SSF81653	PS00154	PR00119;PR00120	Reactome: R-HSA-936837	TIGR01511;TIGR01494;TIGR01525	NA	NA	SFLDG00002;SFLDF00027
EHK20761.1	IPR013108	GO:0016810	NA	NA	PF07969	G3DSA:3.20.20.140	mobidb-lite	cd01297	NA	SSF51556;SSF51338	NA	NA	NA	NA	NA	NA	NA
EHK16917.1	IPR014854		NA	NA	PF08743;PF15412	NA	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-3108214	NA	NA	NA	NA
EHK16617.1	IPR024193	GO:0000723;GO:0003677;GO:0003684;GO:0005634;GO:0006303;GO:0006310;GO:0042162;GO:0043564;GO:0016817	SM00559	PS50234	PF08785;PF03731;PF02735	G3DSA:1.10.1600.10;G3DSA:1.25.40.240;G3DSA:3.40.50.410;G3DSA:2.40.290.10	NA	cd00873	NA	SSF53300;SSF100939;SSF101420	NA	NA	Reactome: R-HSA-164843|Reactome: R-HSA-1834949|Reactome: R-HSA-3270619|Reactome: R-HSA-5693571|Reactome: R-HSA-6798695	NA	PIRSF016570	NA	NA
EHK27104.1	IPR037237	GO:0003824	NA	NA	PF00920	G3DSA:3.50.30.80	NA	NA	NA	SSF143975;SSF52016	PS00886	NA	KEGG: 00290+4.2.1.9|KEGG: 00770+4.2.1.9|MetaCyc: PWY-5101|MetaCyc: PWY-5103|MetaCyc: PWY-5104|MetaCyc: PWY-7111	NA	NA	NA	NA
EHK19613.1	IPR024571	GO:0008237;GO:0008270;GO:0006508	NA	NA	PF11838;PF01433;PF17900	G3DSA:1.25.50.20;G3DSA:2.60.40.1730;G3DSA:2.60.40.1910;G3DSA:1.10.390.60	NA	cd09601	Coil	SSF55486;SSF63737	NA	PR00756	NA	NA	NA	NA	NA
EHK19625.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
EHK16392.1	IPR014729	GO:0004814;GO:0005524;GO:0006420;GO:0000166;GO:0005737;GO:0004812;GO:0006418	SM01016;SM00836	NA	PF00750;PF03485;PF05746	G3DSA:1.10.730.10;G3DSA:3.40.50.620;G3DSA:3.30.1360.70	NA	cd07956;cd00671	Coil	SSF52374;SSF55190;SSF47323	PS00178	PR01038	KEGG: 00970+6.1.1.19	TIGR00456	NA	NA	NA
EHK20660.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK16983.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK18768.1	IPR012576	GO:0005739;GO:0022900	NA	NA	PF08122	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	NA
EHK26490.1	IPR011701	GO:0055085	NA	PS50850	PF07690	G3DSA:1.20.1250.20	mobidb-lite	cd17323	NA	SSF103473	NA	NA	NA	NA	NA	NA	NA
EHK15281.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK24318.1	IPR006204	GO:0005524;GO:0005534;GO:0004335;GO:0006012;GO:0046835;GO:0005737;GO:0016301;GO:0016773	NA	NA	PF00288;PF10509;PF08544	G3DSA:3.30.70.3170;G3DSA:3.30.70.890;G3DSA:3.30.230.10	NA	NA	NA	SSF54211;SSF55060	PS00106;PS00627	PR00473;PR00959	KEGG: 00052+2.7.1.6|KEGG: 00520+2.7.1.6|MetaCyc: PWY-3821|MetaCyc: PWY-6317|MetaCyc: PWY-6527	TIGR00131	PIRSF000530	NA	NA
EHK26565.1	IPR031563	GO:0015098;GO:0015689	NA	NA	PF16983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK23939.1	IPR003395	NA	NA	NA	PF02463	G3DSA:3.40.50.300	mobidb-lite	cd03277	Coil	SSF52540	NA	NA	NA	NA	NA	NA	NA
EHK21419.1	IPR000836	GO:0009116	NA	NA	PF14681	G3DSA:3.40.50.2020	NA	cd06223	NA	SSF53271	NA	NA	NA	NA	NA	NA	NA
EHK25621.1	IPR009100	GO:0016627;GO:0055114;GO:0050660;GO:0003995;GO:0020037	SM01117	PS50255	PF02771;PF00441;PF02770;PF00173	G3DSA:2.40.110.10;G3DSA:1.10.540.10;G3DSA:1.20.140.10;G3DSA:3.10.120.10	NA	NA	NA	SSF56645;SSF55856;SSF47203	PS00072;PS00191	NA	NA	NA	NA	NA	NA
EHK16927.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK27436.1	IPR036188	GO:0016491;GO:0055114	NA	NA	PF07992	G3DSA:3.50.50.100	NA	NA	Coil	SSF51905	NA	PR00368	NA	NA	NA	NA	NA
EHK16122.1	IPR006076	GO:0016491;GO:0055114	NA	NA	PF01266	G3DSA:3.30.9.10;G3DSA:3.50.50.60	NA	NA	NA	SSF51905	NA	NA	NA	NA	NA	NA	NA
EHK17880.1	IPR037401	NA	NA	NA	PF13577	G3DSA:3.10.450.50	NA	cd00531	NA	SSF54427	NA	NA	NA	NA	NA	NA	NA
EHK16746.1	IPR013319	GO:0004553;GO:0005975	NA	PS51761	PF00457	G3DSA:2.60.120.180	NA	NA	NA	SSF49899	PS00776	PR00911	MetaCyc: PWY-6717|MetaCyc: PWY-6784	NA	NA	NA	NA
EHK24627.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK16699.1	IPR011009	GO:0004672;GO:0005524;GO:0006468	SM00220	PS50011	PF00069	G3DSA:1.10.510.10	mobidb-lite	NA	NA	SSF56112	PS00108	NA	NA	NA	NA	NA	NA
EHK20379.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	NA	NA	NA	cd00067	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK24238.1	IPR027417	NA	NA	NA	PF03029	G3DSA:3.40.50.300	mobidb-lite	cd17870	Coil	SSF52540	NA	NA	NA	NA	NA	NA	NA
EHK22836.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK20249.1	IPR003890	GO:0003723;GO:0005515	SM00543	NA	PF02854;PF04050	G3DSA:1.25.40.180	mobidb-lite	NA	NA	SSF48371	NA	NA	Reactome: R-HSA-9010553|Reactome: R-HSA-975957	NA	NA	NA	NA
EHK18067.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SM00066	PS50048	PF00172	G3DSA:4.10.240.10	NA	cd00067	NA	SSF57701	PS00463	PR00755	NA	NA	NA	NA	NA
EHK23353.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
EHK18088.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK15694.1	IPR024958		NA	PS51865	PF04495	G3DSA:2.30.42.10	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-162658	NA	NA	NA	NA
EHK23675.1	IPR001272	GO:0004612;GO:0005524;GO:0006094;GO:0004611;GO:0017076	NA	NA	PF01293	G3DSA:3.40.449.10;G3DSA:3.90.228.20;G3DSA:2.170.8.10	mobidb-lite	cd00484	NA	SSF68923;SSF53795	PS00532	NA	KEGG: 00010+4.1.1.49|KEGG: 00020+4.1.1.49|KEGG: 00620+4.1.1.49|KEGG: 00710+4.1.1.49|MetaCyc: PWY-561|MetaCyc: PWY-7117	TIGR00224	PIRSF006294	MF_00453	NA
EHK19686.1	IPR008271	GO:0004672;GO:0006468;GO:0005524	SM00220	PS50011	PF00069	G3DSA:1.10.510.10	mobidb-lite	NA	NA	SSF56112	PS00108	NA	NA	NA	NA	NA	NA
EHK18632.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SM00066	PS50048	PF00172	G3DSA:4.10.240.10	mobidb-lite	cd00067;cd12148	NA	SSF57701	PS00463	NA	NA	NA	NA	NA	NA
EHK19240.1	IPR014729	GO:0003824;GO:0009058	NA	NA	PF01467	G3DSA:3.40.50.620	NA	NA	NA	SSF52374	NA	NA	NA	NA	NA	NA	NA
EHK26931.1	IPR027417	GO:0005524;GO:0034551	SM01024	NA	PF00004;PF08740	G3DSA:3.40.50.300	NA	NA	NA	SSF52540	NA	NA	Reactome: R-HSA-1268020	NA	NA	NA	NA
EHK20731.1	IPR035994	GO:0003824;GO:0009116	NA	NA	NA	NA	NA	cd09008	NA	SSF53167	NA	NA	NA	NA	NA	NA	NA
EHK24832.1	IPR035979	GO:0003676	NA	NA	NA	NA	mobidb-lite	NA	NA	SSF54928	NA	NA	NA	NA	NA	NA	NA
EHK26774.1	IPR029058	GO:0006508;GO:0008236	NA	NA	PF05577	G3DSA:3.40.50.1820	mobidb-lite	NA	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA
EHK26696.1	IPR013820	GO:0000105;GO:0003879;GO:0005737;GO:0000287	NA	NA	PF01634;PF08029	G3DSA:3.40.190.10;G3DSA:3.30.70.120	NA	NA	NA	SSF53850;SSF54913	PS01316	NA	KEGG: 00340+2.4.2.17	TIGR00070;TIGR03455	NA	MF_00079	NA
EHK24372.1	IPR011990	GO:0005515	NA	PS50005	NA	NA	NA	NA	NA	SSF48452	NA	NA	NA	NA	NA	NA	NA
EHK24536.1	IPR029058	NA	NA	NA	PF12697	G3DSA:3.40.50.1820	NA	NA	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA
EHK20447.1	IPR011050	GO:0030599;GO:0042545	NA	NA	PF01095	G3DSA:2.160.20.10	NA	NA	NA	SSF51126	NA	NA	KEGG: 00040+3.1.1.11|MetaCyc: PWY-7246|MetaCyc: PWY-7248	NA	NA	NA	NA
EHK24502.1	IPR030185	GO:0015140;GO:0016021;GO:0071423;GO:0055085	NA	NA	PF03595	G3DSA:1.50.10.150	NA	cd09317	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK16155.1	IPR003609	NA	SM00473	PS50948	PF00024	G3DSA:3.50.4.10	NA	NA	NA	SSF57414	NA	NA	NA	NA	NA	NA	NA
EHK15374.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK17512.1	IPR006689	GO:0005525	SM00177;SM00178;SM00175	PS51417	PF00025	G3DSA:3.40.50.300	NA	cd04150	Coil	SSF52540	NA	PR00328	NA	TIGR00231	NA	NA	NA
EHK15896.1	IPR001895	GO:0005085;GO:0007264	SM00147	PS50009;PS50212	PF00617;PF00618	G3DSA:1.10.840.10;G3DSA:1.20.870.10;G3DSA:3.40.50.300	mobidb-lite	cd00882;cd06224	NA	SSF52540;SSF48366	NA	NA	NA	NA	NA	NA	NA
EHK21394.1	IPR007248	GO:0016021	NA	NA	PF04117	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK18293.1	NA	NA	NA	NA	NA	NA	mobidb-lite	cd14688	Coil	NA	NA	NA	NA	NA	NA	NA	NA
EHK24887.1	IPR038103		NA	NA	PF05179	G3DSA:3.40.50.11990	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-112382|Reactome: R-HSA-201722|Reactome: R-HSA-5632684|Reactome: R-HSA-674695|Reactome: R-HSA-75955|Reactome: R-HSA-8866654	NA	NA	NA	NA
EHK26551.1	IPR029058	NA	NA	NA	PF00135	G3DSA:3.40.50.1820	NA	NA	NA	SSF53474	PS00941;PS00122	NA	NA	NA	NA	NA	NA
EHK20921.1	IPR020683	GO:0005515	SM00248	PS50297;PS50088	PF12796	G3DSA:1.25.40.20	mobidb-lite	NA	Coil	SSF48403	NA	NA	NA	NA	NA	NA	NA
EHK21286.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK24861.1	IPR036909	GO:0009055;GO:0020037	NA	NA	PF02167	G3DSA:1.10.760.10;G3DSA:1.20.5.100	NA	NA	NA	SSF81496;SSF46626	NA	PR00603	Reactome: R-HSA-611105	NA	NA	NA	NA
EHK19886.1	IPR001597	GO:0006520;GO:0016829;GO:0003824;GO:0009072;GO:0016830	NA	NA	PF01212	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	NA	NA	NA	SSF53383	NA	NA	Reactome: R-HSA-6783984	NA	PIRSF001386	NA	NA
EHK21368.1	IPR001096	GO:0006508;GO:0008233	NA	NA	PF01650	G3DSA:3.40.50.1460	NA	NA	NA	NA	NA	PR00776	NA	NA	PIRSF500138;PIRSF019663	NA	NA
EHK27079.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK21361.1	IPR000608		SM00212	PS50127	PF00179	G3DSA:3.10.110.10	NA	cd00195	NA	SSF54495	PS00183	NA	Reactome: R-HSA-983168	NA	NA	NA	NA
EHK17715.1	IPR035994	GO:0003824;GO:0009116	NA	NA	NA	NA	NA	NA	NA	SSF53167	NA	NA	NA	NA	NA	NA	NA
EHK19005.1	IPR036188	GO:0016491;GO:0055114	NA	NA	PF01266	G3DSA:3.50.50.60;G3DSA:3.30.9.10	NA	NA	NA	SSF51905	NA	NA	NA	NA	NA	NA	NA
EHK27010.1	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0016020;GO:0022857;GO:0055085	SM00906	NA	PF04082;PF02133	G3DSA:1.10.4160.10	mobidb-lite	cd12148;cd11482	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK15839.1	IPR013862	GO:0006673;GO:0070917	NA	NA	PF08552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK23570.1	IPR029021	GO:0004725;GO:0006470;GO:0016311;GO:0016791	SM00194;SM00404	PS50056;PS50055	PF00102	G3DSA:3.90.190.10	mobidb-lite	cd18533	NA	SSF52799	PS00383	PR00700	NA	NA	NA	NA	NA
