Gene	MobiDBLite	interpro	GO	PATHWAY	Pfam	SUPERFAMILY	Gene3D	SMART	CDD	PRINTS	ProSiteProfiles	ProSitePatterns	TIGRFAM	Hamap	Coils	PIRSF	SFLD
KAF3070101.1	NA	IPR002110	GO:0005515	NA	PF13857	SSF48403	G3DSA:1.25.40.20	SM00248	NA	NA	PS50297;PS50088	NA	NA	NA	NA	NA	NA
KAF3072420.1	mobidb-lite	IPR001199	GO:0003774;GO:0005524;GO:0016459	KEGG: 00520+2.4.1.16|MetaCyc: PWY-6981	PF00173;PF08766;PF03142;PF00063	SSF55856;SSF109715;SSF53448;SSF52540	NA	SM01117;SM00242	cd14879	NA	PS50255;PS51456	NA	NA	NA	NA	NA	NA
KAF3065548.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3069145.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3071669.1	mobidb-lite	IPR001300	GO:0004198;GO:0006508	Reactome: R-HSA-1474228	PF00648	SSF54001	G3DSA:3.90.70.10	SM00230	NA	PR00704	PS50203	NA	NA	NA	Coil	NA	NA
KAF3057803.1	NA	IPR006096	GO:0006520;GO:0016491;GO:0055114;GO:0016639	Reactome: R-HSA-2151201|Reactome: R-HSA-8964539	PF00208;PF02812	SSF53223;SSF51735	G3DSA:3.40.50.720;G3DSA:1.10.285.10;G3DSA:3.40.50.10860	SM00839	cd05313	PR00082	NA	PS00074	NA	NA	NA	PIRSF000185	NA
KAF3060639.1	NA	IPR016166	GO:0071949;GO:0050660;GO:0016491;GO:0055114	NA	PF01565	SSF56176	G3DSA:3.30.465.10	NA	NA	NA	PS51387	NA	NA	NA	Coil	NA	NA
KAF3056121.1	NA	NA	NA	NA	NA	SSF159245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3072728.1	mobidb-lite	IPR036322	GO:0005515;GO:0016226;GO:0097361	Reactome: R-HSA-2564830	PF00400	SSF50978	NA	SM00320	NA	NA	PS50294;PS50082	NA	NA	MF_03037	NA	NA	NA
KAF3057663.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3073386.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3073674.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3074101.1	mobidb-lite	IPR029021	GO:0006470;GO:0008138	NA	NA	SSF52799	NA	SM00195	cd14518	NA	PS50054	NA	NA	NA	NA	NA	NA
KAF3069970.1	mobidb-lite	IPR029058	GO:0006508;GO:0008236	NA	PF05577	SSF53474	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3066261.1	NA	IPR023214	NA	NA	NA	SSF56784	G3DSA:1.20.1110.10;G3DSA:3.40.50.1000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3075174.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3057773.1	mobidb-lite	IPR009292	GO:0000469	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	PF06102	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3063317.1	mobidb-lite	IPR012947	GO:0004812;GO:0005524;GO:0043039;GO:0000166;GO:0004813;GO:0005737;GO:0006419;GO:0003676	KEGG: 00970+6.1.1.7	PF07973;PF02272;PF01411	SSF101353;SSF55681;SSF50447;SSF55186	G3DSA:3.30.980.10;G3DSA:2.40.30.130;G3DSA:3.30.54.20;G3DSA:3.10.310.40;G3DSA:3.30.930.10	SM00863	cd00673	PR00980	PS50860	NA	TIGR00344	MF_00036_B	Coil	NA	NA
KAF3074404.1	mobidb-lite	IPR000253	GO:0005515;GO:0003700;GO:0006355;GO:0043565	NA	PF00498;PF00250	SSF46785;SSF49879	G3DSA:1.10.10.10;G3DSA:2.60.200.20	SM00339	cd00060;cd00059	PR00053	PS50039;PS50006	PS00658;PS00657	NA	NA	NA	NA	NA
KAF3058970.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3066758.1	NA	IPR005829	GO:0016021;GO:0022857;GO:0055085;GO:0016020	Reactome: R-HSA-189200	PF00083	SSF103473	G3DSA:1.20.1250.20	NA	cd17356	PR00171	PS50850	PS00217;PS00216	TIGR00879	NA	NA	NA	NA
KAF3072876.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3056075.1	NA	IPR036852	GO:0004252;GO:0006508	NA	PF00082	SSF52743	G3DSA:3.40.50.200	NA	cd00306	NA	NA	NA	NA	NA	NA	NA	NA
KAF3074484.1	NA	IPR036526	GO:0006807;GO:0016810	NA	PF00795	SSF56317	G3DSA:3.60.110.10	NA	cd07564	NA	PS50263	PS00920;PS00921	NA	NA	NA	NA	NA
KAF3057748.1	NA	IPR011701	GO:0055085	NA	PF07690	SSF103473	G3DSA:1.20.1250.20	NA	cd17322	NA	NA	NA	NA	NA	NA	NA	NA
KAF3071988.1	NA	IPR036249	GO:0005515	NA	PF13417	SSF52833	G3DSA:3.40.30.10;G3DSA:1.20.1050.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3073584.1	mobidb-lite	IPR036895	GO:0006281;GO:0019104	Reactome: R-HSA-110328|Reactome: R-HSA-110329|Reactome: R-HSA-110357	PF03167	SSF52141	G3DSA:3.40.470.10	NA	cd10028	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3073169.1	mobidb-lite	IPR017441	GO:0005524;GO:0004672;GO:0006468	NA	PF00069	SSF56112	G3DSA:1.10.510.10	SM00220	cd14125	NA	PS50011	PS00107;PS00108	NA	NA	NA	NA	NA
KAF3066995.1	NA	IPR008030		Reactome: R-HSA-70635	PF05368	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3056708.1	mobidb-lite	IPR006353	NA	NA	PF13344;PF13242	SSF56784	G3DSA:3.40.50.1000	NA	NA	NA	NA	NA	TIGR01456;TIGR01460	NA	NA	NA	NA
KAF3066131.1	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PF00172;PF04082	SSF57701	G3DSA:4.10.240.10	SM00906;SM00066	cd12148;cd00067	NA	PS50048	PS00463	NA	NA	NA	NA	NA
KAF3076916.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3071328.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3074253.1	NA	IPR003959	GO:0005524	NA	PF00004	SSF52540	G3DSA:3.40.50.300	SM00382	cd00009	NA	NA	NA	NA	NA	NA	NA	NA
KAF3063218.1	mobidb-lite	IPR015940	GO:0005515	NA	PF00627;PF00240	SSF54236;SSF46934	G3DSA:1.10.8.10;G3DSA:3.10.20.90	SM00165;SM00727;SM00213	cd16106;cd14324	NA	PS50030;PS50053	NA	NA	NA	NA	NA	NA
KAF3063426.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3067652.1	NA	NA	NA	NA	NA	SSF53756	G3DSA:3.40.50.2000	NA	cd03784	NA	NA	NA	NA	NA	NA	NA	NA
KAF3070273.1	NA	IPR036291		Reactome: R-HSA-70635	PF05368	SSF51735	G3DSA:3.40.50.720;G3DSA:3.90.25.10	NA	cd05259	NA	NA	NA	NA	NA	NA	NA	NA
KAF3075276.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3063378.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3077352.1	mobidb-lite	IPR006073	GO:0005525;GO:0005515;GO:0003824;GO:0009116	NA	PF01926;PF12796;PF01048	SSF52540;SSF48403;SSF53167	G3DSA:3.40.50.300;G3DSA:1.25.40.20	SM00248	cd09008;cd00882	PR01415	PS50088;PS50297	NA	NA	NA	Coil	NA	NA
KAF3057658.1	NA	IPR031353	NA	NA	PF17106;PF17107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3062914.1	NA	IPR011329	GO:0005576;GO:0009405	NA	PF09044	SSF55221	G3DSA:3.30.430.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3068138.1	NA	IPR002110	GO:0005515;GO:0003824;GO:0009116	NA	PF12796	SSF53167;SSF52540;SSF48403	G3DSA:3.40.50.300;G3DSA:1.25.40.20	SM00248	cd09008	NA	PS50088;PS50297	NA	NA	NA	NA	NA	NA
KAF3072403.1	mobidb-lite	IPR014721	GO:0003677;GO:0003918;GO:0005524;GO:0006265;GO:0006259	Reactome: R-HSA-4615885	PF00204;PF16898;PF02518;PF00521;PF01751	SSF55874;SSF56719;SSF54211	G3DSA:3.30.1490.30;G3DSA:3.30.230.10;G3DSA:3.40.50.670;G3DSA:3.30.1360.40;G3DSA:3.90.199.10;G3DSA:3.30.565.10;G3DSA:1.10.268.10	SM00434;SM00433	cd03481;cd03365;cd16930;cd00187	PR00418;PR01158	PS50880	PS00177	NA	NA	Coil	NA	NA
KAF3068849.1	NA	IPR024072	GO:0008703;GO:0009231;GO:0055114	Reactome: R-HSA-196757	PF01872	SSF53597	G3DSA:3.40.430.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3063063.1	mobidb-lite	IPR004839	GO:0009058;GO:0030170;GO:0003824	NA	PF00155	SSF53383	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	NA	cd06454	NA	NA	NA	NA	NA	NA	NA	NA
KAF3057888.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3060706.1	NA	IPR002403	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	PF00067	SSF48264	G3DSA:1.10.630.10	NA	NA	PR00465;PR00385	NA	NA	NA	NA	NA	NA	NA
KAF3071704.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3075323.1	NA	IPR032675	NA	NA	NA	SSF52047	G3DSA:3.80.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3070075.1	mobidb-lite	IPR020846	GO:0055085	NA	PF07690	SSF103473	NA	NA	cd17323	NA	PS50850	NA	NA	NA	NA	NA	NA
KAF3067547.1	mobidb-lite	IPR001806	GO:0003924;GO:0005525	NA	PF00071	SSF52540	G3DSA:3.40.50.300	SM00175;SM00174	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3057569.1	mobidb-lite	IPR011009	GO:0004672;GO:0005524;GO:0006468	NA	PF00069	SSF56112	G3DSA:1.10.510.10	SM00220	cd00180	NA	PS50011	NA	NA	NA	NA	NA	NA
KAF3060618.1	mobidb-lite	IPR042098	GO:0016491;GO:0055114	Reactome: R-HSA-71262	PF02668	SSF51197	G3DSA:3.60.130.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3060473.1	mobidb-lite	IPR001810	GO:0005515	NA	NA	SSF81383	NA	NA	NA	NA	PS50181	NA	NA	NA	NA	NA	NA
KAF3056181.1	NA	IPR033964	GO:0009820;GO:0016765	NA	PF11991	NA	NA	NA	cd13929	NA	NA	NA	TIGR03429	NA	NA	PIRSF000509	SFLDS00036;SFLDG01162
KAF3066108.1	NA	IPR029045	GO:0003824	NA	PF00378	SSF52096	G3DSA:3.90.226.10	NA	cd06558	NA	NA	PS00166	NA	NA	NA	NA	NA
KAF3056773.1	NA	IPR018108	NA	NA	PF00153	SSF103506	G3DSA:1.50.40.10	NA	NA	NA	PS50920	NA	NA	NA	NA	NA	NA
KAF3072652.1	mobidb-lite	IPR021752		Reactome: R-HSA-427359|Reactome: R-HSA-427413|Reactome: R-HSA-5250924|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73863	PF11781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3072641.1	mobidb-lite	IPR004240	GO:0016021	NA	PF02990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3073637.1	mobidb-lite	IPR013892	NA	NA	PF08583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3068234.1	mobidb-lite	IPR012677	GO:0003676	NA	NA	SSF54928	G3DSA:3.30.70.330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3075990.1	NA	IPR002423	GO:0005524;GO:0006457;GO:0051082	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-6814122	PF00118	SSF52029;SSF48592;SSF54849	G3DSA:3.50.7.10;G3DSA:3.30.260.10;G3DSA:1.10.560.10	NA	cd03335	PR00304	NA	PS00995;PS00750	TIGR02340	NA	NA	NA	NA
KAF3076677.1	NA	IPR005835	GO:0009058;GO:0016779	NA	PF00483	SSF159283;SSF53448	G3DSA:3.90.550.10	NA	cd02509	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3058818.1	NA	IPR033121	GO:0004190;GO:0006508	NA	PF00026	SSF50630	G3DSA:2.40.70.10	NA	cd05471	PR00792	PS51767	PS00141	NA	NA	NA	NA	NA
KAF3076732.1	mobidb-lite	IPR011993	GO:0003677;GO:0005634	Reactome: R-HSA-112382|Reactome: R-HSA-167152|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6804756|Reactome: R-HSA-75955	PF03531;PF08512;PF17292	SSF50729	G3DSA:2.30.29.30;G3DSA:2.30.29.220;G3DSA:2.30.29.150	SM01287	cd13230;cd13229;cd13231	PR00887	NA	NA	NA	NA	NA	NA	NA
KAF3060252.1	NA	IPR008949	NA	NA	NA	SSF48576	G3DSA:1.10.600.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	SFLDS00005;SFLDG01020
KAF3074380.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3076523.1	mobidb-lite	NA	NA	NA	NA	NA	G3DSA:3.30.420.470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3072015.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3072116.1	NA	IPR036318	GO:0050660;GO:0016491;GO:0055114;GO:0071949	NA	PF01565;PF08031	SSF56176	G3DSA:3.40.462.20;G3DSA:3.30.465.10;G3DSA:3.30.465.40	NA	NA	NA	PS51387	NA	NA	NA	NA	NA	NA
KAF3076404.1	mobidb-lite	IPR007146	NA	NA	PF04000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3066102.1	NA	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	SSF57701	G3DSA:4.10.240.10	NA	cd12148;cd00067	NA	NA	NA	NA	NA	NA	NA	NA
KAF3071917.1	mobidb-lite	IPR011990	GO:0005515	NA	NA	SSF81901	G3DSA:1.25.40.10	NA	NA	NA	PS50005;PS50293	NA	NA	NA	NA	NA	NA
KAF3068202.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	cd18292	NA	NA	NA	NA	NA	NA	NA	NA
KAF3076980.1	NA	IPR013922	GO:0000079;GO:0019901	NA	PF08613	NA	G3DSA:1.10.472.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3076109.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3067934.1	mobidb-lite	IPR029058	NA	NA	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3056056.1	NA	IPR004254	GO:0016021	NA	PF03006	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3067895.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3066627.1	NA	IPR002347	GO:0016491	NA	PF00106	SSF51735	G3DSA:3.40.50.720	NA	cd05374	PR00080;PR00081	NA	PS00061	NA	NA	NA	NA	NA
KAF3070000.1	NA	IPR009939	GO:0016977	KEGG: 00520+3.2.1.132	PF07335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3067876.1	NA	IPR002937	GO:0016491;GO:0055114	NA	PF01593	SSF54373;SSF51905	G3DSA:3.50.50.60;G3DSA:3.90.660.10	NA	NA	PR00757	NA	NA	NA	NA	NA	NA	NA
KAF3060427.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3076137.1	NA	IPR006045	GO:0045735	NA	PF00190	SSF51182	G3DSA:2.60.120.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3066728.1	mobidb-lite	IPR011701	GO:0055085	NA	PF07690	SSF103473	G3DSA:1.20.1250.20	NA	cd17327	NA	PS50850	NA	NA	NA	NA	NA	NA
KAF3060231.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3073640.1	mobidb-lite	IPR008253	GO:0016020	NA	PF01284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3075595.1	NA	IPR011059	GO:0016810;GO:0016787	NA	PF01979	SSF51556;SSF51338	G3DSA:3.20.20.140;G3DSA:2.30.40.10	NA	cd01299	NA	NA	NA	NA	NA	NA	NA	NA
KAF3059046.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3063347.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3067864.1	NA	IPR001365	GO:0019239;GO:0009168;GO:0000034;GO:0006146	Reactome: R-HSA-74217	PF00962	SSF51556	G3DSA:3.20.20.140	NA	NA	NA	NA	PS00485	TIGR01430	MF_01962	NA	NA	NA
KAF3076318.1	mobidb-lite	IPR012349	GO:0048037;GO:0005887;GO:0015079;GO:0071805;GO:0016491;GO:0055114	NA	PF16944	SSF63380;SSF52343	G3DSA:2.40.30.10;G3DSA:2.30.110.10;G3DSA:3.40.50.80	NA	NA	NA	PS51384	NA	NA	NA	NA	NA	NA
KAF3075073.1	mobidb-lite	IPR019786	NA	NA	PF00628	SSF57903	G3DSA:3.30.40.10	SM00249	NA	NA	PS50016	PS01359	NA	NA	NA	NA	NA
KAF3056670.1	NA	IPR001012	GO:0005515	NA	NA	NA	NA	NA	NA	NA	PS50033	NA	NA	NA	NA	NA	NA
KAF3069530.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3075107.1	mobidb-lite	IPR014371	GO:0008374	NA	PF03062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF000439	NA
KAF3073867.1	mobidb-lite	IPR003961	GO:0005515	NA	PF00041	SSF49265	G3DSA:2.60.40.10	SM00060	cd00063	NA	PS50853	NA	NA	NA	Coil	NA	NA
KAF3059028.1	mobidb-lite	IPR013930	NA	NA	PF08621;PF08620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3056725.1	NA	IPR008162	GO:0000287;GO:0004427;GO:0005737;GO:0006796	KEGG: 00190+3.6.1.1|MetaCyc: PWY-7805|MetaCyc: PWY-7807|Reactome: R-HSA-71737	PF00719	SSF50324	G3DSA:3.90.80.10	NA	cd00412	NA	NA	PS00387	NA	NA	NA	NA	NA
KAF3060281.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3068731.1	NA	IPR014001	GO:0003676;GO:0005524	NA	PF00270;PF00271	SSF52540	G3DSA:3.40.50.300	SM00487;SM00490	cd18787;cd17950	NA	PS51192;PS51194;PS51195	NA	NA	NA	Coil	NA	NA
KAF3072051.1	mobidb-lite	IPR016181	GO:0008080	NA	PF00583	SSF55729	G3DSA:3.40.630.30	NA	cd04301	NA	NA	NA	NA	NA	NA	NA	NA
KAF3069525.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
KAF3056900.1	NA	IPR029058	GO:0016787;GO:0005576;GO:0050525	NA	PF01083	SSF53474	G3DSA:3.40.50.1820	SM01110	NA	PR00129	NA	PS00931;PS00155	NA	NA	NA	NA	NA
KAF3070070.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	PS51808	NA	NA	NA	NA	NA	NA
KAF3060487.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3062516.1	NA	IPR029058	GO:0016787	NA	PF07859	SSF53474	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3063041.1	mobidb-lite	IPR000209	GO:0004252;GO:0006508	NA	PF00082	SSF48403;SSF52743	G3DSA:3.40.50.200;G3DSA:1.25.40.20	NA	cd07491	PR00723	NA	NA	NA	NA	Coil	NA	NA
KAF3066107.1	NA	IPR000873	GO:0003824	NA	PF00501	SSF56801;SSF52343	G3DSA:3.40.50.12780;G3DSA:3.30.300.30	NA	cd17653	NA	NA	PS00455	TIGR01733	NA	NA	NA	NA
KAF3069965.1	NA	IPR011009	NA	NA	PF01636	SSF56112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3075069.1	mobidb-lite	IPR006861		Reactome: R-HSA-5689880	PF09598	NA	NA	SM01233	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3074352.1	NA	IPR029058	GO:0005515;GO:0003777;GO:0005871	Reactome: R-HSA-2132295|Reactome: R-HSA-5625970|Reactome: R-HSA-6811434|Reactome: R-HSA-983189	PF13424;PF13374	SSF53474;SSF52540;SSF48452	G3DSA:1.25.40.10;G3DSA:3.40.50.300	NA	NA	PR00381	NA	NA	NA	NA	NA	NA	NA
KAF3063367.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3075089.1	NA	IPR037401	NA	NA	PF12680	SSF54427	G3DSA:3.10.450.50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3072639.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3076943.1	NA	IPR036291	NA	NA	PF13460	SSF51735	G3DSA:3.40.50.720	NA	cd05259	NA	NA	NA	NA	NA	NA	NA	NA
KAF3069945.1	NA	NA	NA	NA	PF02466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3067821.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3072006.1	mobidb-lite	IPR001878	GO:0003676;GO:0008270	NA	PF00098	SSF57756	G3DSA:4.10.60.10	SM00343	NA	NA	PS50158	NA	NA	NA	NA	NA	NA
KAF3077668.1	NA	IPR007109	NA	NA	PF04427	SSF52954	G3DSA:3.40.50.10480	SM00879	NA	NA	PS50833	NA	NA	NA	NA	NA	NA
KAF3074006.1	NA	IPR012348	GO:0016491;GO:0055114;GO:0009263	Reactome: R-HSA-499943	PF00268	SSF47240	G3DSA:1.10.620.20	NA	cd01049	NA	NA	PS00368	NA	NA	NA	PIRSF000355	NA
KAF3073838.1	mobidb-lite	IPR006594	GO:0005515	Reactome: R-HSA-8851805	PF08513;PF10607;PF00622	SSF49899	G3DSA:2.60.120.920	SM00667;SM00757;SM00668;SM00449	cd12909	NA	PS50897;PS50188;PS50896	NA	NA	NA	NA	NA	NA
KAF3068762.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3073212.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	KEGG: 00290+4.2.1.33	PF00172;PF00330	SSF57701;SSF53732;SSF52016	G3DSA:3.30.499.10;G3DSA:3.20.19.10;G3DSA:4.10.240.10;G3DSA:3.30.499.20	SM00066	cd12148;cd01577;cd00067	PR00415	PS50048	PS00463	NA	NA	Coil	NA	NA
KAF3077208.1	mobidb-lite	IPR033177	GO:0004609;GO:0008654;GO:0005509	KEGG: 00564+4.1.1.65|MetaCyc: PWY-5669|Reactome: R-HSA-1483213	PF00168;PF02666	SSF49562;SSF47473	G3DSA:1.10.238.10;G3DSA:2.60.40.150	SM00239	cd04039;cd04024	NA	PS50004;PS50222	PS00018	TIGR00163	MF_00663	NA	NA	NA
KAF3057826.1	NA	IPR013766	GO:0045454;GO:0005783;GO:0016853	NA	PF07749;PF00085	SSF47933;SSF52833	G3DSA:1.20.1150.12;G3DSA:3.40.30.10	NA	cd02998;cd00238	PR00421	PS51352	PS00194	TIGR01126	NA	NA	NA	NA
KAF3056812.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3058996.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3077210.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3073875.1	mobidb-lite	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PF04082;PF00172	SSF57701	G3DSA:4.10.240.10	SM00906;SM00066	cd12148;cd00067	NA	PS50048	PS00463	NA	NA	NA	NA	NA
KAF3074403.1	mobidb-lite	IPR002934	GO:0016779;GO:0004652;GO:0005634;GO:0043631;GO:0003723;GO:0031123	NA	PF01909;PF04926;PF04928	SSF55003;SSF81301;SSF81631	G3DSA:3.30.460.10;G3DSA:1.10.1410.10;G3DSA:3.30.70.590	NA	cd05402	NA	NA	NA	NA	NA	NA	PIRSF018425	NA
KAF3068066.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3076901.1	NA	IPR027248	GO:0008380;GO:0030532	Reactome: R-HSA-191859|Reactome: R-HSA-72163|Reactome: R-HSA-72165	PF01423	SSF50182	G3DSA:2.30.30.100	SM00651	cd01720	NA	NA	NA	NA	NA	NA	NA	NA
KAF3076123.1	mobidb-lite	IPR019560	NA	NA	PF10558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAF3076924.1	mobidb-lite	IPR001698	GO:0008290;GO:0051016;GO:0003779;GO:0005737;GO:0030036	Reactome: R-HSA-2132295|Reactome: R-HSA-3371497|Reactome: R-HSA-6807878|Reactome: R-HSA-6811436|Reactome: R-HSA-983231	PF01115	SSF90096	G3DSA:1.20.58.570;G3DSA:2.40.160.80	NA	NA	PR00192	NA	PS00231	NA	NA	NA	NA	NA
KAF3076297.1	mobidb-lite	IPR036612	GO:0003723;GO:0003676	NA	PF00013	SSF54791	G3DSA:3.30.1370.10	SM00322	cd02394;cd00105	NA	PS50084	NA	NA	NA	Coil	NA	NA
