Gene	MobiDBLite	interpro	GO	PATHWAY	Pfam	SUPERFAMILY	TIGRFAM	ProSitePatterns	Gene3D	ProSiteProfiles	Coils	CDD	SMART	PRINTS	Hamap	PIRSF	SFLD
EHK43170.1	mobidb-lite	IPR001650	GO:0003676;GO:0005524	NA	PF00271;PF13959;PF00270	SSF52540	NA	NA	G3DSA:3.40.50.300	PS51195;PS51192;PS51194	NA	cd17949;cd18787	SM00490;SM01178;SM00487	NA	NA	NA	NA
EHK47697.1	NA	IPR036849	GO:0009063	NA	PF13378	SSF54826;SSF51604	NA	PS00909	G3DSA:3.20.20.120;G3DSA:3.30.390.10	NA	NA	NA	SM00922	NA	NA	NA	SFLDF00270;SFLDG00179
EHK42198.1	NA	IPR019079	NA	NA	PF09587	SSF56300	NA	NA	NA	NA	NA	NA	SM00854	NA	NA	NA	NA
EHK49573.1	mobidb-lite	IPR003439	GO:0005524;GO:0016887	NA	PF12848;PF00005	SSF52540	NA	PS00211	G3DSA:3.40.50.300	PS50893	Coil	cd03221	SM00382	NA	NA	NA	NA
EHK45573.1	mobidb-lite	IPR025124	NA	NA	PF13259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK43568.1	mobidb-lite	IPR029063	GO:0008168	NA	PF08241	SSF53335	NA	NA	G3DSA:3.40.50.150	NA	Coil	cd02440	NA	NA	NA	NA	NA
EHK42852.1	NA	IPR035979	GO:0003676	NA	NA	SSF54928	NA	NA	G3DSA:3.30.70.330	NA	NA	NA	NA	NA	NA	NA	NA
EHK46670.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PF00172;PF04082	SSF57701	NA	PS00463	G3DSA:4.10.240.10	PS50048	NA	cd12148;cd00067	SM00906;SM00066	NA	NA	NA	NA
EHK46981.1	mobidb-lite	IPR036890	NA	NA	NA	SSF48371;SSF55874	NA	NA	G3DSA:3.30.565.10	NA	Coil	cd16927	NA	NA	NA	NA	NA
EHK39760.1	mobidb-lite	IPR000789	GO:0016538	NA	PF01111	SSF55637	NA	PS00945;PS00944	G3DSA:3.30.170.10	NA	NA	NA	SM01084	PR00296	NA	NA	NA
EHK42824.1	NA	IPR001806	GO:0003924;GO:0005525	NA	PF00071	SSF52540	TIGR00231	NA	G3DSA:3.40.50.300	PS51419	NA	cd01867	SM00173;SM00174;SM00176;SM00175	PR00449	NA	NA	NA
EHK43830.1	NA	IPR020846	GO:0016021;GO:0022857;GO:0055085;GO:0016020	Reactome: R-HSA-189200	PF00083	SSF103473	TIGR00879	PS00216;PS00217	G3DSA:1.20.1250.20	PS50850	NA	cd17356	NA	PR00171	NA	NA	NA
EHK51058.1	NA	IPR016024	NA	NA	NA	SSF48371	NA	NA	G3DSA:1.25.10.10	NA	NA	NA	NA	NA	NA	NA	NA
EHK41629.1	mobidb-lite	IPR011009	NA	NA	NA	SSF56112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK51152.1	mobidb-lite	IPR017986	GO:0005515	NA	PF00400	SSF50978	NA	NA	NA	PS50294;PS50082	NA	NA	SM00320	NA	NA	NA	NA
EHK46532.1	mobidb-lite	NA	NA	NA	NA	SSF89372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK44785.1	mobidb-lite	IPR004827	GO:0003700;GO:0006355	NA	PF00170	SSF57959	NA	NA	G3DSA:1.20.5.170	NA	Coil	cd14688	NA	NA	NA	NA	NA
EHK39720.1	mobidb-lite	IPR013657	GO:0055085	NA	PF08449	SSF103481	TIGR00803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK42470.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK44968.1	NA	IPR007248	GO:0016021	NA	PF04117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK40767.1	mobidb-lite	IPR036465	GO:0006281;GO:0008270;GO:0000439;GO:0006289;GO:0006351;GO:0003676	NA	PF04056;PF07975	SSF53300;SSF57889	TIGR00622	PS00028	G3DSA:3.40.50.410;G3DSA:3.30.40.10	PS50234;PS50157	NA	cd01453	SM00327;SM01047	NA	NA	PIRSF015919	NA
EHK42081.1	NA	IPR000182	GO:0008080	NA	PF00583	SSF55729	NA	NA	G3DSA:3.40.630.30	PS51186	NA	cd04301	NA	NA	NA	NA	NA
EHK47809.1	mobidb-lite	IPR000254	GO:0005576;GO:0005975;GO:0030248;GO:0004553	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	PF00734;PF00704	SSF51445;SSF57180	NA	PS01095	G3DSA:3.20.20.80	PS51164	NA	NA	SM00236	NA	NA	NA	NA
EHK48796.1	mobidb-lite	IPR013094	GO:0016787	NA	PF07859	SSF53474	NA	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA
EHK48380.1	mobidb-lite	IPR011990	GO:0005515	NA	PF13432	SSF48452	NA	NA	G3DSA:1.25.40.10	PS50293	NA	NA	SM00028	NA	NA	NA	NA
EHK43842.1	NA	IPR011042	NA	NA	NA	SSF63829	NA	NA	G3DSA:2.120.10.30	NA	NA	NA	NA	NA	NA	NA	NA
EHK45718.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK45988.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK44718.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK47802.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PF04082;PF00172	SSF57701	NA	PS00463	G3DSA:4.10.240.10	PS50048	NA	cd00067;cd12148	SM00066;SM00906	NA	NA	NA	NA
EHK45402.1	mobidb-lite	IPR015943	GO:0005515	NA	NA	SSF50978	NA	NA	G3DSA:2.130.10.10	NA	Coil	NA	NA	NA	NA	NA	NA
EHK50973.1	mobidb-lite	IPR018523	GO:0003824	NA	PF13714	SSF51621	NA	PS00161	G3DSA:3.20.20.60	NA	NA	cd00377	NA	NA	NA	NA	NA
EHK42348.1	mobidb-lite	IPR018392	NA	NA	PF01476	SSF54106	NA	NA	G3DSA:3.10.350.10	PS51257;PS51782	NA	cd00118	SM00257	NA	NA	NA	NA
EHK41271.1	NA	IPR010730	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK42746.1	NA	IPR015424	GO:0009058;GO:0030170;GO:0003824	NA	PF00155	SSF53383	NA	NA	G3DSA:3.40.640.10	NA	NA	cd00609	NA	NA	NA	NA	NA
EHK43142.1	mobidb-lite	IPR038635	GO:0006355;GO:0042025	Reactome: R-HSA-429947|Reactome: R-HSA-6804115	PF02492;PF04153	SSF52540	NA	NA	G3DSA:2.30.30.1020;G3DSA:3.40.50.300	NA	NA	cd03112	NA	NA	NA	NA	NA
EHK49597.1	NA	IPR016135	GO:0005515	Reactome: R-HSA-983168	PF00179	SSF54495;SSF46934	NA	PS00183	G3DSA:3.10.110.10	PS50127	NA	cd00195	SM00212	NA	NA	NA	NA
EHK50031.1	mobidb-lite	IPR026859	GO:0017022	NA	PF12632	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK40243.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK40017.1	mobidb-lite	IPR022031		Reactome: R-HSA-5693571	PF12231	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK50168.1	NA	IPR041371	GO:0030246;GO:0003824	NA	PF17678;PF07971	SSF48208	TIGR01180	NA	G3DSA:3.30.2080.10;G3DSA:1.20.1050.60;G3DSA:1.20.1610.10;G3DSA:2.70.98.10	NA	NA	NA	NA	NA	NA	NA	NA
EHK50335.1	NA	IPR015424	GO:0003824;GO:0006520;GO:0016831;GO:0019752;GO:0030170	NA	PF00282	SSF53383	NA	NA	G3DSA:3.90.1150.170;G3DSA:3.40.640.10	NA	NA	NA	NA	PR00800	NA	NA	NA
EHK40902.1	NA	IPR003439	GO:0005524;GO:0016887	Reactome: R-HSA-8983711|Reactome: R-HSA-909733	PF00005	SSF52540	NA	PS00211	G3DSA:3.40.50.300	PS50893	NA	NA	SM00382	PR01868	NA	NA	NA
EHK43860.1	NA	IPR013126		Reactome: R-HSA-3371453	PF00012	SSF53067	NA	NA	G3DSA:3.30.420.40;G3DSA:3.90.640.10	NA	NA	cd10229	NA	PR00301	NA	NA	NA
EHK42610.1	NA	IPR002933	GO:0016787;GO:0016813	NA	PF01546	SSF53187;SSF55031	TIGR01879	NA	G3DSA:3.40.630.10;G3DSA:3.30.70.360	NA	NA	cd03884	NA	NA	NA	NA	NA
EHK39727.1	NA	IPR007862	GO:0004017;GO:0005524;GO:0006139;GO:0019205;GO:0005739	KEGG: 00230+2.7.4.3|KEGG: 00730+2.7.4.3|MetaCyc: PWY-7219	PF05191;PF00406	SSF52540	NA	PS00113	NA	NA	NA	cd01428	NA	PR00094	MF_03169;MF_00235	NA	NA
EHK44874.1	NA	IPR036770	GO:0005515	NA	PF13857;PF12796;PF06985	SSF48403	NA	NA	G3DSA:1.25.40.20	PS50088;PS50297	NA	NA	SM00248	PR01415	NA	NA	NA
EHK47348.1	mobidb-lite	IPR002110	GO:0005515;GO:0003824;GO:0009116	NA	PF12796;PF00023;PF13637	SSF48403;SSF53167;SSF52540	NA	NA	G3DSA:1.25.40.20;G3DSA:3.40.50.1580	PS50088;PS50297	NA	cd09008	SM00248	PR01415	NA	NA	NA
EHK48059.1	mobidb-lite	IPR008162	GO:0000287;GO:0004427;GO:0005737;GO:0006796	KEGG: 00190+3.6.1.1|MetaCyc: PWY-7805|MetaCyc: PWY-7807|Reactome: R-HSA-71737	PF00719	SSF50324	NA	PS00387	G3DSA:3.90.80.10	NA	NA	cd00412	NA	NA	NA	NA	NA
EHK49141.1	mobidb-lite	IPR005828	GO:0016021;GO:0022857;GO:0055085	NA	PF00083	SSF103473	NA	NA	G3DSA:1.20.1250.20	PS50850	NA	cd17316	NA	NA	NA	NA	NA
EHK48942.1	mobidb-lite	IPR000788	GO:0006260;GO:0055114;GO:0004748;GO:0005524	KEGG: 00230+1.17.4.1|KEGG: 00240+1.17.4.1|KEGG: 00480+1.17.4.1|KEGG: 00983+1.17.4.1|MetaCyc: PWY-6545|MetaCyc: PWY-7184|MetaCyc: PWY-7198|MetaCyc: PWY-7210|MetaCyc: PWY-7220|MetaCyc: PWY-7222|MetaCyc: PWY-7226|MetaCyc: PWY-7227|Reactome: R-HSA-499943	PF02867;PF00317	SSF51998;SSF48168	TIGR02506	PS00089	G3DSA:3.20.70.20	NA	NA	cd01679	NA	PR01183	NA	NA	NA
EHK40779.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK39364.1	NA	IPR006137	GO:0051536;GO:0055114;GO:0008137;GO:0048038;GO:0051539	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	PF01058	SSF56770	TIGR01957	PS01150	G3DSA:3.40.50.12280	PS51257	NA	NA	NA	NA	MF_01356	NA	NA
EHK48388.1	NA	IPR034751	NA	NA	PF03226	NA	NA	NA	NA	PS51792	NA	NA	NA	NA	NA	NA	NA
EHK47913.1	mobidb-lite	IPR006939	GO:0000228;GO:0006338	Reactome: R-HSA-3214858|Reactome: R-HSA-8939243	PF04855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK50258.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK45324.1	NA	IPR029498	NA	NA	PF14479	NA	NA	NA	G3DSA:1.20.120.1020	NA	Coil	NA	NA	NA	NA	NA	NA
EHK44368.1	NA	IPR019830	GO:0004474;GO:0006097;GO:0003824	KEGG: 00620+2.3.3.9|KEGG: 00630+2.3.3.9|MetaCyc: PWY-6969|MetaCyc: PWY-7118|MetaCyc: PWY-7294|MetaCyc: PWY-7295|MetaCyc: PWY-7854	PF01274	SSF51645	TIGR01344	PS00510	G3DSA:1.20.1220.12;G3DSA:3.20.20.360	NA	NA	cd00727	NA	NA	NA	PIRSF001363	NA
EHK48740.1	mobidb-lite	IPR032345	NA	NA	PF16155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK41261.1	NA	IPR036869	NA	NA	NA	SSF46565	NA	NA	G3DSA:1.10.287.110	NA	NA	cd06257	NA	NA	NA	NA	NA
EHK40794.1	NA	IPR018202	GO:0004185;GO:0006508;GO:0005773	NA	PF00450;PF05388	SSF53474	NA	PS00131	G3DSA:1.10.287.410;G3DSA:3.40.50.1820	NA	NA	NA	NA	PR00724	NA	NA	NA
EHK45566.1	mobidb-lite	IPR007109	NA	NA	PF04427	SSF52954	NA	NA	NA	PS50833	NA	NA	SM00879	NA	NA	NA	NA
EHK43770.1	mobidb-lite	IPR016024	GO:0006886;GO:0016192;GO:0030117;GO:0015031;GO:0030276	NA	PF01602	SSF48371	NA	NA	G3DSA:1.25.10.10	NA	NA	NA	NA	NA	NA	PIRSF002291	NA
EHK46009.1	NA	IPR038238	GO:0031124;GO:0005849	Reactome: R-HSA-6784531|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-73856|Reactome: R-HSA-77595	PF06807;PF16573;PF16575	SSF52540	NA	NA	G3DSA:3.30.70.2410;G3DSA:3.40.50.300;G3DSA:2.60.120.1030	NA	NA	cd00009	SM00382	NA	MF_03035	NA	NA
EHK50197.1	mobidb-lite	IPR001734	GO:0016020;GO:0022857;GO:0055085	NA	PF00474	NA	NA	NA	G3DSA:1.20.1730.10	PS50283	NA	cd11476	NA	NA	NA	NA	NA
EHK42110.1	mobidb-lite	IPR000403	GO:0005515	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1	PF00454;PF02259;PF02260	SSF48371;SSF56112	NA	NA	NA	PS50290;PS51190;PS51189	Coil	cd05163	SM00146;SM01343	NA	NA	NA	NA
EHK49800.1	mobidb-lite	IPR038664	GO:0001522;GO:0042254	NA	PF04410	SSF50447	NA	NA	G3DSA:2.40.10.230	NA	NA	NA	NA	NA	NA	NA	NA
EHK49356.1	NA	IPR020843	GO:0016491;GO:0055114	NA	PF00107;PF08240	SSF50129;SSF51735	NA	NA	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	NA	cd08249	SM00829	NA	NA	NA	NA
EHK49472.1	NA	IPR029058	NA	NA	PF12697	SSF53474	NA	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA
EHK43807.1	mobidb-lite	IPR002058	GO:0016779	NA	PF03828;PF01909	SSF81631;SSF81301	NA	NA	G3DSA:3.30.460.10;G3DSA:1.10.1410.10	NA	NA	cd05402	NA	NA	NA	NA	NA
EHK47224.1	mobidb-lite	IPR036259	GO:0055085	NA	PF07690	SSF103473	NA	NA	G3DSA:1.20.1720.10;G3DSA:1.20.1250.20	PS50850	NA	cd17323	NA	PR01036	NA	NA	NA
EHK48449.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK48545.1	NA	IPR029058	GO:0006629	Reactome: R-HSA-426048	PF01764	SSF53474	NA	NA	G3DSA:3.40.50.1820	NA	NA	cd00519	NA	NA	NA	NA	NA
EHK45499.1	NA	IPR011989		Reactome: R-HSA-380972	PF08569	SSF48371	NA	NA	G3DSA:1.25.10.10	NA	NA	NA	NA	NA	NA	NA	NA
EHK43148.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK44974.1	NA	IPR006680	GO:0016787	NA	PF04909	SSF51556	NA	NA	G3DSA:3.20.20.140	NA	NA	NA	NA	NA	NA	NA	NA
EHK46926.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK47916.1	mobidb-lite	IPR000504	GO:0003676;GO:0003723	NA	PF00076;PF00806	SSF48371;SSF54928	NA	NA	G3DSA:3.30.70.330;G3DSA:1.25.10.10	PS50302;PS50102;PS50303	NA	cd00590	SM00360;SM00025	NA	NA	NA	NA
EHK41036.1	mobidb-lite	IPR009071	NA	NA	PF00505	SSF47095	NA	NA	G3DSA:1.10.30.10	PS50118	Coil	cd01390	SM00398	PR00886	NA	NA	NA
EHK44923.1	mobidb-lite	IPR027417	NA	NA	PF17100;PF05729	SSF52540	NA	NA	G3DSA:3.40.50.300	PS50837	Coil	NA	NA	NA	NA	NA	NA
EHK45920.1	NA	IPR004097	GO:0005737;GO:0016462	KEGG: 00190+3.6.1.1|MetaCyc: PWY-7805|MetaCyc: PWY-7807	PF02833;PF01368	SSF64182	NA	NA	G3DSA:3.10.310.20;G3DSA:3.90.1640.10	NA	NA	NA	SM01131	NA	NA	NA	NA
EHK49902.1	mobidb-lite	IPR011701	GO:0055085	NA	PF07690	SSF103473	NA	NA	G3DSA:1.20.1250.20;G3DSA:1.20.1720.10	PS50850	NA	cd17476	NA	NA	NA	NA	NA
EHK49441.1	NA	IPR012946	NA	NA	PF03198;PF07983	SSF51445	NA	NA	G3DSA:1.20.58.1040;G3DSA:3.20.20.80	NA	NA	NA	SM00768	NA	NA	NA	NA
EHK39892.1	mobidb-lite	IPR013087	GO:0003676	NA	PF00096	SSF57667	NA	NA	G3DSA:3.30.160.60	PS50157	NA	NA	NA	NA	NA	NA	NA
EHK46064.1	mobidb-lite	IPR027267		Reactome: R-HSA-8856825|Reactome: R-HSA-8856828	PF10291	SSF103657	NA	NA	G3DSA:1.20.1270.60	PS51072	Coil	cd07650	NA	NA	NA	NA	NA
EHK45403.1	NA	IPR019328	GO:0017176	KEGG: 00563+2.4.1.198|Reactome: R-HSA-162710	PF10181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK44975.1	mobidb-lite	IPR024312	NA	NA	PF12709	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK42786.1	mobidb-lite	IPR019007	GO:0006396	Reactome: R-HSA-72163	PF09429	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK40563.1	NA	IPR011057	GO:0016846	KEGG: 00680+4.4.1.22|MetaCyc: PWY-1801	PF04828	SSF51316	NA	NA	G3DSA:2.170.150.70	NA	NA	NA	NA	NA	NA	NA	NA
EHK42053.1	mobidb-lite	IPR000305	GO:0006281;GO:0017108;GO:0033557	Reactome: R-HSA-5693568|Reactome: R-HSA-6783310	PF01541	SSF82771	NA	NA	G3DSA:3.40.1440.10;G3DSA:3.30.40.10	PS50164	NA	cd10455	NA	NA	MF_03100	NA	NA
EHK48376.1	mobidb-lite	IPR009072	GO:0046982	NA	PF00808	SSF47113	NA	NA	G3DSA:1.10.20.10	NA	NA	NA	NA	NA	NA	NA	NA
EHK44268.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK45479.1	NA	IPR013636	NA	NA	PF08427	NA	NA	NA	NA	NA	NA	NA	SM01158	NA	NA	NA	NA
EHK39991.1	mobidb-lite	IPR000593	GO:0005515;GO:0043087;GO:0007165	Reactome: R-HSA-5626467	PF03836;PF00616;PF00307;PF00612	SSF143885;SSF48350;SSF47576	NA	NA	G3DSA:1.10.418.10;G3DSA:1.20.5.190;G3DSA:1.10.506.10	PS50096;PS50021;PS50018	NA	cd00014;cd05127	SM00033;SM00015;SM00323	NA	NA	NA	NA
EHK48179.1	NA	IPR038103		Reactome: R-HSA-112382|Reactome: R-HSA-201722|Reactome: R-HSA-5632684|Reactome: R-HSA-674695|Reactome: R-HSA-75955|Reactome: R-HSA-8866654	PF05179	NA	NA	NA	G3DSA:3.40.50.11990	NA	NA	NA	NA	NA	NA	NA	NA
EHK47246.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK41856.1	NA	IPR036852	GO:0004252;GO:0006508	NA	PF00082	SSF52743	NA	NA	G3DSA:3.40.50.200	NA	NA	cd00306	NA	NA	NA	NA	NA
EHK49488.1	NA	IPR013105	GO:0005515	NA	PF07719	SSF48452	NA	NA	G3DSA:1.25.40.10	PS50005;PS50293	Coil	NA	SM00028	NA	NA	NA	NA
EHK41751.1	mobidb-lite	IPR002226	GO:0020037;GO:0004096;GO:0055114;GO:0006979	KEGG: 00380+1.11.1.6|KEGG: 00630+1.11.1.6|Reactome: R-HSA-3299685|Reactome: R-HSA-6798695|Reactome: R-HSA-9033241|Reactome: R-HSA-9615017	PF00199;PF06628	SSF56634	NA	PS00437;PS00438	G3DSA:2.40.180.10	PS51402	NA	cd08157	SM01060	PR00067	NA	PIRSF038928	NA
EHK51051.1	mobidb-lite	IPR025697	GO:0048312;GO:0005515	NA	PF13424;PF13236;PF15044;PF13374;PF12807	SSF103107;SSF48452	NA	NA	G3DSA:1.25.40.10	PS51823;PS50293;PS50005	Coil	cd15466	NA	NA	MF_03013	NA	NA
EHK44583.1	NA	IPR013595	NA	NA	PF08386;PF00561	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK40362.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK50456.1	mobidb-lite	IPR006195	GO:0004824;GO:0005524;GO:0006430;GO:0000166;GO:0005737;GO:0004812;GO:0006418;GO:0003676	KEGG: 00970+6.1.1.6|Reactome: R-HSA-2408522|Reactome: R-HSA-379716|Reactome: R-HSA-379726	PF00152;PF01336	SSF50249;SSF55681	TIGR00499	NA	G3DSA:3.30.930.10;G3DSA:2.40.50.140	PS50862	Coil	cd04322;cd00775	NA	PR00982	MF_00252	PIRSF039101	NA
EHK44458.1	NA	IPR005128	GO:0045151;GO:0047605	KEGG: 00650+4.1.1.5|KEGG: 00660+4.1.1.5|MetaCyc: PWY-5939	PF03306	SSF117856	TIGR01252	NA	G3DSA:3.30.1330.80	NA	NA	cd17299	NA	NA	NA	PIRSF001332	NA
EHK46209.1	mobidb-lite	IPR004254	GO:0016021	NA	PF03006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK41309.1	NA	IPR006254	GO:0004451;GO:0019752;GO:0003824	KEGG: 00630+4.1.3.1|MetaCyc: PWY-6969	PF00463	SSF51621	TIGR01346	PS00161	G3DSA:3.20.20.60;G3DSA:1.10.10.850	NA	NA	NA	NA	NA	NA	PIRSF001362	NA
EHK42521.1	NA	IPR036259	GO:0055085	NA	PF07690	SSF103473	NA	NA	NA	NA	NA	cd17323	NA	NA	NA	NA	NA
EHK49542.1	NA	IPR002123	GO:0016746	KEGG: 00561+2.3.1.51|KEGG: 00564+2.3.1.51|MetaCyc: PWY-5667|MetaCyc: PWY-5981|MetaCyc: PWY-6453|MetaCyc: PWY-7411|MetaCyc: PWY-7417|MetaCyc: PWY-7587|MetaCyc: PWY-7589|MetaCyc: PWY-7782|MetaCyc: PWY-8051|MetaCyc: PWY-8053|MetaCyc: PWY-8055|Reactome: R-HSA-1483166	PF01553;PF16076	SSF69593	NA	NA	NA	NA	NA	cd07990	SM00563	NA	NA	NA	NA
EHK39689.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK39452.1	NA	IPR013154	GO:0055114;GO:0016491	NA	PF13602;PF08240	SSF50129;SSF51735	NA	NA	G3DSA:3.90.180.10;G3DSA:3.40.50.720	NA	NA	cd08267	SM00829	NA	NA	NA	NA
EHK49000.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK47423.1	mobidb-lite	IPR008427	NA	NA	PF05730	NA	NA	NA	NA	NA	NA	NA	SM00747	NA	NA	NA	NA
EHK43002.1	NA	IPR014472	GO:0008654;GO:0016020;GO:0016780	NA	PF01066	NA	NA	PS00379	G3DSA:1.20.120.1760	NA	NA	NA	NA	NA	NA	PIRSF015665	NA
EHK50167.1	mobidb-lite	IPR011992	GO:0016020;GO:0055085;GO:0005509	NA	PF00924	SSF47473;SSF50182	NA	NA	NA	PS50222	Coil	NA	NA	NA	NA	NA	NA
EHK44487.1	NA	IPR036291	NA	NA	PF00106	SSF51735	NA	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00081	NA	NA	NA
EHK47085.1	NA	IPR036784	GO:0016310;GO:0016772	Reactome: R-HSA-204174|Reactome: R-HSA-5362517	PF10436;PF02518	SSF69012;SSF55874	NA	NA	G3DSA:1.20.140.20;G3DSA:3.30.565.10	PS50109	NA	cd16929	SM00387	PR00344	NA	NA	NA
EHK50741.1	NA	IPR020904	GO:0016491	NA	PF00106	SSF51735	NA	PS00061	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00081;PR00080	NA	NA	NA
EHK41179.1	NA	IPR011701	GO:0055085	NA	PF07690	SSF103473	NA	NA	G3DSA:1.20.1250.20	PS50850	NA	cd17327	NA	NA	NA	NA	NA
EHK48552.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK39455.1	NA	IPR010730	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK41499.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK50087.1	mobidb-lite	IPR013906	GO:0003743;GO:0005737;GO:0005852	Reactome: R-HSA-156827|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706	PF08597	NA	NA	NA	G3DSA:1.10.246.60	NA	Coil	NA	NA	NA	MF_03009	NA	NA
EHK39436.1	NA	IPR033658	GO:0009055;GO:0015035;GO:0045454	NA	PF00462	SSF52833	TIGR00365	NA	G3DSA:3.40.30.10	PS51354	NA	cd03028	NA	NA	NA	NA	NA
EHK45105.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK41038.1	NA	IPR016055	GO:0005975;GO:0016868;GO:0071704;GO:0000287	KEGG: 00520+5.4.2.10|MetaCyc: PWY-6749	PF02878;PF00408;PF02880;PF02879	SSF53738;SSF55957	NA	PS00710	G3DSA:3.40.120.10;G3DSA:3.30.310.50	NA	NA	cd03085	NA	PR00509	NA	NA	NA
EHK42557.1	NA	IPR021514	NA	NA	PF11374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK43031.1	NA	IPR036282	GO:0005515	NA	PF13417	SSF47616;SSF52833	NA	NA	G3DSA:3.40.30.10;G3DSA:1.20.1050.10	PS50404	Coil	cd00570;cd00299	NA	NA	NA	NA	NA
EHK48794.1	NA	IPR004636	GO:0006525;GO:0008483;GO:0030170;GO:0003824	NA	PF00202	SSF53383	TIGR00707	PS00600	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	NA	NA	cd00610	NA	NA	MF_01107	PIRSF000521	NA
