Gene	MobiDBLite	interpro	GO	PATHWAY	Pfam	Coils	SUPERFAMILY	Gene3D	ProSiteProfiles	CDD	SMART	TIGRFAM	PRINTS	ProSitePatterns	PIRSF	SFLD	Hamap
OPB37650.1	NA	IPR033749	GO:0008299	NA	PF00348	NA	SSF48576	G3DSA:1.10.600.10	NA	NA	NA	NA	NA	PS00723;PS00444	NA	SFLDS00005	NA
OPB40411.1	NA	IPR004841	GO:0016020;GO:0055085;GO:0022857;GO:0006865;GO:0016021	NA	PF00324	NA	NA	G3DSA:1.20.1740.10	NA	NA	NA	NA	NA	PS00218	PIRSF006060	NA	NA
OPB39722.1	NA	IPR022214	GO:0008274;GO:0033566	Reactome: R-HSA-380270|Reactome: R-HSA-380320	PF12554	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB42860.1	mobidb-lite	IPR013083	GO:0008270	MetaCyc: PWY-7511	PF12906	NA	SSF57850	G3DSA:3.30.40.10	PS51292	cd16702	SM00744	NA	NA	NA	NA	NA	NA
OPB36143.1	NA	IPR011701	GO:0055085	NA	PF07690	NA	SSF103473	G3DSA:1.20.1250.20;G3DSA:1.20.1720.10	PS50850	cd17476	NA	NA	NA	NA	NA	NA	NA
OPB45257.1	mobidb-lite	IPR011701	GO:0055085	NA	PF07690	NA	SSF103473	G3DSA:1.20.1250.20	PS50850	cd17327	NA	NA	NA	NA	NA	NA	NA
OPB44884.1	NA	IPR002123	GO:0016746	KEGG: 00561+2.3.1.51|KEGG: 00564+2.3.1.51|MetaCyc: PWY-5667|MetaCyc: PWY-5981|MetaCyc: PWY-6453|MetaCyc: PWY-7411|MetaCyc: PWY-7417|MetaCyc: PWY-7587|MetaCyc: PWY-7589|MetaCyc: PWY-7782|MetaCyc: PWY-8051|MetaCyc: PWY-8053|MetaCyc: PWY-8055|Reactome: R-HSA-1483166	PF01553;PF16076	NA	SSF69593	NA	NA	cd07990	SM00563	NA	NA	NA	NA	NA	NA
OPB44643.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB46375.1	NA	IPR027417	NA	NA	PF17784	NA	SSF52540	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB42059.1	NA	IPR027413	GO:0005524;GO:0006457;GO:0051082	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-6814122	PF00118	NA	SSF48592;SSF54849;SSF52029	G3DSA:1.10.560.10;G3DSA:3.50.7.10;G3DSA:3.30.260.10	NA	cd03338	NA	TIGR02342	PR00304	PS00995;PS00750;PS00751	NA	NA	NA
OPB41611.1	NA	IPR029058	NA	NA	PF12697	NA	SSF53474	G3DSA:3.40.50.1820	NA	NA	NA	NA	PR00111	NA	NA	NA	NA
OPB39364.1	NA	IPR028939	GO:0004735;GO:0006561;GO:0055114	KEGG: 00330+1.5.1.2|MetaCyc: PWY-3341|MetaCyc: PWY-4981|MetaCyc: PWY-6344|Reactome: R-HSA-8964539	PF03807;PF14748	NA	SSF48179;SSF51735	G3DSA:3.40.50.720;G3DSA:1.10.3730.10	NA	NA	NA	TIGR00112	NA	PS00521	NA	NA	MF_01925
OPB42950.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB40235.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36863.1	mobidb-lite	IPR015416	GO:0008080	NA	PF09337;PF00583	NA	SSF55729	G3DSA:3.40.630.30;G3DSA:1.10.340.70	PS51186	NA	NA	NA	NA	NA	NA	NA	NA
OPB41250.1	NA	IPR016161	GO:0016491;GO:0055114;GO:0016620	NA	PF00171	NA	SSF53720	G3DSA:3.40.309.10;G3DSA:3.40.605.10	NA	NA	NA	NA	NA	PS00687	NA	NA	NA
OPB38219.1	mobidb-lite	IPR008254	GO:0010181;GO:0008033;GO:0051539;GO:0003824;GO:0051536	MetaCyc: PWY-7285|MetaCyc: PWY-7286|Reactome: R-HSA-6782861	PF00258;PF04055;PF08608	NA	SSF52218;SSF102114	G3DSA:3.40.50.360;G3DSA:3.20.20.70	PS50902	cd01335	NA	NA	NA	NA	NA	SFLDF00284;SFLDG01071	NA
OPB36175.1	NA	IPR011761	GO:0005524;GO:0046872;GO:0004637;GO:0009113	KEGG: 00230+6.3.4.13|MetaCyc: PWY-6121|MetaCyc: PWY-6122|MetaCyc: PWY-6277|Reactome: R-HSA-73817	PF01071;PF02844	NA	SSF52440;SSF56059	G3DSA:3.30.470.20;G3DSA:3.30.1490.20;G3DSA:3.40.50.20	PS50975	NA	SM01209	TIGR00877	NA	NA	NA	NA	NA
OPB35946.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41210.1	NA	IPR013149	GO:0055114;GO:0016491	NA	PF00107;PF08240	NA	SSF50129;SSF51735	G3DSA:3.90.180.10;G3DSA:3.40.50.720	NA	NA	SM00829	NA	NA	NA	NA	NA	NA
OPB40320.1	mobidb-lite	IPR004827	GO:0003700;GO:0006355	NA	PF00170	Coil	SSF57959	G3DSA:1.20.5.170	PS50217	cd14688	SM00338	NA	NA	PS00036	NA	NA	NA
OPB45103.1	mobidb-lite	IPR016040	GO:0008460;GO:0009225	KEGG: 00521+4.2.1.46|KEGG: 00523+4.2.1.46|KEGG: 00525+4.2.1.46|MetaCyc: PWY-6808|MetaCyc: PWY-6942|MetaCyc: PWY-6953|MetaCyc: PWY-6973|MetaCyc: PWY-6974|MetaCyc: PWY-6976|MetaCyc: PWY-7104|MetaCyc: PWY-7301|MetaCyc: PWY-7312|MetaCyc: PWY-7315|MetaCyc: PWY-7316|MetaCyc: PWY-7318|MetaCyc: PWY-7413|MetaCyc: PWY-7414|MetaCyc: PWY-7440|MetaCyc: PWY-7657|MetaCyc: PWY-7688|MetaCyc: PWY-7814	PF16363	NA	SSF51735	G3DSA:3.90.25.10;G3DSA:3.40.50.720	NA	cd05246	NA	NA	NA	NA	NA	NA	NA
OPB39142.1	mobidb-lite	IPR008427	NA	NA	PF05730	NA	NA	NA	NA	NA	SM00747	NA	NA	NA	NA	NA	NA
OPB35966.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38478.1	mobidb-lite	IPR000697	GO:0003779	Reactome: R-HSA-2029482|Reactome: R-HSA-5663213	PF00568	Coil	SSF50729	G3DSA:2.30.29.30	PS50229;PS51082	cd01205	SM00461	NA	NA	NA	NA	NA	NA
OPB47158.1	mobidb-lite	IPR002492	GO:0003677;GO:0006313;GO:0015074	NA	PF01498;PF13384	NA	SSF46689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39537.1	mobidb-lite	NA	NA	NA	PF14608	NA	NA	G3DSA:1.20.58.1670	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36387.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB43926.1	NA	IPR004790	GO:0004450;GO:0006102;GO:0055114;GO:0016616;GO:0000287;GO:0051287	KEGG: 00020+1.1.1.42|KEGG: 00480+1.1.1.42|KEGG: 00720+1.1.1.42|MetaCyc: PWY-5913|MetaCyc: PWY-6549|MetaCyc: PWY-6728|MetaCyc: PWY-6969|MetaCyc: PWY-7124|MetaCyc: PWY-7254|MetaCyc: PWY-7268	PF00180	NA	SSF53659	G3DSA:3.40.718.10	NA	NA	SM01329	TIGR00127	NA	PS00470	PIRSF000108	NA	NA
OPB40197.1	NA	IPR013097	NA	NA	PF07876	NA	SSF54909	G3DSA:3.30.70.100	PS51502	NA	SM00886	NA	NA	NA	NA	NA	NA
OPB44281.1	NA	IPR017986	GO:0005515	NA	PF00400	NA	SSF50978	G3DSA:2.130.10.10	PS50294;PS50082	NA	SM00320	NA	NA	PS00678	NA	NA	NA
OPB44225.1	mobidb-lite	IPR000073	NA	NA	PF12697	Coil	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39370.1	NA	IPR035427		Reactome: R-HSA-1268020	PF02953	Coil	SSF144122	G3DSA:1.10.287.810	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB44634.1	mobidb-lite	IPR000873	GO:0003824	NA	PF00501;PF13193	NA	SSF56801	G3DSA:3.40.50.12780;G3DSA:3.30.300.30	NA	cd05937	NA	NA	NA	PS00455	NA	NA	NA
OPB37486.1	NA	IPR011701	GO:0055085	NA	PF07690	NA	SSF103473	G3DSA:1.20.1250.20	PS50850	cd17316	NA	NA	NA	NA	NA	NA	NA
OPB38296.1	mobidb-lite	IPR038291	GO:0005515	Reactome: R-HSA-3214815|Reactome: R-HSA-427413	PF13867	NA	NA	G3DSA:1.10.720.110	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39082.1	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB47166.1	NA	IPR033121	GO:0004190;GO:0006508	NA	PF00026	NA	SSF50630	G3DSA:2.40.70.10	PS51767	cd05471	NA	NA	PR00792	PS00141	NA	NA	NA
OPB38716.1	mobidb-lite	IPR032741	GO:0005743	NA	PF14611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB42845.1	mobidb-lite	IPR005036	GO:0005515	NA	PF03370	NA	NA	G3DSA:2.60.40.2440	PS51159	NA	NA	NA	NA	NA	NA	NA	NA
OPB40744.1	NA	IPR002347	NA	NA	PF00106	NA	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00081	NA	NA	NA	NA
OPB41763.1	mobidb-lite	IPR036259	GO:0055085	NA	PF07690	NA	SSF103473	G3DSA:1.20.1250.20	PS50850	cd17322	NA	NA	NA	NA	NA	NA	NA
OPB44157.1	mobidb-lite	IPR008253	GO:0016020	NA	PF01284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB44490.1	NA	IPR000834	GO:0004181;GO:0006508;GO:0008270	NA	PF00246	NA	SSF53187	NA	PS51257	cd06228	SM00631	NA	NA	NA	NA	NA	NA
OPB42922.1	mobidb-lite	IPR016024		Reactome: R-HSA-5250924|Reactome: R-HSA-72163|Reactome: R-HSA-72165	PF08920	Coil	SSF48371	G3DSA:1.25.10.10	NA	NA	SM01349	NA	NA	NA	NA	NA	NA
OPB45779.1	NA	IPR020904	GO:0016491	NA	PF13561	NA	SSF51735	G3DSA:3.40.50.720	NA	cd05233	NA	NA	PR00081	PS00061	NA	NA	NA
OPB45640.1	NA	IPR002575	NA	NA	PF01636	NA	SSF56112	G3DSA:3.90.1200.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB40269.1	NA	IPR006680	GO:0016787	NA	PF04909	NA	SSF51556	G3DSA:3.20.20.140	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41064.1	mobidb-lite	IPR013096	GO:0030145	NA	PF07883	NA	SSF51182	G3DSA:2.60.120.10	NA	NA	NA	NA	NA	PS00725	NA	NA	NA
OPB41598.1	NA	IPR007741		Reactome: R-HSA-611105|Reactome: R-HSA-6799198	PF05047	NA	SSF52833	G3DSA:3.40.30.10	NA	NA	SM00916	NA	NA	NA	PIRSF005822	NA	NA
OPB41723.1	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB42489.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41497.1	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB47035.1	mobidb-lite	IPR036322	GO:0005515	NA	PF00400	NA	SSF50978	G3DSA:2.130.10.10	PS50082;PS50294	cd00200	SM00320	NA	PR00320	PS00678	NA	NA	NA
OPB41549.1	mobidb-lite	IPR007400	NA	NA	PF04303	NA	SSF54506	G3DSA:3.10.310.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36607.1	mobidb-lite	IPR011009	GO:0004672;GO:0005524;GO:0006468	NA	PF00069	Coil	SSF56112	G3DSA:1.10.510.10	PS50011	NA	SM00220	NA	NA	PS00108;PS00107	NA	NA	NA
OPB43087.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB47103.1	NA	IPR010730	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB47109.1	mobidb-lite	IPR008979	NA	NA	NA	NA	SSF49785	G3DSA:2.60.120.260	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB46213.1	NA	IPR022137		Reactome: R-HSA-212436	PF12417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB40764.1	NA	IPR002563	GO:0010181;GO:0048037	NA	PF01613	NA	SSF50475	G3DSA:2.30.110.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB43963.1	NA	IPR019734	GO:0005515	NA	NA	NA	SSF48452	NA	PS50005;PS50293	NA	SM00028	NA	NA	NA	NA	NA	NA
OPB39318.1	mobidb-lite	IPR003120	GO:0003700;GO:0005634;GO:0006355;GO:0003676	NA	PF00096;PF02200	NA	SSF57667	G3DSA:3.30.160.60	PS50157	NA	SM00424;SM00355	NA	NA	PS00028	NA	NA	NA
OPB41482.1	NA	IPR036908	NA	NA	PF07249	NA	NA	G3DSA:2.40.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB40038.1	mobidb-lite	IPR036975	GO:0005634;GO:0005737;GO:0006606;GO:0140142;GO:0005515;GO:0061608;GO:0042025	Reactome: R-HSA-1169408|Reactome: R-HSA-168276	PF00514;PF16186;PF01749	Coil	SSF48371	G3DSA:1.20.5.690;G3DSA:1.25.10.10	PS50176;PS51214	NA	SM00185	NA	NA	NA	PIRSF005673	NA	NA
OPB38475.1	mobidb-lite	IPR005821	GO:0005216;GO:0006811;GO:0016020;GO:0055085	NA	PF00520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB40021.1	mobidb-lite	IPR006603	NA	NA	PF04193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB44779.1	NA	IPR013780	GO:0003824;GO:0004553;GO:0005975	KEGG: 00052+3.2.1.22|KEGG: 00561+3.2.1.22|KEGG: 00600+3.2.1.22|KEGG: 00603+3.2.1.22|MetaCyc: PWY-6527	PF17801;PF16499	NA	SSF51011;SSF51445	G3DSA:2.60.40.1180;G3DSA:3.20.20.70	NA	cd14792	NA	NA	NA	NA	NA	NA	NA
OPB38916.1	NA	IPR000182	GO:0008080	NA	PF13302	NA	SSF55729	G3DSA:3.40.630.30	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB37699.1	NA	IPR002925	GO:0016787	NA	PF01738	NA	SSF53474	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB45745.1	NA	IPR029058	GO:0006508;GO:0008236	NA	PF05577	NA	SSF53474	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB47044.1	NA	IPR007277	GO:0006888;GO:0016021;GO:0097020	NA	PF04148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB42496.1	mobidb-lite	IPR003837	GO:0006450	NA	PF02686	Coil	SSF141000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41029.1	NA	IPR000192	GO:0003824	NA	PF00266	NA	SSF53383	G3DSA:3.40.640.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB40453.1	NA	IPR002110	GO:0005515	NA	PF00023;PF12796	NA	SSF48403	G3DSA:1.25.40.20	PS50088;PS50297	NA	SM00248	NA	PR01415	NA	NA	NA	NA
OPB39378.1	mobidb-lite	IPR036770	GO:0005515	NA	PF12796	Coil	SSF48403	NA	PS50088;PS50297	NA	SM00248	NA	NA	NA	NA	NA	NA
OPB42550.1	mobidb-lite	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	NA	PF04082;PF00172	NA	SSF57701	G3DSA:4.10.240.10	PS50048	cd00067;cd12148	SM00066;SM00906	NA	NA	PS00463	NA	NA	NA
OPB37526.1	NA	IPR003480	GO:0016747	Reactome: R-HSA-389661	PF02458	NA	NA	G3DSA:3.30.559.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB37740.1	mobidb-lite	IPR013087	GO:0003676;GO:0008270	NA	PF12171;PF00226	NA	SSF46565;SSF57667	G3DSA:1.10.287.110;G3DSA:3.30.160.60	PS50157;PS50076	cd06257	SM00355;SM00271;SM00451	NA	PR00625	PS00028;PS00636	NA	NA	NA
OPB39184.1	NA	IPR002110	GO:0005515	NA	PF00023;PF12796;PF06985	Coil	SSF48403	G3DSA:1.25.40.960;G3DSA:1.25.40.20	PS50088;PS50297	NA	SM00248	NA	PR01415	NA	NA	NA	NA
OPB42921.1	mobidb-lite	IPR013087	GO:0003676	NA	PF00096	NA	SSF57667	G3DSA:3.30.160.60	PS50157	NA	SM00355	NA	NA	PS00028	NA	NA	NA
OPB45210.1	mobidb-lite	IPR013087	GO:0003676	NA	PF01585	NA	SSF54928;SSF90209	G3DSA:4.10.1060.10	PS50174;PS50199	NA	SM00443;SM00547	NA	NA	PS00028;PS01358	NA	NA	NA
OPB46413.1	NA	IPR011042	NA	NA	PF08450	NA	SSF63829	G3DSA:2.120.10.30	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB42423.1	mobidb-lite	IPR003169	GO:0005515	NA	PF02213	Coil	SSF55277	G3DSA:3.30.1490.40	PS50829	NA	NA	NA	NA	NA	NA	NA	NA
OPB45866.1	mobidb-lite	IPR011701	GO:0055085	NA	PF07690	NA	SSF103473	G3DSA:1.20.1250.20	PS50850	cd17327	NA	NA	NA	NA	NA	NA	NA
OPB36203.1	NA	IPR008030		Reactome: R-HSA-70635	PF05368	NA	SSF51735	G3DSA:3.40.50.720;G3DSA:3.90.25.10	NA	cd05251	NA	NA	NA	NA	NA	NA	NA
OPB39081.1	mobidb-lite	IPR007855	GO:0003968	NA	PF05183	NA	NA	G3DSA:1.10.8.790	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB46044.1	NA	IPR029058	GO:0016787	NA	PF07859	NA	SSF53474	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36282.1	NA	IPR013783		KEGG: 00511+3.2.1.25|Reactome: R-HSA-6798695|Reactome: R-HSA-8853383	PF17753;PF17786	NA	SSF49303;SSF51445;SSF49785	G3DSA:2.60.40.10;G3DSA:3.20.20.80;G3DSA:2.60.120.260	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB42868.1	NA	IPR013022	NA	NA	PF01261	NA	SSF51658	G3DSA:3.20.20.150	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38033.1	mobidb-lite	IPR034101	GO:0000398;GO:0000956	Reactome: R-HSA-430039|Reactome: R-HSA-72163	PF01423	NA	SSF50182	G3DSA:2.30.30.100	NA	cd01723	SM00651	NA	NA	NA	NA	NA	NA
OPB40643.1	NA	IPR008949	NA	NA	NA	Coil	SSF48576	G3DSA:1.10.600.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB46112.1	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	PF00172;PF11951	NA	SSF57701	G3DSA:4.10.240.10	PS50048	cd00067	SM00066	NA	NA	PS00463	NA	NA	NA
OPB46670.1	NA	IPR011990	GO:0005515	NA	PF13424	NA	SSF52540;SSF48452	G3DSA:1.25.40.10	NA	NA	NA	NA	PR00364	NA	NA	NA	NA
OPB45083.1	mobidb-lite	IPR038567	NA	NA	PF05129	NA	SSF57783	G3DSA:2.20.25.190	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB46519.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB40623.1	NA	IPR041679	NA	NA	PF13087;PF13086	NA	SSF52540	G3DSA:3.40.50.300	NA	cd18808;cd18042;cd17933	NA	NA	NA	NA	NA	NA	NA
OPB46386.1	NA	IPR008030		Reactome: R-HSA-70635	PF05368	NA	SSF51735	G3DSA:3.90.25.10;G3DSA:3.40.50.720	NA	cd05251	NA	NA	NA	NA	NA	NA	NA
OPB37192.1	NA	IPR011012	GO:0006886;GO:0016192;GO:0030131	NA	PF01217;PF00928	NA	SSF64356;SSF49447	G3DSA:2.60.40.1170;G3DSA:3.30.450.60	PS51072	cd14835;cd09250	NA	NA	PR00314	PS00990;PS00991	PIRSF005992	NA	NA
OPB39891.1	mobidb-lite	IPR001208	GO:0003677;GO:0005524;GO:0006270;GO:0003678;GO:0005634;GO:0042555;GO:0006260	Reactome: R-HSA-176187|Reactome: R-HSA-176974|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962|Reactome: R-HSA-69052	PF18263;PF00493;PF17855;PF14551;PF17207	NA	SSF50249;SSF52540	G3DSA:3.40.50.300;G3DSA:2.20.28.10;G3DSA:3.30.1640.10;G3DSA:2.40.50.140;G3DSA:1.20.58.870	PS50051	cd17757	SM00350	NA	PR01657;PR01662	PS00847	NA	NA	NA
OPB41712.1	NA	IPR029058	NA	NA	PF00561	NA	SSF53474	G3DSA:3.40.50.1820	NA	NA	NA	NA	PR00111	NA	NA	NA	NA
OPB43715.1	NA	IPR034964	GO:0000906;GO:0009231;GO:0009349	KEGG: 00740+2.5.1.78|MetaCyc: PWY-6167|MetaCyc: PWY-6168	PF00885	NA	SSF52121	G3DSA:3.40.50.960	NA	cd09209	NA	TIGR00114	NA	NA	NA	NA	MF_00178
OPB45196.1	mobidb-lite	IPR006973	GO:0000398;GO:0005681	Reactome: R-HSA-72163	PF04889	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38053.1	NA	IPR033942	GO:0008934;GO:0046855;GO:0046854	KEGG: 00521+3.1.3.25|KEGG: 00562+3.1.3.25|KEGG: 04070+3.1.3.25|MetaCyc: PWY-2301|MetaCyc: PWY-4702|MetaCyc: PWY-6363|Reactome: R-HSA-1855183	PF00459	NA	SSF56655	G3DSA:3.30.540.10;G3DSA:3.40.190.80	NA	cd01639	NA	NA	PR00377	PS00630;PS00629	NA	NA	NA
OPB42815.1	NA	IPR011008	NA	NA	PF03992	NA	SSF54909	G3DSA:3.30.70.100	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41165.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB43351.1	NA	IPR012951	GO:0016491;GO:0050660;GO:0055114;GO:0071949	NA	PF08031;PF01565	Coil	SSF56176	G3DSA:3.40.462.20;G3DSA:3.30.465.40	PS51387	NA	NA	NA	NA	NA	NA	NA	NA
OPB44565.1	mobidb-lite	IPR011009	GO:0004672;GO:0005524;GO:0006468	NA	PF00069	NA	SSF56112	G3DSA:1.10.510.10	PS50011	cd14019	SM00220	NA	NA	PS00108	NA	NA	NA
OPB36186.1	NA	IPR020843	GO:0016491;GO:0055114;GO:0008270	Reactome: R-HSA-71384	PF00107;PF08240	NA	SSF51735;SSF50129	G3DSA:3.90.180.10;G3DSA:3.40.50.720	NA	NA	SM00829	NA	NA	PS00059	NA	NA	NA
OPB40945.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB42091.1	NA	IPR017972	GO:0016705;GO:0055114;GO:0005506;GO:0020037	NA	PF00067	NA	SSF48264	G3DSA:1.10.630.10	NA	NA	NA	NA	PR00463;PR00385	PS00086	NA	NA	NA
OPB37928.1	NA	IPR027417	NA	NA	PF17784	NA	SSF52540	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB43696.1	NA	IPR001509	GO:0003824;GO:0050662	NA	PF01370	NA	SSF51735	G3DSA:3.40.50.720	NA	cd05227	NA	NA	NA	NA	NA	NA	NA
OPB46642.1	mobidb-lite	IPR000095	NA	NA	PF00786	NA	NA	NA	PS50108	NA	NA	NA	NA	NA	NA	NA	NA
OPB46174.1	mobidb-lite	IPR027417	GO:0005524	NA	PF00004	NA	SSF52540	G3DSA:1.10.8.60;G3DSA:3.40.50.300	NA	cd00009	SM00382	NA	NA	NA	NA	NA	NA
OPB37990.1	mobidb-lite	IPR021714	NA	NA	PF11707;PF16201	NA	SSF48371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB44633.1	NA	IPR010730	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38703.1	NA	IPR013830	NA	NA	PF13472	NA	SSF52266	G3DSA:3.40.50.1110	NA	cd01833	NA	NA	NA	NA	NA	NA	NA
OPB39842.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB37021.1	NA	IPR005000	GO:0003824	NA	PF03328	NA	SSF51621	G3DSA:3.20.20.60	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB42576.1	NA	IPR014721	GO:0004335;GO:0005524;GO:0006012;GO:0046835;GO:0005737;GO:0016301;GO:0016773;GO:0005534	KEGG: 00052+2.7.1.6|KEGG: 00520+2.7.1.6|MetaCyc: PWY-3821|MetaCyc: PWY-6317|MetaCyc: PWY-6527	PF08544;PF00288;PF10509	NA	SSF54211;SSF55060	G3DSA:3.30.230.10;G3DSA:3.30.70.3170;G3DSA:3.30.70.890	NA	NA	NA	TIGR00131	PR00473;PR00959	PS00627;PS00106	PIRSF000530	NA	NA
OPB46595.1	NA	IPR010730	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB46346.1	mobidb-lite	IPR010730	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB43073.1	mobidb-lite	IPR004827	GO:0003700;GO:0006355	NA	NA	Coil	NA	NA	PS50217	cd14705	NA	NA	NA	PS00036	NA	NA	NA
OPB46722.1	NA	IPR025969	GO:0016020	NA	PF12430;PF12537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41877.1	NA	IPR023753	GO:0016491;GO:0055114	NA	PF07992	NA	SSF51905	G3DSA:3.50.50.100	NA	NA	NA	NA	PR00368;PR00469	NA	NA	NA	NA
OPB45742.1	mobidb-lite	IPR007125	GO:0000786;GO:0003677;GO:0046982	Reactome: R-HSA-3214858	PF00125;PF16211	Coil	SSF47113	G3DSA:1.10.20.10	NA	cd00074	SM00414	NA	PR00620	NA	NA	NA	NA
OPB37344.1	mobidb-lite	IPR000608		Reactome: R-HSA-983168	PF00179	NA	SSF54495	G3DSA:3.10.110.10	PS50127	cd00195	SM00212	NA	NA	NA	NA	NA	NA
OPB40996.1	NA	IPR036778		KEGG: 00230+4.1.1.97|MetaCyc: PWY-5691|MetaCyc: PWY-7394|MetaCyc: PWY-7849	PF09349	Coil	SSF158694	G3DSA:1.10.3330.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
