Gene	MobiDBLite	CDD	interpro	GO	Pfam	SMART	PATHWAY	Gene3D	ProSiteProfiles	SUPERFAMILY	ProSitePatterns	Coils	PIRSF	PRINTS	TIGRFAM	SFLD	Hamap
OTA03908.1	mobidb-lite	cd00840	IPR004843	GO:0016787;GO:0004519;GO:0005634;GO:0006302;GO:0030145;GO:0008408;GO:0030870	PF00149;PF04152	SM01347	Reactome: R-HSA-1834949|Reactome: R-HSA-2559586|Reactome: R-HSA-3270619|Reactome: R-HSA-5685938|Reactome: R-HSA-5685939|Reactome: R-HSA-5685942|Reactome: R-HSA-5693548|Reactome: R-HSA-5693554|Reactome: R-HSA-5693565|Reactome: R-HSA-5693568|Reactome: R-HSA-5693571|Reactome: R-HSA-5693579|Reactome: R-HSA-5693607|Reactome: R-HSA-5693616|Reactome: R-HSA-6804756|Reactome: R-HSA-69473|Reactome: R-HSA-912446	G3DSA:3.60.21.10;G3DSA:3.30.110.110	NA	SSF56300	NA	NA	PIRSF000882	NA	TIGR00583	NA	NA
OTA03790.1	mobidb-lite	cd16106;cd14324	IPR000626	GO:0005515	PF00240;PF00627	SM00213;SM00727;SM00165	NA	G3DSA:3.10.20.90;G3DSA:1.10.8.10	PS50030;PS50053	SSF46934;SSF54236	NA	NA	NA	NA	NA	NA	NA
OTA03496.1	mobidb-lite	cd12148;cd00067	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PF00172;PF04082	SM00066;SM00906	NA	G3DSA:4.10.240.10	PS50048	SSF57701	NA	NA	NA	NA	NA	NA	NA
OTA05761.1	NA	NA	IPR028241	NA	PF10259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA03086.1	mobidb-lite	NA	IPR021858	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF11951;PF00172	SM00066	NA	G3DSA:4.10.240.10	PS50048	SSF57701	PS00463	NA	NA	NA	NA	NA	NA
OTA05496.1	mobidb-lite	cd03249;cd18578;cd18577	IPR027417	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887	PF00664;PF00005	SM00382	NA	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	PS50929;PS50893	SSF52540;SSF90123	PS00211	Coil	NA	NA	NA	NA	NA
OTA07812.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA06248.1	mobidb-lite	NA	IPR013957	GO:0008380	PF08648	NA	Reactome: R-HSA-72163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07884.1	mobidb-lite	cd09870;cd09906	IPR041177	GO:0004518;GO:0006281;GO:0008821	PF18380;PF00752;PF00867	SM00484;SM00485	NA	G3DSA:3.40.50.1010	NA	SSF88723;SSF47807	NA	Coil	NA	PR00853	NA	NA	NA
OTA08087.1	mobidb-lite	NA	IPR040457	GO:0043015	PF04130;PF17681	NA	Reactome: R-HSA-380270|Reactome: R-HSA-380320	G3DSA:1.20.120.1900	NA	NA	NA	Coil	NA	NA	NA	NA	NA
OTA00349.1	mobidb-lite	cd06178	IPR036259	NA	NA	NA	NA	G3DSA:1.20.1250.20	NA	SSF103473	NA	NA	NA	NA	NA	NA	NA
OTA00627.1	NA	cd17356	IPR036259	GO:0016020;GO:0022857;GO:0055085;GO:0016021	PF00083	NA	Reactome: R-HSA-189200	G3DSA:1.20.1250.20	PS50850	SSF103473	NA	NA	NA	NA	TIGR00879	NA	NA
OTA00446.1	NA	cd04301	IPR000182	GO:0008080	PF00583	NA	NA	G3DSA:3.40.630.30	PS51186	SSF55729	NA	NA	NA	NA	NA	NA	NA
OTA00161.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA08712.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA05210.1	mobidb-lite	cd00866	IPR036610	NA	PF01161	NA	NA	G3DSA:3.90.280.10	NA	SSF49777	NA	Coil	NA	NA	NA	NA	NA
OTA06994.1	mobidb-lite	cd02440	IPR029063	NA	NA	NA	NA	G3DSA:3.40.50.150	NA	SSF53335	NA	NA	NA	NA	NA	NA	NA
OTA01445.1	NA	NA	IPR004841	GO:0016020;GO:0055085;GO:0006865;GO:0016021;GO:0022857	PF00324	NA	NA	G3DSA:1.20.1740.10	NA	NA	PS00218	NA	PIRSF006060	NA	NA	NA	NA
OTA04716.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA01690.1	NA	NA	IPR032675	NA	NA	NA	NA	G3DSA:3.80.10.10	NA	SSF52047	NA	NA	NA	NA	NA	NA	NA
OTA06949.1	mobidb-lite	NA	IPR003342	GO:0000030;GO:0006493;GO:0016020	PF02366;PF02815;PF16192	SM00472	Reactome: R-HSA-5083629|Reactome: R-HSA-5083633|Reactome: R-HSA-5173105	G3DSA:2.80.10.50	PS50919	SSF82109	NA	NA	NA	NA	NA	NA	NA
OTA02188.1	NA	NA	IPR036249	NA	NA	NA	NA	G3DSA:3.40.30.10	NA	SSF52833	NA	NA	NA	NA	NA	NA	NA
OTA08318.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
OTA02102.1	mobidb-lite	cd00195	IPR000608		PF00179	SM00212	Reactome: R-HSA-983168	G3DSA:3.10.110.10	PS50127	SSF54495	PS00183	NA	NA	NA	NA	NA	NA
OTA02413.1	NA	NA	NA	NA	PF08592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA03949.1	mobidb-lite	cd02440	IPR029063	NA	PF13489	NA	NA	G3DSA:3.40.50.150	NA	SSF53335	NA	NA	NA	NA	NA	NA	NA
OTA05381.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
OTA07382.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
OTA03067.1	NA	cd17356	IPR036259	GO:0016021;GO:0022857;GO:0055085	PF00083	NA	NA	G3DSA:1.20.1250.20	PS50850	SSF103473	NA	Coil	NA	NA	NA	NA	NA
OTA05808.1	NA	NA	IPR024764		PF12660;PF12657	NA	Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA06610.1	NA	NA	IPR010997	GO:0000166;GO:0003824;GO:0044237;GO:0006352;GO:0030880	PF03874	SM00657	NA	G3DSA:1.20.1250.40	NA	SSF47819	NA	Coil	NA	NA	NA	NA	NA
OTA06753.1	mobidb-lite	NA	IPR036322	GO:0005515;GO:0005198;GO:0006886;GO:0016192;GO:0030117	PF12341;PF04053	SM00320	Reactome: R-HSA-6807878|Reactome: R-HSA-6811434	G3DSA:2.130.10.10	PS50294;PS50082	SSF50978	NA	NA	NA	NA	NA	NA	NA
OTA04535.1	mobidb-lite	NA	IPR000542	GO:0016746	PF00755	NA	Reactome: R-HSA-389661	G3DSA:3.30.559.10;G3DSA:3.30.559.40;G3DSA:1.10.275.20;G3DSA:3.30.559.70	NA	SSF52777	PS00440;PS00439	NA	NA	NA	NA	NA	NA
OTA01360.1	NA	cd00333	IPR023271	GO:0015267;GO:0016020;GO:0055085	PF00230	NA	Reactome: R-HSA-432047	G3DSA:1.20.1080.10	NA	SSF81338	PS00221	NA	NA	PR00783	TIGR00861	NA	NA
OTA02571.1	NA	cd06184;cd08922	IPR000971	GO:0020037;GO:0016491;GO:0055114;GO:0019825	PF00042;PF00970;PF00175	NA	Reactome: R-HSA-1237044	G3DSA:1.10.490.10;G3DSA:2.40.30.10;G3DSA:3.40.50.80	PS51384;PS01033	SSF46458;SSF52343;SSF63380	NA	NA	NA	PR00406	NA	NA	NA
OTA03821.1	NA	NA	IPR032675	NA	NA	NA	NA	G3DSA:3.80.10.10	NA	SSF52047	NA	NA	NA	NA	NA	NA	NA
OTA02631.1	NA	cd05251	IPR008030		PF05368	NA	Reactome: R-HSA-70635	G3DSA:3.90.25.10;G3DSA:3.40.50.720	NA	SSF51735	NA	NA	NA	NA	NA	NA	NA
OTA02048.1	NA	NA	IPR002171	GO:0003735;GO:0005840;GO:0006412	PF03947;PF00181	SM01383;SM01382	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	G3DSA:2.30.30.30;G3DSA:2.40.50.140;G3DSA:4.10.950.10	NA	SSF50104;SSF50249	PS00467	NA	PIRSF002158	NA	NA	NA	NA
OTA04352.1	NA	cd02440	IPR019012	GO:0001510;GO:0008168;GO:0009452	PF09445	NA	Reactome: R-HSA-1368082|Reactome: R-HSA-1368108|Reactome: R-HSA-191859|Reactome: R-HSA-1989781|Reactome: R-HSA-2151201|Reactome: R-HSA-2426168|Reactome: R-HSA-381340|Reactome: R-HSA-400206|Reactome: R-HSA-400253	G3DSA:3.40.50.150	NA	SSF53335	NA	NA	NA	NA	NA	NA	NA
OTA02971.1	mobidb-lite	NA	IPR036322	GO:0005515	NA	SM00320	NA	G3DSA:2.130.10.10	NA	SSF50978	NA	NA	NA	NA	NA	NA	NA
OTA04572.1	mobidb-lite	NA	IPR027532	GO:0007005;GO:0032865;GO:0045040;GO:0008289	NA	NA	NA	NA	PS51847	NA	NA	NA	NA	NA	NA	NA	MF_03104
OTA07393.1	NA	NA	IPR018559	NA	PF09435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA01459.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
OTA06133.1	mobidb-lite	NA	IPR036770	GO:0005515	PF00023;PF13857;PF12796	SM00248	NA	G3DSA:1.25.40.20	PS50088;PS50297	SSF48403	NA	NA	NA	NA	NA	NA	NA
OTA04864.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
OTA03444.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07076.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
OTA04787.1	mobidb-lite	NA	IPR036975	GO:0005634;GO:0005737;GO:0006606;GO:0140142;GO:0005515;GO:0061608;GO:0042025	PF16186;PF00514;PF01749	SM00185	Reactome: R-HSA-1169408|Reactome: R-HSA-168276	G3DSA:1.20.5.690;G3DSA:1.25.10.10	PS50176;PS51214	SSF48371	NA	Coil	PIRSF005673	NA	NA	NA	NA
OTA05960.1	NA	NA	IPR029063	NA	PF13489	NA	NA	G3DSA:3.40.50.150	NA	SSF53335	NA	NA	NA	NA	NA	NA	NA
OTA00358.1	NA	NA	IPR031645	NA	PF16909;PF06650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA02376.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
OTA05973.1	mobidb-lite	NA	IPR015257	GO:0016480	PF09174	NA	Reactome: R-HSA-8943724	G3DSA:3.40.1000.50	NA	NA	NA	NA	PIRSF037240	NA	NA	NA	NA
OTA03836.1	mobidb-lite	NA	IPR019448	NA	PF10358	NA	NA	NA	PS51840	NA	NA	NA	NA	NA	NA	NA	NA
OTA06566.1	mobidb-lite	NA	IPR027417	NA	NA	NA	NA	G3DSA:3.40.50.300	NA	SSF52540	NA	NA	NA	NA	NA	NA	NA
OTA08035.1	mobidb-lite	NA	IPR037516		PF08616;PF07792	NA	Reactome: R-HSA-8876198	NA	PS50211	NA	NA	NA	NA	NA	NA	NA	NA
OTA07722.1	mobidb-lite	NA	IPR003864	GO:0016020	PF02714;PF13967;PF12621;PF14703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA08105.1	NA	NA	IPR036188	NA	PF13450;PF05187	NA	NA	G3DSA:3.50.50.60;G3DSA:3.30.9.90;G3DSA:3.30.70.20	PS51379	SSF51905;SSF54373;SSF54862	NA	NA	NA	NA	NA	NA	NA
OTA01651.1	mobidb-lite	NA	IPR020301	NA	PF10906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA04148.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
OTA00476.1	mobidb-lite	cd00067	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172;PF11951	SM00066	NA	G3DSA:4.10.240.10	PS50048	SSF57701	PS00463	NA	NA	NA	NA	NA	NA
OTA02140.1	mobidb-lite	cd05374	IPR002347	NA	PF00106	NA	NA	G3DSA:3.40.50.720	NA	SSF51735	NA	Coil	NA	PR00081	NA	NA	NA
OTA06707.1	NA	NA	IPR036770	GO:0005515	NA	SM00248	NA	G3DSA:1.25.40.20	PS50297	SSF48403	NA	NA	NA	NA	NA	NA	NA
OTA05890.1	mobidb-lite	cd05578	IPR000719	GO:0004672;GO:0005524;GO:0006468;GO:0004674	PF00069	SM00220	NA	G3DSA:1.10.510.10;G3DSA:3.30.200.20	PS51285;PS50011	SSF56112	PS00108;PS00107	NA	NA	NA	NA	NA	NA
OTA00154.1	mobidb-lite	NA	IPR016024	NA	NA	NA	NA	NA	NA	SSF48371	NA	NA	NA	NA	NA	NA	NA
OTA01403.1	NA	NA	IPR018271	GO:0003735;GO:0005840;GO:0006412;GO:0003723;GO:0015935	PF00253	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	G3DSA:4.10.830.10	NA	NA	PS00527	NA	NA	NA	NA	NA	MF_01364_A
OTA08196.1	NA	NA	IPR027417	NA	PF12359;PF12340	NA	NA	NA	NA	SSF52540	NA	NA	NA	NA	NA	NA	NA
OTA08540.1	mobidb-lite	NA	IPR016833	NA	PF13593	NA	NA	G3DSA:1.20.1530.20	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA01017.1	NA	NA	IPR018083	GO:0016628;GO:0055114;GO:0016020;GO:0016126	PF01222	NA	NA	NA	NA	NA	PS01018;PS01017	NA	NA	NA	NA	NA	NA
OTA08477.1	mobidb-lite	NA	IPR024319	NA	PF12921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA00766.1	mobidb-lite	cd00200	IPR001680	GO:0005515	PF12937;PF00400	SM00320;SM00256	NA	G3DSA:2.130.10.10	PS50082;PS50294;PS50181	SSF50978;SSF81383	PS00678	NA	NA	PR00320	NA	NA	NA
OTA06637.1	NA	cd01748;cd04731	IPR006062	GO:0000105;GO:0016763;GO:0003824;GO:0000107;GO:0016833	PF00977;PF00117	NA	KEGG: 00220+3.5.1.2|KEGG: 00250+3.5.1.2|KEGG: 00340+4.3.2.10|KEGG: 00471+3.5.1.2|MetaCyc: PWY-5921	G3DSA:3.40.50.880;G3DSA:3.20.20.70	PS51273	SSF51366;SSF52317	NA	NA	PIRSF036936	NA	TIGR01855;TIGR00735	NA	MF_00278
OTA03069.1	mobidb-lite	NA	IPR002347	NA	PF00106	NA	NA	NA	NA	SSF51735	NA	NA	NA	NA	NA	NA	NA
OTA03826.1	mobidb-lite	NA	IPR036770	NA	NA	NA	NA	G3DSA:1.25.40.20	PS50297	SSF48403	NA	NA	NA	NA	NA	NA	NA
OTA07749.1	mobidb-lite	NA	IPR036236	GO:0003676	PF12874;PF00096	SM00355	NA	G3DSA:3.30.160.60	PS50157	SSF57667	PS00028	NA	NA	NA	NA	NA	NA
OTA02952.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07944.1	mobidb-lite	NA	IPR031349	NA	PF17110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07186.1	mobidb-lite	NA	IPR027417	GO:0005524;GO:0016887;GO:0016020	PF00005;PF01061	SM00382	Reactome: R-HSA-1369062	G3DSA:3.40.50.300	PS50893	SSF52540	PS00211	NA	NA	NA	NA	NA	NA
OSZ99952.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA00465.1	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.90.550.50	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA05837.1	mobidb-lite	NA	IPR017853	NA	PF03198	NA	NA	G3DSA:3.20.20.80	NA	SSF51445	NA	NA	NA	NA	NA	NA	NA
OTA07854.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
OTA08402.1	mobidb-lite	NA	IPR004808	GO:0004518;GO:0006281;GO:0003677;GO:0004519	PF03372	NA	Reactome: R-HSA-110357|Reactome: R-HSA-110362|Reactome: R-HSA-110373|Reactome: R-HSA-5651801|Reactome: R-HSA-73930|Reactome: R-HSA-73933	G3DSA:3.60.10.10	PS51435	SSF56219	PS00726;PS00728	NA	NA	NA	NA	NA	NA
OTA01579.1	NA	cd00012	IPR004000	NA	PF00022	SM00268	NA	G3DSA:3.30.420.40;G3DSA:3.90.640.10	NA	SSF53067	PS01132	NA	NA	PR00190	NA	NA	NA
OTA00841.1	NA	NA	IPR029164		PF15159	NA	Reactome: R-HSA-162710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA03477.1	NA	cd00484	IPR001272	GO:0004612;GO:0005524;GO:0006094;GO:0004611;GO:0017076	PF01293	NA	KEGG: 00010+4.1.1.49|KEGG: 00020+4.1.1.49|KEGG: 00620+4.1.1.49|KEGG: 00710+4.1.1.49|MetaCyc: PWY-561|MetaCyc: PWY-7117	G3DSA:3.90.228.20;G3DSA:3.40.449.10;G3DSA:2.170.8.10	NA	SSF53795;SSF68923	PS00532	NA	PIRSF006294	NA	TIGR00224	NA	MF_00453
OTA04661.1	mobidb-lite	cd15760	IPR000306	GO:0046872	PF01363	SM00064	NA	G3DSA:3.30.40.10	PS50178	SSF57903	NA	NA	NA	NA	NA	NA	NA
OTA04686.1	mobidb-lite	NA	IPR038103		PF05179	NA	Reactome: R-HSA-112382|Reactome: R-HSA-201722|Reactome: R-HSA-5632684|Reactome: R-HSA-674695|Reactome: R-HSA-75955|Reactome: R-HSA-8866654	G3DSA:3.40.50.11990	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA04546.1	mobidb-lite	cd14127	IPR000719	GO:0004672;GO:0005524;GO:0006468	PF00069	SM00220	NA	G3DSA:1.10.510.10	PS50011	SSF56112	PS00108;PS00107	NA	NA	NA	NA	NA	NA
OTA07603.1	mobidb-lite	cd00200	IPR019775	GO:0005515	PF12265;PF00400	SM00320	NA	G3DSA:2.130.10.10	PS50082;PS50294	SSF50978	PS00678	NA	NA	PR00320	NA	NA	NA
OTA07898.1	NA	cd18580;cd03250;cd18579;cd03244	IPR027417	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	PF00664;PF00005	SM00382	NA	G3DSA:1.20.1560.10;G3DSA:3.40.50.300	PS50893;PS50929	SSF52540;SSF90123	NA	NA	NA	NA	NA	NA	NA
OTA08045.1	mobidb-lite	NA	IPR013083	NA	PF00628	SM00249	NA	G3DSA:3.30.40.10	PS50016	SSF57903	PS01359	NA	NA	NA	NA	NA	NA
OTA07343.1	NA	cd17352	IPR011701	GO:0055085	PF07690	NA	NA	G3DSA:1.20.1250.20	PS50850	SSF103473	NA	NA	NA	NA	NA	NA	NA
OTA01538.1	mobidb-lite	NA	IPR000504	GO:0003676	PF00076	SM00360	NA	G3DSA:3.30.70.330	PS50102	SSF54928	NA	Coil	NA	NA	NA	NA	NA
OTA07016.1	mobidb-lite	NA	IPR015034	NA	PF08939	NA	NA	G3DSA:3.30.760.10	NA	SSF55418	NA	NA	NA	NA	NA	NA	NA
OTA07618.1	NA	NA	IPR031463	GO:0042407;GO:0044284;GO:0061617	PF17050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA02885.1	mobidb-lite	cd18983	IPR025995	NA	PF11717	NA	NA	G3DSA:2.30.30.140	NA	SSF54160	NA	NA	NA	NA	NA	NA	NA
OTA00599.1	NA	cd09019	IPR014718	GO:0030246;GO:0005975;GO:0016853;GO:0003824	PF01263	NA	KEGG: 00010+5.1.3.3|KEGG: 00052+5.1.3.3|MetaCyc: PWY-6317	G3DSA:2.70.98.10	NA	SSF74650	PS00545	NA	NA	NA	NA	NA	NA
OTA00850.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA00424.1	NA	NA	IPR036291	NA	NA	NA	NA	G3DSA:3.40.50.720	NA	SSF51735	NA	NA	NA	NA	NA	NA	NA
OTA00603.1	mobidb-lite	cd14364	IPR003892	GO:0005515	PF02845	SM00546	Reactome: R-HSA-112126	G3DSA:1.10.8.10	PS51140	SSF46934	NA	NA	NA	NA	NA	NA	NA
OTA00051.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
OTA04611.1	NA	cd00609	IPR015424	GO:0009058;GO:0030170;GO:0006520;GO:0008483;GO:0003824	PF00155	NA	KEGG: 00220+2.6.1.1|KEGG: 00250+2.6.1.1|KEGG: 00270+2.6.1.1|KEGG: 00330+2.6.1.1|KEGG: 00350+2.6.1.1|KEGG: 00360+2.6.1.1|KEGG: 00400+2.6.1.1|KEGG: 00401+2.6.1.1|KEGG: 00710+2.6.1.1|KEGG: 00950+2.6.1.1|KEGG: 00960+2.6.1.1|MetaCyc: PWY-5913|MetaCyc: PWY-6638|MetaCyc: PWY-6642|MetaCyc: PWY-6643|MetaCyc: PWY-7115|MetaCyc: PWY-7117|MetaCyc: PWY-7383	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	NA	SSF53383	PS00105	NA	NA	PR00799	NA	NA	NA
OTA08022.1	NA	NA	IPR004686	GO:0006811;GO:0015075;GO:0016020;GO:0055085	PF03820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA03406.1	mobidb-lite	cd00074	IPR032458	GO:0000786;GO:0003677;GO:0046982	PF00125;PF16211	SM00414	Reactome: R-HSA-3214858	G3DSA:1.10.20.10	NA	SSF47113	PS00046	NA	NA	PR00620	NA	NA	NA
OTA07457.1	mobidb-lite	NA	IPR021134		PF01062	NA	Reactome: R-HSA-2672351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OSZ99885.1	mobidb-lite	cd12148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07328.1	NA	cd03190	IPR036282	GO:0005515	PF13409;PF13410	NA	NA	G3DSA:3.40.30.130;G3DSA:1.20.1050.10	PS50405	SSF47616	NA	NA	NA	NA	NA	NA	NA
OTA03266.1	mobidb-lite	cd06869	IPR001683	GO:0035091	PF00787;PF12828;PF12825	SM00312	NA	G3DSA:3.30.1520.10	PS50195	SSF64268	NA	Coil	NA	NA	NA	NA	NA
OTA04253.1	NA	NA	IPR032372		PF16547;PF11919;PF16507	NA	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-75815|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-983168	NA	NA	SSF48371	NA	Coil	NA	NA	NA	NA	NA
OTA02083.1	NA	cd16012	IPR001952	GO:0016791;GO:0003824	PF00245	SM00098	KEGG: 00730+3.1.3.1|KEGG: 00790+3.1.3.1|MetaCyc: PWY-5083|MetaCyc: PWY-5491	NA	NA	SSF53649	NA	NA	NA	PR00113	NA	NA	NA
OTA06426.1	mobidb-lite	cd06662	IPR002994	GO:0016020	PF02104	NA	Reactome: R-HSA-5628897|Reactome: R-HSA-611105	NA	PS50895	NA	NA	NA	NA	NA	NA	NA	NA
OTA06408.1	mobidb-lite	cd18795;cd18020;cd18022	IPR014756	GO:0003676;GO:0005524	PF02889;PF00270;PF00271	SM00382;SM00490;SM00973;SM00487	NA	G3DSA:1.10.10.2530;G3DSA:2.60.40.150;G3DSA:1.10.3380.10;G3DSA:3.40.50.300	PS51192;PS51194	SSF81296;SSF46785;SSF158702;SSF52540	NA	NA	PIRSF039073	NA	NA	NA	NA
OTA02580.1	NA	NA	IPR011057	NA	NA	NA	NA	G3DSA:2.170.150.70	NA	SSF51316	NA	NA	NA	NA	NA	NA	NA
OTA01118.1	NA	NA	IPR002893	NA	PF01753	NA	NA	G3DSA:3.30.60.180	PS50865	SSF144232	PS01360	NA	NA	NA	NA	NA	NA
OTA07556.1	mobidb-lite	NA	IPR013865	NA	PF08555	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
OTA01848.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA08887.1	mobidb-lite	cd12910	IPR003877	GO:0005515	PF00622	SM00449	NA	G3DSA:2.60.120.920	PS50188	SSF49899	NA	NA	NA	NA	NA	NA	NA
OTA01472.1	mobidb-lite	NA	NA	NA	NA	NA	NA	G3DSA:2.120.10.70	NA	SSF89372	NA	NA	NA	NA	NA	NA	NA
OTA05984.1	NA	cd17352	IPR011701	GO:0055085	PF07690	NA	NA	NA	PS50850	SSF103473	NA	NA	NA	NA	NA	NA	NA
OTA07260.1	NA	NA	IPR009991	GO:0005869;GO:0061640	PF07426	NA	Reactome: R-HSA-2132295|Reactome: R-HSA-2565942|Reactome: R-HSA-3371497|Reactome: R-HSA-380259|Reactome: R-HSA-380270|Reactome: R-HSA-380284|Reactome: R-HSA-380320|Reactome: R-HSA-5620912|Reactome: R-HSA-6807878|Reactome: R-HSA-6811436|Reactome: R-HSA-8854518	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
