Gene	interpro	GO	SUPERFAMILY	SMART	MobiDBLite	Gene3D	ProSiteProfiles	Pfam	PATHWAY	ProSitePatterns	PRINTS	CDD	PIRSF	Coils	TIGRFAM	Hamap	SFLD
KKP01073.1	IPR020904	GO:0016491	SSF51735	SM00822	NA	G3DSA:3.40.50.720	NA	PF13561	NA	PS00061	PR00081	cd05233	NA	NA	NA	NA	NA
KKP03526.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP00759.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP07320.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SSF57701	SM00066	NA	G3DSA:4.10.240.10	PS50048	PF00172	NA	PS00463	PR00755	cd00067	NA	NA	NA	NA	NA
KKP02161.1	IPR016194	GO:0000723;GO:0003677;GO:0003684;GO:0005634;GO:0006303;GO:0006310;GO:0042162;GO:0043564;GO:0016817	SSF101420;SSF100939;SSF53300	SM00559	NA	G3DSA:2.40.290.10;G3DSA:3.40.50.410;G3DSA:1.25.40.240;G3DSA:1.10.1600.10	PS50234	PF08785;PF03731;PF02735	Reactome: R-HSA-164843|Reactome: R-HSA-1834949|Reactome: R-HSA-3270619|Reactome: R-HSA-5693571|Reactome: R-HSA-6798695	NA	NA	cd00873	PIRSF016570	NA	NA	NA	NA
KKP00415.1	IPR021867		NA	NA	mobidb-lite	NA	NA	PF11968	Reactome: R-HSA-9639288	NA	NA	NA	NA	NA	NA	MF_03044	NA
KKP00851.1	IPR023393		SSF55961	NA	NA	G3DSA:3.30.530.20	NA	PF03364	Reactome: R-HSA-611105	NA	NA	cd07813	NA	NA	NA	NA	NA
KKP06812.1	IPR000898	GO:0020037;GO:0019441;GO:0046872	SSF140959	NA	NA	G3DSA:1.20.58.480	NA	PF01231	Reactome: R-HSA-71240	NA	NA	NA	NA	Coil	NA	NA	NA
KKP07763.1	IPR038459		NA	NA	mobidb-lite	G3DSA:3.40.1280.30	PS51675	PF01746	MetaCyc: PWY-6829|MetaCyc: PWY-7285|MetaCyc: PWY-7286	NA	NA	cd18089	NA	NA	NA	NA	NA
KKP03209.1	IPR002110	GO:0005515	SSF48403	SM00248	NA	G3DSA:1.25.40.20	PS50088;PS50297	PF13606;PF06985;PF12796	NA	NA	PR01415	NA	NA	NA	NA	NA	NA
KKP04739.1	IPR002889	NA	NA	SM00321	NA	NA	PS51212	PF01822	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP01580.1	IPR033133	GO:0003723	SSF48371	SM00025	mobidb-lite	G3DSA:1.25.10.10	PS50303;PS50302	PF00806	NA	NA	NA	cd07920	NA	NA	NA	NA	NA
KKP05393.1	IPR042099	GO:0003824;GO:0031177	SSF47336;SSF56801;SSF51735	SM00823	mobidb-lite	G3DSA:3.40.50.12780;G3DSA:3.40.50.720;G3DSA:3.30.300.30;G3DSA:1.10.1200.10	PS50075	PF00550;PF00501;PF07993	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105|Reactome: R-HSA-9029558	PS00455	NA	cd17639;cd05918	NA	NA	NA	NA	NA
KKP02345.1	IPR000133	GO:0006621;GO:0016021;GO:0046923	NA	NA	NA	NA	NA	PF00810	Reactome: R-HSA-6807878|Reactome: R-HSA-6811434	PS00952;PS00951	PR00660	NA	NA	NA	NA	NA	NA
KKO97537.1	IPR007863	GO:0003824;GO:0046872	SSF63411	NA	NA	G3DSA:3.30.830.10	NA	PF05193;PF00675	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP02733.1	IPR002241	GO:0004553;GO:0005975;GO:0003824;GO:0004557	SSF51011;SSF51445	NA	NA	G3DSA:3.20.20.70;G3DSA:2.60.40.1180	NA	PF16499;PF17801	KEGG: 00052+3.2.1.22|KEGG: 00561+3.2.1.22|KEGG: 00600+3.2.1.22|KEGG: 00603+3.2.1.22|MetaCyc: PWY-6527	PS00512	PR00748;PR00740	cd14792	NA	NA	NA	NA	NA
KKP01961.1	IPR001810	GO:0005515	SSF81383	NA	NA	NA	PS50181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO98596.1	IPR017986	GO:0005515	SSF52540;SSF50978;SSF50998	SM00320	NA	G3DSA:2.130.10.10;G3DSA:3.40.50.300	PS50294;PS50082;PS50837	PF00400;PF05729	NA	PS00678	PR00320	cd00200	NA	NA	NA	NA	NA
KKP00817.1	IPR001544	GO:0003824	SSF56752	NA	NA	G3DSA:3.20.10.10	NA	PF01063	Reactome: R-HSA-70895	NA	NA	NA	NA	NA	NA	NA	NA
KKO96830.1	IPR000938	GO:0005515	SSF74924;SSF54236	SM01052	NA	G3DSA:3.10.20.90;G3DSA:2.30.30.190	PS50245	PF01302;PF14560	NA	NA	NA	cd01789	NA	NA	NA	NA	NA
KKP04510.1	IPR036910	NA	SSF47095	NA	mobidb-lite	G3DSA:1.10.30.10	PS50118	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
KKP03516.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP03401.1	IPR012571	GO:0000001;GO:0005743;GO:0007005	NA	NA	mobidb-lite	NA	NA	PF08118	NA	NA	NA	NA	NA	Coil	NA	NA	NA
KKP02769.1	IPR020843	GO:0016491;GO:0055114	SSF50129;SSF51735	SM00829	NA	G3DSA:3.90.180.10;G3DSA:3.40.50.720	NA	PF08240	NA	NA	NA	cd08249	NA	NA	NA	NA	NA
KKO98584.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP07352.1	IPR010730	NA	NA	NA	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP00131.1	IPR036852	GO:0004252;GO:0006508;GO:0005618;GO:0016020	SSF52743	NA	NA	G3DSA:3.40.50.200	NA	PF06280;PF00082	NA	PS00138;PS00136	PR00723	NA	NA	NA	NA	NA	NA
KKP02478.1	IPR027417	GO:0005524	SSF52540	SM00382	mobidb-lite	G3DSA:3.40.50.300	NA	PF00004	NA	NA	NA	cd00009	NA	Coil	NA	NA	NA
KKP00269.1	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114	SSF48264	NA	NA	G3DSA:1.10.630.10	NA	PF00067	NA	PS00086	PR00385;PR00463	NA	NA	NA	NA	NA	NA
KKP06105.1	IPR027417	GO:0000027;GO:0005634;GO:0016887;GO:0005524	SSF52540;SSF53300	SM00382	mobidb-lite	G3DSA:3.40.50.300;G3DSA:3.40.50.410	PS50234	PF07728;PF17867;PF17865	NA	NA	NA	cd00009	PIRSF010340	Coil	NA	NA	NA
KKP06550.1	IPR021752		NA	NA	NA	NA	NA	PF11781	Reactome: R-HSA-427359|Reactome: R-HSA-427413|Reactome: R-HSA-5250924|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73863	NA	NA	NA	NA	NA	NA	NA	NA
KKP06195.1	IPR005501	GO:0003824;GO:0005975	SSF88713	NA	NA	G3DSA:3.20.20.370	NA	PF03746	KEGG: 00480+3.5.2.9|MetaCyc: PWY-4041|MetaCyc: PWY-7942	NA	NA	NA	NA	NA	NA	NA	NA
KKP07597.1	IPR024610	NA	SSF57903	SM00249;SM01408	mobidb-lite	G3DSA:3.30.40.10	PS50016	PF12998	NA	PS01359	NA	cd15505;cd17016	NA	Coil	NA	NA	NA
KKP04054.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
KKP06688.1	IPR006680	GO:0016787	SSF51556	NA	NA	G3DSA:3.20.20.140	NA	PF04909	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP01031.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	SSF57701	SM00906;SM00066	NA	G3DSA:4.10.240.10	PS50048	PF00172;PF04082	NA	NA	NA	cd12148;cd00067	NA	NA	NA	NA	NA
KKP04008.1	IPR001650	GO:0005524	SSF52540;SSF57850	SM00487;SM00184	mobidb-lite	G3DSA:3.30.40.10;G3DSA:3.40.50.10810;G3DSA:3.40.50.300	PS51194;PS50089;PS51192	PF13639;PF00176	NA	PS00518	NA	cd18070;cd18793	NA	Coil	NA	NA	NA
KKP04368.1	IPR014001	GO:0003676;GO:0005524	SSF52540	SM00490;SM00487	mobidb-lite	G3DSA:3.40.50.300	PS51192;PS51194;PS51195	PF00270;PF00271	NA	NA	NA	cd17965;cd18787	NA	Coil	NA	NA	NA
KKP02980.1	NA	NA	SSF53850	NA	NA	G3DSA:3.40.190.10	NA	PF13343	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP02895.1	IPR032345	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	NA	NA	NA	NA	PF16155;PF04082	NA	NA	NA	cd12148	NA	Coil	NA	NA	NA
KKP02925.1	IPR029044	GO:0009058;GO:0016779	SSF53448;SSF51161	NA	NA	G3DSA:2.160.10.10	NA	PF00483;PF00132	NA	NA	NA	cd06428	NA	NA	NA	NA	NA
KKP00183.1	IPR021858	NA	NA	NA	NA	NA	NA	PF11951	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP04531.1	IPR001722	GO:0004553;GO:0005975;GO:0005576;GO:0030248	SSF57180;SSF49899	SM00236	mobidb-lite	G3DSA:2.70.100.10	PS51164	PF00734;PF00840	NA	PS00562	PR00734	cd07999	NA	NA	NA	NA	NA
KKP02996.1	IPR036460	GO:0005507;GO:0008131;GO:0009308;GO:0048038;GO:0055114	SSF49998;SSF54416	NA	mobidb-lite	G3DSA:3.10.450.40;G3DSA:2.70.98.20	NA	PF02728;PF01179	Reactome: R-HSA-211945	PS01164	NA	NA	NA	Coil	NA	NA	NA
KKP04020.1	IPR011679	GO:0005783;GO:0045454;GO:0016853	SSF52833;SSF47933	NA	NA	G3DSA:3.40.30.10;G3DSA:1.20.1150.12	PS51352	PF07749;PF00085	NA	PS00194	PR00421	cd00238;cd02998	NA	NA	TIGR01126	NA	NA
KKP03862.1	NA	NA	NA	NA	mobidb-lite	G3DSA:3.30.710.10	NA	NA	NA	NA	NA	cd18316	NA	NA	NA	NA	NA
KKO98140.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO99103.1	IPR008554	NA	SSF52833	NA	NA	G3DSA:3.40.30.10	NA	PF05768	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP04963.1	IPR002110	GO:0005515;GO:0003700;GO:0006355	SSF48403	NA	mobidb-lite	G3DSA:1.25.40.20	PS50088;PS50297	PF12796	NA	PS00036	NA	cd14688	NA	Coil	NA	NA	NA
KKP02563.1	IPR007867	GO:0016614;GO:0055114;GO:0050660	SSF51905;SSF54373	NA	NA	G3DSA:3.30.560.10;G3DSA:3.50.50.60	NA	PF05199;PF00732	Reactome: R-HSA-6798163	PS00624	NA	NA	PIRSF000137	NA	NA	NA	NA
KKP07759.1	IPR000172	GO:0016614;GO:0050660;GO:0055114	SSF51905;SSF54373	NA	NA	G3DSA:3.30.560.10;G3DSA:3.50.50.60	NA	PF00732;PF05199	Reactome: R-HSA-6798163	PS00623;PS00624	NA	NA	PIRSF000137	NA	NA	NA	NA
KKP06678.1	IPR013087	GO:0003676;GO:0003677;GO:0005634;GO:0006351;GO:0008270	SSF57667	SM00355	mobidb-lite	G3DSA:3.30.160.60	PS50157	PF04082	NA	PS00028	NA	NA	NA	NA	NA	NA	NA
KKP02685.1	IPR001494	GO:0006886;GO:0008536	SSF48371	SM00913	NA	G3DSA:1.25.10.10	PS50166	PF03810;PF08389	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO99489.1	IPR029033	NA	SSF53254	NA	NA	G3DSA:3.40.50.1240	NA	PF00300	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP04648.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP02881.1	IPR005822	GO:0003735;GO:0005840;GO:0006412	SSF52161	NA	NA	G3DSA:3.90.1180.10	NA	PF00572	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	cd00392	PIRSF002181	NA	TIGR01066	MF_01366	NA
KKP04971.1	IPR013766	GO:0045454	SSF52833	NA	NA	G3DSA:3.40.30.10	PS51352	PF00085	NA	NA	PR00421	cd02947	NA	NA	NA	NA	NA
KKP07846.1	IPR002110	GO:0005515	SSF48403	SM00248	mobidb-lite	G3DSA:1.25.40.20	PS50088;PS50297	PF12796	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP04452.1	IPR010730	NA	NA	NA	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO96805.1	IPR000210	GO:0005515	SSF54695	NA	mobidb-lite	G3DSA:3.30.710.10	PS50097	PF00651	NA	NA	NA	cd18186	NA	NA	NA	NA	NA
KKP04583.1	IPR006167	GO:0003697;GO:0004520;GO:0006281;GO:0003677;GO:0004518	SSF47781;SSF52980	SM00891	mobidb-lite	G3DSA:3.40.50.10130;G3DSA:1.10.150.20	NA	PF02732	Reactome: R-HSA-5685938|Reactome: R-HSA-5696395|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6783310	NA	NA	NA	NA	Coil	TIGR00596	NA	NA
KKP05204.1	IPR030395	GO:0006629;GO:0008081	SSF51695	NA	NA	NA	PS51704	PF03009	NA	NA	NA	cd08570	NA	NA	NA	NA	NA
KKP01279.1	IPR008928	GO:0003824	SSF48208	NA	NA	NA	NA	PF07944	NA	NA	NA	NA	NA	Coil	NA	NA	NA
KKP07431.1	IPR002108	GO:0003779;GO:0042026;GO:0005524;GO:0015629;GO:0030042;GO:0006457	SSF52029;SSF54849;SSF55753;SSF48592	SM00102	NA	G3DSA:3.30.260.10;G3DSA:1.10.560.10;G3DSA:3.40.20.10;G3DSA:3.50.7.10	PS51263	PF00118;PF00241	Reactome: R-HSA-1268020|Reactome: R-HSA-8869496	PS00296	PR00298	cd03344;cd11286	NA	NA	TIGR02348	MF_00600	NA
KKP06785.1	IPR037278	GO:0005096;GO:0005515	SSF57863;SSF46934	SM00165;SM00105	mobidb-lite	G3DSA:1.10.8.10;G3DSA:3.30.40.160	PS50030;PS50115	PF01412	NA	NA	PR00405	cd08204	NA	NA	NA	NA	NA
KKP00700.1	IPR018083	GO:0016628;GO:0055114;GO:0016020;GO:0016126	NA	NA	NA	G3DSA:1.20.120.1630	NA	PF01222	NA	PS01017;PS01018	NA	NA	NA	NA	NA	NA	NA
KKP03984.1	IPR000845	GO:0003824;GO:0009116	SSF53167	NA	NA	NA	NA	PF01048	NA	NA	NA	cd09008	NA	NA	NA	NA	NA
KKO99907.1	IPR002401	GO:0005506;GO:0016705;GO:0020037;GO:0055114	SSF48264	NA	NA	G3DSA:1.10.630.10	NA	PF00067	NA	PS00086	PR00463;PR00385	NA	NA	NA	NA	NA	NA
KKP04423.1	IPR021848	NA	NA	NA	NA	NA	NA	PF11927	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP06836.1	IPR036908	NA	SSF50685	NA	NA	G3DSA:2.40.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO97804.1	IPR004843	GO:0016787	SSF56300	NA	NA	NA	NA	PF00149	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP07839.1	IPR036736	GO:0008610;GO:0003824	SSF47336;SSF51735;SSF56801	NA	NA	G3DSA:1.10.1200.10;G3DSA:3.40.50.720;G3DSA:3.40.50.12780	PS50075	PF00550;PF07993;PF00501	Reactome: R-HSA-9640463	PS00012;PS00455	NA	cd05931;cd04433	NA	NA	NA	NA	NA
KKO99654.1	IPR036651	GO:0004356;GO:0006542;GO:0006807;GO:0003824	SSF54368;SSF55931	SM01230	NA	G3DSA:3.10.20.70;G3DSA:3.30.590.40	NA	PF03951;PF00120	KEGG: 00220+6.3.1.2|KEGG: 00250+6.3.1.2|KEGG: 00630+6.3.1.2|KEGG: 00910+6.3.1.2|MetaCyc: PWY-381|MetaCyc: PWY-5675|MetaCyc: PWY-6549|MetaCyc: PWY-6963|MetaCyc: PWY-6964	PS00181;PS00180	NA	NA	NA	NA	NA	NA	NA
KKP00486.1	IPR012312		NA	NA	NA	G3DSA:1.20.120.520	NA	PF01814	Reactome: R-HSA-390471|Reactome: R-HSA-8951664|Reactome: R-HSA-917937|Reactome: R-HSA-983168	NA	NA	cd12108	NA	NA	NA	NA	NA
KKO98362.1	IPR005828	GO:0016021;GO:0022857;GO:0055085	SSF103473	NA	NA	G3DSA:1.20.1250.20	PS50850	PF00083	NA	NA	NA	cd17356	NA	NA	NA	NA	NA
KKP03715.1	IPR013900	NA	NA	NA	mobidb-lite	NA	NA	PF08591	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP03723.1	IPR010730	NA	NA	NA	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP02210.1	IPR011707	GO:0005507;GO:0055114;GO:0016491	SSF49503	NA	NA	G3DSA:2.60.40.420	NA	PF07732;PF00394;PF07731	NA	PS00080;PS00079	NA	cd13850;cd13876;cd13898	NA	NA	NA	NA	NA
KKO97654.1	IPR003480	GO:0016747	NA	NA	NA	G3DSA:3.30.559.10	NA	PF02458	Reactome: R-HSA-389661	NA	NA	NA	NA	NA	NA	NA	NA
KKO97725.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP02183.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	SSF57701	SM00906;SM00066	mobidb-lite	G3DSA:4.10.240.10	PS50048	PF00172;PF04082	NA	PS00463	NA	cd12148;cd00067	NA	Coil	NA	NA	NA
KKP06282.1	IPR022673	GO:0005524;GO:0005975;GO:0016773;GO:0001678;GO:0004396;GO:0005536;GO:0006096	SSF53067	NA	NA	G3DSA:3.30.420.40;G3DSA:3.40.367.20	PS51748	PF03727;PF00349	KEGG: 00010+2.7.1.1|KEGG: 00051+2.7.1.1|KEGG: 00052+2.7.1.1|KEGG: 00500+2.7.1.1|KEGG: 00520+2.7.1.1|KEGG: 00521+2.7.1.1|KEGG: 00524+2.7.1.1|Reactome: R-HSA-70171	PS00378	PR00475	cd00012	NA	NA	NA	NA	NA
KKO97943.1	IPR002110	GO:0005515	SSF48403	SM00248	mobidb-lite	G3DSA:1.25.40.20	PS50088;PS50297	PF12796	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP05106.1	IPR002889	NA	NA	NA	mobidb-lite	NA	PS51212	PF01822	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP00264.1	IPR000399	GO:0000287;GO:0030976;GO:0003984;GO:0009082;GO:0050660;GO:0003824	SSF52518;SSF52467	NA	mobidb-lite	G3DSA:3.40.50.970;G3DSA:3.40.50.1220	NA	PF00205;PF02775;PF02776	KEGG: 00290+2.2.1.6|KEGG: 00650+2.2.1.6|KEGG: 00660+2.2.1.6|KEGG: 00770+2.2.1.6|MetaCyc: PWY-5101|MetaCyc: PWY-5103|MetaCyc: PWY-5104|MetaCyc: PWY-5938|MetaCyc: PWY-5939|MetaCyc: PWY-6389|MetaCyc: PWY-7111	PS00187	NA	cd02015;cd07035	NA	NA	TIGR00118	NA	NA
KKO99695.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
KKP03913.1	IPR021894	GO:0005515	SSF81383	SM00256	mobidb-lite	G3DSA:1.20.1280.50	PS50181	PF12014;PF12937	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP07381.1	IPR013083	GO:0005515;GO:0004842;GO:0016567	SSF48452;SSF57850	SM00028;SM00504	NA	G3DSA:3.30.40.10;G3DSA:1.25.40.10	PS50293;PS51698	PF04564	MetaCyc: PWY-7511	NA	NA	cd16654	NA	Coil	NA	NA	NA
KKP07564.1	IPR001025	GO:0003682;GO:0003677	SSF46689;SSF57903	SM00439;SM00717;SM00249	mobidb-lite	G3DSA:3.30.40.10;G3DSA:1.10.10.60;G3DSA:2.30.30.490	PS51156;PS51805;PS50016;PS51038;PS51293	PF13831;PF13832;PF01426	NA	PS01359	NA	NA	NA	Coil	NA	NA	NA
KKP04640.1	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	SM00906	mobidb-lite	NA	NA	PF04082	NA	NA	NA	cd12148	NA	NA	NA	NA	NA
KKP06748.1	IPR036291		SSF51735	NA	NA	G3DSA:3.40.50.720;G3DSA:3.90.25.10	NA	PF05368	Reactome: R-HSA-70635	NA	NA	NA	NA	NA	NA	NA	NA
KKP00212.1	IPR002734	GO:0008703;GO:0009231;GO:0055114	SSF53597	NA	NA	G3DSA:3.40.430.10	NA	PF01872	Reactome: R-HSA-196757	NA	NA	NA	NA	NA	NA	NA	NA
KKP03518.1	IPR040720	NA	NA	NA	NA	G3DSA:2.70.98.30;G3DSA:2.80.10.50	NA	PF17652;PF03639	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP03400.1	IPR036612	GO:0003723	SSF54791	NA	mobidb-lite	G3DSA:3.30.1370.10	NA	PF17903	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA
KKP05012.1	IPR011249	GO:0003824;GO:0046872;GO:0004222;GO:0006508	SSF63411	NA	NA	G3DSA:3.30.830.10	NA	PF00675;PF05193	NA	PS00143	NA	NA	NA	NA	NA	NA	NA
KKP03198.1	IPR005024	GO:0007034	NA	NA	mobidb-lite	NA	NA	PF03357	NA	NA	NA	NA	NA	Coil	NA	NA	NA
KKP04782.1	IPR007502	GO:0004386;GO:0003676;GO:0005524	SSF52540	SM00847;SM00490;SM00487	mobidb-lite	G3DSA:1.20.120.1080;G3DSA:3.40.50.300	PS51194;PS51192	PF00270;PF07717;PF00271;PF04408	NA	PS00690	NA	cd17982;cd18791	NA	Coil	NA	NA	NA
KKP00122.1	IPR005828	GO:0016021;GO:0022857;GO:0055085;GO:0016020	SSF103473	NA	NA	G3DSA:1.20.1250.20	PS50850	PF00083	Reactome: R-HSA-189200	PS00217;PS00216	PR00171	cd17356	NA	NA	TIGR00879	NA	NA
KKO97972.1	IPR013922	GO:0000079;GO:0019901	NA	NA	mobidb-lite	G3DSA:1.10.472.10	NA	PF08613	NA	NA	NA	NA	NA	Coil	NA	NA	NA
KKP07612.1	IPR019727	GO:0000276;GO:0015986	NA	NA	NA	NA	NA	PF10791	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP03972.1	IPR021858	NA	NA	NA	mobidb-lite	NA	NA	PF11951	NA	NA	NA	NA	NA	Coil	NA	NA	NA
KKP07882.1	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114	SSF48264	NA	NA	G3DSA:1.10.630.10	NA	PF00067	NA	PS00086	PR00385;PR00463	NA	NA	NA	NA	NA	NA
KKO96772.1	IPR022127	NA	NA	NA	mobidb-lite	NA	NA	PF12400	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO98641.1	IPR029070	GO:0008061;GO:0005975	SSF51445;SSF54556	SM00636	NA	G3DSA:3.10.50.10;G3DSA:3.20.20.80	NA	PF00704	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	NA	PR00551	NA	NA	NA	NA	NA	NA
KKO97520.1	IPR029058	NA	SSF53474	NA	NA	G3DSA:3.40.50.1820	NA	PF00135	NA	PS00941;PS00122	NA	NA	NA	NA	NA	NA	NA
KKO96466.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP03361.1	IPR007130	GO:0016747	NA	NA	mobidb-lite	NA	NA	PF03982	NA	NA	NA	cd07987	NA	NA	NA	NA	NA
KKP00220.1	IPR005301	NA	SSF101152	SM01388	mobidb-lite	G3DSA:1.20.140.30	NA	PF03637	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP02494.1	IPR022812	GO:0003924;GO:0005525	SSF52540	SM00053	NA	G3DSA:3.40.50.300	PS51718;PS51388	PF02212;PF01031;PF00350	NA	NA	PR00195	cd08771	NA	Coil	NA	NA	NA
KKO99564.1	IPR036188	GO:0016491;GO:0055114	SSF51905	NA	NA	G3DSA:3.50.50.60	NA	PF07992	NA	NA	PR00368;PR00469	NA	NA	Coil	NA	NA	NA
KKP00176.1	IPR020846	GO:0055085	SSF103473	NA	mobidb-lite	G3DSA:1.20.1250.20	PS50850	PF07690	NA	NA	NA	cd17327	NA	NA	NA	NA	NA
KKO97533.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
KKP05214.1	IPR036875	GO:0003676;GO:0008270	SSF57756	SM00343	mobidb-lite	G3DSA:4.10.60.10	PS50158	PF00098	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP01697.1	IPR011701	GO:0055085	SSF103473	NA	mobidb-lite	G3DSA:1.20.1720.10;G3DSA:1.20.1250.20	PS50850	PF07690	NA	NA	NA	cd17476	NA	NA	NA	NA	NA
KKO97168.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO99588.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKP05419.1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KKO98983.1	IPR036291	GO:0003854;GO:0006694;GO:0016616;GO:0055114	SSF51735	NA	NA	G3DSA:3.40.50.720	NA	PF01073	NA	NA	NA	NA	NA	NA	NA	NA	NA
