Gene	interpro	Gene3D	SUPERFAMILY	Pfam	PRINTS	MobiDBLite	Coils	CDD	GO	PATHWAY	ProSitePatterns	SMART	ProSiteProfiles	PIRSF	TIGRFAM	Hamap	SFLD
PTB68510.1	IPR038716	G3DSA:1.10.10.1410	NA	PF00428	NA	NA	NA	cd05831		Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	NA
PTB64707.1	IPR011990	G3DSA:1.25.40.10	SSF48452	NA	NA	NA	NA	NA	GO:0005515	NA	NA	SM00028	NA	NA	NA	NA	NA
PTB61581.1	NA	NA	NA	NA	NA	mobidb-lite	NA	cd12148	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB68944.1	IPR016040	G3DSA:3.40.50.720	SSF51735	PF13460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB68541.1	IPR037396	G3DSA:3.10.120.10;G3DSA:3.20.20.70	SSF55856;SSF51395	PF01070;PF00173	PR00363	NA	NA	NA	GO:0016491;GO:0003824	Reactome: R-HSA-9033241	NA	SM01117	PS51349;PS50255	NA	NA	NA	NA
PTB61456.1	IPR004313	G3DSA:2.60.120.10	SSF51182	PF03079	NA	NA	NA	NA	GO:0010309;GO:0055114	KEGG: 00270+1.13.11.54|MetaCyc: PWY-4361|Reactome: R-HSA-1237112	NA	NA	NA	NA	NA	NA	NA
PTB62535.1	IPR016166	G3DSA:3.30.43.10;G3DSA:3.30.465.10;G3DSA:3.40.462.20	SSF56176	PF01565	NA	NA	NA	NA	GO:0071949;GO:0016491;GO:0050660;GO:0055114	NA	NA	NA	PS51387	NA	NA	NA	NA
PTB70968.1	IPR003010	G3DSA:3.60.110.10	SSF56317	PF00795	NA	NA	NA	cd07572	GO:0006807	NA	NA	NA	PS50263	NA	NA	NA	NA
PTB66467.1	IPR041991	G3DSA:2.30.30.770	SSF50104	PF01777	NA	NA	NA	cd06090	GO:0003735;GO:0005840;GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS01107	NA	NA	NA	NA	NA	NA
PTB66453.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64631.1	IPR002423	G3DSA:3.50.7.10;G3DSA:3.30.260.10;G3DSA:1.10.560.10	SSF48592;SSF54849;SSF52029	PF00118	PR00304	NA	NA	cd03339	GO:0005524;GO:0006457;GO:0051082	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-6814122	PS00751;PS00750;PS00995	NA	NA	NA	TIGR02343	NA	NA
PTB67094.1	IPR014756	G3DSA:2.60.40.640	SSF81296	PF00339	NA	mobidb-lite	Coil	NA	NA	NA	NA	SM01017	NA	NA	NA	NA	NA
PTB65678.1	IPR007219	NA	NA	PF04082	NA	mobidb-lite	NA	cd12148	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	NA	NA	NA	NA	NA	NA	NA
PTB68821.1	IPR031468	G3DSA:2.60.40.150	SSF49562	PF00168	NA	mobidb-lite	NA	cd04052;cd04041	GO:0008289;GO:0061817	NA	NA	SM00239	PS51847;PS50004	NA	NA	NA	NA
PTB63501.1	IPR025676	NA	NA	PF14420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65190.1	IPR027417	G3DSA:3.40.50.300	SSF52540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64959.1	IPR011009	G3DSA:3.90.1200.10	SSF56112	PF01636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67301.1	IPR000630	G3DSA:3.30.1370.30;G3DSA:3.30.1490.10	SSF56047	PF00410	NA	NA	NA	NA	GO:0003735;GO:0005840;GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS00053	NA	NA	NA	NA	NA	NA
PTB69886.1	IPR027417	G3DSA:1.10.1580.10;G3DSA:3.40.50.300	SSF52540	PF08701;PF01926	PR00326	mobidb-lite	Coil	cd04178	GO:0005525	Reactome: R-HSA-6791226	NA	NA	PS51721	NA	NA	NA	NA
PTB64904.1	IPR001650	G3DSA:1.20.272.40;G3DSA:1.20.58.1080;G3DSA:3.40.50.300	SSF52540	PF18147;PF12513;PF00271	NA	mobidb-lite	NA	cd18805;cd17913	GO:0016817	NA	NA	SM00490	PS51194;PS51192	NA	NA	NA	NA
PTB64780.1	IPR007526	G3DSA:1.10.10.780;G3DSA:1.10.10.60;G3DSA:3.30.60.90	SSF57850;SSF46689	PF04433;PF00249;PF00569	NA	mobidb-lite	Coil	cd02335	GO:0005515;GO:0008270;GO:0003677;GO:0003713;GO:0006357;GO:0035065	Reactome: R-HSA-3214847	PS01357	SM00291;SM00717	PS51293;PS50135;PS50934	PIRSF025024	NA	NA	NA
PTB62925.1	IPR015915	G3DSA:2.120.10.80	SSF50965	PF13854	NA	mobidb-lite	NA	NA	GO:0005515	NA	NA	NA	NA	NA	NA	NA	NA
PTB64012.1	IPR014876	G3DSA:3.10.120.10	SSF109715;SSF55856;SSF52540;SSF53448	PF08766;PF03142;PF00173;PF00063	NA	mobidb-lite	NA	cd14879	GO:0003774;GO:0005524;GO:0016459	KEGG: 00520+2.4.1.16|MetaCyc: PWY-6981	NA	SM01117;SM00242	PS51456;PS50255	NA	NA	NA	NA
PTB64182.1	IPR021463	NA	NA	PF11312	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB69974.1	IPR013130	NA	SSF52343	PF01794;PF08022;PF08030	NA	mobidb-lite	NA	cd06186	GO:0016491;GO:0055114	NA	NA	NA	PS51384	NA	NA	NA	SFLDS00052;SFLDG01168
PTB63989.1	NA	NA	SSF103481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB69920.1	IPR008978	NA	SSF49764	PF00011	NA	mobidb-lite	NA	cd06464	NA	NA	NA	NA	PS01031	NA	NA	NA	NA
PTB68096.1	IPR006680	G3DSA:3.20.20.140	SSF51556	PF04909	NA	NA	NA	NA	GO:0016787	NA	NA	NA	NA	NA	NA	NA	NA
PTB70396.1	IPR036775	G3DSA:2.30.40.30;G3DSA:3.30.1490.100;G3DSA:3.30.70.270;G3DSA:1.10.150.20	SSF56672;SSF100879	PF18439;PF00817;PF11799	NA	mobidb-lite	NA	NA	GO:0003684;GO:0006281;GO:0003676	Reactome: R-HSA-5656169	PS00028	NA	PS50157;PS50173	PIRSF036603	NA	NA	NA
PTB65906.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB62485.1	IPR018827	NA	NA	PF10355;PF10348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67282.1	IPR001910	G3DSA:3.90.245.10	SSF53590	PF01156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64357.1	IPR029055	G3DSA:3.60.20.10	SSF56235	PF10584;PF00227	NA	mobidb-lite	NA	cd03755	GO:0004175;GO:0006511;GO:0019773;GO:0004298;GO:0005839;GO:0051603	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-75815|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	PS00388	SM00948	PS51475	NA	NA	NA	NA
PTB67936.1	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB68386.1	IPR000073	G3DSA:3.40.50.1820	SSF53474	PF00561;PF08386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB68656.1	IPR004038	G3DSA:3.30.1330.30	SSF55315	PF01248	NA	NA	NA	NA	GO:0003723;GO:0003735;GO:0022625	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS00993;PS00709	NA	NA	NA	NA	MF_00481	NA
PTB64673.1	IPR010140	G3DSA:3.20.20.140	SSF89550	PF02811	NA	NA	NA	cd12110	GO:0000105;GO:0004401;GO:0003824	KEGG: 00340+3.1.3.15	NA	NA	NA	NA	TIGR01856	NA	NA
PTB62985.1	IPR029070	G3DSA:3.30.60.10;G3DSA:3.10.350.10;G3DSA:3.20.20.80;G3DSA:3.10.50.10	SSF54556;SSF54106;SSF57016;SSF51445	PF00704;PF01476	NA	mobidb-lite	NA	cd00118;cd02878;cd00035	GO:0008061;GO:0005975	NA	NA	SM00636;SM00257	PS51782	NA	NA	NA	NA
PTB64311.1	IPR002889	NA	NA	PF01822	NA	mobidb-lite	NA	NA	NA	NA	NA	SM00321	PS51212	NA	NA	NA	NA
PTB68871.1	IPR007651	NA	SSF56784	PF04571;PF08235	NA	mobidb-lite	NA	NA		KEGG: 00561+3.1.3.4|KEGG: 00564+3.1.3.4|KEGG: 00565+3.1.3.4|KEGG: 00600+3.1.3.4|MetaCyc: PWY-6453|MetaCyc: PWY-7782|MetaCyc: PWY-8051|MetaCyc: PWY-8052|MetaCyc: PWY-8053|MetaCyc: PWY-8055|Reactome: R-HSA-1483191|Reactome: R-HSA-1483213|Reactome: R-HSA-4419969|Reactome: R-HSA-75109	NA	SM00775	NA	NA	NA	NA	NA
PTB63200.1	IPR036259	G3DSA:1.20.1250.20	SSF103473	PF07690	NA	NA	NA	cd17352	GO:0055085	NA	NA	NA	PS50850	NA	NA	NA	NA
PTB62624.1	IPR011051	G3DSA:2.60.120.10	SSF51182	PF12973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB70055.1	IPR031342	NA	NA	PF17119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64419.1	IPR002509	G3DSA:3.20.20.370	SSF88713	PF01522	NA	NA	Coil	cd10958	GO:0005975;GO:0016810;GO:0003824	NA	NA	NA	PS51677	NA	NA	NA	NA
PTB66761.1	IPR020904	G3DSA:3.40.50.720	SSF51735	PF00106	PR00081;PR00080	NA	NA	cd05374	GO:0016491	NA	PS00061	NA	NA	NA	NA	NA	NA
PTB61723.1	IPR013057	NA	NA	PF01490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB70976.1	IPR000988	G3DSA:2.30.170.20	SSF57716	PF01246	NA	mobidb-lite	NA	cd00472	NA	NA	NA	SM00746	NA	NA	NA	NA	NA
PTB65167.1	IPR020574	G3DSA:3.30.230.10	SSF54211	PF00380	NA	NA	NA	NA	GO:0003735;GO:0005840;GO:0006412	NA	PS00360	NA	NA	NA	NA	NA	NA
PTB67765.1	IPR013926	G3DSA:3.30.2380.10	SSF143870	PF08617	NA	NA	NA	NA		Reactome: R-HSA-6782315	NA	NA	NA	NA	NA	NA	NA
PTB63826.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB69345.1	IPR036770	G3DSA:1.25.40.20	SSF48403	PF12796	PR01415	mobidb-lite	NA	NA	GO:0005515	NA	NA	SM00248	PS50088;PS50297	NA	NA	NA	NA
PTB70858.1	IPR017441	G3DSA:3.30.200.20;G3DSA:1.10.510.10	SSF56112	PF00069	PR01773	NA	NA	cd07856	GO:0005524;GO:0004707;GO:0006468;GO:0004672;GO:0051403	KEGG: 04150+2.7.11.24|Reactome: R-HSA-168638|Reactome: R-HSA-171007|Reactome: R-HSA-376172|Reactome: R-HSA-4420097	PS00107;PS01351;PS00108	SM00220	PS50011	PIRSF000654	NA	NA	NA
PTB68519.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB63124.1	IPR007361	G3DSA:2.170.150.40	NA	PF04248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB62730.1	IPR029044	G3DSA:3.90.550.20	SSF53448	PF05704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB63446.1	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB66529.1	IPR002347	G3DSA:3.40.50.720	SSF51735	PF00106	PR00081;PR00080	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB62643.1	IPR016715	G3DSA:3.40.50.1820	SSF53474	PF03403	NA	mobidb-lite	NA	NA	GO:0003847;GO:0016042	KEGG: 00565+3.1.1.47	NA	NA	NA	PIRSF018169	NA	NA	NA
PTB65163.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB63162.1	IPR005024	NA	NA	PF03357	NA	NA	Coil	NA	GO:0007034	NA	NA	NA	NA	NA	NA	NA	NA
PTB62415.1	IPR036188	G3DSA:3.50.50.60;G3DSA:3.30.560.10	SSF54373;SSF51905	PF00732;PF05199	NA	NA	NA	NA	GO:0016614;GO:0050660;GO:0055114	Reactome: R-HSA-6798163	PS00624;PS00623	NA	NA	PIRSF000137	NA	NA	NA
PTB64873.1	IPR021858	G3DSA:4.10.240.10	SSF57701	PF11951	NA	mobidb-lite	NA	cd00067	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	NA	NA	NA	NA	NA	NA
PTB69438.1	IPR001356	G3DSA:1.10.10.60	SSF46689	PF00046	NA	mobidb-lite	NA	cd00086	GO:0003677;GO:0006355;GO:0043565	NA	PS00027	SM00389	PS50071	NA	NA	NA	NA
PTB65944.1	IPR001611	G3DSA:3.80.10.10	SSF52058	PF12799	NA	mobidb-lite	NA	NA	GO:0005515	NA	NA	SM00365;SM00369	PS51450	NA	NA	NA	NA
PTB61752.1	IPR022105	NA	NA	PF12359;PF12340	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67683.1	IPR001810	NA	SSF81383	PF00646	NA	NA	NA	NA	GO:0005515	NA	NA	SM00256	PS50181	NA	NA	NA	NA
PTB67001.1	IPR000056	G3DSA:3.20.20.70	SSF51366	PF00834	NA	NA	NA	cd00429	GO:0005975;GO:0016857;GO:0003824;GO:0004750;GO:0006098	KEGG: 00030+5.1.3.1|KEGG: 00040+5.1.3.1|KEGG: 00710+5.1.3.1|MetaCyc: PWY-1861|MetaCyc: PWY-5723|Reactome: R-HSA-71336	PS01085;PS01086	NA	NA	PIRSF001461	NA	NA	NA
PTB68211.1	IPR011701	G3DSA:1.20.1250.20;G3DSA:1.20.1720.10	SSF103473	PF07690	PR01036	mobidb-lite	Coil	cd17502	GO:0055085	NA	NA	NA	PS50850	NA	NA	NA	NA
PTB62580.1	IPR037518	G3DSA:3.40.140.10	NA	PF01398	NA	NA	Coil	cd08065	GO:0005515;GO:0003743;GO:0005737;GO:0005852	Reactome: R-HSA-156827|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706	NA	SM00232	PS50249	NA	NA	MF_03007	NA
PTB65852.1	IPR036291	G3DSA:3.40.50.720;G3DSA:3.30.360.10	SSF51735;SSF55347	PF01408	NA	NA	NA	NA	GO:0016491	NA	NA	NA	NA	NA	NA	NA	NA
PTB65270.1	IPR011044	NA	SSF50969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65520.1	IPR036188	G3DSA:3.50.50.60;G3DSA:3.40.30.120;G3DSA:3.30.9.50	SSF51905;SSF54373	PF01494	PR00420	NA	NA	NA	GO:0071949	NA	NA	NA	NA	NA	NA	NA	NA
PTB67527.1	IPR014352	G3DSA:1.20.80.10	SSF47027	PF00887	NA	mobidb-lite	Coil	NA	GO:0000062	NA	NA	NA	PS51228	NA	NA	NA	NA
PTB63235.1	IPR003663	G3DSA:1.20.1250.20	SSF103473	PF00083	NA	NA	NA	cd17356	GO:0016020;GO:0022857;GO:0055085;GO:0016021	Reactome: R-HSA-189200	PS00217	NA	PS50850	NA	TIGR00879	NA	NA
PTB68153.1	IPR004695	G3DSA:1.50.10.150	NA	PF03595	NA	NA	NA	cd09317	GO:0016021;GO:0055085;GO:0015140;GO:0071423	NA	NA	NA	NA	NA	NA	NA	NA
PTB70442.1	IPR006050	G3DSA:3.40.50.620	SSF52425	PF00875	NA	NA	NA	NA		Reactome: R-HSA-400253	NA	NA	PS51645	NA	NA	NA	NA
PTB63422.1	NA	NA	NA	PF16015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64181.1	IPR009014	G3DSA:3.40.50.920;G3DSA:3.40.50.970	SSF52922;SSF52518	PF02780;PF02779;PF00456	NA	NA	NA	cd02012;cd07033	GO:0003824;GO:0004802	KEGG: 00730+2.2.1.7|KEGG: 00900+2.2.1.7|MetaCyc: PWY-6891|MetaCyc: PWY-6892|MetaCyc: PWY-7560	PS00801;PS00802	SM00861	NA	NA	TIGR00232	NA	NA
PTB64855.1	IPR010730	NA	NA	PF06985	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB66001.1	IPR008928	NA	SSF48208	PF03663	NA	mobidb-lite	NA	NA	GO:0003824	NA	NA	NA	NA	NA	NA	NA	NA
PTB70886.1	IPR001452	G3DSA:2.30.30.40	SSF50044	PF14604	NA	mobidb-lite	NA	cd11854	GO:0005515	NA	NA	SM00326	PS50002	NA	NA	NA	NA
PTB66794.1	IPR017981	G3DSA:1.20.1070.10	SSF81321	PF00002	NA	NA	NA	cd13952	GO:0004888;GO:0007166;GO:0016021;GO:0004930;GO:0007186	NA	NA	NA	PS50261	NA	NA	NA	NA
PTB68818.1	IPR005668	G3DSA:3.20.20.70;G3DSA:3.30.160.270	SSF51569;SSF89000;SSF110921	PF08502;PF00682	NA	NA	NA	cd07942	GO:0003852;GO:0009098;GO:0019752;GO:0046912;GO:0003824	KEGG: 00290+2.3.3.13|KEGG: 00620+2.3.3.13|MetaCyc: PWY-6871	PS00816;PS00815	SM00917	PS50991	NA	TIGR00970	MF_00572	NA
PTB65362.1	IPR000850	G3DSA:3.40.50.300	SSF52540	PF00406	PR00094	NA	NA	cd01428	GO:0005524;GO:0006139;GO:0019205;GO:0004127;GO:0006207;GO:0006221;GO:0009041	KEGG: 00230+2.7.4.3|KEGG: 00730+2.7.4.3|MetaCyc: PWY-7219|Reactome: R-HSA-499943	PS00113	NA	NA	NA	TIGR01359	MF_00235;MF_03172	NA
PTB66975.1	IPR000254	G3DSA:3.20.20.80	SSF51445;SSF57180	PF00734;PF00150	NA	mobidb-lite	NA	NA	GO:0005576;GO:0005975;GO:0030248;GO:0004553	NA	PS00562	SM00236	PS51164	NA	NA	NA	NA
PTB62432.1	IPR002014	G3DSA:2.60.40.1230;G3DSA:1.20.58.160;G3DSA:1.20.5.170;G3DSA:1.25.40.90	SSF49348;SSF48464;SSF89009	PF00790;PF18308;PF03127;PF02883	NA	mobidb-lite	Coil	cd14235;cd16998	GO:0006886;GO:0016192	Reactome: R-HSA-8854214|Reactome: R-HSA-977225	NA	SM00809;SM00288	PS50180;PS50909;PS50179	NA	NA	NA	NA
PTB70390.1	NA	NA	NA	PF08592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67206.1	IPR011004	G3DSA:2.160.10.10	SSF51161	PF00132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67038.1	IPR000330	G3DSA:3.40.50.300;G3DSA:3.40.50.10810	SSF52540	PF00176;PF00271	NA	mobidb-lite	NA	cd18793;cd18008	GO:0005524	NA	NA	SM00487	PS51194;PS51192	NA	NA	NA	NA
PTB67064.1	IPR001128	G3DSA:1.10.630.10	SSF48264	PF00067	PR00385;PR00465	NA	NA	NA	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	NA	PS00086	NA	NA	NA	NA	NA	NA
PTB63641.1	IPR002307	G3DSA:1.10.240.10;G3DSA:3.40.50.620	SSF52374	PF00579	PR01040	mobidb-lite	NA	NA	GO:0000166;GO:0004831;GO:0005524;GO:0006437;GO:0004812;GO:0006418	KEGG: 00970+6.1.1.1	NA	NA	NA	PIRSF006588	TIGR00234	NA	NA
PTB68068.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB68191.1	IPR009071	G3DSA:1.10.30.10	SSF47095	PF00505	NA	mobidb-lite	NA	cd01390	NA	NA	NA	SM00398	PS50118	NA	NA	NA	NA
PTB63723.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB69484.1	IPR013943	NA	NA	PF08634	NA	mobidb-lite	Coil	NA	GO:0000959;GO:0005739	NA	NA	NA	NA	NA	NA	NA	NA
PTB63649.1	IPR001509	G3DSA:3.40.50.720	SSF51735	PF01370	NA	NA	NA	NA	GO:0003824;GO:0050662	NA	NA	NA	NA	NA	NA	NA	NA
PTB63740.1	IPR009011	G3DSA:2.70.130.10	SSF50911	PF09451	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	PS51257	NA	NA	NA	NA
PTB69249.1	IPR007219	NA	NA	PF04082	NA	NA	Coil	cd12148	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	NA	SM00906	NA	NA	NA	NA	NA
PTB70993.1	IPR019727	NA	NA	PF10791	NA	NA	NA	NA	GO:0000276;GO:0015986	NA	NA	NA	NA	NA	NA	NA	NA
PTB70046.1	IPR019049	NA	NA	PF09531	NA	NA	Coil	NA		Reactome: R-HSA-1169408|Reactome: R-HSA-159227|Reactome: R-HSA-159230|Reactome: R-HSA-159231|Reactome: R-HSA-159236|Reactome: R-HSA-165054|Reactome: R-HSA-168271|Reactome: R-HSA-168276|Reactome: R-HSA-168325|Reactome: R-HSA-168333|Reactome: R-HSA-170822|Reactome: R-HSA-180746|Reactome: R-HSA-180910|Reactome: R-HSA-191859|Reactome: R-HSA-3108214|Reactome: R-HSA-3232142|Reactome: R-HSA-3301854|Reactome: R-HSA-3371453|Reactome: R-HSA-4085377|Reactome: R-HSA-4551638|Reactome: R-HSA-4570464|Reactome: R-HSA-4615885|Reactome: R-HSA-5578749|Reactome: R-HSA-5619107|Reactome: R-HSA-6784531	NA	NA	NA	NA	NA	NA	NA
PTB65617.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64271.1	IPR025423	NA	NA	PF13664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB70583.1	IPR013766	G3DSA:3.40.30.10	SSF52833	PF00085	NA	mobidb-lite	NA	cd02961	GO:0045454	NA	PS00194	NA	PS51352	NA	NA	NA	NA
PTB63352.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64147.1	IPR036249	G3DSA:3.40.30.10	SSF52833	PF00085;PF00462	NA	NA	NA	cd03028;cd02984	GO:0009055;GO:0015035;GO:0045454	NA	NA	NA	PS51354	NA	NA	NA	NA
PTB65569.1	IPR027417	G3DSA:3.40.50.300	SSF52540	PF05729	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB62969.1	IPR006157	G3DSA:3.30.1130.10	SSF55620	PF02152	NA	NA	NA	NA	GO:0004150;GO:0006760	KEGG: 00790+4.1.2.25|MetaCyc: PWY-6147|MetaCyc: PWY-6148|MetaCyc: PWY-6797|MetaCyc: PWY-7539	NA	SM00905	NA	NA	NA	NA	NA
PTB62161.1	IPR024977	G3DSA:2.130.10.10	SSF69322	PF12894;PF12896	NA	NA	NA	NA	GO:0005515	Reactome: R-HSA-141430|Reactome: R-HSA-174048|Reactome: R-HSA-174084|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-176407|Reactome: R-HSA-176408|Reactome: R-HSA-176409|Reactome: R-HSA-176412|Reactome: R-HSA-179409|Reactome: R-HSA-2467813|Reactome: R-HSA-2559582|Reactome: R-HSA-69017|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA
PTB66231.1	IPR016169	G3DSA:3.30.465.10;G3DSA:3.40.462.20;G3DSA:3.30.43.10	SSF56176;SSF55103	PF01565	NA	mobidb-lite	NA	NA	GO:0071949;GO:0050660;GO:0016491;GO:0055114;GO:0003824	NA	NA	NA	PS51387	NA	NA	NA	NA
PTB69297.1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67875.1	IPR036390	G3DSA:1.20.1310.10;G3DSA:1.10.10.2620;G3DSA:1.10.10.10	SSF46785;SSF74788;SSF75632	PF10557;PF00888	NA	NA	NA	NA	GO:0006511;GO:0031625	Reactome: R-HSA-8951664	NA	SM00182;SM00884	PS50069	NA	NA	NA	NA
