Gene	interpro	GO	SMART	ProSiteProfiles	SUPERFAMILY	CDD	Gene3D	Pfam	MobiDBLite	PATHWAY	ProSitePatterns	Coils	PRINTS	TIGRFAM	PIRSF	SFLD	Hamap
PTB37322.1	IPR036249	GO:0005515	NA	PS50404;PS50405	SSF47616;SSF52833	cd03057	G3DSA:3.40.30.10;G3DSA:1.20.1050.10	PF13417;PF13410	NA	NA	NA	NA	NA	NA	NA	SFLDS00019	NA
PTB44082.1	IPR020904	GO:0016491	NA	NA	SSF51735	cd05374	G3DSA:3.40.50.720	PF00106	NA	NA	PS00061	NA	PR00081;PR00080	NA	NA	NA	NA
PTB39755.1	IPR009072	GO:0046982;GO:0000786;GO:0003677	SM00428	NA	SSF47113	NA	G3DSA:1.10.20.10	PF00125	mobidb-lite	NA	PS00959	NA	PR00622	NA	NA	NA	NA
PTB42986.1	IPR029058	GO:0016787	NA	NA	SSF53474	NA	G3DSA:3.40.50.1820	PF07859	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB46901.1	IPR001753	GO:0003824	NA	NA	SSF52096	cd06558	G3DSA:3.90.226.10	PF00378	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB45902.1	IPR002347	GO:0016491	NA	NA	SSF51735	NA	G3DSA:3.40.50.720	PF13561	mobidb-lite	NA	PS00061	NA	PR00081;PR00080	NA	NA	NA	NA
PTB43541.1	IPR008011	NA	NA	NA	NA	NA	NA	PF05347	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB39653.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB46797.1	IPR007991	NA	NA	NA	NA	NA	NA	PF05327	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB36337.1	IPR007248	GO:0016021	NA	NA	NA	NA	NA	PF04117	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB36103.1	IPR000073	NA	NA	NA	SSF53474	NA	G3DSA:3.40.50.1820	PF12697	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB35388.1	IPR037176		NA	NA	NA	cd09220	G3DSA:2.60.110.10;G3DSA:3.30.920.50	PF16483	NA	KEGG: 00500+3.2.1.39	NA	NA	NA	NA	NA	NA	NA
PTB47051.1	IPR036526	GO:0006807	NA	PS50263	SSF56317	cd07572	G3DSA:3.60.110.10	PF00795	NA	NA	PS01227	NA	NA	NA	NA	NA	NA
PTB39447.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB46407.1	IPR006171	GO:0003677;GO:0003916;GO:0006265	SM00493;SM00436;SM00437	PS50880	SSF56712	cd00186;cd03362	G3DSA:1.10.460.10;G3DSA:1.10.290.10;G3DSA:3.40.50.140;G3DSA:2.70.20.10	PF01751;PF01131	mobidb-lite	NA	NA	NA	PR00417	NA	NA	NA	NA
PTB38834.1	IPR000898	GO:0020037;GO:0019441;GO:0046872	NA	NA	SSF140959	NA	G3DSA:1.20.58.480	PF01231	mobidb-lite	Reactome: R-HSA-71240	PS00876	NA	NA	NA	NA	NA	NA
PTB41633.1	IPR001667	GO:0005737;GO:0016462	SM01131	NA	SSF64182	NA	G3DSA:3.90.1640.10;G3DSA:3.10.310.20	PF01368;PF02833	NA	KEGG: 00190+3.6.1.1|MetaCyc: PWY-7805|MetaCyc: PWY-7807	NA	NA	NA	NA	NA	NA	NA
PTB43017.1	IPR007527	GO:0008270	NA	PS50966	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB44758.1	IPR003891	GO:0003723;GO:0005515	SM00543	PS51366	SSF48371	NA	G3DSA:1.25.40.180	PF02847;PF02854	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB46163.1	IPR011032	GO:0008270;GO:0016491;GO:0055114	NA	NA	SSF50129;SSF51735	cd08283	G3DSA:3.90.180.10;G3DSA:3.40.50.720	PF13823;PF08240	NA	Reactome: R-HSA-71384	PS00059	NA	NA	NA	NA	NA	NA
PTB37071.1	IPR036291	GO:0016491;GO:0055114	SM00829	NA	SSF51735;SSF50129	NA	G3DSA:3.90.180.10;G3DSA:3.40.50.720	PF00107	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB40092.1	IPR022105	NA	NA	NA	NA	NA	NA	PF12359;PF12340	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB46144.1	IPR001810	GO:0005515	SM00320;SM00256	PS50181;PS50082;PS50294	SSF50978;SSF81383	cd00200	G3DSA:2.130.10.10	PF12937;PF00400	mobidb-lite	NA	PS00678	NA	PR00320	NA	NA	NA	NA
PTB35170.1	IPR011009	GO:0004672;GO:0005524;GO:0006468	NA	PS50011	SSF56112	cd00180	G3DSA:1.10.510.10	PF00069	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB47155.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	SM00066;SM00906	PS50048	SSF57701	cd12148;cd14653;cd00067	G3DSA:4.10.240.10	PF04082;PF00172	mobidb-lite	NA	PS00463	NA	NA	NA	NA	NA	NA
PTB41200.1	IPR002938	GO:0071949	NA	NA	SSF51905;SSF54373	NA	G3DSA:3.30.9.50;G3DSA:3.50.50.60	PF01494	NA	NA	NA	NA	PR00420	NA	NA	NA	NA
PTB40892.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
PTB38379.1	IPR025340	NA	NA	NA	NA	NA	NA	PF14033	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB38444.1	IPR023321	GO:0008270	NA	PS51044;PS51466	NA	NA	G3DSA:3.30.40.10;G3DSA:2.60.120.780	PF14324;PF02891	mobidb-lite	Reactome: R-HSA-3232118|Reactome: R-HSA-3899300|Reactome: R-HSA-4090294	NA	NA	NA	NA	NA	NA	NA
PTB45964.1	IPR001356	GO:0003677;GO:0006355;GO:0003676	SM00389	PS50071	SSF46689	cd00086	G3DSA:1.10.10.60	PF05920	mobidb-lite	NA	PS00028	NA	NA	NA	NA	NA	NA
PTB43117.1	IPR027417	NA	NA	NA	SSF52540	NA	G3DSA:3.40.50.300	PF05729	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB40624.1	IPR000845	GO:0003824;GO:0009116	NA	NA	SSF53167	cd09008	NA	PF01048;PF08624	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB41433.1	IPR018485	GO:0005975;GO:0016773;GO:0004856;GO:0042732	NA	NA	SSF53067	cd07776	G3DSA:3.30.420.40	PF02782;PF00370	NA	KEGG: 00040+2.7.1.17|Reactome: R-HSA-5661270	NA	NA	NA	NA	NA	NA	NA
PTB39009.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB46213.1	IPR037516		NA	PS50211	NA	NA	NA	PF07792;PF08616	mobidb-lite	Reactome: R-HSA-8876198	NA	Coil	NA	NA	NA	NA	NA
PTB40200.1	IPR002293	GO:0016020;GO:0022857;GO:0055085	NA	NA	NA	NA	G3DSA:1.20.1740.10	PF13520	NA	NA	NA	NA	NA	NA	PIRSF006060	NA	NA
PTB41563.1	IPR000504	GO:0003676	SM00360	PS50102	SSF54928	cd12411	G3DSA:3.30.70.330	PF00076	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB43883.1	IPR011057	NA	NA	NA	SSF51316	NA	G3DSA:2.170.150.70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44700.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB39171.1	IPR018327	GO:0003677	SM01031;SM01030;SM01032	NA	SSF54001	NA	G3DSA:3.90.260.10;G3DSA:3.30.70.2460	PF10404;PF10403;PF10405;PF03835	mobidb-lite	Reactome: R-HSA-3108214|Reactome: R-HSA-5696394|Reactome: R-HSA-5696395	NA	NA	NA	NA	NA	NA	NA
PTB35263.1	IPR005123	GO:0016491;GO:0055114	NA	PS51471	SSF51197	NA	G3DSA:2.60.120.330	PF03171	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB46609.1	IPR000253	GO:0005515;GO:0004672;GO:0005524;GO:0006468	SM00240;SM00220	PS50006;PS50011	SSF56112;SSF49879	cd00060	G3DSA:3.30.200.20;G3DSA:1.10.510.10;G3DSA:2.60.200.20	PF00069;PF00498	mobidb-lite	NA	PS00107;PS00108	Coil	NA	NA	NA	NA	NA
PTB42680.1	IPR011701	GO:0055085	NA	PS50850	SSF103473	cd17327	G3DSA:1.20.1250.20	PF07690	NA	NA	NA	Coil	NA	NA	NA	NA	NA
PTB35503.1	IPR005031		NA	NA	SSF55961	cd07813	G3DSA:3.30.530.20	PF03364	NA	Reactome: R-HSA-611105	NA	NA	NA	NA	NA	NA	NA
PTB46654.1	IPR002222	GO:0003735;GO:0005840;GO:0006412;GO:0015935;GO:0003723	NA	NA	SSF54570	NA	G3DSA:3.30.860.20	PF00203	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS00323	NA	PR00975	TIGR01025	PIRSF002144	NA	MF_00531
PTB38628.1	IPR016181	GO:0008080	NA	PS51186	SSF55729	cd04301	G3DSA:3.40.630.30	PF00583	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB45876.1	IPR040504	GO:0006367	NA	NA	SSF50916;SSF46785	cd07980	G3DSA:1.10.10.10	PF17683;PF02270	mobidb-lite	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-168325|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6803529|Reactome: R-HSA-6807505|Reactome: R-HSA-72086|Reactome: R-HSA-72163|Reactome: R-HSA-72165|Reactome: R-HSA-72203|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-77075|Reactome: R-HSA-8851708|Reactome: R-HSA-9018519	NA	NA	NA	NA	NA	NA	NA
PTB39909.1	IPR016435	GO:0005975;GO:0016853;GO:0030246;GO:0003824	NA	NA	SSF74650	cd09019	G3DSA:3.40.50.11860;G3DSA:3.40.50.11850;G3DSA:2.70.98.10;G3DSA:3.40.50.11840	PF01866;PF01263	mobidb-lite	MetaCyc: PWY-6482|MetaCyc: PWY-7546|Reactome: R-HSA-5358493	NA	NA	NA	TIGR00322	NA	SFLDS00032	NA
PTB46420.1	IPR037401	NA	NA	NA	SSF54427	NA	G3DSA:3.10.450.50	PF13577	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB45995.1	IPR002634	NA	NA	NA	SSF82657	NA	G3DSA:3.30.300.90	PF01722	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB41473.1	IPR001173		NA	NA	SSF53448	NA	G3DSA:3.90.550.10	PF13632	mobidb-lite	Reactome: R-HSA-913709	NA	NA	NA	NA	NA	NA	NA
PTB40111.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	NA	NA	NA	NA	NA	NA	PS00463	NA	NA	NA	NA	NA	NA
PTB44608.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB36662.1	IPR027417	GO:0005524;GO:0006298;GO:0030983	SM00533;SM00534	NA	SSF52540;SSF48334	NA	G3DSA:1.10.1420.10;G3DSA:3.40.50.300	PF00488;PF05192	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB37888.1	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	NA	SSF48264	NA	G3DSA:1.10.630.10	PF00067	NA	NA	NA	NA	PR00385;PR00463	NA	NA	NA	NA
PTB38934.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB38068.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SM00066	PS50048	SSF57701	cd00067	G3DSA:4.10.240.10	PF00172	NA	NA	PS00463	NA	NA	NA	NA	NA	NA
PTB39399.1	IPR029058	GO:0003824	NA	NA	SSF53474	NA	G3DSA:3.40.50.1820	PF00561	NA	NA	NA	NA	PR00412	NA	NA	NA	NA
PTB46373.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB43107.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB35305.1	IPR036278		NA	NA	SSF50939	NA	G3DSA:2.120.10.10	NA	NA	KEGG: 00511+3.2.1.18|KEGG: 00600+3.2.1.18|Reactome: R-HSA-1660662|Reactome: R-HSA-4085001	NA	NA	NA	NA	NA	NA	NA
PTB43619.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB35561.1	IPR002938	GO:0071949	NA	NA	SSF51905	NA	G3DSA:3.50.50.60	PF01494	NA	NA	NA	NA	PR00420	NA	NA	NA	NA
PTB42891.1	IPR000217	GO:0005874;GO:0007017;GO:0003924;GO:0005200;GO:0005525	SM00865;SM00864	NA	SSF55307;SSF52490	cd02187	G3DSA:3.40.50.1440;G3DSA:1.10.287.600;G3DSA:3.30.1330.20	PF00091;PF03953	mobidb-lite	Reactome: R-HSA-380320	PS00228;PS00227	Coil	PR01161;PR01163	NA	NA	NA	NA
PTB39461.1	IPR011701	GO:0055085	NA	NA	SSF103473	cd17327	G3DSA:1.20.1250.20	PF07690	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB41520.1	IPR001452	GO:0005515	SM00326	PS50002	SSF50044	cd11855	G3DSA:2.30.30.40	PF07653	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB36384.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB44736.1	IPR036322	GO:0005515	NA	NA	SSF50978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44382.1	IPR029063	NA	NA	NA	SSF53335	cd02440	G3DSA:3.40.50.150	PF13489	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB38149.1	IPR010730	NA	NA	NA	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB41850.1	NA	NA	NA	NA	NA	NA	NA	PF13515	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB35550.1	IPR020846	GO:0055085	NA	PS50850	SSF103473	cd17327	G3DSA:1.20.1250.20	PF07690	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB42635.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	SM00066	PS50048	SSF57701	cd00067;cd12148	G3DSA:4.10.240.10	PF00172;PF04082	mobidb-lite	NA	PS00463	NA	NA	NA	NA	NA	NA
PTB36164.1	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	NA	SSF48264	NA	G3DSA:1.10.630.10	PF00067	NA	NA	NA	NA	PR00385	NA	NA	NA	NA
PTB34701.1	IPR001466	NA	NA	NA	SSF56601	NA	G3DSA:3.40.710.10	PF00144	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB37415.1	IPR036419	GO:0003735;GO:0006412;GO:0003723;GO:0015935	NA	PS50823	SSF54821;SSF54814	cd02413	G3DSA:3.30.1140.32;G3DSA:3.30.300.20	PF00189;PF07650	mobidb-lite	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS00548	NA	NA	TIGR01008	NA	NA	NA
PTB38892.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB38627.1	NA	NA	NA	NA	NA	NA	NA	PF02466	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB42093.1	IPR001356	GO:0003677	SM00389	PS50071	SSF46689	cd00086	G3DSA:1.10.10.60	PF00046	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB43977.1	IPR008521	GO:0015095;GO:0015693;GO:0016021	NA	NA	SSF103481	NA	NA	PF05653	mobidb-lite	Reactome: R-HSA-5223345	NA	NA	NA	NA	NA	NA	NA
PTB40204.1	IPR020864	NA	NA	NA	NA	NA	NA	PF01823	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB38981.1	IPR020846	GO:0022857;GO:0055085	NA	PS50850	SSF103473	cd17330	NA	PF07690	mobidb-lite	NA	NA	NA	PR01035	NA	NA	NA	NA
PTB39069.1	IPR036038	GO:0003824	NA	NA	SSF56752	NA	G3DSA:3.20.10.10	PF01063	NA	Reactome: R-HSA-70895	NA	NA	NA	NA	NA	NA	NA
PTB35659.1	IPR007484	NA	NA	NA	SSF53187	cd03875	NA	PF04389	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB43018.1	IPR011009	GO:0004672;GO:0005524;GO:0006468	NA	PS50011	SSF56112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44471.1	IPR041800	GO:0005515	SM00546	PS51140	SSF46934	cd14364	G3DSA:1.10.8.10	PF02845	mobidb-lite	Reactome: R-HSA-112126	NA	NA	NA	NA	NA	NA	NA
PTB35454.1	IPR038085		NA	NA	SSF160350	NA	NA	NA	NA	Reactome: R-HSA-6784531	NA	NA	NA	NA	NA	NA	NA
PTB37556.1	IPR006461	NA	NA	NA	NA	NA	NA	PF04749	NA	NA	NA	NA	NA	TIGR01571	NA	NA	NA
PTB35694.1	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	SM00906	NA	NA	cd12148	NA	PF04082	NA	NA	NA	Coil	NA	NA	NA	NA	NA
PTB42200.1	IPR011057	GO:0016846	NA	NA	SSF51316	NA	G3DSA:2.170.150.70	PF04828	NA	KEGG: 00680+4.4.1.22|MetaCyc: PWY-1801	NA	NA	NA	NA	NA	NA	NA
PTB44302.1	IPR015158	NA	NA	NA	NA	NA	NA	PF09073	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB46341.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB40318.1	NA	NA	NA	NA	SSF54373	NA	G3DSA:3.30.9.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB38172.1	IPR016665	GO:0006355	NA	PS51037	NA	cd16905	G3DSA:2.60.40.1970	PF03366;PF17035	mobidb-lite	NA	NA	NA	NA	NA	PIRSF016551	NA	NA
PTB42479.1	IPR006762	GO:0005525	NA	NA	SSF52540	cd11384	G3DSA:3.40.50.300;G3DSA:3.30.450.190	PF04670	NA	Reactome: R-HSA-1632852|Reactome: R-HSA-165159|Reactome: R-HSA-166208|Reactome: R-HSA-380972|Reactome: R-HSA-5628897|Reactome: R-HSA-8943724|Reactome: R-HSA-9639288	NA	Coil	NA	NA	NA	NA	NA
PTB40782.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB42665.1	IPR001433	GO:0016491;GO:0055114;GO:0020037	SM01117	PS50255;PS51384	SSF52343;SSF55856;SSF63380	cd06183	G3DSA:3.10.120.10;G3DSA:3.40.50.80;G3DSA:2.40.30.10	PF00175;PF00173;PF00970	NA	Reactome: R-HSA-1237044	PS00191	NA	PR00371;PR00363;PR00406	NA	NA	NA	NA
PTB44605.1	IPR029066		SM01119	NA	SSF51419	NA	NA	PF01168;PF14031	NA	KEGG: 00473+5.1.1.1|MetaCyc: PWY-7383|MetaCyc: PWY-8040	NA	NA	NA	NA	NA	NA	NA
PTB36672.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB43557.1	IPR007828	GO:0005506;GO:0005737;GO:0019310;GO:0050113;GO:0055114	NA	NA	SSF109604	NA	NA	PF05153	NA	KEGG: 00053+1.13.99.1|KEGG: 00562+1.13.99.1|MetaCyc: PWY-4841|Reactome: R-HSA-1855183	NA	NA	NA	NA	NA	NA	NA
PTB35558.1	IPR008030		NA	NA	SSF51735	NA	G3DSA:3.90.25.10;G3DSA:3.40.50.720	PF05368	NA	Reactome: R-HSA-70635	NA	NA	NA	NA	NA	NA	NA
PTB44194.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB41124.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB40088.1	IPR036753	GO:0005856;GO:0005885;GO:0030833;GO:0034314	NA	NA	SSF69060	NA	G3DSA:1.10.1760.10	PF04062	NA	Reactome: R-HSA-2029482|Reactome: R-HSA-3928662|Reactome: R-HSA-5663213|Reactome: R-HSA-8856828	NA	NA	NA	NA	PIRSF016315	NA	NA
PTB46618.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB42059.1	IPR004000	NA	SM00268	NA	SSF53067	cd00012	G3DSA:3.30.420.40;G3DSA:3.90.640.10	PF00022	NA	NA	PS01132;PS00432;PS00406	NA	PR00190	NA	NA	NA	NA
PTB39051.1	IPR038322	GO:0005777	NA	NA	NA	NA	G3DSA:1.20.120.900	PF04614	mobidb-lite	Reactome: R-HSA-1369062|Reactome: R-HSA-9603798	NA	NA	NA	NA	NA	NA	NA
PTB36271.1	IPR022137		NA	NA	NA	NA	NA	PF12417	NA	Reactome: R-HSA-212436	NA	NA	NA	NA	NA	NA	NA
PTB43775.1	IPR036259	NA	NA	NA	SSF103473	cd17352	G3DSA:1.20.1250.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB46852.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB40630.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB42183.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SM00066	PS50048	SSF57701	cd00067	G3DSA:4.10.240.10	PF00172;PF11951	mobidb-lite	NA	PS00463	NA	NA	NA	NA	NA	NA
PTB42313.1	IPR026992	GO:0016491;GO:0055114	NA	PS51471	SSF51197	NA	G3DSA:2.60.120.330	PF14226;PF03171	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB45898.1	IPR037151	GO:0003824;GO:0016491;GO:0055114	NA	PS51471;PS50405	SSF52499;SSF51197;SSF47616	cd00431	G3DSA:2.60.120.590;G3DSA:1.20.1050.10;G3DSA:3.40.30.10	PF00857;PF13532	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB44532.1	IPR000629	GO:0003676;GO:0005524	SM00490;SM00487	PS51195;PS51194;PS51192	SSF52540	cd18787;cd17940	G3DSA:3.40.50.300	PF00270;PF00271	mobidb-lite	NA	PS00039	NA	NA	NA	NA	NA	NA
PTB45401.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB41719.1	IPR036908	NA	NA	NA	SSF50685	NA	G3DSA:2.40.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB45337.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB40597.1	IPR022226	NA	NA	NA	NA	NA	NA	PF12572	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB41771.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SM00066	PS50048	SSF57701	cd00067	G3DSA:4.10.240.10	PF00172	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB35336.1	IPR005804	GO:0006629	NA	NA	NA	cd03507	NA	PF00487	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44249.1	IPR011333	GO:0005515	NA	PS50097	SSF54695	cd18314	NA	PF00651	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA
PTB46588.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB36167.1	IPR001932	GO:0003824	SM00332	PS51746	SSF81606	cd00143	NA	PF00481	NA	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|KEGG: 05235+3.1.3.16	NA	NA	NA	NA	NA	NA	NA
PTB39801.1	IPR002347	GO:0016491	SM00822	NA	SSF51735	cd05346	G3DSA:3.40.50.720	PF00106	NA	NA	PS00061	NA	PR00081;PR00080	NA	NA	NA	NA
PTB35967.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB42287.1	IPR006073	GO:0005525	NA	NA	SSF52540	cd00882	G3DSA:3.40.50.300	PF01926	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB43939.1	IPR031157	GO:0003924;GO:0005525	NA	PS51722	SSF54980;SSF50447;SSF52540	cd03699;cd03709;cd01890	G3DSA:3.40.50.300;G3DSA:3.30.70.2570;G3DSA:3.30.70.870;G3DSA:2.40.30.10;G3DSA:3.30.70.3380	PF00009;PF06421;PF00679	NA	NA	PS00301	NA	PR00315	TIGR00231;TIGR01393	NA	NA	MF_00071
PTB39313.1	IPR013875	GO:0001405	NA	NA	NA	NA	NA	PF08566	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
PTB46983.1	IPR013155	GO:0004812;GO:0006418;GO:0000166;GO:0005524;GO:0002161;GO:0004823;GO:0006429	NA	NA	SSF50677;SSF52374;SSF47323	cd00812;cd07959	NA	PF08264;PF00133	NA	KEGG: 00970+6.1.1.4|Reactome: R-HSA-2408522|Reactome: R-HSA-379716	PS00178	NA	NA	TIGR00395	NA	NA	NA
PTB45815.1	IPR023173	GO:0016491;GO:0055114;GO:0003958;GO:0010181	NA	PS51384;PS50902	SSF52343;SSF63380;SSF52218	NA	G3DSA:1.20.990.10;G3DSA:3.40.50.80;G3DSA:2.40.30.10;G3DSA:3.40.50.360	PF00175;PF00667;PF00258	NA	Reactome: R-HSA-2564830	NA	NA	PR00369;PR00371	NA	NA	NA	MF_03178
PTB39311.1	IPR028160	GO:0000462;GO:0005730;GO:0030686;GO:0030688	NA	NA	NA	NA	NA	PF15341	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
