Gene	MobiDBLite	interpro	SMART	GO	PRINTS	Gene3D	CDD	ProSitePatterns	ProSiteProfiles	SUPERFAMILY	Pfam	Coils	PIRSF	PATHWAY	Hamap	TIGRFAM	SFLD
EGR49522.1	mobidb-lite	IPR018303	NA	GO:0000287;GO:0005524;GO:0015914;GO:0016021;GO:0140326;GO:0000166	PR00119	G3DSA:2.70.150.10;G3DSA:1.20.1110.10;G3DSA:3.40.1110.10;G3DSA:3.40.50.1000	NA	PS00154	NA	SSF81665;SSF81660;SSF56784;SSF81653	PF16212;PF00702;PF16209	NA	NA	Reactome: R-HSA-936837	NA	TIGR01652;TIGR01494	SFLDF00027;SFLDS00003
EGR49306.1	mobidb-lite	IPR031100	NA	NA	NA	G3DSA:3.40.50.450	NA	NA	NA	SSF102405	PF03641	NA	NA	NA	NA	TIGR00730	NA
EGR44824.1	NA	IPR001128	NA	GO:0005506;GO:0016705;GO:0020037;GO:0055114	PR00463;PR00385	G3DSA:1.10.630.10	NA	NA	NA	SSF48264	PF00067	NA	NA	NA	NA	NA	NA
EGR49044.1	NA	IPR011009	NA	NA	NA	NA	cd13971	NA	NA	SSF56112	PF03109	NA	NA	NA	NA	NA	NA
EGR51982.1	NA	IPR011989	NA	NA	NA	G3DSA:1.25.10.10	NA	NA	NA	SSF48371	PF08389	NA	NA	NA	NA	NA	NA
EGR44972.1	NA	IPR020574	NA	GO:0003735;GO:0005840;GO:0006412	NA	G3DSA:3.30.230.10	NA	PS00360	NA	SSF54211	PF00380	NA	NA	NA	NA	NA	NA
EGR45081.1	mobidb-lite	IPR036855	NA	GO:0046872	NA	G3DSA:4.10.1000.10	NA	NA	PS50103	SSF90229	PF18044	Coil	NA	NA	NA	NA	NA
EGR45530.1	NA	IPR006062	NA	GO:0000105;GO:0016763;GO:0003824;GO:0000107;GO:0016833	NA	G3DSA:3.20.20.70;G3DSA:3.40.50.880	cd01748;cd04731	NA	PS51273	SSF51366;SSF52317	PF00977;PF00117	NA	PIRSF036936	KEGG: 00220+3.5.1.2|KEGG: 00250+3.5.1.2|KEGG: 00340+4.3.2.10|KEGG: 00471+3.5.1.2|MetaCyc: PWY-5921	MF_00278	TIGR01855;TIGR00735	NA
EGR44241.1	mobidb-lite	IPR007258	NA		NA	NA	NA	NA	NA	NA	PF04129	NA	NA	Reactome: R-HSA-6811440	NA	NA	NA
EGR45221.1	mobidb-lite	IPR019156	NA	NA	NA	NA	NA	NA	NA	NA	PF09759	NA	NA	NA	NA	NA	NA
EGR47821.1	NA	IPR011990	NA	GO:0005515;GO:0005198;GO:0006890	NA	G3DSA:1.25.40.10	NA	NA	PS50293	SSF48452	PF04733	Coil	PIRSF016478	Reactome: R-HSA-6807878|Reactome: R-HSA-6811434	NA	NA	NA
EGR51783.1	mobidb-lite	IPR025602	NA	NA	NA	NA	NA	NA	NA	NA	PF13862	Coil	PIRSF028983	NA	NA	NA	NA
EGR47577.1	mobidb-lite	IPR020846	NA	GO:0055085	PR01036	G3DSA:1.20.1720.10;G3DSA:1.20.1250.20	cd17502	NA	PS50850	SSF103473	PF07690	NA	NA	NA	NA	NA	NA
EGR52092.1	NA	IPR026015	NA	GO:0015986;GO:0046933;GO:0016020	PR00125	G3DSA:1.10.520.20	NA	PS00389	NA	SSF47928	PF00213	NA	NA	Reactome: R-HSA-163210|Reactome: R-HSA-8949613	MF_01416	TIGR01145	NA
EGR46516.1	NA	IPR024629	NA	NA	NA	NA	NA	NA	NA	NA	PF12829	NA	NA	NA	NA	NA	NA
EGR51125.1	NA	IPR013096	NA	NA	NA	G3DSA:2.60.120.10	NA	NA	NA	SSF51182	PF07883	NA	NA	NA	NA	NA	NA
EGR51652.1	mobidb-lite	IPR016135	NA		NA	G3DSA:3.10.110.10	NA	NA	PS50127	SSF54495	PF00179	NA	NA	Reactome: R-HSA-983168	NA	NA	NA
EGR52255.1	mobidb-lite	IPR024368	NA	NA	NA	NA	NA	NA	NA	NA	PF12855	NA	NA	NA	NA	NA	NA
EGR49139.1	NA	IPR002293	NA	GO:0016020;GO:0022857;GO:0055085	NA	G3DSA:1.20.1740.10	NA	NA	NA	NA	PF00324	NA	PIRSF006060	NA	NA	NA	NA
EGR48069.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PF13668	NA	NA	NA	NA	NA	NA
EGR52839.1	mobidb-lite	NA	NA	NA	NA	NA	cd09609	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
EGR45216.1	mobidb-lite	IPR010935	SM00968	GO:0005515;GO:0005524;GO:0005694;GO:0051276	NA	G3DSA:3.40.50.300;G3DSA:1.20.1060.20;G3DSA:3.30.70.1620	cd03274	NA	NA	SSF52540;SSF57997;SSF75553	PF06470;PF02463	Coil	PIRSF005719	Reactome: R-HSA-2299718|Reactome: R-HSA-2514853	NA	NA	NA
EGR45538.1	NA	IPR029044	NA	NA	NA	G3DSA:3.90.550.10	NA	NA	NA	SSF53448	PF03452	NA	NA	NA	NA	NA	NA
EGR52682.1	NA	IPR042098	NA	GO:0016491;GO:0055114	NA	G3DSA:3.60.130.10	NA	NA	NA	SSF51197	PF02668	NA	NA	Reactome: R-HSA-71262	NA	NA	NA
EGR52759.1	NA	IPR001579	NA	GO:0004553;GO:0005975	NA	G3DSA:3.20.20.80	cd02877	PS01095	NA	SSF51445	PF00704	NA	NA	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	NA	NA	NA
EGR51168.1	mobidb-lite	IPR018108	NA	NA	NA	G3DSA:1.50.40.10	NA	NA	PS50920	SSF103506	PF00153	NA	NA	NA	NA	NA	NA
EGR49539.1	mobidb-lite	IPR036259	NA	GO:0055085	NA	G3DSA:1.20.1250.20	cd17352	NA	PS50850	SSF103473	PF07690	NA	NA	NA	NA	NA	NA
EGR50055.1	NA	IPR018259	NA	GO:0003735;GO:0005840;GO:0006412	NA	G3DSA:2.30.30.70	NA	PS01171	NA	SSF50104	PF01157	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA
EGR50065.1	mobidb-lite	IPR005197	NA	GO:0016787	NA	G3DSA:3.20.20.80	cd11577	NA	NA	SSF51445	PF03659	NA	NA	NA	NA	NA	NA
EGR46650.1	mobidb-lite	IPR021840	NA	NA	NA	NA	NA	NA	NA	NA	PF11915	NA	NA	NA	NA	NA	NA
EGR51736.1	NA	IPR004911	NA		NA	NA	NA	NA	NA	NA	PF03227	NA	NA	Reactome: R-HSA-2132295|Reactome: R-HSA-877300	NA	NA	NA
EGR44702.1	NA	IPR036291	NA		NA	G3DSA:3.40.50.720;G3DSA:3.90.25.10	NA	NA	NA	SSF51735	PF05368	NA	NA	Reactome: R-HSA-70635	NA	NA	NA
EGR47288.1	mobidb-lite	IPR016817	SM00679	NA	NA	NA	NA	NA	NA	NA	PF04193	NA	PIRSF023381	NA	NA	NA	NA
EGR48399.1	NA	IPR000717	SM00753;SM00088	NA	NA	G3DSA:1.25.40.570	NA	NA	PS50250	NA	PF01399	NA	NA	NA	NA	NA	NA
EGR49983.1	NA	IPR011701	NA	GO:0055085	NA	G3DSA:1.20.1250.20	cd17389	NA	PS50850	SSF103473	PF07690	NA	NA	NA	NA	NA	NA
EGR45278.1	mobidb-lite	IPR027417	NA	GO:0003972;GO:0005524;GO:0006388;GO:0008081;GO:0051730	NA	G3DSA:3.40.50.300	NA	NA	NA	SSF52540	PF09511;PF08302;PF08303	Coil	PIRSF019634	NA	NA	NA	NA
EGR52223.1	NA	IPR035987	NA	GO:0003735;GO:0005840;GO:0006412	NA	G3DSA:3.30.1490.10;G3DSA:3.30.1370.30	NA	PS00053	NA	SSF56047	PF00410	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA
EGR48560.1	NA	IPR005511	NA	NA	PR01790	G3DSA:2.120.10.30	NA	NA	NA	SSF63829	PF08450	NA	NA	NA	NA	NA	NA
EGR52333.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
EGR51172.1	mobidb-lite	IPR036259	NA	GO:0055085	NA	G3DSA:1.20.1250.20	cd17399	NA	NA	SSF103473	PF07690	NA	NA	NA	NA	NA	NA
EGR51568.1	NA	IPR036318	NA	GO:0050660;GO:0016491;GO:0055114;GO:0071949	NA	G3DSA:3.30.465.10	NA	NA	PS51387	SSF56176	PF01565	NA	NA	NA	NA	NA	NA
EGR49362.1	NA	IPR036389	NA	GO:0004525;GO:0006396	NA	G3DSA:1.10.1520.10	NA	NA	NA	NA	PF14622	NA	NA	Reactome: R-HSA-203927	NA	NA	NA
EGR44866.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49415.1	NA	IPR004136	NA	GO:0018580;GO:0055114;GO:0003824	NA	G3DSA:3.20.20.70	cd04730	NA	NA	SSF51412	PF03060	NA	NA	NA	NA	NA	NA
EGR45146.1	NA	IPR017927	NA	GO:0016491;GO:0055114;GO:0016903;GO:0003824	PR00371	G3DSA:3.40.920.10;G3DSA:3.40.50.970;G3DSA:2.40.30.10;G3DSA:3.40.50.920;G3DSA:3.40.50.80;G3DSA:1.20.990.10	cd06207	NA	PS51384	SSF63380;SSF52343;SSF52922;SSF53323	PF01558;PF00667;PF17147;PF00175	NA	NA	NA	NA	NA	NA
EGR49954.1	mobidb-lite	IPR040233	NA	NA	NA	NA	NA	NA	NA	NA	PF09747	NA	NA	NA	NA	NA	NA
EGR44273.1	NA	IPR000462	NA	GO:0008654;GO:0016020;GO:0016780;GO:0008444;GO:0016021	NA	G3DSA:1.20.120.1760	NA	PS00379	NA	NA	PF01066	NA	PIRSF000847	KEGG: 00564+2.7.8.5|MetaCyc: PWY-5269|MetaCyc: PWY-5668|MetaCyc: PWY-7817	NA	NA	NA
EGR46131.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR52497.1	mobidb-lite	IPR000237	NA	NA	NA	NA	NA	NA	PS50913	NA	NA	Coil	NA	NA	NA	NA	NA
EGR44629.1	NA	IPR020843	SM00829	GO:0016491;GO:0008270;GO:0055114	NA	G3DSA:3.90.180.10;G3DSA:3.40.50.720	cd05283	PS00059	NA	SSF50129;SSF51735	PF00107;PF08240	NA	NA	Reactome: R-HSA-71384	NA	NA	NA
EGR48362.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
EGR48767.1	NA	IPR019438	NA	NA	NA	NA	NA	NA	NA	NA	PF10343	NA	NA	NA	NA	NA	NA
EGR44680.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49201.1	mobidb-lite	IPR021346	NA	NA	NA	G3DSA:1.20.1440.170	NA	NA	NA	NA	PF11176	NA	NA	NA	NA	NA	NA
EGR49670.1	NA	IPR028600	NA	GO:0016226;GO:0051539	NA	G3DSA:3.40.50.300	cd02037	NA	NA	SSF52540	PF10609	NA	NA	Reactome: R-HSA-2564830	MF_03039;MF_02040	NA	NA
EGR44768.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51272.1	mobidb-lite	IPR000504	SM00360	GO:0003676	NA	G3DSA:3.30.70.330	cd12383	NA	PS50102	SSF54928	PF00076	NA	NA	NA	NA	NA	NA
EGR50270.1	NA	IPR018485	NA	GO:0005975;GO:0016773;GO:0004370;GO:0006072	NA	G3DSA:3.30.420.40	NA	PS00445;PS00933	NA	SSF53067	PF02782;PF00370	NA	PIRSF000538	KEGG: 00561+2.7.1.30|MetaCyc: PWY-4261	NA	TIGR01311	NA
EGR45730.1	mobidb-lite	IPR025783	SM00317	GO:0034770;GO:0042799;GO:0005515	NA	G3DSA:2.170.270.10;G3DSA:1.10.10.1700	NA	NA	PS51567;PS50280	SSF82199	PF00856	NA	NA	Reactome: R-HSA-3214841	NA	NA	NA
EGR46410.1	NA	IPR001509	NA	GO:0003824;GO:0050662	NA	G3DSA:3.40.50.720	cd05227	NA	NA	SSF51735	PF01370	NA	NA	NA	NA	NA	NA
EGR52289.1	mobidb-lite	IPR029021	SM00195	GO:0004725;GO:0016311;GO:0008138;GO:0006470;GO:0016791	NA	NA	cd14521	PS00383	PS50054;PS50056	SSF52799	PF00782	NA	NA	NA	NA	NA	NA
EGR48496.1	NA	IPR036188	NA	GO:0004499;GO:0050660;GO:0050661;GO:0055114	NA	G3DSA:3.50.50.60	NA	NA	NA	SSF51905	PF00743	NA	NA	NA	NA	NA	NA
EGR48482.1	NA	IPR036291	NA	NA	PR00081	G3DSA:3.40.50.720	NA	NA	NA	SSF51735	PF00106	NA	NA	NA	NA	NA	NA
EGR44066.1	mobidb-lite	IPR003615	NA	NA	NA	NA	NA	NA	NA	NA	PF13391	Coil	NA	NA	NA	NA	NA
EGR49060.1	mobidb-lite	IPR007125	SM00427	GO:0000786;GO:0003677;GO:0046982	PR00621	G3DSA:1.10.20.10	NA	PS00357	NA	SSF47113	PF00125	NA	NA	NA	NA	NA	NA
EGR51904.1	NA	IPR033812	SM00948	GO:0019773;GO:0043161;GO:0004175;GO:0006511;GO:0004298;GO:0005839;GO:0051603	NA	G3DSA:3.60.20.10	cd03753	NA	PS51475	SSF56235	PF00227;PF10584	Coil	NA	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-6798695|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-75815|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	NA	NA
EGR47458.1	NA	IPR009447	NA	GO:0006506;GO:0016021;GO:0016746	NA	NA	NA	NA	NA	NA	PF06423	NA	PIRSF017321	Reactome: R-HSA-162710	NA	NA	NA
EGR52851.1	mobidb-lite	IPR028143	NA	NA	NA	NA	NA	NA	NA	NA	PF08690	NA	NA	NA	NA	NA	NA
EGR46280.1	NA	IPR016143	NA	GO:0046912;GO:0006099;GO:0004108;GO:0006101	PR00143	G3DSA:1.10.230.10;G3DSA:1.10.580.10	NA	PS00480	NA	SSF48256	PF00285	NA	NA	Reactome: R-HSA-1268020|Reactome: R-HSA-71403	NA	TIGR01793	NA
EGR52409.1	NA	IPR000182	NA	GO:0008080	NA	G3DSA:3.40.630.30	cd04301	NA	PS51186	SSF55729	PF00583	NA	NA	NA	NA	NA	NA
EGR49119.1	mobidb-lite	IPR000408	NA	NA	PR00633	G3DSA:2.130.10.30	NA	PS00626;PS00625	PS50012	SSF50985	PF00415	NA	NA	NA	NA	NA	NA
EGR48122.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
EGR51409.1	NA	IPR019775	SM00320	GO:0005515	PR00320	G3DSA:2.130.10.10	cd00200	PS00678	PS50082;PS50294	SSF50978	PF00400	Coil	NA	NA	NA	NA	NA
EGR44686.1	NA	IPR002241	NA	GO:0004553;GO:0005975;GO:0003824	NA	G3DSA:3.20.20.70	cd14792	NA	NA	SSF51445	NA	NA	NA	KEGG: 00052+3.2.1.22|KEGG: 00561+3.2.1.22|KEGG: 00600+3.2.1.22|KEGG: 00603+3.2.1.22|MetaCyc: PWY-6527	NA	NA	NA
EGR47646.1	NA	IPR032091	SM00642	GO:0003824;GO:0005975	NA	G3DSA:3.20.20.80;G3DSA:2.60.40.1180;G3DSA:3.90.400.10	cd11333	NA	NA	SSF51011;SSF51445	PF16657;PF00128	NA	NA	NA	NA	NA	NA
EGR50716.1	mobidb-lite	IPR011545	SM00847;SM00490;SM00487	GO:0003676;GO:0005524;GO:0004386	NA	G3DSA:3.40.50.300;G3DSA:1.20.120.1080	cd18791;cd17983	PS00690	PS51194;PS51192	SSF52540	PF00270;PF00271;PF07717;PF04408	Coil	NA	NA	NA	NA	NA
EGR51634.1	mobidb-lite	IPR014001	SM00487;SM00490	GO:0003677;GO:0005524;GO:0016787	NA	G3DSA:3.40.50.300	cd18032;cd18799	NA	PS51194;PS51192	SSF52540	PF04851;PF00271	NA	NA	NA	NA	NA	NA
EGR51885.1	mobidb-lite	IPR001253	SM00652	GO:0003743;GO:0006413;GO:0003723	NA	G3DSA:2.40.50.140	cd05793	NA	PS50832	SSF50249	PF01176	NA	NA	NA	MF_00216	TIGR00523	NA
EGR50601.1	mobidb-lite	IPR035186	NA	NA	NA	NA	NA	NA	NA	NA	PF17233	Coil	NA	NA	NA	NA	NA
EGR45248.1	mobidb-lite	IPR036236	SM00451	GO:0008270;GO:0003676	NA	NA	NA	NA	NA	SSF57667	PF06220	Coil	NA	NA	NA	NA	NA
EGR47757.1	mobidb-lite	IPR036390	SM00396	GO:0008270;GO:0030163	NA	G3DSA:2.10.110.30	cd16482	NA	PS51157	SSF46785	PF02617;PF02207	Coil	NA	Reactome: R-HSA-983168	NA	NA	NA
EGR45416.1	NA	IPR010730	NA	NA	NA	NA	NA	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA
EGR50193.1	NA	IPR021858	SM00066	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	G3DSA:4.10.240.10	cd00067	PS00463	PS50048	SSF57701	PF11951;PF00172	NA	NA	NA	NA	NA	NA
EGR52182.1	mobidb-lite	IPR020841	SM00825;SM00827	GO:0003824;GO:0016740	NA	G3DSA:3.30.70.3290;G3DSA:3.10.129.110;G3DSA:3.40.50.720;G3DSA:3.40.50.150;G3DSA:3.40.366.10;G3DSA:1.10.1200.10;G3DSA:3.40.47.10	cd02440;cd00833	PS00606;PS00012	PS50075	SSF51735;SSF55048;SSF53901;SSF52151;SSF53335;SSF47336	PF00109;PF00550;PF00698;PF14765;PF18558;PF08242;PF16073;PF07993;PF02801	NA	NA	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105|Reactome: R-HSA-9029558	NA	NA	NA
EGR45467.1	mobidb-lite	IPR006674	SM00471	NA	NA	G3DSA:1.10.3210.10	NA	NA	NA	SSF109604	PF13023	NA	NA	NA	NA	NA	NA
EGR46009.1	NA	IPR009210	NA		NA	G3DSA:3.90.1140.10	NA	NA	NA	NA	PF10469	NA	PIRSF027019	Reactome: R-HSA-112126	NA	NA	NA
EGR46696.1	mobidb-lite	IPR028608	SM00320	GO:0016226;GO:0097361;GO:0005515	NA	NA	NA	NA	PS50082;PS50294	SSF50978	PF00400	NA	NA	Reactome: R-HSA-2564830	MF_03037	NA	NA
EGR50969.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
EGR48242.1	NA	IPR006035	NA	GO:0046872;GO:0016813	PR00116	G3DSA:3.40.800.10	cd11592	PS01053	PS51409	SSF52768	PF00491	NA	PIRSF036979	NA	NA	NA	NA
EGR49920.1	NA	IPR002347	NA	GO:0016491	PR00081	G3DSA:3.40.50.720	NA	PS00061	NA	SSF51735	PF00106	NA	NA	NA	NA	NA	NA
EGR50456.1	mobidb-lite	IPR003593	SM00382;SM00487	NA	NA	G3DSA:2.40.30.270;G3DSA:3.40.50.300	cd18044;cd18808	NA	NA	SSF52540	PF13087;PF13086	Coil	NA	NA	NA	NA	NA
EGR46594.1	NA	IPR007111	SM00320	GO:0005515	NA	G3DSA:2.130.10.10;G3DSA:3.40.50.300	NA	NA	PS50082;PS50837;PS50294	SSF52540;SSF50978	PF05729;PF00400	NA	NA	NA	NA	NA	NA
EGR50054.1	mobidb-lite	IPR002558	SM00307;SM00273	GO:0003779;GO:0005543	NA	G3DSA:1.20.1410.10;G3DSA:1.25.40.90	cd17007	NA	PS50945;PS50942	SSF89009;SSF48464;SSF109885	PF01608;PF07651	Coil	NA	Reactome: R-HSA-8856828	NA	NA	NA
EGR48604.1	mobidb-lite	IPR007218	NA	GO:0006260;GO:0042025	NA	NA	NA	NA	NA	NA	PF04081	NA	NA	Reactome: R-HSA-110314|Reactome: R-HSA-174411|Reactome: R-HSA-174414|Reactome: R-HSA-174417|Reactome: R-HSA-174437|Reactome: R-HSA-5358565|Reactome: R-HSA-5358606|Reactome: R-HSA-5651801|Reactome: R-HSA-5656169|Reactome: R-HSA-5685942|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-69091|Reactome: R-HSA-69166|Reactome: R-HSA-69183	NA	NA	NA
EGR50620.1	mobidb-lite	IPR011701	NA	GO:0055085	NA	NA	cd17388;cd17370	NA	NA	SSF103473	PF07690	NA	NA	NA	NA	NA	NA
EGR53016.1	NA	IPR036282	NA	GO:0005515	NA	G3DSA:1.20.1050.130	NA	NA	PS50405;PS50404	SSF47616;SSF52833	PF00043;PF13417	NA	NA	NA	NA	NA	SFLDS00019;SFLDG00358
EGR48068.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
EGR49340.1	NA	IPR029058	NA	GO:0006629;GO:0016042	NA	G3DSA:3.40.50.1820	cd00519	NA	NA	SSF53474	PF01764;PF03893	NA	NA	Reactome: R-HSA-426048	NA	NA	NA
EGR52706.1	mobidb-lite	IPR004331	NA	NA	NA	G3DSA:2.40.320.20	cd07751;cd14480	NA	PS51382	NA	PF09359;PF02656	NA	NA	NA	NA	NA	NA
EGR47880.1	NA	IPR015422	NA	GO:0003824;GO:0016831;GO:0006520;GO:0019752;GO:0030170	PR00800	G3DSA:3.90.1150.10;G3DSA:1.20.1340.10;G3DSA:3.40.640.10	NA	PS00392	NA	SSF53383	PF00282	NA	NA	NA	NA	NA	NA
EGR46216.1	mobidb-lite	IPR036864	SM00066	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	G3DSA:4.10.240.10	cd12148;cd00067	PS00463	PS50048	SSF57701	PF04082;PF00172	NA	NA	NA	NA	NA	NA
EGR49184.1	NA	IPR036838	SM01403	GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0015935	PR00971	G3DSA:3.30.70.600	NA	PS00361	NA	SSF54999	PF00338	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	MF_00508	TIGR01046	NA
EGR50350.1	mobidb-lite	IPR015500	NA	GO:0004252;GO:0006508;GO:0005515	PR00723	G3DSA:3.40.50.200	NA	NA	NA	SSF52743	PF00082;PF00023	Coil	NA	NA	NA	NA	NA
EGR44255.1	mobidb-lite	IPR029047	NA		PR00301	G3DSA:3.30.420.40;G3DSA:3.90.640.10;G3DSA:3.30.30.30;G3DSA:1.20.1270.10;G3DSA:2.60.34.10	cd10228	PS01036	NA	SSF100920;SSF100934;SSF53067	PF00012	Coil	NA	Reactome: R-HSA-3371453	NA	NA	NA
EGR50664.1	mobidb-lite	IPR001611	NA	GO:0005515	NA	G3DSA:3.80.10.10	NA	NA	PS51450	SSF52058	PF13855	NA	NA	NA	NA	NA	NA
EGR45364.1	NA	IPR013057	NA	NA	NA	NA	NA	NA	NA	NA	PF01490	NA	NA	NA	NA	NA	NA
EGR47206.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46872.1	mobidb-lite	IPR034201	SM00360	GO:0003676	NA	G3DSA:3.30.70.330	cd12365	NA	PS50102	SSF54928	PF00076	NA	NA	Reactome: R-HSA-159236|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-73856|Reactome: R-HSA-9010553|Reactome: R-HSA-975957	NA	NA	NA
EGR52777.1	NA	IPR001748	NA	GO:0005634	PR00322	NA	NA	PS00997	NA	NA	PF01125	NA	NA	Reactome: R-HSA-72163	NA	NA	NA
EGR51720.1	mobidb-lite	IPR000808	NA	GO:0005524;GO:0016226;GO:0051536;GO:0051539	NA	G3DSA:3.40.50.300	cd02037	PS01215	NA	SSF52540	PF10609	NA	NA	Reactome: R-HSA-2564830	MF_03038;MF_02040	NA	NA
EGR49253.1	mobidb-lite	IPR001394	NA	GO:0016579;GO:0036459;GO:0006511	NA	NA	cd02662	PS00973	PS50235	SSF54001	PF00443	NA	NA	NA	NA	NA	NA
EGR46400.1	NA	IPR001907	NA	GO:0004252;GO:0006508	PR00127	G3DSA:3.90.226.10	cd07017	PS00381;PS00382	NA	SSF52096	PF00574	NA	NA	NA	NA	NA	NA
EGR45689.1	mobidb-lite	IPR017476	NA	GO:0016616;GO:0055114;GO:0051287;GO:0000271;GO:0016628	NA	G3DSA:3.40.50.720	NA	NA	NA	SSF48179;SSF52413;SSF51735	PF03721;PF00984	NA	PIRSF000124;PIRSF500136	Reactome: R-HSA-173599	NA	TIGR03026	NA
EGR46163.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR48630.1	mobidb-lite	IPR027539	NA	GO:0007005;GO:0032865	NA	NA	NA	NA	NA	NA	PF12519	NA	NA	NA	MF_03102	NA	NA
