Gene	interpro	GO	Pfam	SUPERFAMILY	Gene3D	ProSitePatterns	MobiDBLite	ProSiteProfiles	Coils	PRINTS	PATHWAY	CDD	Hamap	SMART	TIGRFAM	PIRSF	SFLD
RFU76743.1	IPR000961	GO:0004674;GO:0005524;GO:0006468;GO:0004672	PF00433;PF00069	SSF56112	G3DSA:3.30.200.20;G3DSA:1.10.510.10	PS00108	mobidb-lite	PS51285;PS50011	NA	NA	NA	cd05123	NA	SM00133;SM00220	NA	NA	NA
RFU81026.1	IPR029055	GO:0004175;GO:0005839;GO:0051603;GO:0006511;GO:0019773;GO:0004298	PF00227;PF10584	SSF56235	G3DSA:3.60.20.10	PS00854;PS00388	NA	PS51475	NA	NA	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-75815|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	cd03752	NA	SM00948	NA	NA	NA
RFU72171.1	IPR006634	GO:0016021	PF03798	NA	NA	NA	NA	PS50922	NA	NA	NA	NA	NA	SM00724	NA	NA	NA
RFU81090.1	IPR041661	GO:0003676;GO:0008270	PF12756;PF12171	SSF57667	G3DSA:3.30.160.60	PS00028	mobidb-lite	NA	NA	NA	NA	NA	NA	SM00451;SM00355	NA	NA	NA
RFU80491.1	IPR020835	GO:0020037;GO:0055114;GO:0004096;GO:0006979	PF00199	SSF56634	G3DSA:1.20.1280.120;G3DSA:2.40.180.20	NA	NA	PS51402	NA	NA	KEGG: 00380+1.11.1.6|KEGG: 00630+1.11.1.6|Reactome: R-HSA-3299685|Reactome: R-HSA-6798695|Reactome: R-HSA-9033241|Reactome: R-HSA-9615017	NA	NA	SM01060	NA	PIRSF000296	NA
RFU81859.1	IPR002108	GO:0003779;GO:0005515	PF14604;PF00241	SSF55753;SSF50044	G3DSA:3.40.20.10;G3DSA:2.30.30.40	NA	mobidb-lite	PS50002;PS51263	NA	PR00452	NA	cd11962;cd11281	NA	SM00102;SM00326	NA	NA	NA
RFU74454.1	IPR000834	GO:0004181;GO:0006508;GO:0008270	PF00246	SSF53187	NA	NA	mobidb-lite	PS51257	NA	NA	NA	cd06228	NA	SM00631	NA	NA	NA
RFU74237.1	IPR015943	GO:0005515	NA	SSF63829	G3DSA:2.130.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78729.1	IPR018247	GO:0008270;GO:0005509	PF00569	SSF47473;SSF57850	G3DSA:1.10.238.10;G3DSA:3.30.60.90	PS00018;PS01357	mobidb-lite	PS50222;PS50135	NA	NA	NA	cd00051;cd02340	NA	SM00291;SM00054	NA	NA	NA
RFU75477.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75754.1	IPR036291	GO:0016491;GO:0055114;GO:0008270	PF00107;PF08240	SSF51735;SSF50129	G3DSA:3.40.50.720;G3DSA:3.90.180.10	PS00059	NA	NA	NA	NA	Reactome: R-HSA-71384	cd08278	NA	SM00829	NA	NA	NA
RFU72160.1	IPR036236	NA	PF08790	SSF57667	G3DSA:2.20.28.110	NA	mobidb-lite	PS51804	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79255.1	IPR036890	NA	PF12449	SSF55874	G3DSA:3.30.565.10	NA	mobidb-lite	NA	Coil	NA	NA	cd16927	NA	NA	NA	NA	NA
RFU80911.1	IPR008271	GO:0004672;GO:0006468;GO:0005524;GO:0005515	PF00069;PF00498	SSF56112;SSF49879	G3DSA:1.10.510.10;G3DSA:2.60.200.20	PS00108;PS00107	mobidb-lite	PS50011;PS50006	Coil	NA	NA	cd00060	NA	SM00240;SM00220	NA	NA	NA
RFU81526.1	IPR002110	GO:0005515	PF12796	SSF48403	G3DSA:1.25.40.20	NA	mobidb-lite	PS50088;PS50297	Coil	PR01415	NA	NA	NA	SM00248	NA	NA	NA
RFU73069.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79207.1	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU75636.1	IPR013126		PF00012	SSF53067	G3DSA:3.30.30.30;G3DSA:3.30.420.40;G3DSA:3.90.640.10	NA	mobidb-lite	NA	NA	PR00301	Reactome: R-HSA-3371453	cd10232	NA	NA	NA	NA	NA
RFU74858.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PF04082	SSF57701	NA	NA	mobidb-lite	NA	NA	NA	NA	cd00067;cd12148	NA	SM00906	NA	NA	NA
RFU74195.1	IPR001876	GO:0003676	PF00929;PF00076;PF00641	SSF90209;SSF53098;SSF54928	G3DSA:4.10.1060.10;G3DSA:3.30.70.330;G3DSA:3.30.420.10	PS01358	mobidb-lite	PS50199;PS50102	NA	NA	NA	cd06133;cd12452	NA	SM00547;SM00360	NA	NA	NA
RFU77849.1	IPR022577		PF12612	SSF48371	NA	NA	NA	PS50077	Coil	NA	Reactome: R-HSA-389977	NA	NA	NA	NA	NA	NA
RFU76919.1	IPR006603	NA	PF04193	NA	G3DSA:1.20.1280.290	NA	NA	NA	NA	NA	NA	NA	NA	SM00679	NA	NA	NA
RFU81497.1	IPR001139	GO:0004348;GO:0006665	PF17189;PF02055	SSF51445	G3DSA:2.60.40.1180;G3DSA:3.20.20.80	NA	NA	NA	NA	PR00843	Reactome: R-HSA-1660662|Reactome: R-HSA-390471	NA	NA	NA	NA	NA	NA
RFU73768.1	IPR014001	GO:0005524	PF00271;PF00176	SSF52540	G3DSA:3.40.50.300;G3DSA:3.40.50.10810	NA	mobidb-lite	PS51192;PS51194	NA	NA	NA	cd18008;cd18793	NA	SM00490;SM00487	NA	NA	NA
RFU74943.1	IPR011333	GO:0005515	PF00651	SSF54695	NA	NA	mobidb-lite	PS50097	NA	NA	NA	cd18186	NA	NA	NA	NA	NA
RFU75558.1	IPR013088	GO:0006355;GO:0008270;GO:0043565;GO:0005515	PF00320;PF08447	SSF55785;SSF57716	G3DSA:3.30.50.10;G3DSA:3.30.450.20	PS00344	mobidb-lite	PS50114;PS50112	Coil	NA	Reactome: R-HSA-383280	cd00130;cd00202	NA	SM00401;SM00091	TIGR00229	NA	NA
RFU72809.1	IPR019145	GO:0003712;GO:0006357;GO:0016592	PF09748	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-1989781|Reactome: R-HSA-212436|Reactome: R-HSA-381340	NA	NA	NA	NA	NA	NA
RFU75867.1	IPR021162	GO:0000077;GO:0005634;GO:0006281;GO:0006348;GO:0018024;GO:0031493;GO:0034729	PF08123	SSF53335	G3DSA:1.10.260.170;G3DSA:3.40.50.150	NA	mobidb-lite	PS51569	NA	NA	Reactome: R-HSA-3214841	cd02440	NA	NA	NA	PIRSF017570	NA
RFU72333.1	IPR031833	NA	PF15932	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80720.1	IPR036282	GO:0005515;GO:0004364	PF13410;PF13409	SSF47616	G3DSA:1.20.1050.10;G3DSA:3.40.30.130	NA	NA	PS50405	Coil	NA	NA	cd03190	NA	NA	NA	PIRSF015753	NA
RFU73668.1	IPR002685	GO:0000030;GO:0006486;GO:0016020	PF01793	SSF53448	G3DSA:3.90.550.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF018153	NA
RFU72735.1	IPR029062		PF01965	SSF52317	G3DSA:3.40.50.880	NA	NA	NA	NA	NA	Reactome: R-HSA-3899300|Reactome: R-HSA-9613829|Reactome: R-HSA-9615710	cd03141	NA	NA	NA	NA	NA
RFU80157.1	IPR001077	GO:0008171;GO:0008168;GO:0016787	PF00891;PF04820;PF02230	SSF51905;SSF53335;SSF46785;SSF53474	G3DSA:1.10.10.10;G3DSA:3.40.50.1820;G3DSA:3.40.50.150;G3DSA:3.50.50.60	NA	mobidb-lite	PS51683	NA	PR00420	NA	NA	NA	NA	NA	NA	NA
RFU76364.1	IPR036117	GO:0004371;GO:0006071;GO:0005524	PF02733;PF02734	SSF101473;SSF82549	G3DSA:1.25.40.340;G3DSA:3.30.1180.20;G3DSA:3.40.50.10440	NA	NA	PS51480;PS51481	NA	NA	Reactome: R-HSA-168928|Reactome: R-HSA-70350	NA	NA	SM01120	TIGR02361	NA	NA
RFU78043.1	IPR010920	GO:0000398;GO:0005732	PF01423	SSF50182	G3DSA:2.30.30.100	NA	NA	NA	NA	NA	Reactome: R-HSA-72163	cd01726	NA	SM00651	NA	PIRSF006609	NA
RFU79976.1	IPR036380	GO:0003824	PF00857	SSF52499	G3DSA:3.40.50.850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79542.1	IPR002347	GO:0016491	PF13561	SSF51735	G3DSA:3.40.50.720	PS00061	mobidb-lite	NA	NA	PR00081;PR00080	NA	NA	NA	NA	NA	NA	NA
RFU73243.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81290.1	IPR005828	GO:0016021;GO:0022857;GO:0055085	PF00083	SSF103473	G3DSA:1.20.1250.20	NA	NA	PS50850	NA	NA	NA	cd17356	NA	NA	NA	NA	NA
RFU75976.1	IPR029063	NA	NA	SSF53335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75990.1	IPR005024	GO:0007034	PF03357	NA	G3DSA:1.10.287.1060	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU80130.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77458.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	cd12148	NA	NA	NA	NA	NA
RFU76704.1	IPR027246	GO:0005741;GO:0055085;GO:0008320;GO:0030150	PF01459	NA	G3DSA:2.40.160.10	NA	NA	NA	NA	NA	NA	cd07305	NA	NA	NA	NA	NA
RFU77535.1	IPR018608	NA	PF09729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76515.1	IPR029058	NA	PF09994	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78524.1	IPR036318	GO:0050660;GO:0016491;GO:0055114;GO:0071949	PF01565;PF08031	SSF56176	G3DSA:3.30.465.40;G3DSA:3.40.462.20	NA	NA	PS51387	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77332.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78911.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172	SSF57701	G3DSA:4.10.240.10	PS00463	mobidb-lite	PS50048	NA	NA	NA	cd12148;cd00067	NA	SM00066	NA	NA	NA
RFU79501.1	IPR002110	GO:0005515	PF12796	SSF48403	G3DSA:1.25.40.20	NA	NA	PS50297;PS50088	NA	NA	NA	NA	NA	SM00248	NA	NA	NA
RFU75488.1	IPR002347	NA	PF00106	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00081	NA	NA	NA	NA	NA	NA	NA
RFU77289.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73918.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172	SSF57701	G3DSA:4.10.240.10	PS00463	NA	PS50048	NA	NA	NA	cd12148;cd00067	NA	SM00066	NA	NA	NA
RFU81303.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75304.1	IPR036318	GO:0050660;GO:0016491;GO:0055114	PF08031	SSF56176	G3DSA:3.40.462.20;G3DSA:3.30.465.40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76360.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73096.1	IPR042517		PF16483	NA	G3DSA:3.30.920.50;G3DSA:2.60.110.10	NA	NA	NA	NA	NA	KEGG: 00500+3.2.1.39	NA	NA	NA	NA	NA	NA
RFU74574.1	IPR029060	GO:0032040	PF04900	SSF88723	G3DSA:3.40.50.1010	NA	mobidb-lite	NA	Coil	NA	NA	cd09865	NA	NA	NA	NA	NA
RFU78612.1	IPR036291	NA	PF00106	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00081	NA	NA	NA	NA	NA	NA	NA
RFU75029.1	IPR011701	GO:0055085	PF07690	SSF103473	G3DSA:1.20.1250.20	NA	mobidb-lite	PS50850	NA	NA	NA	cd17327	NA	NA	NA	NA	NA
RFU75446.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU72737.1	IPR034804	GO:0016020;GO:0016627	PF01127	SSF81343	G3DSA:1.20.1300.10	NA	NA	NA	NA	NA	Reactome: R-HSA-611105|Reactome: R-HSA-71403	cd03499	NA	NA	NA	NA	NA
RFU73479.1	IPR002347	NA	PF00106	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00081	NA	NA	NA	NA	NA	NA	NA
RFU79880.1	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU81712.1	IPR029063	NA	PF10294	SSF53335	G3DSA:3.40.50.150	NA	NA	NA	NA	NA	NA	cd02440	NA	NA	NA	NA	NA
RFU75204.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF11951	NA	NA	NA	NA	NA	NA	NA	NA	cd00067	NA	NA	NA	NA	NA
RFU82070.1	NA	NA	NA	NA	NA	NA	mobidb-lite	PS51808	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77671.1	IPR013868	GO:0005634;GO:0031144;GO:0071630	PF08559	NA	G3DSA:1.20.58.1590	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72324.1	IPR008949	NA	NA	SSF48576	G3DSA:1.10.600.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72858.1	IPR036259	GO:0016021;GO:0022857;GO:0055085;GO:0016020	PF00083	SSF103473	G3DSA:1.20.1250.20	PS00217	NA	PS50850	NA	PR00171	Reactome: R-HSA-189200	cd17356	NA	NA	TIGR00879	NA	NA
RFU78713.1	IPR000791	GO:0016021	PF01184	NA	NA	PS01114	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73298.1	IPR017986	GO:0005515	NA	SSF101908	G3DSA:2.130.10.10	PS00678	mobidb-lite	PS50294	NA	NA	NA	NA	NA	SM00320	NA	NA	NA
RFU79786.1	IPR006076	GO:0016491;GO:0055114	PF01266	SSF51905	G3DSA:3.30.9.10;G3DSA:3.50.50.60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79947.1	IPR006553	GO:0005515	PF12937;PF13516	SSF81383;SSF52047	G3DSA:3.80.10.10	NA	mobidb-lite	PS50181	NA	NA	NA	NA	NA	SM00367	NA	NA	NA
RFU73416.1	IPR022708	GO:0004674;GO:0004672;GO:0006468;GO:0005524	PF12063;PF00069	SSF56112	G3DSA:1.20.58.280;G3DSA:1.10.510.10	PS00108	mobidb-lite	PS50011	NA	NA	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1	cd14009	NA	SM00220	NA	NA	NA
RFU78230.1	IPR033118	GO:0016021;GO:0016125;GO:0047750	PF05241	NA	NA	NA	mobidb-lite	PS51751	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76043.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77616.1	IPR001494	GO:0006886;GO:0008536	PF08389;PF03810	SSF48371	G3DSA:1.25.10.10	NA	NA	PS50166	NA	NA	NA	NA	NA	SM00913	NA	NA	NA
RFU81316.1	IPR008972	NA	NA	SSF49503	G3DSA:2.60.40.420	NA	mobidb-lite	NA	NA	NA	NA	cd00920	NA	NA	NA	NA	NA
RFU77068.1	IPR028163		PF14661	NA	NA	NA	mobidb-lite	NA	Coil	NA	Reactome: R-HSA-2565942|Reactome: R-HSA-380259|Reactome: R-HSA-380270|Reactome: R-HSA-380284|Reactome: R-HSA-380320|Reactome: R-HSA-5620912|Reactome: R-HSA-8854518	NA	NA	NA	NA	NA	NA
RFU81043.1	IPR001509	GO:0003824;GO:0050662	PF01370	SSF51735	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU74259.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79698.1	IPR020795	GO:0003677;GO:0005664;GO:0006260	PF07034;PF18137	NA	NA	NA	mobidb-lite	NA	Coil	NA	Reactome: R-HSA-113507|Reactome: R-HSA-176187|Reactome: R-HSA-68616|Reactome: R-HSA-68689|Reactome: R-HSA-68827|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962	NA	NA	NA	NA	NA	NA
RFU78451.1	IPR013176	GO:0016192;GO:0035658	PF08217	NA	NA	NA	mobidb-lite	NA	NA	NA	Reactome: R-HSA-8876198	NA	NA	NA	NA	NA	NA
RFU78776.1	IPR013714	NA	PF08507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79817.1	IPR036259	NA	PF11700	SSF103473	G3DSA:1.20.1250.20	NA	mobidb-lite	NA	NA	NA	NA	cd17483	NA	NA	NA	NA	NA
RFU72144.1	IPR005708	GO:0004411;GO:0006559;GO:0006570;GO:0055114	PF04209	SSF51182	G3DSA:2.60.120.10	NA	NA	NA	NA	NA	KEGG: 00350+1.13.11.5|KEGG: 00643+1.13.11.5|Reactome: R-HSA-8963684	NA	NA	NA	NA	NA	NA
RFU77398.1	IPR034786	GO:0018506;GO:0016491;GO:0046872;GO:0055114	PF00465	SSF56796	G3DSA:3.40.50.1970	NA	NA	NA	NA	NA	KEGG: 00361+1.3.1.32|KEGG: 00362+1.3.1.32|KEGG: 00364+1.3.1.32|KEGG: 00623+1.3.1.32|MetaCyc: PWY-5487|MetaCyc: PWY-5488|MetaCyc: PWY-6041|MetaCyc: PWY-6084|MetaCyc: PWY-6087|MetaCyc: PWY-6089|MetaCyc: PWY-6093|MetaCyc: PWY-6094|MetaCyc: PWY-6107|MetaCyc: PWY-6178|MetaCyc: PWY-6193|MetaCyc: PWY-6200|MetaCyc: PWY-7002|MetaCyc: PWY-7081|MetaCyc: PWY-7772|MetaCyc: PWY-7773	cd08177	NA	NA	NA	NA	NA
RFU72457.1	IPR007599		PF04511	SSF144091	NA	NA	mobidb-lite	NA	NA	NA	Reactome: R-HSA-382556|Reactome: R-HSA-5678895	NA	NA	NA	NA	NA	NA
RFU74931.1	IPR016195	GO:0003824;GO:0004526;GO:0008033	PF01876	SSF89550	G3DSA:3.20.20.140	NA	mobidb-lite	NA	NA	NA	Reactome: R-HSA-6784531|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA
RFU78004.1	IPR006680	GO:0016787	PF04909	SSF51556	G3DSA:3.20.20.140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72788.1	IPR002587	GO:0004512;GO:0006021;GO:0008654	PF07994;PF01658	SSF51735;SSF55347	G3DSA:3.40.50.720;G3DSA:3.30.360.10	NA	NA	NA	NA	NA	KEGG: 00521+5.5.1.4|KEGG: 00562+5.5.1.4|MetaCyc: PWY-2301|MetaCyc: PWY-4661|MetaCyc: PWY-6372|MetaCyc: PWY-6580|MetaCyc: PWY-6664|Reactome: R-HSA-1855183	NA	NA	NA	NA	PIRSF015578	NA
RFU75394.1	IPR008401	GO:0005680	PF05839	NA	NA	NA	mobidb-lite	NA	NA	NA	Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA
RFU80532.1	IPR036908	NA	NA	SSF50685	G3DSA:2.40.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72475.1	IPR016036	GO:0006886;GO:0016192;GO:0030131;GO:0016740	PF00928;PF00698	SSF55048;SSF52151;SSF64356;SSF49447	G3DSA:2.60.40.1170;G3DSA:3.30.450.60;G3DSA:3.30.70.250;G3DSA:3.40.366.10	PS00991	mobidb-lite	PS51072	NA	NA	NA	cd14837	NA	SM00827	NA	NA	NA
RFU80475.1	IPR019734	GO:0005515;GO:0043531	PF13424;PF00931;PF05057	SSF48452;SSF52540;SSF53474	G3DSA:1.25.40.10;G3DSA:3.40.50.1820;G3DSA:3.40.50.300	NA	NA	PS50005;PS50293	NA	NA	Reactome: R-HSA-111458|Reactome: R-HSA-111459|Reactome: R-HSA-111463|Reactome: R-HSA-111464|Reactome: R-HSA-6798695|Reactome: R-HSA-6803207|Reactome: R-HSA-8953750|Reactome: R-HSA-9627069	NA	NA	SM00028	NA	NA	NA
RFU81014.1	IPR023214		PF13671;PF08645	SSF56784;SSF52540	G3DSA:3.40.50.1000;G3DSA:3.40.50.300	NA	mobidb-lite	NA	NA	NA	Reactome: R-HSA-5649702	NA	NA	NA	TIGR01664;TIGR01662	NA	NA
RFU77798.1	IPR002401	GO:0005506;GO:0016705;GO:0020037;GO:0055114	PF00067	SSF48264	G3DSA:1.10.630.10	PS00086	NA	NA	NA	PR00463;PR00385	NA	NA	NA	NA	NA	NA	NA
RFU81261.1	IPR002938	GO:0071949	PF01494	SSF54373;SSF51905	G3DSA:3.30.9.50;G3DSA:3.50.50.60;G3DSA:3.40.30.120	NA	NA	NA	NA	PR00420	NA	NA	NA	NA	NA	NA	NA
RFU73831.1	IPR011611	GO:0016798	PF00294;PF04227	SSF110581;SSF53613	G3DSA:3.40.1790.10	NA	mobidb-lite	NA	NA	NA	KEGG: 00240+4.2.1.70|MetaCyc: PWY-6019	cd01941	NA	NA	NA	NA	NA
RFU77999.1	IPR029058	NA	PF12697	SSF53474	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79647.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73182.1	IPR017986	GO:0005515	PF00400	SSF50978;SSF50998	G3DSA:2.130.10.10	NA	mobidb-lite	PS50294;PS50082	NA	NA	NA	NA	NA	SM00320	NA	NA	NA
RFU77203.1	IPR016171	GO:0016491;GO:0050660;GO:0055114;GO:0071949;GO:0003824	PF01565;PF02913	SSF56176;SSF55103	G3DSA:1.10.45.10;G3DSA:3.30.70.2740;G3DSA:3.30.465.40	NA	mobidb-lite	PS51387	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU80405.1	IPR013969	GO:0006488	PF08660	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-446193|Reactome: R-HSA-5633231	NA	NA	NA	NA	NA	NA
RFU73893.1	IPR035213	NA	PF17254	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU74835.1	IPR000182	GO:0008080	PF13302	SSF55729	G3DSA:3.40.630.30	NA	NA	PS51186	NA	NA	NA	cd04301	NA	NA	NA	NA	NA
RFU79451.1	IPR002328	GO:0008270;GO:0016491;GO:0055114	PF08240;PF00107	SSF51735;SSF50129	G3DSA:3.90.180.10;G3DSA:3.40.50.720	PS00059	NA	NA	NA	NA	Reactome: R-HSA-71384	cd08297	NA	SM00829	NA	NA	NA
RFU77413.1	IPR000028	GO:0004601	PF01328	SSF47571	G3DSA:1.10.489.10	NA	NA	PS51405	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76937.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
RFU76472.1	IPR036291	GO:0016491;GO:0055114;GO:0008270	PF08240;PF00107	SSF51735;SSF50129	G3DSA:3.90.180.10;G3DSA:3.40.50.720	PS00059	NA	NA	NA	NA	Reactome: R-HSA-71384	cd05283	NA	SM00829	NA	NA	NA
RFU76752.1	IPR018517	GO:0008033;GO:0017150;GO:0050660;GO:0055114;GO:0003824	PF01207	SSF51395	G3DSA:3.20.20.70	PS01136	mobidb-lite	NA	NA	NA	NA	cd02801	NA	NA	NA	NA	NA
RFU80480.1	IPR001841	GO:0005524	PF00176;PF13920;PF14632;PF00271	SSF57850;SSF52540	G3DSA:3.30.40.10;G3DSA:3.40.50.300;G3DSA:1.20.120.850;G3DSA:3.40.50.10810	NA	mobidb-lite	PS50089;PS51192;PS51194	Coil	NA	Reactome: R-HSA-112382|Reactome: R-HSA-674695|Reactome: R-HSA-75955	cd18008;cd18793;cd16449	NA	SM00487;SM00490;SM00184	NA	NA	NA
RFU77410.1	IPR005829	GO:0016021;GO:0022857;GO:0055085	PF07690	SSF103473	G3DSA:1.20.1250.20	PS00216	NA	PS50850	NA	NA	NA	cd17323	NA	NA	NA	NA	NA
RFU71807.1	IPR016137	GO:0035556	PF00610;PF00615	SSF46785;SSF48097	G3DSA:1.10.10.10;G3DSA:1.20.58.1850	NA	mobidb-lite	PS50132;PS50186	NA	PR01301	NA	cd08708;cd04450	NA	SM00049;SM00315	NA	NA	NA
RFU80570.1	NA	NA	NA	SSF51197	G3DSA:2.60.120.620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU74554.1	IPR004143	GO:0006464;GO:0009249;GO:0033819	NA	SSF55681	G3DSA:3.30.930.10	NA	NA	PS51733	NA	NA	KEGG: 00785+2.3.1.181|MetaCyc: PWY-6987|MetaCyc: PWY-7382	NA	NA	NA	TIGR00214	PIRSF016262	NA
RFU76175.1	IPR010591	GO:0005739;GO:0065003	PF06644	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78960.1	IPR013907	NA	PF08598	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	SM01401	NA	NA	NA
