Gene	interpro	GO	SUPERFAMILY	PATHWAY	SMART	Pfam	Gene3D	MobiDBLite	Coils	CDD	ProSiteProfiles	PIRSF	ProSitePatterns	PRINTS	Hamap	TIGRFAM	SFLD
PTB74901.1	IPR036291	GO:0055114;GO:0016491	SSF51735;SSF50129	NA	SM00829	PF13602;PF08240	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	NA	cd08267	NA	NA	NA	NA	NA	NA	NA
PTB71086.1	IPR028587	GO:0004017;GO:0006172;GO:0005524;GO:0006139;GO:0019205;GO:0016776	SSF52540	KEGG: 00230+2.7.4.3|KEGG: 00730+2.7.4.3|MetaCyc: PWY-7219|Reactome: R-HSA-499943	NA	PF00406;PF05191	G3DSA:3.40.50.300	NA	Coil	cd01428	NA	NA	PS00113	PR00094	MF_03168;MF_00235	TIGR01351	NA
PTB76758.1	IPR036249	GO:0045454	SSF52833	NA	NA	PF00085	G3DSA:3.40.30.10	NA	NA	cd02947	NA	NA	NA	NA	NA	NA	NA
PTB74100.1	IPR019770	GO:0003723;GO:0003743;GO:0005737;GO:0006413	SSF55418	NA	NA	PF01652	G3DSA:3.30.760.10	mobidb-lite	NA	NA	NA	NA	PS00813	NA	NA	NA	NA
PTB75006.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	SSF57701	NA	SM00906;SM00066	PF04082;PF00172	G3DSA:4.10.240.10	mobidb-lite	NA	cd12148;cd00067	PS50048	NA	PS00463	NA	NA	NA	NA
PTB79484.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SSF57701	NA	SM00066	PF00172	G3DSA:4.10.240.10	mobidb-lite	NA	cd00067	PS50048	NA	PS00463	NA	NA	NA	NA
PTB80221.1	IPR004147	NA	SSF56112	NA	NA	PF03109	NA	NA	NA	cd13969	NA	NA	NA	NA	NA	NA	NA
PTB76825.1	IPR029044	NA	SSF53448	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76844.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB78612.1	IPR036956	GO:0005515	SSF54495;SSF54211	NA	NA	PF01205;PF05773	G3DSA:3.30.230.30;G3DSA:3.10.110.10	mobidb-lite	Coil	NA	PS50908	NA	PS00910	NA	NA	NA	NA
PTB78046.1	IPR036900	GO:0016868;GO:0071704;GO:0005975;GO:0000287	SSF55957;SSF53738	KEGG: 00520+5.4.2.10|MetaCyc: PWY-6749	NA	PF00408;PF02878	G3DSA:3.30.310.50;G3DSA:1.10.490.170	NA	NA	NA	NA	NA	PS00710	NA	NA	NA	NA
PTB76857.1	IPR036770	GO:0005515	SSF48403;SSF54695	NA	SM00225;SM00248	PF00651;PF12796	G3DSA:3.30.710.10;G3DSA:1.25.40.20	mobidb-lite	NA	cd18497;cd18186;cd18296	PS50088;PS50097;PS50297	NA	NA	NA	NA	NA	NA
PTB77675.1	IPR025151		NA	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	NA	PF13934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80535.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB72980.1	IPR005467	GO:0016310;GO:0016772	SSF55874;SSF69012	Reactome: R-HSA-204174|Reactome: R-HSA-5362517	SM00387	PF02518;PF10436	G3DSA:1.20.140.20	NA	NA	cd16929	PS50109	NA	NA	PR00344	NA	NA	NA
PTB76486.1	IPR016024	GO:0006886;GO:0016192;GO:0030117	SSF48371	NA	NA	PF01602	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB71057.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB73810.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SSF57701	NA	SM00066	PF00172	G3DSA:4.10.240.10	mobidb-lite	NA	cd00067	PS50048	NA	NA	NA	NA	NA	NA
PTB80022.1	IPR002347	NA	SSF51735	NA	NA	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	PR00081	NA	NA	NA
PTB80937.1	IPR013947	GO:0003712;GO:0006357;GO:0016592	NA	Reactome: R-HSA-1989781|Reactome: R-HSA-212436|Reactome: R-HSA-381340	NA	PF08638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB81328.1	IPR036259	NA	SSF103473	NA	NA	NA	NA	mobidb-lite	NA	cd17323	NA	NA	NA	NA	NA	NA	NA
PTB77451.1	IPR027417	GO:0003924;GO:0005525	SSF52540	NA	SM00173	PF00071	G3DSA:3.40.50.300	mobidb-lite	NA	NA	NA	NA	NA	PR00449	NA	NA	NA
PTB78758.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB78608.1	IPR022040	GO:0004518;GO:0006281	SSF88723	NA	NA	PF12247;PF00752;PF12246	G3DSA:3.40.50.1010	NA	NA	cd09858;cd09902	NA	NA	NA	NA	NA	NA	NA
PTB80598.1	IPR011059	GO:0016810;GO:0016787	SSF51338;SSF51556	NA	NA	PF01979	G3DSA:3.20.20.140;G3DSA:2.30.40.10	NA	NA	cd01299	NA	NA	NA	NA	NA	NA	NA
PTB73825.1	IPR036188	GO:0004499;GO:0050660;GO:0050661;GO:0055114	SSF51905	NA	NA	PF00743	G3DSA:3.50.50.60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80582.1	IPR029039	GO:0003824;GO:0051536;GO:0010181;GO:0008033;GO:0051539	SSF102114;SSF52218	MetaCyc: PWY-7285|MetaCyc: PWY-7286|Reactome: R-HSA-6782861	NA	PF04055;PF00258;PF08608	G3DSA:3.40.50.360;G3DSA:3.20.20.70	mobidb-lite	NA	cd01335	PS50902	NA	NA	NA	NA	NA	SFLDF00284;SFLDS00029
PTB76514.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	SSF57701	NA	SM00066	PF04082	G3DSA:4.10.240.10	mobidb-lite	Coil	cd00067;cd12148	PS50048	NA	NA	NA	NA	NA	NA
PTB81171.1	IPR016024		SSF48371	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	SM01036	PF08146;PF12397	G3DSA:1.25.10.10	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB71909.1	IPR000403	GO:0005515;GO:0004674;GO:0016301	SSF56112;SSF48371	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1	SM01343;SM00146;SM00802	PF02259;PF00454;PF08064;PF02260	G3DSA:3.30.1010.10;G3DSA:1.10.1070.11	NA	NA	cd00892	PS50290;PS51189;PS51190	NA	NA	NA	NA	NA	NA
PTB81069.1	IPR013149	GO:0055114;GO:0016491;GO:0008270	SSF51735;SSF50129	Reactome: R-HSA-71384	SM00829	PF00107;PF08240	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	NA	cd08296	NA	NA	PS00059	NA	NA	NA	NA
PTB71063.1	IPR018767	GO:0031965;GO:0055088	NA	NA	SM01042	PF10104	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB75105.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80856.1	IPR002680	GO:0009916;GO:0055114	NA	NA	NA	PF01786	G3DSA:1.20.1260.140	mobidb-lite	NA	cd01053	NA	PIRSF005229	NA	NA	NA	NA	NA
PTB72211.1	IPR029058	NA	NA	NA	NA	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80032.1	IPR020783	GO:0003735;GO:0005840;GO:0006412	SSF46906;SSF54747	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	SM00649	PF00298;PF03946	G3DSA:3.30.1550.10;G3DSA:1.10.10.250	NA	NA	cd00349	NA	NA	NA	NA	MF_00736	TIGR01632	NA
PTB72528.1	IPR012955	GO:0006891;GO:0030173	NA	Reactome: R-HSA-6811438	NA	PF08172	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB72260.1	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB73030.1	IPR001015	GO:0004325;GO:0006783	SSF53800	KEGG: 00860+4.99.1.1|Reactome: R-HSA-189451	NA	PF00762	G3DSA:3.40.50.1400	NA	Coil	cd03411;cd00419	NA	NA	PS00534	NA	MF_00323	TIGR00109	NA
PTB71258.1	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	SSF48264	NA	NA	PF00067	G3DSA:1.10.630.10	NA	NA	NA	NA	NA	NA	PR00465	NA	NA	NA
PTB80296.1	IPR013766	GO:0045454	SSF52833	NA	NA	PF00085	G3DSA:3.40.30.10	mobidb-lite	NA	cd02961	PS51352	NA	PS00194	NA	NA	NA	NA
PTB73954.1	IPR035994	GO:0003824;GO:0009116	SSF53167	NA	NA	PF01048	NA	NA	NA	cd09008	NA	NA	NA	NA	NA	NA	NA
PTB74140.1	IPR014849	NA	NA	NA	NA	PF08738	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB71596.1	IPR008901	GO:0006672;GO:0016021;GO:0016811	NA	Reactome: R-HSA-1660661	NA	PF05875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB75940.1	IPR001736	GO:0003824	SSF56024	Reactome: R-HSA-1483148	NA	NA	G3DSA:3.30.870.10	mobidb-lite	NA	NA	PS50035	NA	NA	NA	NA	NA	NA
PTB79876.1	IPR016039	GO:0003824;GO:0055114;GO:0016740;GO:0016491;GO:0031177	SSF51735;SSF55048;SSF47336;SSF52151;SSF50129;SSF53901	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105|Reactome: R-HSA-9029558	SM00827;SM00825;SM00829;SM00823;SM00822;SM00826	PF00550;PF00109;PF02801;PF00698;PF00107;PF08240;PF08659;PF16197;PF14765	G3DSA:3.40.47.10;G3DSA:3.40.50.720;G3DSA:3.10.129.110;G3DSA:3.90.180.10;G3DSA:3.30.70.3290;G3DSA:3.40.366.10;G3DSA:1.10.1200.10	mobidb-lite	NA	cd00833;cd05274;cd05195	PS50075	NA	PS00606;PS00012	NA	NA	NA	NA
PTB73229.1	IPR019350	NA	NA	NA	NA	PF10214	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB73539.1	IPR007537	GO:0000287;GO:0006400;GO:0008193	NA	Reactome: R-HSA-6782315	NA	PF14413;PF04446	G3DSA:3.30.70.3000	mobidb-lite	NA	NA	NA	PIRSF028980	NA	NA	NA	NA	NA
PTB76650.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB71126.1	IPR009836	NA	NA	NA	NA	PF07173	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB81894.1	IPR018843	NA	NA	NA	NA	PF10395	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB79307.1	IPR027417	GO:0003676;GO:0005524	SSF52540;SSF81296	NA	SM00487;SM00490	PF00271;PF00270	G3DSA:3.40.50.300;G3DSA:2.60.40.10	mobidb-lite	NA	cd02859;cd18787;cd17965	PS51192;PS51195;PS51194	NA	NA	NA	NA	NA	NA
PTB74952.1	IPR000926	GO:0003935;GO:0009231	SSF142695	KEGG: 00740+3.5.4.25|KEGG: 00790+3.5.4.25|MetaCyc: PWY-6168|MetaCyc: PWY-7539|MetaCyc: PWY-7991	NA	PF00925	G3DSA:3.40.50.10990	mobidb-lite	NA	cd00641	NA	NA	NA	NA	NA	TIGR00505	NA
PTB80716.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	NA	NA	NA	NA	NA	cd00067	NA	NA	NA	NA	NA	NA	NA
PTB81323.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77768.1	IPR024061	GO:0003677;GO:0003700;GO:0006355	SSF49417	NA	NA	PF05224	G3DSA:2.60.40.1390	mobidb-lite	NA	NA	PS51517	NA	NA	NA	NA	NA	NA
PTB78578.1	IPR018811	NA	NA	NA	NA	PF10306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74155.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB81433.1	IPR041726	GO:0004672;GO:0006468	SSF56112	Reactome: R-HSA-77289	NA	PF01636	G3DSA:3.30.200.20;G3DSA:3.90.1200.10	mobidb-lite	NA	cd05154	NA	NA	PS00108	NA	NA	NA	NA
PTB77927.1	IPR005990	GO:0003938;GO:0006164;GO:0055114;GO:0003824;GO:0016491	SSF54631;SSF51412	KEGG: 00230+1.1.1.205|KEGG: 00983+1.1.1.205|MetaCyc: PWY-5695|MetaCyc: PWY-6596|MetaCyc: PWY-7221|Reactome: R-HSA-6798695|Reactome: R-HSA-73817	SM00116;SM01240	PF00478;PF00571	G3DSA:3.20.20.70	NA	NA	cd00381;cd04601	PS51371	PIRSF000130	PS00487	NA	MF_01964	TIGR01302	NA
PTB76752.1	IPR014776	GO:0008168	SSF53790	Reactome: R-HSA-5358493	NA	NA	G3DSA:3.30.950.10	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB75714.1	IPR002563	GO:0010181;GO:0048037	SSF50475	NA	SM00903	PF01613	G3DSA:2.30.110.10	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76744.1	IPR023214	NA	SSF56784	NA	NA	PF12710	G3DSA:3.40.50.1000	mobidb-lite	NA	cd07500	NA	NA	NA	NA	NA	TIGR00338;TIGR01488	SFLDS00003;SFLDG01129;SFLDF00029
PTB80628.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80545.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SSF57701	NA	SM00066	PF00172	G3DSA:4.10.240.10	mobidb-lite	NA	cd00067	PS50048	NA	PS00463	NA	NA	NA	NA
PTB80157.1	IPR020683	GO:0005515	SSF48403	NA	SM00248	PF12796	G3DSA:1.25.40.20	NA	NA	NA	PS50297;PS50088	NA	NA	NA	NA	NA	NA
PTB74984.1	IPR020846	GO:0055085	SSF103473	NA	NA	PF07690	G3DSA:1.20.1250.20	mobidb-lite	NA	cd17352	PS50850	NA	NA	NA	NA	NA	NA
PTB73280.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80388.1	IPR013714	NA	NA	NA	NA	PF08507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74052.1	IPR003903	GO:0005975;GO:0016758;GO:0030259	SSF53756	KEGG: 00550+2.4.1.227|MetaCyc: PWY-5265|MetaCyc: PWY-6385|MetaCyc: PWY-6470|MetaCyc: PWY-6471	SM00726	PF03033	G3DSA:3.40.50.2000	mobidb-lite	Coil	cd03784	PS50330	NA	NA	NA	NA	NA	NA
PTB77609.1	IPR036291	NA	SSF51735	NA	NA	PF00106	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB72871.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76150.1	IPR021665	GO:0016592	NA	Reactome: R-HSA-1989781|Reactome: R-HSA-212436|Reactome: R-HSA-381340	NA	PF11635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB75176.1	IPR012913		NA	Reactome: R-HSA-382556|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5678895	NA	PF07915	G3DSA:2.70.130.10	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB74176.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB80127.1	IPR042183	GO:0016829	SSF103378	NA	NA	PF03972	G3DSA:1.10.4100.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB72010.1	IPR004203	GO:0004129	SSF81406	NA	NA	PF02936	G3DSA:1.10.442.10	mobidb-lite	NA	cd00922	NA	NA	NA	NA	NA	NA	NA
PTB74620.1	IPR001683	GO:0035091	SSF64268	NA	SM00312	PF00787	G3DSA:3.30.1520.10	mobidb-lite	NA	cd06863	PS50195	NA	NA	NA	NA	NA	NA
PTB77878.1	NA	NA	NA	NA	NA	PF04615	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB71919.1	IPR029052	GO:0016787	SSF56300	NA	NA	PF00149	G3DSA:3.60.21.10	mobidb-lite	Coil	cd00144	NA	NA	NA	NA	NA	NA	NA
PTB76852.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB78300.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB81206.1	IPR020683	GO:0005515	SSF48403	NA	SM00248	PF12796	G3DSA:1.25.40.20	NA	NA	NA	PS50297;PS50088	NA	NA	NA	NA	NA	NA
PTB73256.1	IPR002346	GO:0016491;GO:0055114;GO:0071949;GO:0009055;GO:0051536;GO:0005506;GO:0050660;GO:0046872;GO:0051537;GO:0004854;GO:0004855	SSF55447;SSF56003;SSF54292;SSF47741;SSF56176;SSF54665	KEGG: 00230+1.17.1.4|MetaCyc: PWY-5497|MetaCyc: PWY-5695|MetaCyc: PWY-6538|MetaCyc: PWY-6596|MetaCyc: PWY-6606|MetaCyc: PWY-6607|MetaCyc: PWY-6608|MetaCyc: PWY-6999|Reactome: R-HSA-74259|Reactome: R-HSA-8851680	SM01008;SM01092	PF00941;PF01315;PF01799;PF02738;PF00111;PF03450	G3DSA:3.30.365.10	NA	NA	NA	PS51387;PS51085	PIRSF000127	PS00197	NA	NA	TIGR02963	NA
PTB72505.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB80664.1	IPR011058	NA	SSF51322	NA	NA	PF08881	G3DSA:2.30.60.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74551.1	IPR007229	GO:0004514;GO:0009435;GO:0004516	SSF54675;SSF51690	KEGG: 00760+6.3.4.21|MetaCyc: PWY-5381|Reactome: R-HSA-197264|Reactome: R-HSA-6798695	NA	PF04095;PF17767	G3DSA:3.20.140.10	NA	NA	cd01401	NA	PIRSF000484	NA	NA	NA	NA	NA
PTB77830.1	IPR001841	NA	SSF57850	NA	NA	PF13639	G3DSA:3.30.40.10	NA	NA	NA	PS50089	NA	NA	NA	NA	NA	NA
PTB71728.1	IPR011701	GO:0055085	SSF103473	NA	NA	PF07690	G3DSA:1.20.1250.20	mobidb-lite	NA	cd17323	NA	NA	NA	NA	NA	NA	NA
PTB75564.1	IPR012951	GO:0016491;GO:0050660;GO:0055114;GO:0071949	SSF56176	NA	NA	PF08031;PF01565	G3DSA:3.40.462.20;G3DSA:3.30.465.40	NA	NA	NA	PS51387	NA	PS00862	NA	NA	NA	NA
PTB76525.1	IPR032633	NA	SSF52317	NA	NA	PF17124	G3DSA:3.40.50.880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77686.1	IPR007248	GO:0016021	NA	NA	NA	PF04117	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB72914.1	IPR016340	NA	NA	NA	NA	PF09784	NA	NA	NA	NA	NA	PIRSF002216	NA	NA	NA	NA	NA
PTB76084.1	IPR004167	GO:0016746	SSF51230;SSF47005;SSF52777	Reactome: R-HSA-389661	NA	PF02817;PF00198;PF00364	G3DSA:4.10.320.10;G3DSA:3.30.559.10;G3DSA:2.40.50.100	mobidb-lite	NA	cd06849	PS50968	NA	PS00189	NA	NA	NA	NA
PTB72663.1	IPR020843	GO:0016491;GO:0055114	SSF51735;SSF50129	NA	SM00829	PF08240	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	NA	cd08249	NA	NA	NA	NA	NA	NA	NA
PTB75996.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77746.1	IPR036869	NA	SSF46565	NA	NA	PF03656	G3DSA:1.10.287.110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB71969.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74751.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB78018.1	IPR010929	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887;GO:0016020	SSF52540	Reactome: R-HSA-1369062	SM00382	PF06422;PF00005;PF01061	G3DSA:3.40.50.300	mobidb-lite	Coil	cd03233	PS50893	NA	PS00211	NA	NA	NA	NA
PTB78471.1	IPR015943	GO:0005515	SSF50978	NA	NA	NA	G3DSA:2.130.10.10	mobidb-lite	NA	NA	PS50082;PS50294	NA	NA	NA	NA	NA	NA
PTB80271.1	IPR003124	GO:0003779	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	PS51082	NA	NA	NA	NA	NA	NA
PTB80670.1	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB79984.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB81762.1	IPR007577	NA	SSF53448	NA	NA	PF04488	G3DSA:3.90.550.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB71373.1	IPR037674	GO:0006506;GO:0051377;GO:0003824	SSF53649	Reactome: R-HSA-162710	NA	PF01663	G3DSA:3.40.720.10	NA	NA	cd16024	NA	NA	NA	NA	NA	NA	NA
PTB79941.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SSF57701	NA	SM00066	PF00172	G3DSA:4.10.240.10	NA	NA	cd00067;cd12148	PS50048	NA	PS00463	NA	NA	NA	NA
PTB72150.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SSF57701	NA	SM00066	PF00172	G3DSA:4.10.240.10	mobidb-lite	NA	cd00067	PS50048	NA	NA	NA	NA	NA	NA
PTB79528.1	IPR007676	GO:0004579;GO:0005783;GO:0006486;GO:0016021	NA	Reactome: R-HSA-1799339|Reactome: R-HSA-446203	NA	PF04597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB72430.1	IPR018825	NA	NA	NA	NA	PF10348;PF10355	NA	mobidb-lite	NA	cd08760	NA	NA	NA	NA	NA	NA	NA
PTB79809.1	IPR011395	GO:0005576;GO:0045493;GO:0046559	SSF51445;SSF55545	NA	NA	PF07488;PF07477;PF03648	G3DSA:2.60.120.260;G3DSA:3.90.1330.10;G3DSA:3.20.20.80;G3DSA:3.30.379.10	NA	NA	cd02795	NA	PIRSF029900	NA	NA	NA	NA	NA
PTB78135.1	IPR033771	GO:0003723;GO:0004540	SSF50249;SSF88723	NA	SM00955;SM00670	PF17216;PF00773;PF13638;PF17849	G3DSA:2.40.50.700;G3DSA:2.40.50.690;G3DSA:3.40.50.1010	NA	NA	cd09862	NA	NA	NA	NA	NA	NA	NA
PTB74612.1	IPR008978	NA	SSF49764	NA	NA	PF04969	G3DSA:2.60.40.790	mobidb-lite	NA	cd06467	PS51203	NA	NA	NA	NA	NA	NA
PTB78288.1	IPR038422	GO:0005634;GO:0031144;GO:0071630	NA	NA	NA	PF08559	G3DSA:1.20.58.1590	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76034.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB73465.1	IPR036026	GO:0004571;GO:0005509;GO:0016020;GO:0003824	SSF48225	NA	NA	NA	G3DSA:1.50.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76369.1	IPR013875	GO:0001405	NA	NA	NA	PF08566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74810.1	IPR036291	GO:0016491	SSF51735	NA	NA	PF00106	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	PS00061	PR00081	NA	NA	NA
PTB75890.1	IPR002067	GO:0005347;GO:0055085;GO:0005743;GO:0022857	SSF103506	NA	NA	PF00153	G3DSA:1.50.40.10	NA	NA	NA	PS50920	NA	NA	PR00926;PR00927	NA	NA	NA
PTB80791.1	IPR019038	GO:0003887;GO:0005634;GO:0006260;GO:0043625	NA	Reactome: R-HSA-110314|Reactome: R-HSA-174411|Reactome: R-HSA-174414|Reactome: R-HSA-174417|Reactome: R-HSA-174437|Reactome: R-HSA-5358565|Reactome: R-HSA-5358606|Reactome: R-HSA-5651801|Reactome: R-HSA-5656169|Reactome: R-HSA-5685942|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-69091|Reactome: R-HSA-69166|Reactome: R-HSA-69183	NA	PF09507	G3DSA:1.10.10.1300	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB77407.1	IPR012337	GO:0003676;GO:0006139;GO:0008408;GO:0000166;GO:0003824;GO:0044237;GO:0000176;GO:0006396	SSF53098;SSF47819	Reactome: R-HSA-6791226	SM00474;SM00341	PF01612;PF00570;PF08066	G3DSA:3.30.420.500;G3DSA:1.10.150.80	mobidb-lite	Coil	cd06147	PS50967	NA	NA	NA	NA	NA	NA
PTB77431.1	IPR018253	NA	SSF46565	NA	NA	NA	G3DSA:1.10.287.110	mobidb-lite	NA	cd06257	PS50076	NA	PS00636	PR00625	NA	NA	NA
PTB76502.1	IPR007873	GO:0000030;GO:0030176	NA	KEGG: 00510+2.4.1.258|KEGG: 00513+2.4.1.258|Reactome: R-HSA-446193|Reactome: R-HSA-4720475	NA	PF05208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB72898.1	IPR024629	NA	NA	NA	NA	PF12829	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PTB79414.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PS51257	NA	NA	NA	NA	NA	NA
PTB74929.1	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.12500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74470.1	IPR033932	GO:0016810	SSF51556;SSF51338	NA	NA	PF07969	G3DSA:2.30.40.10;G3DSA:3.10.310.70;G3DSA:3.20.20.140	NA	NA	cd01300	NA	NA	NA	NA	NA	NA	NA
PTB72113.1	IPR016137	NA	SSF48097	NA	NA	PF00615	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB78109.1	IPR002109	GO:0009055;GO:0015035;GO:0045454	SSF52833	NA	NA	PF00462	G3DSA:3.40.30.10	NA	Coil	cd03419	PS51354	NA	PS00018	PR00160	NA	TIGR02180	NA
