Gene	Gene3D	interpro	GO	ProSiteProfiles	SUPERFAMILY	Pfam	SMART	MobiDBLite	PATHWAY	ProSitePatterns	CDD	Coils	PRINTS	TIGRFAM	Hamap	PIRSF	SFLD
PNP42591.1	G3DSA:2.60.120.10;G3DSA:1.10.441.10	IPR001250	GO:0004476;GO:0005975;GO:0008270;GO:0009298	NA	SSF51182	PF01238	NA	NA	KEGG: 00051+5.3.1.8|KEGG: 00520+5.3.1.8|MetaCyc: PWY-3861|MetaCyc: PWY-3881|MetaCyc: PWY-5659|MetaCyc: PWY-6992|MetaCyc: PWY-7456|MetaCyc: PWY-7586|MetaCyc: PWY-882|Reactome: R-HSA-4043916|Reactome: R-HSA-446205	NA	NA	Coil	PR00714	TIGR00218	NA	PIRSF001480	NA
PNP37640.1	G3DSA:3.40.50.2000	IPR003903	GO:0005975;GO:0016758;GO:0030259	PS50330	SSF53756	PF03033	SM00726	mobidb-lite	KEGG: 00550+2.4.1.227|MetaCyc: PWY-5265|MetaCyc: PWY-6385|MetaCyc: PWY-6470|MetaCyc: PWY-6471	NA	cd03784	Coil	NA	NA	NA	NA	NA
PNP38256.1	G3DSA:1.10.260.40;G3DSA:3.30.1160.10	IPR003712	GO:0009439;GO:0003677;GO:0008824	NA	SSF55234;SSF47413	PF02560	SM01116	NA	KEGG: 00910+4.2.1.104	NA	cd00093	NA	PR01693	TIGR00673	MF_00535	PIRSF001263	NA
PNP41943.1	G3DSA:3.30.70.330	IPR034181	GO:0003723;GO:0003676;GO:0046872	PS50103;PS50102	SSF54928;SSF90229	PF16131;PF00076	SM00360	mobidb-lite	NA	NA	cd12360	NA	NA	NA	NA	NA	NA
PNP42553.1	G3DSA:1.20.1250.20	IPR020846	GO:0055085	PS50850	SSF103473	PF07690	NA	mobidb-lite	NA	NA	cd17323	NA	NA	NA	NA	NA	NA
PNP38880.1	NA	IPR010301	GO:0006364;GO:0030688	NA	NA	PF05997	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP46723.1	G3DSA:1.10.510.10;G3DSA:3.90.810.10;G3DSA:3.30.200.20	IPR008271	GO:0004672;GO:0006468;GO:0004674;GO:0005524	PS50108;PS50011	SSF56112	PF00069;PF00786	SM00285;SM00220	mobidb-lite	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1|Reactome: R-HSA-428540	PS00108;PS00107	cd01093;cd06614	Coil	NA	NA	NA	NA	NA
PNP46133.1	G3DSA:3.40.50.1580;G3DSA:1.25.40.20	IPR035994	GO:0003824;GO:0009116;GO:0005515	PS50297;PS50088	SSF48403;SSF53167	PF12796	SM00248	mobidb-lite	NA	NA	cd09008	NA	NA	NA	NA	NA	NA
PNP41108.1	NA	IPR013079	GO:0003873;GO:0005524;GO:0006000;GO:0003824;GO:0006003	NA	SSF53254;SSF52540	PF01591;PF00300	SM00855	mobidb-lite	KEGG: 00051+2.7.1.105+3.1.3.46|Reactome: R-HSA-9634600	PS00175	cd07067	NA	PR00991	NA	NA	NA	NA
PNP38127.1	G3DSA:3.90.226.10;G3DSA:3.40.50.12210;G3DSA:2.40.460.10;G3DSA:3.30.470.20;G3DSA:2.40.50.100;G3DSA:3.90.1770.10;G3DSA:3.30.1490.20	IPR005479	GO:0005524;GO:0016874;GO:0046872;GO:0003989;GO:0006633	PS50979;PS50989;PS50975;PS50968;PS50980	SSF52096;SSF52440;SSF51246;SSF56059;SSF51230	PF00289;PF02785;PF02786;PF00364;PF08326;PF01039	SM00878	NA	Reactome: R-HSA-196780|Reactome: R-HSA-3371599	PS00867;PS00866;PS00188	cd06850	Coil	NA	NA	NA	NA	NA
PNP42354.1	G3DSA:2.60.40.10;G3DSA:3.20.20.80;G3DSA:2.60.120.260	IPR013783	GO:0004553;GO:0005975	NA	SSF51445;SSF49303;SSF49785	PF17753;PF17786;PF00703	NA	NA	KEGG: 00511+3.2.1.25|Reactome: R-HSA-6798695|Reactome: R-HSA-8853383	NA	NA	NA	NA	NA	NA	NA	NA
PNP40955.1	G3DSA:1.20.1250.20	IPR011701	GO:0055085	NA	SSF103473	PF07690	NA	mobidb-lite	NA	NA	cd17323	NA	NA	NA	NA	NA	NA
PNP37547.1	G3DSA:2.20.28.10;G3DSA:3.40.50.300;G3DSA:3.30.1640.10;G3DSA:2.40.50.140	IPR012340	GO:0003677;GO:0005524;GO:0006270;GO:0006260;GO:0003688;GO:0005634;GO:0042555	PS50051	SSF50249;SSF52540	PF00493;PF14551;PF17207;PF17855	SM00350	NA	Reactome: R-HSA-176187|Reactome: R-HSA-176974|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962|Reactome: R-HSA-69052	PS00847	cd17756	NA	PR01661;PR01657	NA	NA	NA	NA
PNP42020.1	G3DSA:3.60.20.10	IPR026869	NA	PS51278	SSF56235	PF13230	NA	mobidb-lite	NA	NA	cd01908	NA	NA	NA	NA	NA	NA
PNP42165.1	G3DSA:1.25.40.90;G3DSA:3.30.40.10	IPR002014	GO:0006886;GO:0046872	PS50179;PS50330;PS50178	SSF57903;SSF48464	PF02809;PF00790;PF01363	SM00288;SM00726;SM00064	mobidb-lite	Reactome: R-HSA-182971|Reactome: R-HSA-432720|Reactome: R-HSA-5689880|Reactome: R-HSA-6807004|Reactome: R-HSA-8856825|Reactome: R-HSA-8856828|Reactome: R-HSA-8875360|Reactome: R-HSA-917729	NA	cd16979;cd15735	NA	NA	NA	NA	PIRSF036956	NA
PNP41866.1	G3DSA:3.90.1300.10	IPR036928		NA	SSF75304	PF01425	NA	NA	KEGG: 00970+6.3.5.7	NA	NA	NA	NA	NA	NA	PIRSF001221	NA
PNP46679.1	G3DSA:3.40.50.300	IPR003959	GO:0005524	NA	SSF52540	PF07724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP48663.1	G3DSA:4.10.240.10	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PS50048	SSF57701	PF00172;PF11951	SM00066	NA	NA	PS00463	cd00067	NA	NA	NA	NA	NA	NA
PNP41216.1	NA	IPR010920	GO:0016020;GO:0055085;GO:0005509	PS50222	SSF50182	PF00924	NA	mobidb-lite	NA	PS00018	NA	NA	NA	NA	NA	PIRSF017209	NA
PNP44718.1	G3DSA:3.90.180.10;G3DSA:3.40.50.720	IPR011032	GO:0016491;GO:0055114	NA	SSF50129;SSF51735	PF08240	SM00829	NA	NA	NA	cd05289	NA	NA	NA	NA	NA	NA
PNP46307.1	G3DSA:3.20.20.70	IPR002220	GO:0016829;GO:0003824	NA	SSF51569	PF00701	SM01130	NA	NA	NA	cd00408	NA	PR00146	NA	NA	NA	NA
PNP37660.1	G3DSA:3.20.20.80	IPR001000	GO:0004553;GO:0005975	PS51760	SSF51445	PF00331	SM00633	NA	MetaCyc: PWY-6717|MetaCyc: PWY-6784	NA	NA	NA	PR00134	NA	NA	NA	NA
PNP37181.1	G3DSA:2.40.10.230	IPR007504	GO:0001522;GO:0042254	NA	SSF50447	PF04410	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP45237.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
PNP43799.1	G3DSA:1.10.630.10	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	SSF48264	PF00067	NA	NA	NA	NA	NA	NA	PR00385;PR00463	NA	NA	NA	NA
PNP47205.1	G3DSA:3.30.230.10;G3DSA:3.30.1370.100;G3DSA:2.30.42.20	IPR014721	GO:0005524;GO:0006298	NA	SSF118116	PF08676	SM00853	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP40027.1	G3DSA:3.90.550.20	IPR029044	NA	NA	SSF53448	PF04488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP44069.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP44141.1	G3DSA:1.25.40.20	IPR002110	GO:0005515	PS50088;PS50297	SSF48403	PF12796	SM00248	NA	NA	NA	NA	Coil	PR01415	NA	NA	NA	NA
PNP45840.1	G3DSA:3.40.50.300	IPR003439	GO:0005524;GO:0016887	PS50893	SSF52540	PF00005	SM00382	mobidb-lite	NA	NA	cd00267	NA	NA	NA	NA	NA	NA
PNP43183.1	G3DSA:1.10.530.10	IPR008258	NA	NA	SSF53955	PF01464	NA	NA	NA	NA	cd13400	NA	NA	NA	NA	NA	NA
PNP39791.1	G3DSA:3.90.25.10;G3DSA:3.40.50.720	IPR036291		NA	SSF51735	PF05368	NA	NA	Reactome: R-HSA-70635	NA	cd05269	NA	NA	NA	NA	NA	NA
PNP40141.1	G3DSA:3.10.20.90	IPR029071	NA	NA	SSF54236	NA	NA	mobidb-lite	NA	NA	cd01790	Coil	NA	NA	NA	NA	NA
PNP41623.1	G3DSA:3.40.50.1000	IPR006349	GO:0016791	NA	SSF56784	PF13242;PF13344	NA	NA	NA	NA	NA	NA	NA	TIGR01452;TIGR01460	NA	PIRSF000915	NA
PNP43126.1	G3DSA:3.75.10.10	IPR007466	GO:0004668;GO:0009446	NA	SSF55909	PF04371	NA	NA	KEGG: 00330+3.5.3.12|MetaCyc: PWY-43	NA	NA	NA	NA	NA	NA	NA	NA
PNP38218.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP41552.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP42697.1	G3DSA:1.10.150.240;G3DSA:3.40.50.1000	IPR006439	GO:0016787	NA	SSF56784	PF13419	NA	NA	NA	NA	cd07527	NA	PR00413	TIGR01509	NA	NA	SFLDS00003;SFLDG01135
PNP46869.1	G3DSA:3.40.395.10	IPR038765	GO:0006508;GO:0008234	PS50600	SSF54001	PF02902	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP48623.1	G3DSA:1.20.1250.20	IPR005829	GO:0016021;GO:0022857;GO:0055085;GO:0016020	PS50850	SSF103473	PF00083	NA	NA	Reactome: R-HSA-189200	PS00217;PS00216	cd17356	NA	PR00171	TIGR00879	NA	NA	NA
PNP48721.1	NA	IPR003615	NA	NA	NA	PF13391	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP46725.1	G3DSA:1.10.150.60;G3DSA:3.30.160.60	IPR003150	GO:0003677;GO:0006355	PS51526;PS51011	SSF46774;SSF48371	PF01388	SM01014;SM00501	mobidb-lite	NA	NA	cd16100	Coil	NA	NA	NA	NA	NA
PNP40417.1	G3DSA:3.40.50.300	IPR027417	GO:0003924;GO:0005525	PS51419	SSF52540	PF00071	SM00174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP43918.1	NA	IPR009038	NA	PS50866	NA	PF01105	SM01190	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
PNP47659.1	NA	IPR021709	NA	NA	NA	PF11696	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP43850.1	G3DSA:2.40.50.40;G3DSA:3.40.50.10810;G3DSA:3.40.50.300;G3DSA:3.30.40.10	IPR019786	GO:0005524	PS51194;PS51192	SSF54160;SSF57903;SSF52540	PF00176;PF15446;PF00271	SM00490;SM00249;SM00487	mobidb-lite	NA	PS01359	cd17919;cd18660;cd15489;cd18793	Coil	NA	NA	NA	NA	NA
PNP37059.1	G3DSA:3.40.50.720	IPR008927	GO:0055114;GO:0050661	NA	SSF48179;SSF51735	PF03446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP43469.1	G3DSA:3.30.70.330	IPR012677	GO:0003676;GO:0003729;GO:0003723;GO:0005634;GO:0005737;GO:0006396	PS50102	SSF54928	PF00076	SM00360	mobidb-lite	Reactome: R-HSA-159236|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-73856|Reactome: R-HSA-9010553|Reactome: R-HSA-975957	NA	cd12324	NA	PR01738	NA	NA	NA	NA
PNP48973.1	G3DSA:1.25.40.20;G3DSA:2.40.160.120;G3DSA:2.30.29.30	IPR020683	GO:0005515	PS50297;PS50088;PS50003	SSF144000;SSF48403;SSF50729	PF12796;PF00023;PF00169;PF01237	SM00248;SM00233	mobidb-lite	NA	PS01013	cd13292	Coil	NA	NA	NA	NA	NA
PNP38487.1	G3DSA:2.60.120.200	IPR017168	GO:0005618;GO:0016798;GO:0071555;GO:0004553;GO:0005975;GO:0008061	PS51762	SSF49899	PF00722	NA	mobidb-lite	NA	PS00026	cd02183	NA	NA	NA	NA	PIRSF037299	NA
PNP39806.1	G3DSA:3.40.50.300	IPR030381	GO:0005525;GO:0003924	PS51718;PS51388	SSF52540	PF02212;PF00350	SM00053	mobidb-lite	NA	NA	cd08771	NA	PR00195	NA	NA	NA	NA
PNP39178.1	NA	IPR000845	GO:0003824;GO:0009116	NA	SSF53167	PF01048	NA	mobidb-lite	NA	NA	cd09008	NA	NA	NA	NA	NA	NA
PNP42881.1	NA	IPR007218	GO:0006260;GO:0042025	NA	NA	PF04081	NA	mobidb-lite	Reactome: R-HSA-110314|Reactome: R-HSA-174411|Reactome: R-HSA-174414|Reactome: R-HSA-174417|Reactome: R-HSA-174437|Reactome: R-HSA-5358565|Reactome: R-HSA-5358606|Reactome: R-HSA-5651801|Reactome: R-HSA-5656169|Reactome: R-HSA-5685942|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-69091|Reactome: R-HSA-69166|Reactome: R-HSA-69183	NA	NA	NA	NA	NA	NA	NA	NA
PNP41533.1	G3DSA:1.10.510.10	IPR000719	GO:0004672;GO:0005524;GO:0006468	PS50011	SSF56112	PF00069	SM00220	NA	NA	PS00108	NA	NA	NA	NA	NA	NA	NA
PNP45869.1	G3DSA:3.40.50.150	IPR029063	GO:0008168;GO:0032259	NA	SSF53335	PF04072	NA	mobidb-lite	Reactome: R-HSA-69273	NA	NA	NA	NA	NA	NA	PIRSF016305	NA
PNP47893.1	G3DSA:3.60.20.40;G3DSA:1.10.246.130	IPR029055	GO:0006751;GO:0036374	NA	SSF56235	PF01019	NA	NA	KEGG: 00430+2.3.2.2|KEGG: 00460+2.3.2.2|KEGG: 00480+2.3.2.2+3.4.19.13|MetaCyc: PWY-4041|MetaCyc: PWY-4061|MetaCyc: PWY-5826|MetaCyc: PWY-6842|MetaCyc: PWY-7112|MetaCyc: PWY-7559|MetaCyc: PWY-8001	NA	NA	NA	PR01210	TIGR00066	NA	NA	NA
PNP37422.1	G3DSA:3.40.50.720	IPR002347	NA	NA	SSF51735	PF00106	NA	NA	NA	NA	NA	NA	PR00081	NA	NA	NA	NA
PNP42407.1	G3DSA:1.10.287.810	IPR004217		NA	SSF144122	PF02953	NA	NA	Reactome: R-HSA-1268020	NA	NA	Coil	NA	NA	NA	NA	NA
PNP43985.1	G3DSA:3.40.710.30	IPR012338	NA	NA	SSF56601	PF00144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP38591.1	NA	IPR009914	GO:0019348;GO:0030176;GO:0030234	NA	NA	PF07297	NA	NA	Reactome: R-HSA-162699|Reactome: R-HSA-162710|Reactome: R-HSA-4717374|Reactome: R-HSA-4719360|Reactome: R-HSA-4719377	NA	NA	NA	NA	NA	NA	NA	NA
PNP48524.1	G3DSA:1.10.1370.10;G3DSA:1.10.1370.40	IPR001567	GO:0004222;GO:0006508	NA	SSF55486	PF01432	NA	NA	NA	NA	cd06455	NA	NA	NA	NA	NA	NA
PNP44245.1	G3DSA:1.20.1250.20	IPR036259	GO:0055085	PS50850	SSF103473	PF07690	NA	mobidb-lite	NA	NA	cd17316	NA	NA	NA	NA	NA	NA
PNP48669.1	G3DSA:3.40.50.720	IPR002347	GO:0016491	NA	SSF51735	PF00106	NA	NA	NA	PS00061	cd05374	NA	PR00081	NA	NA	NA	NA
PNP42513.1	G3DSA:1.25.40.20	IPR002110	GO:0005515	PS50088;PS50297	SSF48403	PF12796	SM00248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP48276.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA
PNP42258.1	NA	IPR010730	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP44867.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP48437.1	NA	IPR000719	GO:0004672;GO:0005524;GO:0006468	PS50011	SSF56112	PF00069	SM00220	NA	NA	NA	cd00180	NA	NA	NA	NA	NA	NA
PNP46654.1	NA	IPR019193		NA	NA	PF09814	NA	NA	Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA
PNP45155.1	G3DSA:3.40.50.300	IPR003578	GO:0005525;GO:0007264;GO:0003924	PS51420	SSF52540	PF00071	SM00175;SM00173;SM00174	mobidb-lite	Reactome: R-HSA-194840	NA	NA	NA	PR00449	TIGR00231	NA	NA	NA
PNP41745.1	G3DSA:3.90.730.10	IPR018188	GO:0003723;GO:0033897	NA	SSF55895	PF00445	NA	mobidb-lite	Reactome: R-HSA-6798695	PS00530;PS00531	cd01061	NA	NA	NA	NA	NA	NA
PNP37040.1	G3DSA:3.30.2350.10	IPR020103	GO:0001522;GO:0003723;GO:0009451;GO:0009982;GO:0006396	NA	SSF55120	PF01509	NA	mobidb-lite	NA	NA	cd02867	NA	NA	NA	MF_01080	NA	NA
PNP42802.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP46863.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA
PNP38421.1	NA	IPR021840	NA	NA	NA	PF11915	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP39112.1	G3DSA:3.30.1200.10	IPR003746	NA	NA	SSF69786	PF02594	SM01152	NA	NA	NA	NA	NA	NA	NA	MF_00634	NA	NA
PNP38752.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP37323.1	G3DSA:1.25.10.10;G3DSA:3.90.1750.10;G3DSA:3.30.2160.10;G3DSA:3.30.2410.10	IPR016024	GO:0004842	PS50237	SSF48371;SSF56204	PF00632	SM00119	mobidb-lite	MetaCyc: PWY-7511|Reactome: R-HSA-983168	NA	cd00078	NA	NA	NA	NA	NA	NA
PNP44937.1	NA	IPR004776	GO:0016021;GO:0055085	NA	NA	PF03547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP40526.1	G3DSA:2.60.120.180	IPR033123	GO:0004553;GO:0005975	PS51761	SSF49899	PF00457	NA	NA	MetaCyc: PWY-6717|MetaCyc: PWY-6784	PS00776	NA	NA	PR00911	NA	NA	NA	NA
PNP41929.1	NA	IPR020846	GO:0055085	PS50850	SSF103473	PF07690	NA	mobidb-lite	NA	NA	cd17502	NA	NA	NA	NA	NA	NA
PNP38156.1	G3DSA:3.40.50.10990	IPR036144	GO:0003935;GO:0009231	NA	SSF142695	PF00925;PF12471	NA	NA	KEGG: 00740+3.5.4.25|KEGG: 00790+3.5.4.25|MetaCyc: PWY-6168|MetaCyc: PWY-7539|MetaCyc: PWY-7991	NA	cd00641	NA	NA	NA	NA	NA	NA
PNP48585.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP44588.1	G3DSA:3.40.720.10	IPR000917	GO:0008484;GO:0003824;GO:0004065;GO:0018958	NA	SSF53649	PF00884	NA	NA	KEGG: 00140+3.1.6.1|KEGG: 00600+3.1.6.1	PS00523	cd16147	NA	NA	NA	NA	PIRSF000972	NA
PNP44621.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP46034.1	G3DSA:3.30.70.870;G3DSA:2.40.30.10;G3DSA:3.30.230.10;G3DSA:3.30.70.240;G3DSA:3.40.50.300	IPR004540	GO:0003746;GO:0005525;GO:0006414;GO:0003924	PS51722	SSF54980;SSF54211;SSF50447;SSF52540	PF00679;PF14492;PF03764;PF03144;PF00009	SM00838;SM00889	NA	Reactome: R-HSA-5389840	PS00301	cd01434;cd16262;cd04091;cd01886;cd04097	NA	PR00315	TIGR00231;TIGR00484	MF_00054_B	NA	NA
PNP43365.1	G3DSA:2.60.120.560;G3DSA:2.115.10.20	IPR006710	GO:0004553;GO:0005975	NA	SSF75005	PF04616;PF06439	NA	NA	NA	NA	cd18827	NA	NA	NA	NA	NA	NA
PNP43549.1	G3DSA:2.60.40.10;G3DSA:2.60.120.260;G3DSA:3.20.20.80	IPR013783		PS51257	SSF51445;SSF49785;SSF49303	PF17786;PF17753	NA	NA	KEGG: 00511+3.2.1.25|Reactome: R-HSA-6798695|Reactome: R-HSA-8853383	NA	NA	NA	NA	NA	NA	NA	NA
PNP47327.1	G3DSA:3.60.110.10	IPR003010	GO:0006807	PS50263	SSF56317	PF00795	NA	NA	NA	NA	cd07197	NA	NA	NA	NA	NA	NA
PNP48618.1	G3DSA:1.20.1250.20	IPR003663	GO:0016020;GO:0022857;GO:0055085;GO:0016021	PS50850	SSF103473	PF00083	NA	NA	Reactome: R-HSA-189200	PS00217	cd17357	NA	PR00171	NA	NA	NA	NA
PNP41090.1	G3DSA:1.20.1080.10	IPR023271	GO:0015267;GO:0016020;GO:0055085	NA	SSF81338	PF00230	NA	NA	Reactome: R-HSA-432047	NA	NA	NA	PR00783	NA	NA	NA	NA
PNP37759.1	G3DSA:1.10.10.1700;G3DSA:2.170.270.10	IPR001214	GO:0005515;GO:0034770;GO:0042799	PS50280;PS51567	SSF82199	PF00856	SM00317	mobidb-lite	Reactome: R-HSA-3214841	NA	NA	NA	NA	NA	NA	NA	NA
PNP38363.1	G3DSA:1.20.1740.10	IPR002293	GO:0016020;GO:0022857;GO:0055085;GO:0006865;GO:0016021	NA	NA	PF00324	NA	NA	NA	PS00218	NA	NA	NA	NA	NA	PIRSF006060	NA
PNP41711.1	NA	IPR035994	GO:0003824;GO:0009116	NA	SSF53167	PF01048	NA	NA	NA	NA	cd09008	NA	NA	NA	NA	NA	NA
PNP41975.1	G3DSA:3.40.50.450	IPR005269	NA	NA	SSF102405	PF03641	NA	mobidb-lite	NA	NA	NA	NA	NA	TIGR00730	NA	NA	NA
PNP44010.1	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP45146.1	G3DSA:3.40.30.10;G3DSA:1.20.1050.10	IPR036249	GO:0005515	PS50404;PS50405	SSF52833;SSF47616	PF02798;PF14497	NA	NA	NA	NA	cd03039	NA	NA	NA	NA	NA	NA
PNP38048.1	G3DSA:3.10.580.20;G3DSA:1.10.3080.10;G3DSA:3.90.1280.20	IPR014743	GO:0005247;GO:0006821;GO:0016020;GO:0055085	NA	SSF81340;SSF54631	PF00654	NA	mobidb-lite	Reactome: R-HSA-2672351	NA	cd03684;cd04591	NA	PR00762	NA	NA	NA	NA
PNP41497.1	NA	IPR013057	NA	NA	NA	PF01490	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP43741.1	G3DSA:3.40.50.720	IPR036291	GO:0003824;GO:0050662	NA	SSF51735	PF01370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP48751.1	G3DSA:1.20.120.1190;G3DSA:3.40.50.300	IPR031167	GO:0005525;GO:0005730	PS51710	SSF52540	PF17835;PF06858;PF08155	NA	mobidb-lite	NA	NA	cd01897	Coil	PR00326	NA	NA	PIRSF038919	NA
PNP45926.1	G3DSA:1.25.10.10	IPR002554	GO:0000159;GO:0007165;GO:0019888	NA	SSF48371	PF01603	NA	mobidb-lite	Reactome: R-HSA-141444|Reactome: R-HSA-195253|Reactome: R-HSA-196299|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-389513|Reactome: R-HSA-432142|Reactome: R-HSA-4641262|Reactome: R-HSA-5339716|Reactome: R-HSA-5358747|Reactome: R-HSA-5358749|Reactome: R-HSA-5358751|Reactome: R-HSA-5358752|Reactome: R-HSA-5467337|Reactome: R-HSA-5467340|Reactome: R-HSA-5467348|Reactome: R-HSA-5663220|Reactome: R-HSA-5673000|Reactome: R-HSA-5675221|Reactome: R-HSA-6811558|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	NA	PIRSF028043	NA
PNP46331.1	G3DSA:2.130.10.10	IPR015943	GO:0005515	PS50082;PS50294	SSF50978	PF00400	SM00320	mobidb-lite	NA	PS00678	NA	NA	NA	NA	NA	NA	NA
PNP45314.1	NA	IPR019185	NA	NA	NA	PF09801	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP39750.1	NA	IPR039535	NA	NA	NA	PF14269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP41538.1	G3DSA:3.40.30.10	IPR036249	NA	NA	SSF52833	PF13848	NA	NA	NA	NA	cd02982;cd02981	NA	NA	NA	NA	NA	NA
PNP46693.1	G3DSA:3.20.20.70	IPR000056	GO:0005975;GO:0016857;GO:0004750;GO:0006098;GO:0003824	NA	SSF51366	PF00834	NA	NA	KEGG: 00030+5.1.3.1|KEGG: 00040+5.1.3.1|KEGG: 00710+5.1.3.1|MetaCyc: PWY-1861|MetaCyc: PWY-5723|Reactome: R-HSA-71336	PS01085;PS01086	cd00429	NA	NA	NA	NA	PIRSF001461	NA
PNP38352.1	G3DSA:3.40.50.300	IPR027417	GO:0005525	NA	SSF52540	PF00025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP37122.1	G3DSA:3.40.50.720	IPR002347	GO:0016491	NA	SSF51735	PF00106	NA	NA	NA	PS00061	NA	NA	PR00081	NA	NA	NA	NA
PNP42784.1	NA	IPR019166	GO:0042407;GO:0061617	NA	NA	PF09769	NA	NA	Reactome: R-HSA-8949613	NA	NA	NA	NA	NA	NA	NA	NA
PNP41117.1	NA	IPR010487	NA	NA	NA	PF06413	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP48906.1	NA	IPR025712		NA	NA	PF18570;PF13874	NA	mobidb-lite	Reactome: R-HSA-1169408|Reactome: R-HSA-159227|Reactome: R-HSA-159230|Reactome: R-HSA-159231|Reactome: R-HSA-159236|Reactome: R-HSA-165054|Reactome: R-HSA-168271|Reactome: R-HSA-168276|Reactome: R-HSA-168325|Reactome: R-HSA-168333|Reactome: R-HSA-170822|Reactome: R-HSA-180746|Reactome: R-HSA-180910|Reactome: R-HSA-191859|Reactome: R-HSA-3108214|Reactome: R-HSA-3232142|Reactome: R-HSA-3301854|Reactome: R-HSA-3371453|Reactome: R-HSA-4085377|Reactome: R-HSA-4551638|Reactome: R-HSA-4570464|Reactome: R-HSA-4615885|Reactome: R-HSA-5578749|Reactome: R-HSA-5619107|Reactome: R-HSA-6784531	NA	NA	Coil	NA	NA	NA	NA	NA
PNP41978.1	NA	IPR028020	NA	NA	NA	PF13919	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNP46311.1	NA	IPR028000	NA	NA	NA	PF14610	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
