Gene	MobiDBLite	interpro	GO	Gene3D	SUPERFAMILY	ProSiteProfiles	Pfam	SMART	Coils	CDD	ProSitePatterns	PRINTS	PATHWAY	TIGRFAM	Hamap	PIRSF	SFLD
PKK46835.1	NA	IPR004304	GO:0016811	G3DSA:2.60.120.580	SSF141130	NA	PF03069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK43492.1	NA	IPR005178	NA	NA	NA	NA	PF03619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK53597.1	mobidb-lite	IPR011701	GO:0055085	G3DSA:1.20.1250.20	SSF103473	PS50850	PF07690	NA	NA	cd17352	NA	NA	NA	NA	NA	NA	NA
PKK41287.1	mobidb-lite	IPR021858	GO:0000981;GO:0005634;GO:0006355;GO:0008270	G3DSA:4.10.240.10	SSF57701	PS50048	PF11951;PF00172	SM00066	NA	cd00067	PS00463	NA	NA	NA	NA	NA	NA
PKK49614.1	mobidb-lite	IPR032563		G3DSA:1.10.10.60	NA	NA	PF16282	NA	Coil	NA	NA	NA	Reactome: R-HSA-3214847	NA	NA	NA	NA
PKK47061.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK46644.1	mobidb-lite	IPR007235	GO:0016758	G3DSA:3.40.50.2000	SSF53756	NA	PF04101	NA	NA	cd03785	NA	NA	KEGG: 00550+2.4.1.227|MetaCyc: PWY-5265|MetaCyc: PWY-6385|MetaCyc: PWY-6470|MetaCyc: PWY-6471|Reactome: R-HSA-446193|Reactome: R-HSA-5633231	NA	NA	NA	NA
PKK45617.1	mobidb-lite	IPR041174	GO:0003723;GO:0003676	G3DSA:3.30.1370.10	SSF54791	NA	PF17903	SM00322	NA	NA	NA	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	PIRSF006515	NA
PKK46024.1	NA	IPR018109	GO:0004326;GO:0005524;GO:0009396;GO:0009058;GO:0016874	G3DSA:3.40.1190.10;G3DSA:3.90.190.20	SSF53623;SSF53244	NA	NA	NA	Coil	NA	PS01012	NA	Reactome: R-HSA-196757	TIGR01499	NA	PIRSF038895	NA
PKK47142.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK47841.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK35652.1	NA	IPR036770	GO:0005515	G3DSA:3.40.50.300;G3DSA:1.25.40.20	SSF48403;SSF52540	PS50088;PS50297	NA	SM00248	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK42609.1	NA	IPR002893	GO:0005515	G3DSA:3.30.60.180;G3DSA:3.90.1420.10;G3DSA:3.90.1410.10	SSF82199;SSF144232;SSF81822	PS50280;PS50865	PF01753;PF09273;PF00856	NA	NA	NA	PS01360	NA	NA	NA	NA	NA	NA
PKK43605.1	NA	IPR008509	GO:0015098;GO:0015689;GO:0016021	G3DSA:1.20.1250.20	SSF103473	NA	PF05631	NA	NA	cd17487	NA	NA	NA	NA	NA	NA	NA
PKK45596.1	NA	IPR001247		G3DSA:3.30.230.70	SSF54211;SSF55666	NA	PF01138	NA	NA	cd11372	NA	NA	Reactome: R-HSA-380994|Reactome: R-HSA-429958|Reactome: R-HSA-450385|Reactome: R-HSA-450513|Reactome: R-HSA-450604|Reactome: R-HSA-6791226	NA	NA	NA	NA
PKK49255.1	mobidb-lite	IPR005888	GO:0008460;GO:0009225	G3DSA:3.40.50.720;G3DSA:3.90.25.10	SSF51735	NA	PF16363	NA	NA	cd05246	NA	NA	KEGG: 00521+4.2.1.46|KEGG: 00523+4.2.1.46|KEGG: 00525+4.2.1.46|MetaCyc: PWY-6808|MetaCyc: PWY-6942|MetaCyc: PWY-6953|MetaCyc: PWY-6973|MetaCyc: PWY-6974|MetaCyc: PWY-6976|MetaCyc: PWY-7104|MetaCyc: PWY-7301|MetaCyc: PWY-7312|MetaCyc: PWY-7315|MetaCyc: PWY-7316|MetaCyc: PWY-7318|MetaCyc: PWY-7413|MetaCyc: PWY-7414|MetaCyc: PWY-7440|MetaCyc: PWY-7657|MetaCyc: PWY-7688|MetaCyc: PWY-7814	NA	NA	NA	NA
PKK51525.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK54038.1	NA	IPR005828	GO:0016021;GO:0022857;GO:0055085;GO:0016020	G3DSA:1.20.1250.20	SSF103473	PS50850	PF00083	NA	NA	cd17356	PS00216;PS00217	PR00171	Reactome: R-HSA-189200	TIGR00879	NA	NA	NA
PKK54201.1	NA	IPR001623	NA	G3DSA:1.10.287.110	SSF46565	PS50076	PF00226	SM00271	NA	cd06257	NA	PR00625	NA	NA	NA	NA	NA
PKK44963.1	NA	IPR023753	GO:0016491;GO:0055114	G3DSA:3.50.50.100	SSF51905	NA	PF07992	NA	NA	NA	NA	PR00368;PR00469	NA	NA	NA	NA	NA
PKK41061.1	mobidb-lite	IPR002500	GO:0003824;GO:0004604;GO:0019379;GO:0055114	G3DSA:3.40.50.620;G3DSA:3.30.1960.10	SSF111278;SSF52402	NA	PF02676;PF01507	NA	NA	cd01713	NA	NA	Reactome: R-HSA-196843	TIGR02057;TIGR00434	NA	NA	NA
PKK40915.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK43674.1	NA	IPR013087	GO:0003676	G3DSA:3.30.160.60	SSF57667	PS50157	PF00096;PF13894	SM00355	NA	NA	PS00028	NA	NA	NA	NA	NA	NA
PKK45818.1	NA	IPR010226	GO:0016020;GO:0016651;GO:0051539;GO:0055114	G3DSA:3.30.70.3270	SSF54862	PS51379	PF12838	NA	NA	NA	PS00198	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	TIGR01971	MF_01351	NA	NA
PKK46734.1	mobidb-lite	IPR004827	GO:0003700;GO:0006355	NA	SSF57959	NA	NA	NA	Coil	cd14688	PS00036	NA	NA	NA	NA	NA	NA
PKK52287.1	NA	IPR027417	NA	G3DSA:3.40.50.300	SSF52540	NA	PF13245	NA	NA	cd18786;cd17932	NA	NA	NA	NA	NA	NA	NA
PKK46218.1	NA	IPR009006	GO:0003824;GO:0006596	G3DSA:2.40.37.10;G3DSA:3.20.20.10	SSF50621;SSF51419	NA	PF00278;PF02784	NA	NA	cd00622	PS00878;PS00879	PR01182;PR01179	NA	NA	NA	NA	NA
PKK46377.1	mobidb-lite	IPR036059	GO:0006508;GO:0008237	NA	SSF111283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK49658.1	NA	IPR007867	GO:0016614;GO:0055114;GO:0050660	G3DSA:3.50.50.60;G3DSA:3.30.560.10	SSF51905;SSF54373	NA	PF05199;PF00732	NA	NA	NA	PS00624	NA	Reactome: R-HSA-6798163	NA	NA	PIRSF000137	NA
PKK55129.1	mobidb-lite	IPR039924		G3DSA:2.30.29.30	NA	NA	PF03517	NA	NA	NA	NA	NA	Reactome: R-HSA-191859	NA	NA	NA	NA
PKK53487.1	NA	IPR013700	GO:0003677;GO:0005634;GO:0006355;GO:0045122	NA	NA	NA	PF08493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK43585.1	NA	IPR032466	GO:0016810	G3DSA:3.10.310.70;G3DSA:3.20.20.140;G3DSA:2.30.40.10	SSF51556;SSF51338	NA	PF07969	NA	NA	cd01300	NA	NA	NA	NA	NA	NA	NA
PKK53429.1	NA	IPR002401	GO:0005506;GO:0016705;GO:0020037;GO:0055114	G3DSA:1.10.630.10	SSF48264	NA	PF00067	NA	NA	NA	PS00086	PR00463	NA	NA	NA	NA	NA
PKK45844.1	NA	IPR036291	GO:0003824;GO:0050662	G3DSA:3.40.50.720	SSF51735	NA	PF01370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK45913.1	NA	IPR011057	GO:0016846	G3DSA:2.170.150.70	SSF51316	NA	PF04828	NA	NA	NA	NA	NA	KEGG: 00680+4.4.1.22|MetaCyc: PWY-1801	NA	NA	NA	NA
PKK46675.1	mobidb-lite	IPR018767	GO:0031965;GO:0055088	NA	NA	NA	PF10104	SM01042	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK45285.1	NA	IPR000209	GO:0004252;GO:0006508;GO:0005618;GO:0016020	G3DSA:3.40.50.200	SSF52743	NA	PF00082;PF06280	NA	NA	NA	PS00136;PS00138	PR00723	NA	NA	NA	NA	NA
PKK45000.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK52319.1	mobidb-lite	IPR001164	GO:0005096;GO:0005515	G3DSA:1.10.8.10;G3DSA:3.30.40.160	SSF57863;SSF46934	PS50030;PS50115	PF01412	SM00105;SM00165	NA	cd08204	NA	PR00405	NA	NA	NA	NA	NA
PKK54197.1	NA	IPR001930	GO:0006508;GO:0008237;GO:0008270	G3DSA:2.60.40.1730;G3DSA:1.25.40.320;G3DSA:1.10.1740.60;G3DSA:1.10.390.10	SSF55486;SSF48371;SSF63737	NA	PF17900;PF01433;PF09127	SM01263	NA	cd09599	NA	PR00756	Reactome: R-HSA-2142691|Reactome: R-HSA-6798695|Reactome: R-HSA-9018676|Reactome: R-HSA-9018681|Reactome: R-HSA-9018896|Reactome: R-HSA-9020265|Reactome: R-HSA-9023661	TIGR02411	NA	NA	NA
PKK50680.1	mobidb-lite	IPR019433	NA	NA	NA	NA	PF10333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK54119.1	mobidb-lite	IPR005033	GO:0006355	G3DSA:2.60.40.1970	NA	PS51037	PF03366	NA	Coil	cd16908	NA	NA	NA	NA	NA	NA	NA
PKK45721.1	NA	IPR036663	GO:0003824	G3DSA:3.90.850.10	SSF56529	NA	PF01557	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK49421.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK53377.1	NA	IPR000719	GO:0004672;GO:0005524;GO:0006468	G3DSA:1.10.510.10	SSF56112	PS50011	PF01633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK49707.1	mobidb-lite	IPR000254	GO:0005576;GO:0005975;GO:0030248;GO:0004553	G3DSA:2.70.100.10	SSF57180;SSF49899	PS51164	PF00734;PF00840	SM00236	NA	cd07999	PS00562	PR00734	NA	NA	NA	NA	NA
PKK54943.1	mobidb-lite	IPR036259	GO:0055085	G3DSA:1.20.1250.20	SSF103473	PS50850	PF07690	NA	NA	cd17502	NA	NA	NA	NA	NA	NA	NA
PKK40890.1	mobidb-lite	IPR016130	GO:0004725;GO:0016311;GO:0006470;GO:0008138;GO:0016791	NA	SSF52799	PS50054;PS50056	PF00782	SM00195	NA	cd14521	PS00383	NA	NA	NA	NA	NA	NA
PKK45516.1	NA	IPR036259	GO:0055085	G3DSA:1.20.1250.20	SSF103473	PS50850	PF07690	NA	NA	cd17333	NA	NA	NA	NA	NA	NA	NA
PKK49555.1	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK43135.1	mobidb-lite	IPR036412	GO:0005388;GO:0005524;GO:0016020;GO:0070588;GO:0000166;GO:0016021	G3DSA:2.70.150.10;G3DSA:3.40.50.1000;G3DSA:1.20.1110.10;G3DSA:3.40.1110.10	SSF56784;SSF81665;SSF81660;SSF81653	NA	PF00690;PF00689;PF00702;PF00122	NA	NA	cd02081	PS00154	PR00121;PR00119	Reactome: R-HSA-418359|Reactome: R-HSA-5578775|Reactome: R-HSA-936837	TIGR01517;TIGR01494	NA	NA	SFLDG00002;SFLDF00027
PKK48895.1	NA	IPR004304	GO:0016811	G3DSA:3.10.28.20;G3DSA:2.60.120.580	SSF141130	NA	PF03069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK53804.1	NA	IPR029058	NA	G3DSA:3.40.50.1820	SSF53474	NA	PF12146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK53897.1	mobidb-lite	IPR036047	GO:0005515	NA	SSF81383	PS50181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK49256.1	mobidb-lite	IPR011993		G3DSA:2.30.29.30	NA	NA	PF16979;PF16978	NA	NA	NA	NA	NA	Reactome: R-HSA-1257604|Reactome: R-HSA-389357|Reactome: R-HSA-5218920|Reactome: R-HSA-5674400|Reactome: R-HSA-6804757	NA	NA	NA	NA
PKK52387.1	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	G3DSA:4.10.240.10	SSF57701	PS50048	PF00172;PF11951	SM00066	Coil	cd00067	PS00463	NA	NA	NA	NA	NA	NA
PKK50412.1	NA	IPR021084	NA	G3DSA:1.20.120.1020	NA	NA	PF11558;PF14479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK52655.1	NA	IPR002110	GO:0005515	G3DSA:1.25.40.960;G3DSA:1.25.40.20;G3DSA:3.40.50.300	SSF48403;SSF52540	PS50088;PS50297	PF05729;PF12796	SM00248	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK51925.1	NA	IPR036907	GO:0009166;GO:0016787	G3DSA:3.90.780.10;G3DSA:3.60.21.10	SSF55816;SSF56300	PS51257	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-196807|Reactome: R-HSA-73621|Reactome: R-HSA-74259	NA	NA	PIRSF017316	NA
PKK44335.1	NA	IPR002347	GO:0016491	G3DSA:3.40.50.720	SSF51735	NA	PF00106	NA	NA	NA	PS00061	PR00081;PR00080	NA	NA	NA	NA	NA
PKK48738.1	mobidb-lite	IPR029057	GO:0000287;GO:0004749;GO:0009165;GO:0009156;GO:0044249;GO:0009116	G3DSA:3.40.50.2020	SSF53271	NA	PF14572;PF13793	SM01400	NA	cd06223	PS00114	NA	KEGG: 00030+2.7.6.1|KEGG: 00230+2.7.6.1	TIGR01251	NA	NA	NA
PKK53027.1	NA	IPR002642	GO:0004620;GO:0009395	G3DSA:3.40.1090.10	SSF52151	PS51210	PF01735	SM00022	NA	NA	NA	NA	Reactome: R-HSA-1482788|Reactome: R-HSA-1482801|Reactome: R-HSA-1482839|Reactome: R-HSA-1482922|Reactome: R-HSA-1483115	NA	NA	NA	NA
PKK40909.1	NA	IPR006680	GO:0016787	G3DSA:3.20.20.140	SSF51556	NA	PF04909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK52701.1	mobidb-lite	IPR004776	GO:0016021;GO:0055085	NA	NA	NA	PF03547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK48663.1	NA	NA	NA	G3DSA:3.30.559.30	SSF52777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK50007.1	NA	IPR029479	GO:0016491	G3DSA:3.40.109.10	SSF55469	NA	PF00881	NA	NA	NA	NA	NA	Reactome: R-HSA-209968	NA	NA	NA	NA
PKK40982.1	NA	IPR013112	GO:0016491;GO:0055114	G3DSA:3.40.50.80	SSF52343;SSF63380	PS51384	PF08022;PF08030;PF01794	NA	NA	cd06186	NA	NA	NA	NA	NA	NA	SFLDG01168;SFLDS00052
PKK44700.1	NA	IPR018450	NA	NA	NA	NA	PF10247	SM01378	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK45276.1	mobidb-lite	IPR000504	GO:0003676	G3DSA:3.30.70.330	SSF54928	PS50102	PF00076	SM00360	NA	cd00590;cd12245	NA	NA	NA	NA	NA	NA	NA
PKK52745.1	NA	IPR016040	NA	G3DSA:3.40.50.720	SSF51735	NA	PF13460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK53196.1	mobidb-lite	IPR036259	GO:0055085;GO:0022857	G3DSA:1.20.1250.20;G3DSA:1.20.1720.10	SSF103473	PS50850	PF07690	NA	NA	cd17502	NA	PR01035	NA	NA	NA	NA	NA
PKK53472.1	NA	NA	NA	G3DSA:3.40.190.10	SSF53850	NA	PF13343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK51839.1	mobidb-lite	IPR040768	GO:0005515	G3DSA:2.130.10.10	SSF50969	NA	PF17747;PF08553;PF17748	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK46197.1	NA	IPR036291		G3DSA:3.40.50.720;G3DSA:3.90.25.10	SSF51735	NA	PF05368	NA	NA	NA	NA	NA	Reactome: R-HSA-70635	NA	NA	NA	NA
PKK52405.1	NA	IPR009071	NA	G3DSA:1.10.30.10	SSF47095	PS50118	PF00505	SM00398	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK47511.1	mobidb-lite	NA	NA	G3DSA:2.70.50.70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK53872.1	mobidb-lite	IPR028245	NA	G3DSA:1.20.1270.60	NA	NA	PF13805	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK50717.1	mobidb-lite	IPR001487	GO:0005515;GO:0046982	G3DSA:1.20.920.10;G3DSA:1.10.20.10	SSF47370	PS50014	PF00439;PF07524	SM00297	Coil	cd05510	PS00633	PR00503	NA	NA	NA	NA	NA
PKK41929.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK49883.1	NA	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114	G3DSA:1.10.630.10	SSF48264	NA	PF00067	NA	NA	NA	PS00086	PR00463;PR00385	NA	NA	NA	NA	NA
PKK42252.1	NA	IPR010829	NA	G3DSA:2.40.40.10	SSF50685	NA	PF07249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK43867.1	mobidb-lite	IPR002699	GO:0042626	NA	NA	NA	PF01813	NA	Coil	NA	NA	NA	Reactome: R-HSA-1222556|Reactome: R-HSA-6798695|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-9639288|Reactome: R-HSA-983712	TIGR00309	NA	NA	NA
PKK53447.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	G3DSA:4.10.240.10;G3DSA:1.10.630.10	SSF57701;SSF48264	PS50048	PF00172;PF00067	SM00066	NA	cd00067	NA	PR00465	NA	NA	NA	NA	NA
PKK48243.1	mobidb-lite	IPR013907	NA	NA	NA	NA	PF08598	SM01401	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK41162.1	mobidb-lite	IPR007065	NA	NA	NA	NA	PF04982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK43965.1	mobidb-lite	IPR015943	GO:0005515	G3DSA:2.130.10.10	SSF50978	PS50082;PS50294	PF00400;PF12894	SM00320	NA	NA	PS00678	NA	NA	NA	NA	NA	NA
PKK44531.1	NA	IPR000608		G3DSA:3.10.110.10	SSF54495	PS50127	PF00179	SM00212	Coil	cd00195	NA	NA	Reactome: R-HSA-983168	NA	NA	NA	NA
PKK48033.1	mobidb-lite	IPR016491	GO:0005525	G3DSA:3.40.50.300	SSF52540	PS51719	PF00735	NA	NA	cd01850	NA	NA	NA	NA	NA	PIRSF006698	NA
PKK49379.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK43709.1	mobidb-lite	IPR014752	NA	G3DSA:2.60.40.640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK47379.1	mobidb-lite	IPR007241	GO:0006914	NA	NA	NA	PF04109	NA	NA	NA	NA	NA	Reactome: R-HSA-1632852	NA	NA	NA	NA
PKK53493.1	NA	IPR036291	GO:0003824;GO:0050662	G3DSA:3.40.50.720	SSF51735	NA	PF01370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK48748.1	mobidb-lite	IPR036388	GO:0004402;GO:0006355;GO:0016573	G3DSA:1.10.10.10;G3DSA:3.30.60.60;G3DSA:3.40.630.30;G3DSA:2.30.30.140	SSF54160;SSF55729	PS51726	PF01853;PF11717;PF17772	NA	NA	cd04301;cd18986	NA	NA	Reactome: R-HSA-3214847	NA	NA	NA	NA
PKK42526.1	NA	IPR017853	GO:0004553;GO:0005975	G3DSA:3.20.20.80	SSF51445	NA	NA	NA	NA	NA	PS00659	NA	NA	NA	NA	NA	NA
PKK52778.1	NA	IPR001077	GO:0008171;GO:0008168	G3DSA:1.10.10.10;G3DSA:3.40.50.150	SSF46785;SSF53335	PS51683	PF00891	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF005739	NA
PKK44628.1	NA	IPR002123	GO:0016746	G3DSA:3.40.50.720	SSF51735;SSF69593	NA	PF01553;PF07993	SM00563	NA	cd05236	NA	NA	Reactome: R-HSA-9640463	NA	NA	NA	NA
PKK49655.1	NA	IPR002403	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114	G3DSA:1.10.630.10	SSF48264	NA	PF00067	NA	NA	NA	NA	PR00465	NA	NA	NA	NA	NA
PKK43594.1	mobidb-lite	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	G3DSA:4.10.240.10	SSF57701	PS50048	PF00172	SM00066	NA	cd00067	PS00463	PR00755	NA	NA	NA	NA	NA
PKK49631.1	mobidb-lite	IPR013087	GO:0003676	G3DSA:3.30.160.60	SSF57667	PS50157	PF00096	SM00355	NA	NA	PS00028	NA	NA	NA	NA	NA	NA
PKK47789.1	mobidb-lite	IPR027417	GO:0005524	G3DSA:3.40.50.300	SSF52540	NA	PF00004	SM00382	Coil	cd00009	NA	NA	NA	NA	NA	NA	NA
PKK42107.1	NA	IPR036291		G3DSA:3.40.50.720	SSF51735	NA	PF07993	NA	NA	NA	NA	NA	Reactome: R-HSA-9640463	NA	NA	NA	NA
PKK46236.1	mobidb-lite	IPR010347	GO:0005634;GO:0006281;GO:0008081;GO:0003824	G3DSA:3.30.870.10;G3DSA:3.30.870.20	SSF56024	PS50035;PS50330	PF06087	NA	NA	cd09122	NA	NA	Reactome: R-HSA-5693571	NA	NA	NA	NA
PKK51789.1	NA	IPR020683	GO:0005515	G3DSA:1.25.40.20	SSF48403	PS50088;PS50297	PF12796;PF00023	SM00248	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK43074.1	mobidb-lite	IPR036873	NA	G3DSA:3.40.250.10	SSF52821	PS50206	PF00581	SM00450	NA	cd01449;cd01448	NA	NA	NA	NA	NA	NA	NA
PKK51522.1	NA	IPR000626	GO:0005515	G3DSA:3.10.20.90	SSF54236	PS50053	PF00240	SM00213	NA	cd01803	PS00299	PR00348	NA	NA	NA	NA	NA
PKK53239.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK54984.1	mobidb-lite	IPR011701	GO:0055085	G3DSA:1.20.1250.20	SSF103473	NA	PF07690	NA	NA	cd17327	NA	NA	NA	NA	NA	NA	NA
PKK54953.1	mobidb-lite	IPR010730	NA	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK48432.1	NA	IPR002867	GO:0046872;GO:0003676	G3DSA:1.20.120.1750;G3DSA:3.30.40.10;G3DSA:4.10.1000.10	SSF57850;SSF90229	PS50103;PS51873;PS50157	PF01485;PF18345	SM00356;SM00647	NA	NA	PS00028	NA	NA	NA	NA	NA	NA
PKK44788.1	mobidb-lite	IPR036291	GO:0016491	G3DSA:3.40.50.720;G3DSA:3.30.360.10	SSF55347;SSF51735	NA	PF01408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK42537.1	NA	IPR002026	GO:0016151;GO:0043419;GO:0016810;GO:0009039;GO:0006807;GO:0016787	G3DSA:3.20.20.140;G3DSA:3.30.280.10;G3DSA:2.10.150.10;G3DSA:2.30.40.10	SSF51338;SSF54111;SSF51556;SSF51278	PS51368	PF00547;PF01979;PF00699;PF00449	NA	NA	cd00407;cd00375;cd00390	PS00145;PS01120	PR01752	KEGG: 00220+3.5.1.5|KEGG: 00230+3.5.1.5|KEGG: 00791+3.5.1.5|MetaCyc: PWY-5704	TIGR00193;TIGR00192;TIGR01792	MF_01953	PIRSF001222	NA
PKK53798.1	mobidb-lite	IPR001083	GO:0003677;GO:0003700;GO:0005507;GO:0006355;GO:0042025;GO:0005634	G3DSA:3.90.430.10	SSF57879	PS50073	PF00649	SM00412;SM01090	NA	NA	PS01119	PR00617	NA	NA	NA	NA	NA
PKK50832.1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	G3DSA:4.10.240.10	SSF57701	PS50048	PF00172	SM00066	NA	cd00067;cd12148	PS00463	NA	NA	NA	NA	NA	NA
PKK53079.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK43444.1	mobidb-lite	IPR003265	GO:0006284;GO:0003824;GO:0006281	G3DSA:1.10.340.30;G3DSA:1.10.1670.40	SSF48150	NA	PF00730	SM00478	NA	cd00056	NA	NA	Reactome: R-HSA-110357	NA	NA	NA	NA
PKK50826.1	NA	IPR006094	GO:0016491;GO:0050660;GO:0055114;GO:0071949	G3DSA:3.30.465.40;G3DSA:3.40.462.20	SSF56176	PS51387	PF01565;PF08031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK44304.1	NA	IPR029058	NA	NA	SSF53474	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK52822.1	NA	IPR011032	GO:0055114;GO:0008270;GO:0016491	G3DSA:3.40.50.720;G3DSA:3.90.180.10	SSF50129;SSF51735	NA	PF13823;PF08240	NA	NA	cd08283	PS00059	NA	Reactome: R-HSA-71384	NA	NA	NA	NA
PKK48947.1	NA	IPR000873	GO:0003824	G3DSA:3.30.300.30;G3DSA:3.40.50.12780	SSF56801	NA	PF00501	NA	NA	cd04433	PS00455	NA	NA	NA	NA	NA	NA
PKK53174.1	NA	IPR027417	GO:0003824;GO:0009116;GO:0005515	G3DSA:1.25.40.20;G3DSA:3.40.50.300	SSF52540;SSF53167;SSF48403	PS50088;PS50837;PS50297	PF05729;PF01048;PF12796	SM00248	NA	cd09008	NA	NA	NA	NA	NA	NA	NA
PKK45998.1	NA	IPR002938	GO:0071949	G3DSA:3.30.9.30;G3DSA:3.50.50.60	SSF54373;SSF51905	NA	PF01494	NA	NA	NA	NA	PR00420	NA	NA	NA	NA	NA
PKK47549.1	NA	IPR018535	NA	NA	NA	NA	PF09362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK52513.1	NA	NA	NA	G3DSA:3.40.50.11350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK44887.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
PKK42239.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK45682.1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKK51653.1	mobidb-lite	IPR013083	GO:0003677;GO:0006281;GO:0046872;GO:0003676	G3DSA:3.30.40.10	SSF57903;SSF140125	PS50178	PF11464;PF01363	SM00734;SM00064	Coil	cd15737;cd15761	PS00028	NA	Reactome: R-HSA-168138|Reactome: R-HSA-983231	NA	NA	NA	NA
PKK46543.1	mobidb-lite	IPR027027	GO:0005484;GO:0005794;GO:0016192	G3DSA:1.20.5.110	SSF58038	NA	PF12352	NA	NA	cd15863	NA	NA	Reactome: R-HSA-6811438	NA	NA	PIRSF028865	NA
